股票代码,股票简称,报告期,上下游关系比率,现金比率,核心利润率%,核心利润含金量
600991,广汽长丰,2011-09-30,1.64,0.00,-1.98,-1.79
600992,贵绳股份,2016-09-30,1.17,0.19,1.54,3.79
600993,马应龙,2016-09-30,0.42,0.06,13.65,0.87
600995,文山电力,2016-09-30,8.69,0.04,12.63,2.19
600996,贵广网络,2016-09-30,0.00,0.00,100.00,0.31
600997,开滦股份,2016-09-30,1.05,0.24,4.23,3.22
600998,九州通,2016-09-30,0.91,0.13,1.34,-3.28
600999,招商证券,2016-09-30,0.90,0.66,12.13,3.19
601000,唐山港,2016-09-30,1.20,0.15,23.96,0.87
601001,大同煤业,2016-09-30,0.73,0.53,-5.76,-2.23
601002,晋亿实业,2016-09-30,0.87,0.04,7.23,2.20
601003,柳钢股份,2016-09-30,1.24,0.17,0.64,13.13
601005,重庆钢铁,2016-09-30,24.61,0.00,-83.96,0.05
601006,大秦铁路,2016-09-30,0.76,0.08,13.41,0.55
601007,金陵饭店,2016-09-30,3.09,0.07,5.00,3.41
601008,连云港,2016-09-30,0.77,0.03,-4.22,0.59
601009,南京银行,2016-09-30,0.00,0.00,13.90,19.44
601010,文峰股份,2016-09-30,11.93,0.06,4.97,2.18
601011,宝泰隆,2016-09-30,1.58,0.04,-0.27,-97.04
601012,隆基股份,2016-09-30,0.89,0.16,16.96,0.07
601015,陕西黑猫,2016-09-30,1.30,0.15,-0.38,-37.72
601016,节能风电,2016-09-30,1.55,0.09,15.48,5.17
601018,宁波港,2016-09-30,0.37,0.05,14.77,1.37
601020,华钰矿业,2016-09-30,0.25,0.02,34.09,-0.55
601021,春秋航空,2016-09-30,2.63,0.19,13.09,2.00
601028,玉龙股份,2016-09-30,0.46,0.11,1.95,8.30
601038,一拖股份,2016-09-30,2.56,0.19,3.14,5.49
601058,赛轮金宇,2016-09-30,1.23,0.12,5.54,2.22
601069,西部黄金,2016-09-30,2.67,0.02,19.04,0.87
601088,中国神华,2016-09-30,1.32,0.25,24.10,2.07
601098,中南传媒,2016-09-30,2.32,0.35,18.99,0.49
601099,太平洋,2016-09-30,2.89,0.22,-40.42,10.15
601100,恒立液压,2016-09-30,0.72,0.08,-0.71,-0.93
601101,昊华能源,2016-09-30,0.88,0.14,-2.92,-7.23
601106,中国一重,2016-09-30,0.29,0.09,-57.51,1.16
601107,四川成渝,2016-09-30,2.72,0.00,25.32,1.11
601111,中国国航,2016-09-30,2.58,0.09,10.66,2.64
601113,华鼎锦纶,2016-09-30,0.55,0.00,0.30,28.97
601116,三江购物,2016-09-30,18.68,0.07,2.20,3.67
601117,中国化学,2016-09-30,1.74,0.49,5.31,0.45
601118,海南橡胶,2016-09-30,0.61,0.05,-5.47,-0.07
601126,四方股份,2016-09-30,0.33,0.06,1.32,-9.65
601127,小康股份,2016-09-30,1.49,0.00,3.42,2.47
601128,常熟银行,2016-09-30,0.00,0.00,-5.02,-36.53
601137,博威合金,2016-09-30,1.20,0.07,5.12,1.44
601139,深圳燃气,2016-09-30,2.84,0.15,13.78,1.48
601155,新城控股,2016-09-30,7.52,0.48,8.57,2.58
601158,重庆水务,2016-09-30,1.48,0.13,29.49,1.58
601163,三角轮胎,2016-09-30,3.63,0.20,13.33,1.22
601166,兴业银行,2016-09-30,0.00,0.00,19.98,0.61
601168,西部矿业,2016-09-30,3.44,0.00,1.56,-0.28
601169,北京银行,2016-09-30,0.00,0.00,24.25,-4.44
601177,杭齿前进,2016-09-30,0.90,0.03,-4.96,0.84
601179,中国西电,2016-09-30,0.96,0.25,8.17,-1.37
601186,中国铁建,2016-09-30,2.28,0.68,2.89,-0.78
601188,龙江交通,2016-09-30,17.16,0.07,47.05,0.86
601198,东兴证券,2016-09-30,1.31,0.31,11.74,-11.65
601199,江南水务,2016-09-30,17.57,0.16,38.86,1.03
601206,海尔施,2016-06-30,0.37,0.00,11.44,-1.46
601208,东材科技,2016-09-30,0.40,0.05,4.69,3.94
601211,国泰君安,2016-09-30,6.22,0.78,14.93,-18.46
601212,白银有色,2016-09-30,0.89,0.00,0.13,41.35
601216,君正集团,2016-09-30,1.20,0.02,20.65,1.48
601218,吉鑫科技,2016-09-30,0.47,0.12,12.59,1.04
601222,林洋能源,2016-09-30,0.96,0.17,18.05,-1.59
601225,陕西煤业,2016-09-30,1.23,0.14,8.21,2.98
601226,华电重工,2016-09-30,1.34,0.09,1.09,2.35
601229,上海银行,2016-09-30,0.00,0.00,23.27,17.07
601231,环旭电子,2016-09-30,1.18,0.21,3.45,1.20
601233,桐昆股份,2016-09-30,2.70,0.14,3.62,2.02
601238,广汽集团,2016-09-30,2.77,0.11,5.30,3.01
601258,庞大集团,2016-09-30,4.81,1.02,0.99,-4.73
601268,*ST二重,2015-12-31,1.30,0.00,-76.29,1.03
601288,农业银行,2016-09-30,0.00,0.00,15.61,8.45
601299,中国北车,2015-03-31,1.74,0.00,7.36,-1.88
601311,骆驼股份,2016-09-30,0.34,0.01,8.76,0.80
601313,江南嘉捷,2016-09-30,1.11,0.08,9.76,0.19
601318,中国平安,2016-09-30,0.02,0.80,-3.51,0.89
601328,交通银行,2016-09-30,0.00,0.00,187.49,0.51
601333,广深铁路,2016-09-30,0.49,0.04,11.58,0.82
601336,新华保险,2016-09-30,0.00,0.08,-3.05,-2.73
601339,百隆东方,2016-09-30,0.57,0.15,9.24,2.77
601368,绿城水务,2016-09-30,0.75,0.19,21.58,2.57
601369,陕鼓动力,2016-09-30,1.72,0.08,7.92,-0.87
601375,中原证券,2016-09-30,0.00,0.00,44.75,-3.78
601377,兴业证券,2016-09-30,1.30,0.53,-10.13,26.72
601388,怡球资源,2016-09-30,0.16,0.08,1.02,1.81
601390,中国中铁,2016-09-30,1.81,0.44,2.66,0.01
601398,工商银行,2016-09-30,0.00,0.00,30.27,1.81
601500,通用股份,2016-09-30,3.61,0.08,6.01,1.71
601515,东风股份,2016-09-30,0.35,0.04,28.73,0.37
601518,吉林高速,2016-09-30,0.30,0.19,39.46,1.46
601519,大智慧,2016-09-30,2.50,0.06,-146.86,0.69
601555,东吴证券,2016-09-30,0.15,0.42,6.47,-36.51
601558,华锐风电,2016-09-30,1.35,0.07,-144.55,0.29
601566,九牧王,2016-09-30,1.88,0.08,20.97,0.78
601567,三星医疗,2016-09-30,1.13,0.16,12.89,-0.20
601579,会稽山,2016-09-30,1.98,0.09,17.76,0.36
601588,北辰实业,2016-09-30,8.25,0.66,8.00,9.85
601595,上海电影,2016-09-30,1.80,0.10,23.79,0.84
601599,鹿港文化,2016-09-30,0.68,0.09,6.67,-5.08
601600,中国铝业,2016-09-30,1.31,0.35,-0.53,-15.33
601601,中国太保,2016-09-30,0.00,0.04,-6.25,-3.15
601607,上海医药,2016-09-30,0.85,0.21,3.30,0.44
601608,中信重工,2016-09-30,1.10,0.16,-15.00,0.66
601611,中国核建,2016-09-30,1.83,0.25,2.56,-0.75
601616,广电电气,2016-09-30,0.61,0.04,-21.27,-0.42
601618,中国中冶,2016-09-30,1.63,0.30,4.27,-0.49
601628,中国人寿,2016-09-30,0.00,0.10,-0.77,-3.32
601633,长城汽车,2016-09-30,0.88,0.03,13.47,0.77
601636,旗滨集团,2016-09-30,7.11,0.09,10.05,2.39
601666,平煤股份,2016-09-30,1.71,0.29,-0.59,-32.62
601668,中国建筑,2016-09-30,2.93,1.00,5.77,0.61
601669,中国电建,2016-09-30,2.36,0.67,4.30,0.87
601677,明泰铝业,2016-09-30,1.10,0.08,5.15,-0.73
601678,滨化股份,2016-09-30,0.66,0.04,9.21,1.66
601688,华泰证券,2016-09-30,5.14,0.97,5.92,0.91
601689,拓普集团,2016-09-30,0.80,0.02,15.62,0.54
601699,潞安环能,2016-09-30,1.41,0.27,0.86,8.61
601700,风范股份,2016-09-30,0.43,0.00,8.64,-0.87
601717,郑煤机,2016-09-30,0.49,0.19,7.10,2.04
601718,际华集团,2016-09-30,0.82,0.11,0.32,-14.79
601727,上海电气,2016-09-30,1.74,0.00,7.77,-0.12
601766,中国中车,2016-09-30,1.34,0.14,7.52,0.30
601777,力帆股份,2016-09-30,1.93,0.61,-2.97,-0.42
601788,光大证券,2016-09-30,0.60,0.88,-9.21,17.26
601789,宁波建工,2016-09-30,1.03,0.24,2.50,-1.53
601798,蓝科高新,2016-09-30,0.46,0.04,0.03,-157.32
601799,星宇股份,2016-09-30,1.65,0.03,10.72,0.98
601800,中国交建,2016-09-30,2.36,0.29,5.24,-0.75
601801,皖新传媒,2016-09-30,1.16,0.14,11.65,0.09
601808,中海油服,2016-09-30,0.81,0.12,-17.86,-0.05
601811,新华文轩,2016-09-30,2.23,0.07,9.66,0.31
601818,光大银行,2016-09-30,0.00,0.00,13.75,23.58
601857,中国石油,2016-09-30,2.47,0.08,0.27,61.15
601858,中国科传,2016-09-30,0.00,0.00,100.00,-0.05
601866,中远海发,2016-09-30,0.73,0.40,-7.09,-7.32
601872,招商轮船,2016-09-30,0.41,0.17,34.51,1.98
601877,正泰电器,2016-09-30,0.63,0.05,17.48,1.17
601880,大连港,2016-09-30,0.59,0.17,3.06,4.45
601881,中国银河,2016-09-30,0.00,0.00,100.00,-0.69
601882,海天精工,2016-09-30,1.17,0.02,8.35,1.98
601886,江河集团,2016-09-30,0.87,0.27,4.97,-1.10
601888,中国国旅,2016-09-30,1.26,0.14,12.20,0.65
601890,亚星锚链,2016-09-30,0.51,0.20,5.55,6.58
601898,中煤能源,2016-09-30,1.46,0.17,-0.18,-83.06
601899,紫金矿业,2016-09-30,3.31,0.76,4.85,1.91
601900,南方传媒,2016-09-30,1.32,0.17,9.17,1.19
601901,方正证券,2016-09-30,0.00,0.47,4.65,-62.77
601908,京运通,2016-09-30,1.24,0.07,22.40,-0.29
601918,*ST新集,2016-09-30,5.34,0.06,1.60,23.47
601919,中远海控,2016-09-30,2.20,0.55,-13.23,0.09
601928,凤凰传媒,2016-09-30,3.58,0.12,12.16,1.20
601929,吉视传媒,2016-09-30,3.57,0.05,13.43,1.11
601933,永辉超市,2016-09-30,4.45,0.22,2.91,2.20
601939,建设银行,2016-09-30,0.00,0.00,27.02,7.98
601958,金钼股份,2016-09-30,0.67,0.15,-0.93,2.88
601965,中国汽研,2016-09-30,0.69,0.12,19.93,0.94
601966,玲珑轮胎,2016-09-30,1.29,0.06,12.00,2.07
601968,宝钢包装,2016-09-30,0.95,0.03,0.42,26.88
601969,海南矿业,2016-09-30,0.46,0.06,-29.19,-1.26
601985,中国核电,2016-09-30,1.62,0.10,22.87,2.84
601988,中国银行,2016-09-30,0.00,0.00,20.37,-0.70
601989,中国重工,2016-09-30,2.39,0.42,-0.47,17.87
601991,大唐发电,2016-09-30,2.05,0.07,7.48,5.75
601992,金隅股份,2016-09-30,2.19,0.44,7.70,0.95
601996,丰林集团,2016-09-30,0.33,0.12,5.46,3.68
601997,贵阳银行,2016-09-30,0.00,0.00,16.80,29.93
601998,中信银行,2016-09-30,0.00,0.00,9.53,-2.66
601999,出版传媒,2016-09-30,1.41,0.08,4.21,0.26
603000,人民网,2016-09-30,0.49,0.01,0.51,-23.56
603001,奥康国际,2016-09-30,0.86,0.11,13.38,-0.10
603002,宏昌电子,2016-09-30,0.59,0.11,3.23,0.64
603003,龙宇燃油,2016-09-30,0.55,0.38,0.10,42.38
603005,晶方科技,2016-09-30,1.75,0.07,5.97,3.59
603006,联明股份,2016-09-30,0.86,0.02,18.04,1.22
603007,花王股份,2016-09-30,2.44,0.05,17.27,-1.13
603008,喜临门,2016-09-30,0.77,0.17,12.89,0.47
603009,北特科技,2016-12-31,0.62,0.03,8.43,0.43
603010,万盛股份,2016-09-30,0.61,0.00,14.92,0.89
603011,合锻智能,2016-09-30,0.66,0.13,6.91,0.88
603012,创力集团,2016-09-30,0.30,0.07,18.92,-0.49
603015,弘讯科技,2016-09-30,0.44,0.06,9.62,-0.23
603016,新宏泰,2016-09-30,0.46,0.05,20.45,0.75
603017,中衡设计,2016-09-30,0.60,0.06,19.62,-2.43
603018,中设集团,2016-09-30,0.65,0.05,15.56,-0.53
603019,中科曙光,2016-09-30,0.82,0.06,2.69,-9.15
603020,爱普股份,2016-09-30,0.73,0.16,10.55,0.47
603021,山东华鹏,2016-09-30,1.46,0.04,11.66,0.89
603022,新通联,2016-09-30,0.66,0.01,9.32,0.27
603023,威帝股份,2016-09-30,0.18,0.01,36.18,0.97
603025,大豪科技,2016-12-31,0.26,0.01,31.36,1.13
603026,石大胜华,2016-09-30,1.18,0.02,6.76,1.49
603027,千禾味业,2016-09-30,0.74,0.02,14.86,0.91
603028,赛福天,2016-09-30,0.81,0.02,7.99,0.23
603029,天鹅股份,2016-09-30,0.49,0.03,5.88,-1.03
603030,全筑股份,2016-09-30,0.84,0.14,4.15,-3.26
603031,安德利,2016-09-30,4.56,0.02,2.69,3.75
603032,德新交运,2016-09-30,1.02,0.03,13.66,-1.18
603033,三维股份,2016-09-30,0.29,0.07,15.05,1.10
603035,常熟汽饰,2016-09-30,0.00,0.00,24.52,0.50
603036,如通股份,2016-09-30,0.16,0.05,30.14,0.35
603037,凯众股份,2016-09-30,0.00,0.00,100.00,0.04
603038,华立股份,2016-09-30,0.83,0.04,18.59,0.60
603039,泛微网络,2016-09-30,2.38,0.00,2.58,7.04
603040,新坐标,2016-09-30,0.28,0.01,37.89,1.01
603058,永吉股份,2016-09-30,0.00,0.00,100.00,0.36
603060,国检集团,2016-09-30,0.91,0.02,22.72,1.33
603066,音飞储存,2016-09-30,0.95,0.06,16.96,1.20
603067,振华股份,2016-09-30,0.20,0.06,13.19,1.45
603069,海汽集团,2016-09-30,2.43,0.07,6.44,3.31
603077,和邦生物,2016-09-30,1.04,0.19,6.80,1.21
603085,天成自控,2016-09-30,0.87,0.10,10.74,1.34
603088,宁波精达,2016-09-30,1.58,0.01,12.53,3.03
603089,正裕工业,2016-09-30,0.00,0.00,30.36,0.47
603090,宏盛股份,2016-09-30,0.66,0.06,19.49,1.05
603098,森特股份,2016-09-30,0.00,0.00,100.00,0.06
603099,长白山,2016-09-30,1.47,0.07,43.90,1.49
603100,川仪股份,2016-09-30,0.67,0.08,5.79,-0.53
603101,汇嘉时代,2016-09-30,2.42,0.02,3.67,-3.80
603108,润达医疗,2016-09-30,0.22,0.00,8.34,-0.88
603111,康尼机电,2016-09-30,0.63,0.00,13.17,-0.32
603116,红蜻蜓,2016-09-30,1.76,0.07,12.02,-0.45
603117,万林股份,2016-09-30,0.74,0.12,29.63,0.68
603118,共进股份,2016-09-30,0.77,0.07,5.75,1.92
603123,翠微股份,2016-09-30,23.62,0.24,1.63,2.07
603126,中材节能,2016-09-30,1.62,0.08,10.22,2.98
603128,华贸物流,2016-09-30,0.38,0.11,4.92,0.67
603131,上海沪工,2016-09-30,1.26,0.08,15.44,0.57
603158,腾龙股份,2016-09-30,0.55,0.04,18.18,0.71
603159,上海亚虹,2016-09-30,0.60,0.02,10.01,0.70
603160,汇顶科技,2016-09-30,0.39,0.01,32.57,-0.08
603165,荣晟环保,2016-09-30,0.00,0.00,100.00,0.08
603166,福达股份,2016-09-30,0.67,0.06,5.98,2.16
603167,渤海轮渡,2016-09-30,1.69,0.07,21.40,1.99
603168,莎普爱思,2016-09-30,0.87,0.04,25.24,1.32
603169,兰石重装,2016-09-30,0.80,0.00,1.96,-16.57
603177,德创环保,2016-09-30,0.89,0.02,9.95,-0.35
603186,华正新材,2016-09-30,0.00,0.00,100.00,0.00
603188,亚邦股份,2016-09-30,0.23,0.03,32.55,0.60
603189,网达软件,2016-09-30,0.05,0.07,20.29,-1.80
603198,迎驾贡酒,2016-09-30,9.69,0.03,29.04,0.41
603199,九华旅游,2016-09-30,1.70,0.03,29.53,1.10
603203,快克股份,2016-09-30,0.78,0.04,36.98,1.01
603208,江山欧派,2016-09-30,0.00,0.00,100.00,0.18
603218,日月股份,2016-09-30,0.00,0.00,100.00,0.22
603222,济民制药,2016-09-30,0.36,0.04,9.40,1.07
603223,恒通股份,2016-09-30,0.67,0.01,4.63,1.39
603227,雪峰科技,2016-09-30,0.68,0.13,-0.61,-0.72
603228,景旺电子,2016-09-30,0.67,0.02,20.52,0.67
603238,诺邦股份,2016-09-30,0.00,0.00,26.20,0.52
603239,浙江仙通,2016-09-30,0.00,0.00,100.00,0.16
603258,电魂网络,2016-09-30,2.99,0.04,54.08,1.02
603266,天龙股份,2016-09-30,0.54,0.02,12.90,0.46
603268,松发股份,2016-09-30,0.09,0.00,11.73,1.44
603288,海天味业,2016-09-30,81.04,0.04,26.66,0.74
603298,杭叉集团,2016-09-30,0.00,0.00,100.00,0.07
603299,井神股份,2016-09-30,0.82,0.03,0.75,25.26
603300,华铁科技,2016-09-30,0.16,0.17,32.91,-14.21
603306,华懋科技,2016-09-30,0.31,0.07,34.31,1.07
603308,应流股份,2016-09-30,0.40,0.12,4.66,2.00
603309,维力医疗,2016-09-30,0.58,0.02,15.34,0.60
603311,金海环境,2016-09-30,0.35,0.05,19.00,1.24
603313,梦百合,2016-09-30,0.63,0.11,15.15,0.86
603315,福鞍股份,2016-09-30,0.33,0.01,14.96,-0.82
603318,派思股份,2016-09-30,0.30,0.01,5.48,0.69
603319,湘油泵,2016-09-30,0.67,0.01,11.58,1.03
603322,超讯通信,2016-09-30,0.49,0.03,6.70,-4.86
603323,吴江银行,2016-09-30,0.00,0.00,4.68,22.92
603328,依顿电子,2016-09-30,0.65,0.21,22.75,0.85
603330,上海天洋,2016-09-30,0.00,0.00,100.00,0.14
603333,明星电缆,2016-09-30,0.10,0.04,-7.70,1.02
603336,宏辉果蔬,2016-09-30,0.18,0.01,9.02,0.13
603337,杰克股份,2016-09-30,1.72,0.03,13.61,1.20
603338,浙江鼎力,2016-09-30,0.92,0.04,28.99,-0.79
603339,四方冷链,2016-09-30,1.53,0.12,19.29,0.61
603345,安井食品,2016-09-30,7.94,0.06,7.31,0.24
603355,莱克电气,2016-09-30,1.08,0.08,13.07,0.76
603358,华达科技,2016-09-30,2.65,0.03,13.72,0.95
603360,百傲化学,2016-09-30,0.18,0.00,30.20,0.92
603366,日出东方,2016-09-30,4.39,0.05,10.30,-0.48
603368,柳州医药,2016-09-30,0.69,0.10,5.36,-1.51
603369,今世缘,2016-09-30,5.80,0.08,39.02,0.73
603377,东方时尚,2016-09-30,28.93,0.04,30.55,1.14
603389,亚振家居,2016-09-30,2.43,0.03,12.73,1.00
603393,新天然气,2016-09-30,2.42,0.15,23.66,1.04
603398,邦宝益智,2016-09-30,3.57,0.02,23.79,0.87
603399,新华龙,2016-09-30,0.42,0.00,-3.58,-1.64
603416,信捷电气,2016-09-30,0.00,0.00,100.00,0.22
603421,鼎信通讯,2016-09-30,0.16,0.04,23.48,0.29
603429,集友股份,2016-09-30,1.26,0.01,31.16,0.71
603444,吉比特,2016-09-30,0.12,0.05,69.88,0.94
603456,九洲药业,2016-09-30,0.82,0.03,9.29,1.34
603508,思维列控,2016-09-30,0.32,0.05,18.55,0.93
603515,欧普照明,2016-09-30,2.52,0.01,9.45,1.93
603518,维格娜丝,2016-09-30,0.49,0.09,13.46,0.70
603519,立霸股份,2016-09-30,0.55,0.04,8.74,0.29
603520,司太立,2016-09-30,0.50,0.03,15.25,0.12
603528,多伦科技,2016-09-30,1.38,0.07,45.58,0.08
603555,贵人鸟,2016-09-30,0.26,0.00,20.69,-0.46
603556,海兴电力,2016-09-30,0.81,0.10,29.27,0.59
603558,健盛集团,2016-09-30,1.16,0.00,15.69,2.68
603559,中通国脉,2016-09-30,0.63,0.00,10.87,-1.39
603566,普莱柯,2016-09-30,0.21,0.03,33.12,0.72
603567,珍宝岛,2016-09-30,0.23,0.09,26.06,-0.60
603568,伟明环保,2016-09-30,0.68,0.02,45.39,1.40
603569,长久物流,2016-09-30,0.79,0.07,9.44,0.74
603577,汇金通,2016-09-30,0.51,0.04,13.14,0.00
603579,荣泰健康,2016-09-30,3.42,0.05,18.59,0.47
603585,苏利股份,2016-09-30,0.60,0.06,22.24,0.85
603588,高能环境,2016-09-30,4.68,0.02,8.54,-3.65
603589,口子窖,2016-09-30,1.22,0.02,40.05,0.31
603598,引力传媒,2016-09-30,0.53,0.05,3.26,1.28
603599,广信股份,2016-09-30,2.51,0.13,15.99,0.83
603600,永艺股份,2016-09-30,1.21,0.02,10.46,0.65
603601,再升科技,2016-09-30,0.43,0.02,24.62,0.25
603603,博天环境,2016-09-30,0.00,0.00,23.81,-0.97
603606,东方电缆,2016-09-30,0.92,0.06,3.16,-3.03
603608,天创时尚,2016-09-30,0.57,0.05,11.08,1.33
603609,禾丰牧业,2016-09-30,0.85,0.05,3.83,-0.01
603611,诺力股份,2016-09-30,1.13,0.08,15.20,0.58
603615,茶花股份,2016-09-30,0.00,0.00,100.00,0.19
603616,韩建河山,2016-09-30,0.85,0.05,-5.24,-4.93
603618,杭电股份,2016-09-30,0.64,0.10,6.49,-2.19
603626,科森科技,2016-09-30,0.64,0.01,15.21,1.92
603628,清源股份,2016-09-30,1.78,0.03,13.64,-1.11
603636,南威软件,2016-09-30,1.19,0.01,6.66,-9.63
603637,镇海股份,2016-09-30,0.00,0.00,30.37,-1.25
603638,艾迪精密,2016-09-30,0.00,0.00,22.76,3.13
603639,海利尔,2016-09-30,1.02,0.03,20.68,0.43
603658,安图生物,2016-09-30,0.28,0.04,41.98,0.91
603660,苏州科达,2016-09-30,0.53,0.01,-1.22,11.27
603663,三祥新材,2016-09-30,0.28,0.04,17.68,0.22
603667,五洲新春,2016-09-30,0.77,0.01,10.13,1.22
603668,天马科技,2016-09-30,0.87,0.02,11.55,-0.33
603669,灵康药业,2016-09-30,1.67,0.03,25.36,1.16
603677,奇精机械,2016-09-30,0.81,0.01,10.50,0.89
603678,火炬电子,2016-09-30,0.36,0.04,15.73,0.31
603686,龙马环卫,2016-09-30,0.92,0.06,14.06,-1.09
603688,石英股份,2016-09-30,0.17,0.02,18.37,0.75
603689,皖天然气,2016-09-30,0.00,0.00,100.00,0.13
603690,至纯科技,2016-09-30,0.34,0.01,18.34,-0.94
603696,安记食品,2016-09-30,0.49,0.06,17.40,0.50
603698,航天工程,2016-09-30,1.71,0.06,17.35,-1.15
603699,纽威股份,2016-09-30,0.70,0.03,14.42,1.05
603701,德宏股份,2016-09-30,0.69,0.02,18.96,0.91
603703,盛洋科技,2016-09-30,0.27,0.01,8.35,0.07
603708,家家悦,2016-09-30,11.60,0.24,3.24,3.25
603716,塞力斯,2016-12-31,0.05,0.06,16.70,-0.16
603718,海利生物,2016-09-30,2.03,0.03,25.15,0.98
603726,朗迪集团,2016-09-30,0.71,0.02,10.75,0.13
603729,龙韵股份,2016-09-30,0.17,0.04,1.60,9.84
603737,三棵树,2016-09-30,1.20,0.04,4.32,0.33
603738,泰晶科技,2016-09-30,0.35,0.07,20.87,1.64
603766,隆鑫通用,2016-09-30,1.08,0.10,12.87,0.85
603777,来伊份,2016-09-30,4.18,0.12,4.89,1.25
603778,乾景园林,2016-09-30,1.64,0.09,16.86,0.38
603779,威龙股份,2016-09-30,0.71,0.02,8.42,0.16
603788,宁波高发,2016-09-30,0.40,0.05,19.76,0.53
603789,星光农机,2016-09-30,1.53,0.08,13.17,1.73
603798,康普顿,2016-09-30,1.55,0.08,18.36,1.02
603799,华友钴业,2016-09-30,0.96,0.03,-0.80,-6.42
603800,道森股份,2016-09-30,1.45,0.03,-18.01,-0.18
603806,福斯特,2016-09-30,0.23,0.02,24.85,0.07
603808,歌力思,2016-09-30,0.91,0.04,20.44,0.99
603816,顾家家居,2016-09-30,2.73,0.03,15.27,0.96
603817,海峡环保,2016-09-30,0.00,0.00,100.00,0.74
603818,曲美家居,2016-09-30,2.21,0.03,15.28,1.08
603819,神力股份,2016-09-30,0.10,0.03,10.24,-1.13
603822,嘉澳环保,2016-09-30,0.11,0.07,8.62,0.83
603823,百合花,2016-09-30,0.00,0.00,100.00,0.14
603828,柯利达,2016-09-30,0.63,0.03,7.06,-2.12
603838,四通股份,2016-09-30,0.12,0.04,16.24,0.75
603839,安正时尚,2016-09-30,0.00,0.00,100.00,0.20
603843,正平股份,2016-09-30,1.63,0.07,4.59,-7.20
603858,步长制药,2016-09-30,0.24,0.04,16.27,1.02
603859,能科股份,2016-09-30,0.19,0.01,10.69,-4.81
603861,白云电器,2016-09-30,0.78,0.00,9.72,0.73
603866,桃李面包,2016-09-30,0.81,0.03,17.05,1.10
603868,飞科电器,2016-09-30,3.35,0.04,23.35,0.87
603869,北部湾旅,2016-09-30,0.30,0.04,31.00,1.26
603877,太平鸟,2016-09-30,2.02,0.03,7.64,-0.05
603878,武进不锈,2016-09-30,0.45,0.02,10.59,2.13
603881,数据港,2016-09-30,0.85,0.00,23.10,1.27
603883,老百姓,2016-09-30,1.62,0.06,6.83,0.78
603885,吉祥航空,2016-09-30,3.32,0.07,17.27,1.16
603886,元祖股份,2016-09-30,3.90,0.03,14.54,2.44
603887,城地股份,2016-09-30,0.96,0.06,14.14,-0.21
603888,新华网,2016-09-30,0.57,0.07,21.78,0.98
603889,新澳股份,2016-09-30,1.38,0.05,11.94,0.90
603898,好莱客,2016-09-30,7.16,0.02,20.37,1.15
603899,晨光文具,2016-09-30,1.99,0.02,12.30,0.93
603900,通灵珠宝,2016-09-30,1.69,0.01,19.18,0.22
603901,永创智能,2016-09-30,1.83,0.04,10.94,0.48
603909,合诚股份,2016-09-30,0.11,0.05,28.25,-0.04
603918,金桥信息,2016-09-30,0.68,0.03,0.65,-32.22
603919,金徽酒,2016-09-30,17.61,0.04,22.42,0.57
603928,兴业股份,2016-09-30,0.00,0.00,100.00,0.13
603929,亚翔集成,2016-09-30,1.21,0.09,11.39,1.28
603936,博敏电子,2016-09-30,1.43,0.01,3.24,1.54
603939,益丰药房,2016-09-30,2.72,0.08,8.10,0.83
603955,大千生态,2016-09-30,0.81,0.00,15.18,-0.37
603958,哈森股份,2016-09-30,1.63,0.05,5.66,-1.08
603959,百利科技,2016-09-30,0.56,0.03,14.93,-2.84
603966,法兰泰克,2016-09-30,0.00,0.00,100.00,0.02
603968,醋化股份,2016-09-30,0.95,0.11,11.33,1.40
603969,银龙股份,2016-09-30,0.07,0.03,12.49,-1.20
603977,国泰集团,2016-09-30,0.61,0.03,18.97,0.37
603979,金诚信,2016-09-30,0.27,0.12,14.19,0.07
603986,兆易创新,2016-09-30,1.98,0.00,13.80,0.24
603987,康德莱,2016-09-30,0.54,0.03,12.81,1.42
603988,中电电机,2016-09-30,0.72,0.02,14.39,1.00
603989,艾华集团,2016-09-30,0.68,0.01,18.53,1.30
603990,麦迪科技,2016-09-30,0.00,0.00,100.00,-0.18
603993,洛阳钼业,2016-09-30,0.37,0.82,22.63,1.09
603996,中新科技,2016-09-30,0.57,0.06,3.57,-4.70
603997,继峰股份,2016-09-30,0.40,0.03,21.23,0.48
603998,方盛制药,2016-09-30,0.43,0.02,19.34,0.61
603999,读者传媒,2016-09-30,0.46,0.09,12.36,-0.44
000001,平安银行,2016-09-30,0.00,0.00,-1.54,121.09
000002,万科A,2016-09-30,8.41,0.34,11.80,3.11
000003,PT金田A,2015-12-31,1.99,0.00,-110.03,-0.18
000004,国农科技,2016-09-30,28.33,0.04,12.50,4.94
000005,世纪星源,2016-09-30,2.59,0.02,4.29,-6.50
000006,深振业A,2016-09-30,12.32,0.20,15.56,8.51
000007,全新好,2016-09-30,0.22,0.00,-56.49,2.00
000008,神州高铁,2016-09-30,0.36,0.06,12.73,-0.78
000009,中国宝安,2016-09-30,1.01,0.10,3.53,0.17
000010,美丽生态,2016-09-30,2.30,0.08,4.14,-6.38
000011,深物业A,2016-09-30,13.52,0.27,-0.93,-425.06
000012,南玻A,2016-09-30,1.27,0.01,11.89,2.05
000014,沙河股份,2016-09-30,29.87,0.05,-20.93,-4.63
000015,PT中浩A,2015-12-31,0.13,0.00,5.99,7.00
