股票代码,股票简称,报告期,上下游关系比率,现金比率,核心利润率%,核心利润含金量
000931,中关村,2016-09-30,0.59,0.02,0.85,-14.59
000932,华菱钢铁,2016-09-30,3.79,0.44,-3.88,-2.62
000933,*ST神火,2016-09-30,2.67,0.48,0.85,11.18
000935,四川双马,2016-09-30,0.98,0.00,2.07,8.79
000936,华西股份,2016-09-30,0.41,0.20,2.99,2.40
000937,冀中能源,2016-09-30,0.76,0.22,1.86,0.16
000938,紫光股份,2016-09-30,0.73,0.06,2.13,1.41
000939,凯迪生态,2016-09-30,0.53,0.17,1.23,0.39
000948,南天信息,2016-09-30,0.63,0.07,-2.46,19.49
000949,新乡化纤,2016-09-30,0.89,0.21,4.90,4.00
000950,*ST建峰,2016-09-30,6.72,0.04,-28.20,-0.25
000951,中国重汽,2016-09-30,0.46,0.08,3.18,-0.50
000952,广济药业,2016-09-30,1.56,0.02,24.71,0.45
000953,*ST河化,2016-09-30,13.28,0.06,-38.97,-0.69
000955,欣龙控股,2016-09-30,0.49,0.04,-7.56,1.64
000956,中原油气,2006-03-31,0.48,0.00,38.51,0.49
000957,中通客车,2016-09-30,0.86,0.22,10.30,-2.39
000958,东方能源,2016-09-30,0.95,0.04,22.60,0.50
000959,首钢股份,2016-09-30,3.51,0.09,1.16,8.59
000960,锡业股份,2016-09-30,0.57,0.14,0.58,12.69
000961,中南建设,2016-09-30,4.24,0.26,3.92,-3.01
000962,*ST东钽,2016-09-30,0.21,0.03,-33.30,-1.24
000963,华东医药,2016-09-30,0.61,0.05,7.98,0.31
000965,天保基建,2016-09-30,175.76,0.42,17.16,2.26
000966,长源电力,2016-09-30,0.75,0.02,20.65,1.00
000967,盈峰环境,2016-09-30,0.20,0.04,5.61,2.96
000968,*ST煤气,2016-09-30,5.72,0.03,-144.19,-3.04
000969,安泰科技,2016-09-30,0.77,0.08,2.50,0.81
000970,中科三环,2016-09-30,0.41,0.12,13.70,1.25
000971,高升控股,2016-09-30,0.26,0.07,15.07,0.05
000972,中基健康,2016-09-30,4.56,0.03,-30.89,2.73
000973,佛塑科技,2016-09-30,0.62,0.05,4.74,2.09
000975,银泰资源,2016-09-30,2.44,0.03,46.06,0.87
000976,春晖股份,2016-09-30,0.41,0.02,13.87,-0.23
000977,浪潮信息,2016-09-30,0.58,0.03,2.35,-0.60
000978,桂林旅游,2016-09-30,0.36,0.02,0.57,70.02
000979,中弘股份,2016-09-30,0.63,0.00,3.92,-17.56
000980,金马股份,2016-09-30,0.61,0.09,5.82,1.27
000981,银亿股份,2016-09-30,6.16,0.00,9.57,3.63
000982,中银绒业,2016-09-30,0.26,0.00,-15.58,0.44
000983,西山煤电,2016-09-30,1.40,0.13,2.26,3.53
000985,大庆华科,2016-09-30,11.08,0.03,3.23,3.43
000987,越秀金控,2016-09-30,7.58,0.41,-26.86,10.89
000988,华工科技,2016-09-30,0.62,0.06,6.19,0.53
000989,九芝堂,2016-09-30,0.34,0.08,26.05,0.93
000990,诚志股份,2016-09-30,0.36,0.08,0.90,-16.24
000993,闽东电力,2016-09-30,2.85,0.00,26.14,1.91
000995,*ST皇台,2016-09-30,0.74,0.01,-22.59,1.55
000996,中国中期,2016-09-30,3.19,0.00,-9.83,0.54
000997,新大陆,2016-09-30,1.86,0.04,17.18,0.66
000998,隆平高科,2016-09-30,1.38,0.04,7.73,2.02
000999,华润三九,2016-09-30,0.43,0.07,16.00,1.01
001696,宗申动力,2016-09-30,0.39,0.05,6.56,0.22
001896,豫能控股,2016-09-30,0.94,0.03,18.94,1.17
001979,招商蛇口,2016-09-30,72.74,0.31,20.78,-0.60
002001,新和成,2016-09-30,0.59,0.12,29.78,0.74
002002,鸿达兴业,2016-09-30,1.02,0.06,18.30,0.03
002003,伟星股份,2016-09-30,0.54,0.07,21.34,0.47
002004,华邦健康,2016-09-30,0.58,0.36,12.38,0.12
002005,德豪润达,2016-09-30,0.85,0.26,-4.53,-3.72
002006,精功科技,2016-09-30,0.92,0.05,11.08,1.44
002007,华兰生物,2016-09-30,0.14,0.01,45.70,0.34
002008,大族激光,2016-09-30,0.53,0.03,13.40,0.11
002009,天奇股份,2016-09-30,0.92,0.19,4.53,-0.90
002010,传化智联,2016-09-30,0.57,0.09,-0.46,-1.33
002011,盾安环境,2016-09-30,1.28,0.12,0.02,48.90
002012,凯恩股份,2016-09-30,0.36,0.01,0.72,9.63
002013,中航机电,2016-09-30,0.73,0.04,3.72,-5.33
002014,永新股份,2016-09-30,0.58,0.10,12.46,1.01
002015,霞客环保,2016-09-30,0.13,0.01,-8.21,2.01
002016,世荣兆业,2016-09-30,25.80,0.25,16.85,12.15
002017,东信和平,2016-09-30,2.21,0.08,5.29,-1.45
002018,华信国际,2016-09-30,0.56,0.01,3.85,-3.49
002019,亿帆医药,2016-09-30,0.51,0.04,27.65,0.64
002020,京新药业,2016-09-30,1.17,0.05,16.00,1.11
002021,中捷资源,2016-09-30,0.66,0.02,-15.12,-0.09
002022,科华生物,2016-09-30,0.31,0.06,20.93,0.55
002023,海特高新,2016-09-30,0.11,0.15,4.72,-3.91
002024,苏宁云商,2016-09-30,3.70,0.30,-1.04,0.82
002025,航天电器,2016-09-30,0.47,0.00,18.01,0.36
002026,山东威达,2016-09-30,0.68,0.09,11.39,0.21
002027,分众传媒,2016-09-30,0.18,1.12,43.37,0.90
002028,思源电气,2016-09-30,0.70,0.07,10.41,-1.19
002029,七匹狼,2016-09-30,3.47,0.26,15.53,0.82
002030,达安基因,2016-09-30,0.11,0.05,7.90,-4.76
002031,巨轮智能,2016-09-30,0.47,0.06,1.61,23.65
002032,苏泊尔,2016-09-30,0.78,0.03,10.86,0.63
002033,丽江旅游,2016-09-30,1.01,0.24,46.82,1.00
002034,美欣达,2016-09-30,2.32,0.05,4.96,0.47
002035,华帝股份,2016-09-30,1.16,0.07,7.75,2.05
002036,联创电子,2016-09-30,0.71,0.02,7.63,-1.53
002037,久联发展,2016-09-30,0.70,0.10,2.95,12.61
002038,双鹭药业,2016-09-30,0.06,0.06,55.57,0.59
002039,黔源电力,2016-09-30,0.74,0.06,21.37,4.74
002040,南京港,2016-09-30,0.56,0.01,12.22,1.79
002041,登海种业,2016-09-30,3.81,0.04,25.83,0.08
002042,华孚色纺,2016-09-30,0.53,0.15,2.73,2.88
002043,兔宝宝,2016-09-30,2.57,0.02,10.69,1.44
002044,美年健康,2016-09-30,0.51,0.02,7.46,-0.06
002045,国光电器,2016-09-30,0.76,0.02,1.94,4.54
002046,轴研科技,2016-09-30,0.84,0.03,-11.11,0.41
002047,宝鹰股份,2016-09-30,0.43,0.23,10.81,-1.92
002048,宁波华翔,2016-09-30,0.97,0.10,8.62,1.40
002049,紫光国芯,2016-09-30,0.32,0.00,20.25,0.05
002050,三花智控,2016-09-30,0.57,0.00,15.15,1.20
002051,中工国际,2016-09-30,1.89,0.21,13.06,-2.43
002052,同洲电子,2016-09-30,0.46,0.08,-39.41,-0.60
002053,云南能投,2016-09-30,0.95,0.10,20.88,1.38
002054,德美化工,2016-09-30,0.16,0.06,5.07,1.59
002055,得润电子,2016-09-30,0.77,0.08,0.98,-3.83
002056,横店东磁,2016-09-30,0.73,0.03,8.55,2.52
002057,中钢天源,2016-09-30,0.25,0.00,4.36,0.12
002058,威尔泰,2016-09-30,0.45,0.01,-10.18,0.62
002059,云南旅游,2016-09-30,1.89,0.05,10.12,-0.42
002060,粤水电,2016-09-30,2.11,0.30,1.82,-5.15
002061,*ST江化,2016-09-30,2.29,0.00,2.25,6.52
002062,宏润建设,2016-09-30,9.11,0.31,3.38,7.48
002063,远光软件,2016-09-30,0.10,0.05,12.49,-4.38
002064,华峰氨纶,2016-09-30,0.55,0.02,4.36,5.11
002065,东华软件,2016-09-30,0.31,0.01,13.88,-2.19
002066,瑞泰科技,2016-09-30,0.52,0.04,0.21,31.30
002067,景兴纸业,2016-09-30,0.19,0.03,-2.78,-4.31
002068,黑猫股份,2016-09-30,0.53,0.08,1.17,11.87
002069,*ST獐岛,2016-09-30,0.30,0.08,-0.81,-10.20
002070,众和股份,2016-09-30,0.34,0.00,8.30,1.96
002071,长城影视,2016-09-30,0.09,0.02,23.23,1.15
002072,凯瑞德,2016-09-30,3.31,0.00,-324.50,0.28
002073,软控股份,2016-09-30,0.60,0.07,-17.16,0.69
002074,国轩高科,2016-09-30,0.70,0.04,25.91,0.08
002075,沙钢股份,2016-09-30,1.93,0.00,6.36,1.53
002076,雪莱特,2016-09-30,0.72,0.08,5.20,-0.46
002077,大港股份,2016-09-30,0.40,0.09,2.56,-2.06
002078,太阳纸业,2016-09-30,0.71,0.07,9.33,2.33
002079,苏州固锝,2016-09-30,0.59,0.05,10.40,1.62
002080,中材科技,2016-09-30,0.90,0.15,6.93,0.27
002081,金螳螂,2016-09-30,0.66,0.05,11.08,0.17
002082,栋梁新材,2016-09-30,0.38,0.00,1.13,2.62
002083,孚日股份,2016-09-30,0.90,0.17,9.30,2.91
002084,海鸥卫浴,2016-09-30,0.55,0.07,5.14,3.23
002085,万丰奥威,2016-09-30,0.59,0.04,14.37,0.86
002086,东方海洋,2016-09-30,0.30,0.05,11.72,0.07
002087,新野纺织,2016-09-30,0.25,0.27,6.41,-1.03
002088,鲁阳节能,2016-09-30,0.34,0.03,7.63,3.69
002089,新海宜,2016-09-30,0.55,0.06,4.67,-1.34
002090,金智科技,2016-09-30,0.34,0.07,7.36,-5.83
002091,江苏国泰,2016-09-30,0.74,0.09,5.11,0.68
002092,中泰化学,2016-09-30,0.75,0.14,5.53,2.26
002093,国脉科技,2016-09-30,1.07,0.02,4.07,1.12
002094,青岛金王,2016-09-30,0.49,0.05,7.45,-1.82
002095,生意宝,2016-09-30,1.09,0.09,9.98,-0.57
002096,南岭民爆,2016-09-30,0.66,0.15,3.56,-5.26
002097,山河智能,2016-09-30,0.63,0.10,0.87,-28.46
002098,浔兴股份,2016-09-30,0.39,0.02,13.33,0.99
002099,海翔药业,2016-09-30,0.39,0.19,25.28,1.03
002100,天康生物,2016-09-30,0.30,0.09,11.41,1.01
002101,广东鸿图,2016-09-30,0.57,0.04,7.17,0.60
002102,冠福股份,2016-09-30,1.13,0.03,13.99,0.16
002103,广博股份,2016-09-30,0.62,0.01,5.93,1.72
002104,恒宝股份,2016-09-30,0.72,0.08,8.67,-0.01
002105,信隆健康,2016-09-30,0.70,0.04,0.55,11.02
002106,莱宝高科,2016-09-30,0.58,0.15,7.17,1.14
002107,沃华医药,2016-12-31,0.25,0.04,12.09,1.07
002108,沧州明珠,2016-09-30,0.16,0.02,24.31,0.32
002109,*ST兴化,2016-09-30,1.09,0.01,-12.20,0.18
002110,三钢闽光,2016-09-30,4.97,0.18,7.12,1.72
002111,威海广泰,2016-09-30,0.75,0.04,14.82,-0.86
002112,三变科技,2016-09-30,0.67,0.03,-7.18,-1.91
002113,天润数娱,2016-09-30,0.24,0.00,38.57,0.33
002114,罗平锌电,2016-09-30,7.84,0.03,1.98,4.26
002115,三维通信,2016-09-30,1.49,0.00,-5.09,-1.66
002116,中国海诚,2016-09-30,2.06,0.21,4.60,-0.34
002117,东港股份,2016-09-30,0.99,0.02,17.64,-0.31
002118,紫鑫药业,2016-09-30,0.08,0.12,12.32,-10.03
002119,康强电子,2016-09-30,0.53,0.03,5.71,0.94
002120,韵达股份,2016-09-30,0.69,0.01,11.29,1.00
002121,科陆电子,2016-09-30,1.05,0.08,-0.03,352.71
002122,天马股份,2016-09-30,0.67,0.02,-0.79,-51.19
002123,梦网荣信,2016-09-30,0.48,0.05,9.29,-0.02
002124,天邦股份,2016-09-30,0.67,0.02,19.03,0.31
002125,湘潭电化,2016-09-30,1.17,0.06,4.13,-1.47
002126,银轮股份,2016-09-30,0.80,0.03,10.08,1.47
002127,南极电商,2016-09-30,0.11,0.08,73.16,0.21
002128,露天煤业,2016-09-30,0.36,0.05,15.37,0.65
002129,中环股份,2016-09-30,1.11,0.00,5.19,1.94
002130,沃尔核材,2016-09-30,0.44,0.05,4.03,0.62
002131,利欧股份,2016-09-30,0.53,0.02,11.19,-0.03
002132,恒星科技,2016-09-30,0.35,0.00,7.72,1.67
002133,广宇集团,2016-09-30,41.59,0.18,17.58,1.51
002134,天津普林,2016-09-30,1.21,0.00,-15.91,-0.06
002135,东南网架,2016-09-30,1.21,0.09,1.80,0.66
002136,安纳达,2016-09-30,0.84,0.01,4.70,0.09
002137,麦达数字,2016-09-30,0.75,0.02,12.58,0.23
002138,顺络电子,2016-09-30,0.31,0.02,22.40,0.93
002139,拓邦股份,2016-09-30,0.95,0.08,9.65,0.92
002140,东华科技,2016-09-30,1.93,0.24,6.35,1.86
002141,贤丰控股,2016-09-30,0.34,0.10,-0.47,3.92
002142,宁波银行,2016-09-30,0.00,0.00,6.79,70.18
002143,印纪传媒,2016-09-30,0.18,0.10,27.70,-0.09
002144,宏达高科,2016-09-30,0.88,0.02,12.24,1.28
002145,中核钛白,2016-09-30,1.13,0.05,4.84,3.01
002146,荣盛发展,2016-09-30,4.66,0.40,16.43,-2.47
002147,新光圆成,2016-09-30,0.49,0.09,39.78,-1.30
002148,北纬通信,2016-09-30,0.68,0.04,16.97,1.11
002149,西部材料,2016-09-30,0.82,0.10,2.41,-3.73
002150,通润装备,2016-09-30,0.91,0.07,13.23,1.13
002151,北斗星通,2016-09-30,0.45,0.03,6.20,-2.45
002152,广电运通,2016-09-30,2.04,0.12,18.78,-0.57
002153,石基信息,2016-09-30,1.62,0.09,18.37,0.70
002154,报喜鸟,2016-09-30,1.12,0.02,-1.57,1.11
002155,湖南黄金,2016-09-30,0.36,0.04,3.45,1.94
002156,通富微电,2016-09-30,0.83,0.16,4.24,4.71
002157,正邦科技,2016-09-30,1.42,0.06,6.85,0.59
002158,汉钟精机,2016-09-30,0.95,0.16,19.26,1.34
002159,三特索道,2016-09-30,0.35,0.05,10.89,0.72
002160,常铝股份,2016-09-30,0.76,0.06,3.32,-3.42
002161,远望谷,2016-09-30,0.34,0.04,-7.20,1.75
002162,悦心健康,2016-09-30,1.46,0.00,0.35,34.72
002163,中航三鑫,2016-09-30,1.83,0.05,-0.82,-3.86
002164,宁波东力,2016-09-30,0.50,0.01,1.68,9.96
002165,红宝丽,2016-09-30,0.71,0.11,7.74,1.99
002166,莱茵生物,2016-09-30,11.54,0.02,12.28,2.44
002167,东方锆业,2016-09-30,0.42,0.01,-0.21,102.97
002168,深圳惠程,2016-09-30,0.76,0.00,-21.98,-0.33
002169,智光电气,2016-09-30,0.37,0.07,9.59,-0.81
002170,芭田股份,2016-09-30,1.43,0.05,7.92,0.64
002171,楚江新材,2016-09-30,0.28,0.02,3.12,-0.57
002172,澳洋科技,2016-09-30,1.49,0.06,5.71,1.25
002173,*ST创疗,2016-09-30,0.48,0.15,20.03,1.06
002174,游族网络,2016-09-30,0.49,0.02,19.85,1.07
002175,东方网络,2016-09-30,0.53,0.03,11.13,1.00
002176,江特电机,2016-09-30,2.04,0.02,12.63,-2.49
002177,御银股份,2016-09-30,0.06,0.01,3.74,0.72
002178,延华智能,2016-09-30,1.61,0.04,3.90,-5.50
002179,中航光电,2016-09-30,0.58,0.05,16.15,-0.13
002180,艾派克,2016-09-30,0.60,0.16,9.59,1.67
002181,粤传媒,2016-09-30,0.56,0.05,-13.13,2.11
002182,云海金属,2016-09-30,0.38,0.03,5.03,0.54
002183,怡亚通,2016-09-30,0.54,0.32,0.70,-11.41
002184,海得控制,2016-09-30,0.48,0.04,0.72,-9.79
002185,华天科技,2016-09-30,0.76,0.08,7.78,1.61
002186,全聚德,2016-09-30,2.60,0.08,11.49,1.30
002187,广百股份,2016-09-30,7.33,0.14,2.48,0.36
002188,巴士在线,2016-09-30,0.45,0.02,11.95,-1.07
002189,利达光电,2016-09-30,0.44,0.03,1.72,3.88
002190,成飞集成,2016-09-30,0.94,0.12,12.34,-0.35
002191,劲嘉股份,2016-09-30,0.68,0.04,22.33,1.03
002192,融捷股份,2016-09-30,0.85,0.01,0.47,-29.25
002193,山东如意,2016-09-30,1.03,0.00,4.27,-9.46
002194,武汉凡谷,2016-09-30,0.59,0.08,0.94,2.57
002195,二三四五,2016-09-30,1.54,0.12,27.58,0.28
002196,方正电机,2016-09-30,0.58,0.02,9.58,-0.55
002197,证通电子,2016-09-30,0.48,0.16,4.95,-7.71
002198,嘉应制药,2016-09-30,0.09,0.01,9.23,0.07
002199,*ST东晶,2016-09-30,1.00,0.01,-41.70,0.25
002200,云投生态,2016-09-30,1.27,0.07,11.45,-4.70
002201,九鼎新材,2016-09-30,1.52,0.03,-0.85,-17.38
002202,金风科技,2016-09-30,0.91,0.12,12.63,-0.50
002203,海亮股份,2016-09-30,1.13,0.09,2.14,3.24
002204,大连重工,2016-09-30,1.26,0.11,-3.48,0.98
002205,国统股份,2016-09-30,0.74,0.12,-10.46,-7.99
002206,海利得,2016-09-30,0.97,0.06,13.25,1.01
002207,准油股份,2016-09-30,1.03,0.00,-43.36,0.53
002208,合肥城建,2016-09-30,1.71,0.21,4.90,-5.84
002209,达意隆,2016-09-30,1.43,0.07,-3.59,2.93
002210,飞马国际,2016-09-30,1.19,0.32,0.51,1.11
002211,宏达新材,2016-09-30,1.59,0.01,-1.85,-22.20
002212,南洋股份,2016-09-30,0.18,0.03,2.12,-4.16
002213,特尔佳,2016-09-30,0.62,0.02,11.50,2.04
002214,大立科技,2016-09-30,0.13,0.03,0.80,13.80
002215,诺普信,2016-09-30,1.18,0.03,-19.10,1.37
002216,三全食品,2016-09-30,2.81,0.07,1.74,3.68
002217,合力泰,2016-09-30,0.72,0.03,8.05,-0.34
002218,拓日新能,2016-09-30,0.59,0.03,10.91,0.19
002219,恒康医疗,2016-09-30,0.36,0.03,16.90,-1.75
002220,天宝股份,2016-09-30,0.03,0.10,13.85,1.17
002221,东华能源,2016-09-30,0.60,0.29,3.57,-0.45
002222,福晶科技,2016-09-30,0.31,0.02,30.05,0.94
002223,鱼跃医疗,2016-09-30,0.33,0.14,23.99,0.86
002224,三力士,2016-09-30,0.32,0.06,29.51,0.69
002225,濮耐股份,2016-09-30,0.48,0.03,7.12,1.02
002226,江南化工,2016-09-30,0.24,0.14,11.13,0.84
002227,奥特迅,2016-09-30,0.44,0.01,-3.33,16.86
002228,合兴包装,2016-09-30,0.81,0.06,3.93,2.27
002229,鸿博股份,2016-09-30,1.11,0.09,4.52,1.36
002230,科大讯飞,2016-09-30,0.56,0.06,5.50,-2.97
002231,奥维通信,2016-09-30,0.36,0.01,-6.89,2.97
002232,启明信息,2016-09-30,1.68,0.11,-0.04,521.65
002233,塔牌集团,2016-09-30,1.71,0.05,11.41,1.51
002234,民和股份,2016-09-30,1.38,0.06,23.70,0.98
002235,安妮股份,2016-09-30,0.94,0.02,7.54,-1.08
002236,大华股份,2016-09-30,0.55,0.04,11.12,-0.90
002237,恒邦股份,2016-09-30,1.28,0.18,1.79,2.99
002238,天威视讯,2016-09-30,6.88,0.17,18.12,1.88
002239,奥特佳,2016-09-30,0.78,0.04,7.88,1.79
002240,威华股份,2016-09-30,0.80,0.01,-6.98,-0.51
002241,歌尔股份,2016-09-30,0.75,0.06,9.60,0.33
002242,九阳股份,2016-09-30,0.87,0.06,12.14,0.33
002243,通产丽星,2016-09-30,0.47,0.03,2.30,7.54
002244,滨江集团,2016-09-30,55.36,0.40,14.12,5.41
002245,澳洋顺昌,2016-09-30,0.45,0.06,13.63,1.29
002246,北化股份,2016-09-30,0.58,0.03,9.23,1.30
002247,帝龙文化,2016-09-30,0.56,0.01,20.26,0.31
002248,华东数控,2016-09-30,2.00,0.00,-82.82,0.23
002249,大洋电机,2016-09-30,0.95,0.08,7.62,1.01
002250,联化科技,2016-09-30,0.79,0.03,9.19,2.55
002251,步步高,2016-09-30,2.99,0.11,1.18,5.55
002252,上海莱士,2016-09-30,0.05,0.02,50.86,0.59
002253,川大智胜,2016-09-30,0.74,0.05,11.84,-1.15
002254,泰和新材,2016-09-30,0.55,0.05,4.83,4.23
002255,海陆重工,2016-09-30,0.90,0.00,13.07,-0.16
002256,兆新股份,2016-09-30,1.96,0.08,10.29,1.39
002258,利尔化学,2016-09-30,0.60,0.02,12.40,0.35
002259,升达林业,2016-09-30,1.77,0.19,0.72,-1.63
002260,德奥通航,2016-09-30,1.03,0.00,0.20,-4.42
002261,拓维信息,2016-09-30,0.31,0.03,23.98,-0.03
002262,恩华药业,2016-09-30,0.42,0.06,13.80,0.50
002263,大东南,2016-09-30,0.62,0.06,-3.67,0.91
002264,新华都,2016-09-30,7.69,0.05,0.74,-2.15
002265,西仪股份,2016-09-30,0.60,0.01,-0.89,-6.56
002266,浙富控股,2016-09-30,1.11,0.04,4.07,5.21
002267,陕天然气,2016-09-30,1.22,0.10,9.85,1.20
002268,卫士通,2016-09-30,0.54,0.01,-1.35,38.39
002269,美邦服饰,2016-09-30,1.25,0.04,0.14,3.60
002270,华明装备,2016-09-30,0.27,0.42,25.71,0.24
002271,东方雨虹,2016-09-30,0.38,0.05,19.00,-0.03
002272,川润股份,2016-09-30,0.47,0.04,0.95,-12.06
002273,水晶光电,2016-09-30,0.40,0.02,15.74,0.95
002274,华昌化工,2016-09-30,1.47,0.08,-4.75,-1.58
002275,桂林三金,2016-09-30,0.19,0.06,36.09,1.25
002276,万马股份,2016-09-30,0.34,0.04,3.07,-0.62
002277,友阿股份,2016-09-30,22.37,0.18,5.74,-0.15
002278,神开股份,2016-09-30,0.61,0.02,-14.89,0.87
002279,久其软件,2016-09-30,0.39,0.05,9.00,-2.84
002280,联络互动,2016-09-30,0.11,0.02,32.00,-0.89
002281,光迅科技,2016-09-30,0.88,0.03,7.76,-0.24
002282,博深工具,2016-09-30,0.31,0.00,8.53,2.34
002283,天润曲轴,2016-09-30,0.79,0.02,11.75,2.19
002284,亚太股份,2016-09-30,1.12,0.07,5.78,1.10
002285,世联行,2016-09-30,0.07,0.21,13.77,2.49
002286,保龄宝,2016-09-30,1.18,0.03,3.18,1.53
002287,奇正藏药,2016-09-30,0.07,0.02,31.84,1.22
002288,超华科技,2016-09-30,0.39,0.04,-2.59,-2.01
002289,*ST宇顺,2016-09-30,0.56,0.04,-13.17,1.93
002290,禾盛新材,2016-09-30,0.85,0.11,4.84,-0.92
002291,星期六,2016-09-30,0.43,0.04,6.74,0.84
002292,奥飞娱乐,2016-09-30,0.43,0.03,15.22,0.84
002293,罗莱生活,2016-09-30,1.04,0.06,14.46,0.71
002294,信立泰,2016-09-30,0.07,0.06,43.14,0.91
002295,精艺股份,2016-09-30,0.26,0.03,0.67,2.30
002296,辉煌科技,2016-09-30,0.49,0.14,15.42,1.17
002297,博云新材,2016-09-30,0.75,0.10,1.61,-2.44
002298,中电鑫龙,2016-09-30,0.71,0.14,12.42,1.06
002299,圣农发展,2016-09-30,1.29,0.00,7.29,2.08
002300,太阳电缆,2016-09-30,0.29,0.03,6.21,2.08
002301,齐心集团,2016-09-30,2.60,0.11,3.64,2.61
002302,西部建设,2016-09-30,0.62,0.13,5.13,-2.39
002303,美盈森,2016-09-30,0.85,0.05,14.87,0.35
002304,洋河股份,2016-09-30,16.83,0.04,42.15,0.89
002305,南国置业,2016-09-30,4.15,0.18,2.02,0.46
002306,中科云网,2016-09-30,1.28,0.00,-20.79,1.23
002307,北新路桥,2016-09-30,1.84,0.33,-0.02,547.41
002308,威创股份,2016-09-30,0.51,0.02,13.43,1.69
002309,中利集团,2016-09-30,0.66,0.41,-0.14,25.00
002310,东方园林,2016-09-30,1.37,0.05,12.77,0.34
002311,海大集团,2016-09-30,0.90,0.03,5.34,0.54
002312,三泰控股,2016-09-30,0.19,0.04,-46.11,1.28
002313,日海通讯,2016-09-30,1.05,0.07,1.78,1.42
002314,南山控股,2016-09-30,3.39,0.12,18.04,-0.93
002315,焦点科技,2016-09-30,2.15,0.14,1.94,-0.68
002316,键桥通讯,2016-09-30,0.61,0.00,-7.46,3.33
002317,众生药业,2016-09-30,0.07,0.08,25.80,1.14
002318,久立特材,2016-09-30,0.71,0.02,8.12,0.31
002319,乐通股份,2016-09-30,0.43,0.02,5.57,2.81
002320,海峡股份,2016-09-30,1.13,0.12,30.99,1.43
002321,华英农业,2016-09-30,2.51,0.46,3.14,2.44
002322,理工环科,2016-09-30,0.48,0.08,18.40,-3.31
002323,雅百特,2016-09-30,1.26,0.03,24.04,-0.95
002324,普利特,2016-09-30,0.19,0.01,12.51,0.60
002325,洪涛股份,2016-09-30,0.46,0.13,10.26,-2.18
002326,永太科技,2016-09-30,0.95,0.03,8.56,0.95
002327,富安娜,2016-09-30,2.29,0.05,20.87,0.14
002328,新朋股份,2016-09-30,1.51,0.10,4.26,3.31
002329,皇氏集团,2016-09-30,0.42,0.05,11.30,0.55
002330,得利斯,2016-09-30,0.92,0.01,1.51,1.98
002331,皖通科技,2016-09-30,1.37,0.12,8.60,0.32
002332,仙琚制药,2016-09-30,0.40,0.04,8.03,0.36
002333,罗普斯金,2016-09-30,0.67,0.02,-1.88,2.97
002334,英威腾,2016-09-30,0.66,0.07,2.86,-3.26
002335,科华恒盛,2016-09-30,0.82,0.00,9.40,-1.55
002336,*ST人乐,2016-09-30,23.40,0.14,0.06,35.98
002337,赛象科技,2016-09-30,0.59,0.06,-5.07,-2.57
002338,奥普光电,2016-09-30,0.17,0.03,8.64,-3.00
002339,积成电子,2016-09-30,0.24,0.03,8.31,-5.21
002340,格林美,2016-09-30,0.38,0.05,3.51,-4.90
002341,新纶科技,2016-09-30,0.57,0.10,3.65,-1.37
002342,巨力索具,2016-09-30,0.36,0.05,1.64,3.11
002343,慈文传媒,2016-09-30,0.69,0.03,20.93,-0.02
002344,海宁皮城,2016-09-30,6.27,0.11,37.96,0.95
002345,潮宏基,2016-09-30,1.11,0.03,10.61,1.40
002346,柘中股份,2016-09-30,0.82,0.01,0.28,180.10
002347,泰尔股份,2016-09-30,0.47,0.02,7.83,-5.12
002348,高乐股份,2016-09-30,0.08,0.04,12.90,0.84
002349,精华制药,2016-09-30,0.35,0.04,20.61,2.22
002350,北京科锐,2016-09-30,1.09,0.06,2.83,-1.12
002351,漫步者,2016-09-30,1.71,0.04,9.72,-0.84
002352,顺丰控股,2016-09-30,0.19,0.00,4.17,-0.79
002353,杰瑞股份,2016-09-30,0.49,0.05,6.63,1.57
002354,天神娱乐,2016-09-30,0.26,0.03,26.70,0.78
002355,兴民智通,2016-09-30,0.55,0.03,6.96,1.71
002356,赫美集团,2016-09-30,0.62,0.04,17.22,-1.73
002357,富临运业,2016-09-30,0.79,0.04,9.57,2.17
002358,森源电气,2016-09-30,0.62,0.11,12.86,0.40
002359,齐星铁塔,2016-09-30,0.49,0.01,7.26,-1.45
002360,同德化工,2016-09-30,0.65,0.09,21.30,0.81
002361,神剑股份,2016-09-30,0.45,0.09,13.04,1.61
002362,汉王科技,2016-09-30,0.95,0.01,3.14,1.43
002363,隆基机械,2016-09-30,1.45,0.10,5.80,3.69
002364,中恒电气,2016-09-30,0.25,0.09,26.28,-0.05
002365,永安药业,2016-09-30,0.32,0.02,9.50,1.82
002366,台海核电,2016-09-30,0.54,0.03,53.26,-0.19
002367,康力电梯,2016-09-30,1.31,0.02,17.70,0.42
002368,太极股份,2016-09-30,0.81,0.02,2.64,-9.98
002369,卓翼科技,2016-09-30,1.89,0.10,-0.55,-28.89
002370,亚太药业,2016-09-30,0.74,0.13,16.23,-0.39
002371,北方华创,2016-09-30,0.87,0.08,-29.68,0.49
002372,伟星新材,2016-09-30,1.20,0.07,23.82,0.97
002373,千方科技,2016-09-30,1.43,0.07,17.11,-0.72
002374,丽鹏股份,2016-09-30,1.93,0.05,10.18,-3.06
002375,亚厦股份,2016-09-30,0.66,0.07,6.67,-2.14
002376,新北洋,2016-09-30,0.72,0.08,14.47,0.69
002377,国创高新,2016-09-30,0.32,0.07,-0.63,22.36
