code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc
603976,正川股份,-0.458,28.28,28.21,28.62,27.8,28.41,1801824,6.67342,50750151,32.506,3.258,305424.0,76356.0
603970,中农立华,-3.534,29.21,30.4,30.56,29.07,30.28,5473752,16.42122,162360951,35.744,7.737,389466.8614,97366.8614
603969,银龙股份,0.814,13.63,13.56,14.25,13.56,13.52,12886521,8.44295,178682699,37.861,3.408,545200.0,208035.3715
603968,醋化股份,-1.034,19.15,19.37,19.37,19.01,19.35,1026900,0.7517600000000001,19679001,26.597,3.046,391579.2,261589.0
603966,法兰泰克,-0.615,16.17,16.25,16.53,16.1,16.27,870835,2.17709,14176297,34.404,3.231,258720.0,64680.0
603963,大理药业,-4.047,31.3,32.08,32.28,31.17,32.62,3969607,15.87843,125438283,37.711,6.834,313000.0,78250.0
603960,克来机电,-0.495,28.14,28.19,28.52,28.02,28.28,333050,1.28096,9413818,46.9,7.038,292656.0,73164.0
603959,百利科技,1.449,32.2,31.72,32.68,31.51,31.74,1181510,1.11768,38095502,60.755,7.941,721280.0,340388.68906
603958,哈森股份,0.576,13.98,13.99,14.17,13.9,13.9,1864060,2.82438,26168000,33.05,2.677,303869.28,92266.596408
603955,大千生态,-0.024,41.18,41.32,41.67,40.62,41.19,1065167,4.897320000000001,43760257,38.572,3.453,358266.0,89566.5
603939,益丰药房,0.411,43.99,43.81,44.48,43.26,43.81,1075098,0.5410600000000001,47137133,66.35,5.19,1595493.800542,874092.992542
603938,三孚股份,-1.991,37.41,38.39,38.48,37.33,38.17,2054594,5.47066,77477134,51.958,6.038,561773.2506,140499.2406
603937,丽岛新材,2.634,26.5,25.38,26.71,24.73,25.82,21420789,41.02028,552012282,47.321,5.393,553532.0,138383.0
603936,博敏电子,1.201,24.44,24.28,24.94,24.16,24.15,1295800,2.3098,31810596,76.614,4.17,409003.4,137108.4
603933,睿能科技,-1.29,50.49,50.99,50.99,50.01,51.15,828284,3.22666,41871727,41.614,5.38,518380.83,129607.83
603929,亚翔集成,-4.961,25.67,27.0,27.0,25.5,27.01,3010867,3.11813,78229898,24.922,5.733,547695.12,247869.52
603928,兴业股份,-0.527,15.09,15.15,15.19,15.02,15.17,699692,1.11467,10565964,22.191,2.784,304214.4,94722.1935
603926,铁流股份,-0.753,26.37,26.58,26.65,26.17,26.57,590291,1.96764,15569310,21.266,2.755,316440.0,79110.0
603922,金鸿顺,2.849,30.32,29.31,30.6,28.9,29.48,7145169,22.32865,213304628,27.315,5.021,388096.0,97024.0
603920,世运电路,-2.618,18.97,19.32,19.59,18.91,19.48,5428300,6.11295,104268841,22.318,3.2800000000000002,762214.6,168453.6
603919,金徽酒,0.488,18.55,18.45,18.64,18.3,18.46,1483780,1.2809,27395177,21.824,3.856,675220.0,214880.32475
603918,金桥信息,-1.313,18.04,18.29,18.4,18.0,18.28,563701,0.45702000000000004,10203743,112.75,6.681,319894.3,222512.576
603917,合力科技,-0.142,28.22,28.1,28.88,27.31,28.26,6125036,21.87513,171983071,30.25,5.337,316064.0,79016.0
603916,苏博特,0.792,17.82,17.4,18.1,17.14,17.68,11059581,14.55208,195132904,30.724,3.294,541728.0,135432.0
603912,佳力图,3.952,29.72,30.0,31.4,29.51,28.59,21347004,57.69461,646759181,55.037,10.539,439856.0,109964.0
603909,合诚股份,-0.378,31.65,31.8,32.16,31.65,31.77,146000,0.584,4639202,47.875,5.148,316500.0,79125.0
603908,牧高笛,-0.676,35.28,35.53,35.53,34.45,35.52,227100,1.3607,7993409,37.137,5.261,235282.32,58882.32
603906,龙蟠科技,-0.786,15.14,15.38,15.38,15.12,15.26,766599,1.47423,11672428,26.561,2.702,314912.0,78728.0
603903,中持股份,1.039,38.91,38.51,39.5,38.08,38.51,1636500,6.39021,63486560,63.787,5.841,402080.376,99646.5645
603901,永创智能,-3.434,9.28,9.76,9.77,9.26,9.61,5324054,3.45718,50051803,42.182,3.967,371200.0,142912.0
603900,莱绅通灵,0.996,31.44,30.9,32.02,30.75,31.13,1833512,2.15407,57631337,26.644,4.821,1070449.75296,267612.43824
603899,晨光文具,-1.009,25.5,25.54,25.9,25.33,25.76,1711514,0.76407,43809030,47.592,8.719,2346000.0,571200.0
603898,好莱客,6.181,31.78,30.52,31.96,30.44,29.93,3928427,4.41376,124086010,36.953,5.259,1010979.912908,282854.712
603896,寿仙谷,-2.224,54.08,54.6,55.95,54.07,55.31,1618351,4.63047,88430115,70.234,9.091,756038.4,189009.6
603890,春秋电子,-3.567,39.2,40.4,40.42,39.1,40.65,5317489,15.52552,210395591,25.455,7.383,537040.0,134260.0
603889,新澳股份,-0.625,14.3,14.35,14.43,14.27,14.39,1373200,0.42506000000000005,19670276,28.6,2.602,562921.02724,461972.94
603888,新华网,-1.464,23.55,23.85,23.86,23.42,23.9,1374111,0.7786700000000001,32419135,13.853,4.627,1222314.1428,415586.8029
603887,城地股份,0.38,26.4,26.3,27.28,26.15,26.3,647816,1.1209500000000001,17318362,38.261,3.355,271920.0,152570.352
603886,元祖股份,-0.848,19.88,20.02,20.17,19.82,20.05,821841,0.6780400000000001,16377955,28.812,3.944,477120.0,240963.492
603885,吉祥航空,1.046,15.45,15.27,15.65,15.22,15.29,3506238,0.6529100000000001,54371462,15.147,3.246,2776385.821965,829685.821965
603883,老百姓,-2.059,62.31,63.49,64.34,62.0,63.62,972242,1.15574,61119285,56.135,8.137,1775493.952446,524171.914671
603882,金域医学,-1.961,31.99,32.39,32.59,31.86,32.63,2141797,3.11852,68793956,72.705,8.816,1464772.761823,219707.32
603881,数据港,-5.034,45.65,47.19,47.4,45.6,48.07,7098155,13.48178,329070462,91.3,11.146,961327.40902,240347.25
603880,南卫股份,2.779,27.0,26.18,27.28,25.86,26.27,3477383,13.90953,92790053,39.13,5.14,270000.0,67500.0
603879,永悦科技,0.0,19.95,19.9,20.28,19.8,19.95,1109600,3.08222,22215980,45.341,5.614,287280.0,71820.0
603878,武进不锈,0.359,16.77,16.71,16.89,16.67,16.71,1369477,1.35578,22992393,21.228,1.701,338754.0,169393.95447
603877,太平鸟,-2.181,25.56,26.0,26.26,25.42,26.13,1141412,0.57425,29328603,25.059,4.075,1229263.2144,508045.896
603869,北部湾旅,1.649,21.57,21.55,21.84,21.25,21.22,1350298,1.2076500000000001,29138283,31.721,2.052,752375.120076,241177.586688
603868,飞科电器,0.026,76.1,76.44,76.44,75.07,76.08,564026,1.29364,42688779,52.123,15.243,3314916.0,331796.0
603866,桃李面包,-0.858,42.75,43.55,43.55,42.18,43.12,716512,1.21079,30517673,44.072,8.439,2011926.15,252983.1285
603861,白云电器,-1.17,16.89,17.07,17.17,16.75,17.09,753600,0.6223700000000001,12800117,41.499,3.552,690969.9,204513.091968
603860,中公高科,-1.27,36.54,36.78,37.2,36.24,37.01,934409,5.60197,34300462,33.833,4.607,243648.72,60948.72
603859,能科股份,-1.165,21.21,21.36,21.65,21.11,21.46,1178166,2.36153,25172284,44.984,3.795,240860.76,105816.69
603858,步长制药,-1.028,51.01,51.39,51.49,50.93,51.54,2044527,0.6236400000000001,104471462,17.811,2.753,3477861.8,1672286.906312
603856,东宏股份,2.424,21.13,20.54,21.4,20.37,20.63,10095856,20.46596,211428729,32.015,3.3810000000000002,416772.346,104234.29
603855,华荣股份,-0.085,11.69,11.79,11.89,11.68,11.7,1368131,1.65293,16110993,25.413,2.847,387020.83,96758.13
603848,好太太,-6.275,21.06,21.93,22.14,21.02,22.47,10749172,26.21749,231438773,50.143,11.143,844506.0,86346.0
603843,正平股份,0.133,15.02,15.23,15.24,14.8,15.0,1679802,0.8711000000000001,25123005,55.63,4.868,600804.506,289640.172166
603839,安正时尚,0.212,23.59,23.4,23.69,23.4,23.54,808534,1.13463,19015844,21.445,2.735,681894.054478,168102.34
603838,四通股份,-0.415,12.01,12.0,12.28,11.9,12.06,999800,1.02775,12033080,54.591,4.689,320282.68,116833.28
603833,欧派家居,3.408,129.26,125.21,130.0,124.88,125.0,830873,2.00162,106809751,50.89,8.87,5436629.893664,536558.26
603829,洛凯股份,10.0,20.13,18.02,20.13,18.02,18.3,10765109,26.912770000000002,207366892,45.75,7.054,322080.0,80520.0
603828,柯利达,0.0,9.83,0.0,0.0,0.0,9.83,0,0.0,0,35.107,3.099,324613.018125,106376.328
603826,坤彩科技,1.133,15.17,15.1,16.0,15.04,15.0,6562048,7.29116,101694078,37.661,4.891,546120.0,136530.0
603825,华扬联众,-1.472,30.8,31.26,31.46,30.78,31.26,523778,1.30945,16247198,35.814,4.332,492800.0,123200.0
603823,百合花,-1.479,15.99,16.14,16.3,15.91,16.23,1381420,1.9638300000000002,22298398,21.039,2.941,359775.0,112478.749617
603822,嘉澳环保,0.0,35.91,0.0,0.0,0.0,35.91,0,0.0,0,56.294,4.062,263399.85,145794.6
603819,神力股份,-1.613,17.08,17.28,17.28,17.03,17.36,603900,1.07647,10358459,34.857,2.776,206360.56,95818.8
603818,曲美家居,-1.713,13.77,14.06,14.09,13.76,14.01,674400,0.51243,9374012,36.237,4.389,666633.24,181224.216
603817,海峡环保,0.762,13.22,13.1,13.49,12.91,13.12,6086229,5.40998,80159674,45.586,4.269,594900.0,148725.0
603816,顾家家居,0.513,60.77,60.99,61.0,59.7,60.46,1684757,1.89086,101736785,36.389,6.652,2601812.857,541460.7
603813,原尚股份,0.576,29.68,29.4,30.17,29.1,29.51,2025975,9.17977,60260590,47.871,4.75,261985.36,65503.76
603811,诚意药业,-1.891,31.65,31.86,32.13,31.38,32.26,814640,3.8246,25825748,29.579,4.696,269658.0,67414.5
603809,豪能股份,1.496,38.0,37.02,38.05,36.61,37.44,5546280,20.79595,206484341,24.075,3.4,405346.0,101346.0
603808,歌力思,-1.037,20.99,21.25,21.35,20.98,21.21,2400128,2.12127,50756567,25.651,3.609,707996.824535,237492.759231
603806,福斯特,0.263,34.27,34.12,34.3,33.91,34.18,562502,0.13993,19182253,16.242,2.863,1377654.0,1377654.0
603803,瑞斯康达,-0.861,18.43,18.5,19.0,18.3,18.59,2820716,4.96605,52534233,26.329,3.216,776005.391551,104682.4
603801,志邦股份,1.132,54.52,54.15,54.8,53.96,53.91,724517,1.81129,39396326,36.798,5.385,872320.0,218080.0
603800,道森股份,0.608,16.56,16.46,16.65,16.35,16.46,1648300,2.43831,27242184,-57.361,3.718,344448.0,111945.6
603799,华友钴业,-2.77,91.62,94.0,94.02,91.32,94.23,10353383,3.21822,955364992,704.769,10.27,5430103.302384,2947520.057526
603798,康普顿,-0.635,17.21,17.34,17.37,17.16,17.32,381600,0.44684,6576443,14.223,4.192,344200.0,146973.4
603797,联泰环保,0.776,20.79,20.37,21.68,20.04,20.63,7609038,14.26516,157791976,51.975,4.433,443533.86,110893.86
603789,星光农机,-1.852,13.25,13.51,13.53,13.18,13.5,1860410,1.7888600000000001,24707667,79.819,3.142,347097.53,137800.0
603788,宁波高发,-0.804,34.53,34.97,34.97,34.49,34.81,317065,0.6283200000000001,10980006,30.558,3.223,567510.905547,174245.286
900951,*ST大化B,-0.85,0.817,0.817,0.822,0.81,0.824,76800,0.07680000000000001,62430,-2.553,1.169,22467.5,8170.0
900930,*ST沪普B,0.311,0.645,0.643,0.65,0.639,0.643,388725,0.31148000000000003,250494,-0.522,0.396,24653.5342365,8049.6
900921,*ST丹科B,-2.366,0.454,0.469,0.469,0.443,0.465,748000,0.38598000000000005,338255,-2.371,0.23900000000000002,46150.200496,8798.2297124
601558,*ST锐电,-0.641,1.55,1.51,1.6,1.51,1.56,69261200,1.21358,107701581,-3.039,6.015,934743.0,884615.999845
601519,*ST智慧,-0.606,4.92,4.91,4.98,4.91,4.95,3816800,0.19202000000000002,18879331,-5.559,7.107,977948.4,977948.4
601268,*ST二重,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
601106,*ST一重,-0.264,3.78,3.78,3.81,3.76,3.79,6385731,0.09767,24136633,-4.31,2.672,2592241.946406,2471364.0
601005,*ST重钢,-0.442,2.25,2.26,2.31,2.19,2.26,44210237,0.52754,99643831,-2.123,-9.344,2006685.510075,1885606.890075
600984,建设机械,5.414,7.01,6.66,7.22,6.66,6.65,24191362,4.48962,168809873,54.299,1.3599999999999999,446371.706303,377719.026654
600962,国投中鲁,-0.097,10.31,10.31,10.39,10.18,10.32,1078637,0.42463,11096864,3032.353,3.306,270338.51,261894.62
600877,*ST嘉陵,0.0,6.43,0.0,0.0,0.0,6.43,0,0.0,0,-14.359,-15.633,441922.35172,441922.35172
600870,厦华电子,0.0,7.54,0.0,0.0,0.0,7.54,0,0.0,0,-769.388,409.783,394492.54741,394492.54741
600860,*ST京城,-0.301,6.63,6.61,6.65,6.55,6.65,205700,0.06388,1361960,-18.943,5.638,279786.0,213486.0
600847,*ST万里,-0.142,14.1,14.13,14.2,14.03,14.12,143000,0.09329000000000001,2017112,-50.357,3.218,216135.234,216135.234
600844,*ST丹科,-1.858,5.81,5.92,5.95,5.75,5.92,4165804,0.50634,24259850,-30.339,3.06,590600.58344,478006.498354
600817,*ST宏盛,-0.165,12.11,12.17,12.21,12.04,12.13,306023,0.19657000000000002,3706249,605.5,20.09,194862.109302,188527.358614
600815,*ST厦工,-0.907,4.37,4.41,4.41,4.35,4.41,1901801,0.19832000000000002,8293989,-1.561,7.894,419069.885193,419069.885193
600806,*ST昆机,0.0,6.44,0.0,0.0,0.0,6.44,0,0.0,0,-16.513,15.761,342016.230332,251279.971404
600793,宜宾纸业,0.685,26.46,26.29,26.9,26.23,26.28,1583906,1.50418,42040753,876.159,18.106,278623.8,278623.8
600779,水井坊,-0.209,47.75,47.4,48.28,47.0,47.85,5816912,1.19066,276387211,103.782,15.676,2332805.70795,2332805.70795
600767,*ST运盛,0.0,6.39,6.35,6.45,6.27,6.39,1861026,0.5459,11874320,-38.263,9.574,217905.506298,217841.606298
600747,*ST大控,0.0,2.62,2.61,2.64,2.6,2.62,6227120,0.58508,16299343,-37.429,1.924,383654.040538,278854.040538
600733,S*ST前锋,0.0,50.18,0.0,0.0,0.0,50.18,0,0.0,0,-296.923,53.531,991486.548,379360.8
600732,ST新梅,0.268,7.49,7.46,7.57,7.4,7.47,2764969,0.6194200000000001,20702067,171.005,7.376,334340.92692,334340.92692
600725,ST云维,-0.329,3.03,3.04,3.05,3.01,3.04,3748050,0.30411000000000005,11330938,1.222,13.698,373438.41,373438.41
600722,金牛化工,-2.058,7.14,7.3,7.31,7.12,7.29,6675050,0.98116,47952741,187.402,5.319,485748.248664,485748.248664
600715,文投控股,1.311,19.32,19.16,19.94,18.19,19.07,36628746,8.16673,680496674,53.667,4.995,3583576.962,866525.184
600710,ST常林,-0.298,6.7,6.71,6.72,6.68,6.72,2099480,0.3279,14051447,33.5,2.238,875522.12078,428990.28
600696,*ST匹凸,1.327,6.87,6.79,7.07,6.76,6.78,3230628,0.9486100000000001,22308929,-5.089,44.61,233968.53285,233968.53285
600691,阳煤化工,-3.412,3.68,3.79,3.82,3.64,3.81,39042228,2.22287,144433890,-7.118,1.7109999999999999,646497.581408,646351.853408
600680,*ST上普,1.472,9.65,9.47,9.99,9.46,9.51,1206561,0.4687,11787682,-7.814,5.931,368847.450205,248415.450205
600656,退市博元,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
600654,*ST中安,-1.0,4.95,4.98,5.04,4.92,5.0,13492854,1.7870300000000001,66997987,23.571,2.185,635095.39104,373746.36123
600644,乐山电力,-0.439,6.81,6.84,6.85,6.78,6.84,1972448,0.36635,13424065,17.337,2.739,366650.848779,366650.848779
600636,*ST爱富,-1.61,14.06,14.29,14.35,14.04,14.29,1800544,0.42253,25519388,-20.412,2.417,628400.31843,599141.14208
600608,*ST沪科,-0.491,8.11,8.21,8.21,8.07,8.15,442532,0.139,3592549,-115.857,-73.593,266706.628651,258199.238651
600556,ST慧球,-0.576,6.91,6.93,6.95,6.88,6.95,1629949,0.41286000000000006,11267007,-98.714,42.134,272802.452228,272802.452228
600540,*ST新赛,0.0,4.83,4.83,4.85,4.81,4.83,1602959,0.34039,7743748,-4.801,3.658,227455.960179,227455.960179
600539,狮头股份,0.0,16.8,0.0,0.0,0.0,16.8,0,0.0,0,-336.0,8.143,386400.0,386400.0
600444,国机通用,0.468,15.02,14.9,15.04,14.82,14.95,550594,0.5243800000000001,8204537,143.048,5.966,219925.741864,157710.0
600432,*ST吉恩,0.0,6.74,0.0,0.0,0.0,6.74,0,0.0,0,-4.956,7.663,1080909.919384,1080909.919384
600425,*ST青松,-0.513,3.88,3.89,3.93,3.88,3.9,8338688,0.6047800000000001,32501281,-9.238,1.338,534970.553368,534970.553368
600423,*ST柳化,1.349,5.26,5.2,5.27,5.12,5.19,3133244,0.78459,16321599,-2.578,-10.499,210056.791838,210056.791838
600421,ST仰帆,-4.964,10.53,10.53,10.53,10.53,11.08,33900,0.01733,356967,526.5,314.328,205966.8,205966.8
600408,安泰集团,0.0,3.18,3.18,3.21,3.16,3.18,5539404,0.5502,17629270,-5.483,3.287,320162.4,320162.4
600403,*ST大有,-0.853,4.65,4.68,4.72,4.62,4.69,1541800,0.06449,7181044,-5.671,1.587,1111727.76693,1111727.76693
600401,*ST海润,-0.901,1.1,1.1,1.11,1.09,1.11,54723829,1.15819,60105240,-4.407,1.811,519742.86672,519742.86672
600311,荣华实业,0.37,5.42,5.4,5.49,5.34,5.4,7446698,1.11879,40334858,-55.533,4.337,360755.2,360755.2
600301,ST南化,0.126,7.93,7.91,7.94,7.89,7.92,608058,0.25859000000000004,4814685,309.766,6.979,186472.47502,186472.47502
600289,ST信通,-5.008,6.26,6.26,6.26,6.26,6.59,2403300,0.42467000000000005,15044658,28.072,1.263,395038.595194,354267.600184
600275,*ST昌鱼,0.868,5.81,5.75,5.89,5.73,5.76,2864700,0.5629900000000001,16692365,-71.817,25.754,295634.435278,295634.435278
600265,ST景谷,0.0,21.41,0.0,0.0,0.0,21.41,0,0.0,0,82.346,70.894,277901.8,277901.8
600247,ST成城,1.498,8.81,8.86,8.97,8.75,8.68,1729803,0.51415,15323934,-13.82,-10.086,296405.0496,296405.0496
600242,中昌数据,0.0,17.27,0.0,0.0,0.0,17.27,0,0.0,0,172.7,4.042,788660.665694,492783.972626
600234,ST山水,0.7,12.94,13.01,13.01,12.51,12.85,305691,0.151,3908611,184.857,30.368,261964.96872,261964.96872
600228,*ST昌九,-1.037,12.41,12.5,12.7,12.22,12.54,1989952,0.8246100000000001,24734022,-82.733,517.083,299478.12,299478.12
600225,*ST松江,0.2,5.01,4.99,5.08,4.95,5.0,3457636,0.40656000000000003,17388948,-10.224,2.567,468681.800115,426076.24158
600217,中再资环,-2.296,6.81,6.93,6.97,6.79,6.97,7230207,1.00392,49493131,61.076,5.9719999999999995,945677.311542,490454.638467
600163,中闽能源,2.074,4.43,4.31,4.52,4.31,4.34,7002779,0.9292100000000001,31098878,41.792,2.659,442763.09689,333855.393902
600149,*ST坊展,0.853,10.64,10.58,10.8,10.51,10.55,3922035,1.03168,41824238,-163.19,22.667,404490.24,404490.24
600145,*ST新亿,0.0,1.87,0.0,0.0,0.0,1.87,0,0.0,0,-935.0,4.503,278835.77106,278835.77106
600121,*ST郑煤,0.945,6.41,6.33,6.47,6.33,6.35,4689601,0.46187000000000006,29938023,-10.334,1.913,650835.096965,650835.096965
600112,*ST天成,0.0,4.92,0.0,0.0,0.0,4.92,0,0.0,0,-25.322,2.118,250528.784232,250528.784232
600091,ST明科,-0.177,5.64,5.66,5.66,5.6,5.65,1421701,0.42246000000000006,7998797,188.0,2.733,246700.663536,189800.664
600087,退市长油,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
600074,ST保千里,-5.03,6.23,6.23,6.23,6.23,6.56,126000,0.012280000000000001,784980,17.8,3.163,1518803.008527,639231.101236
600071,凤凰光学,-1.284,16.92,17.1,17.13,16.71,17.14,325900,0.13724,5523997,-34.531,11.328,401803.395552,401803.395552
600069,银鸽投资,-0.236,8.45,8.42,8.47,8.41,8.47,4584601,0.5554600000000001,38711981,-26.406,5.181,1055491.998665,697441.15168
