code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc
603969,银龙股份,-0.215,13.95,13.98,14.38,13.82,13.98,11796512,7.7288,166404635,38.75,3.488,558000.0,212919.5475
603968,醋化股份,-0.051,19.62,19.65,19.85,19.43,19.63,1772505,1.29759,34849125,27.25,3.121,401189.76,268009.2
603966,法兰泰克,-0.378,15.82,15.88,16.06,15.7,15.88,1272419,1.77886,20270674,33.66,3.161,253120.0,113160.58656
603963,大理药业,-1.941,28.79,29.41,29.56,28.63,29.36,2022129,8.08852,58732291,34.687,6.286,287900.0,71975.0
603960,克来机电,-1.394,27.59,27.84,28.58,27.53,27.98,462936,1.78052,13009879,45.983,6.901,286936.0,71734.0
603959,百利科技,0.096,31.23,30.85,31.48,30.6,31.2,529720,0.5011,16553815,58.925,7.702,699552.0,330134.744079
603958,哈森股份,-1.518,14.27,14.31,14.41,14.18,14.49,3967699,6.01176,56654360,33.735,2.733,310172.72,94180.567292
603955,大千生态,-1.695,40.01,40.45,40.97,39.98,40.7,1075900,4.94667,43550487,37.477,3.355,348087.0,87021.75
603939,益丰药房,-1.442,45.79,46.22,46.4,45.55,46.46,419500,0.21112000000000003,19276041,69.065,5.4030000000000005,1660778.838982,909859.470982
603938,三孚股份,-0.586,35.6,35.96,36.11,35.31,35.81,1583782,4.21705,56656135,49.444,5.746,534593.096,133701.496
603937,丽岛新材,4.219,24.95,24.13,26.0,24.13,23.94,14535482,27.83509,369153499,44.554,5.077,521155.6,130288.9
603936,博敏电子,-0.209,23.84,23.89,23.89,23.59,23.89,573200,1.02175,13619347,74.734,4.068,398962.4,133742.4
603933,睿能科技,-1.945,49.41,50.2,50.31,49.38,50.39,1086204,4.23141,54160157,40.724,5.265,507292.47,126835.47
603929,亚翔集成,0.041,24.66,24.58,24.95,24.28,24.65,1595578,1.65242,39360338,23.942,5.507,526145.76,238116.96
603928,兴业股份,-0.716,15.25,15.28,15.45,15.23,15.36,1508300,2.40284,23157591,22.426,2.813,307440.0,95726.5375
603926,铁流股份,-0.819,26.65,26.8,26.94,26.63,26.87,733188,2.44396,19630507,21.492,2.784,319800.0,79950.0
603922,金鸿顺,-1.53,28.31,28.88,29.45,28.26,28.75,2334840,7.29638,67602547,25.505,4.688,362368.0,90592.0
603920,世运电路,-1.316,18.0,18.09,18.35,17.98,18.24,2974141,3.34926,54020110,21.176,3.112,723240.0,159840.0
603919,金徽酒,-0.521,19.08,19.06,19.28,18.93,19.18,1484172,1.28124,28315316,22.447,3.966,694512.0,221019.7626
603918,金桥信息,1.339,18.17,18.18,18.2,17.7,17.93,1099028,0.8910300000000001,19748573,113.563,6.729,322199.525,224116.048
603917,合力科技,-0.335,26.81,26.88,27.4,26.55,26.9,4058088,14.49317,109750587,28.738,5.07,300272.0,75068.0
603916,苏博特,-0.976,18.27,18.35,18.75,18.2,18.45,7244464,9.53219,133616899,31.5,3.377,555408.0,138852.0
603912,佳力图,-0.482,28.88,28.71,29.8,28.52,29.02,9391822,25.3833,274325233,53.481,10.241,427424.0,106856.0
603909,合诚股份,-2.213,31.38,32.22,32.22,31.36,32.09,470420,1.88168,14866776,47.466,5.105,313800.0,78450.0
603908,牧高笛,0.199,35.3,35.2,35.8,35.13,35.23,417900,2.50389,14848122,37.158,5.264,235415.7,58915.7
603906,龙蟠科技,-0.752,15.83,15.98,16.08,15.82,15.95,1207600,2.32231,19238458,27.772,2.826,329264.0,82316.0
603903,中持股份,-0.813,37.84,37.68,38.68,37.66,38.15,1305731,5.09862,49958260,62.033,5.68,391023.424,96906.348
603901,永创智能,-0.111,8.97,8.92,9.04,8.92,8.98,1475346,0.9580200000000001,13248800,40.773,3.834,358800.0,138138.0
603900,莱绅通灵,-0.097,30.82,30.77,31.23,30.34,30.85,1975421,2.32079,60947289,26.119,4.726,1049340.37488,262335.09372
603899,晨光文具,-1.144,25.06,25.42,25.89,24.85,25.35,3663903,1.6356700000000002,93056027,46.771,8.569,2305520.0,561344.0
603898,好莱客,-2.176,30.57,31.5,31.5,30.5,31.25,1185900,1.33241,36511887,35.547,5.059,972487.600302,272085.228
603896,寿仙谷,1.107,51.14,50.59,52.97,49.75,50.58,2189033,6.26333,112099808,66.416,8.597,714937.2,178734.3
603895,天永智能,9.987,35.13,35.13,35.13,35.13,31.94,5500,0.0285,193215,32.238,7.604,271203.6,67800.9
603890,春秋电子,-1.825,38.19,38.5,39.42,38.15,38.9,4888476,14.27292,189208488,24.799,7.192,523203.0,130800.75
603889,新澳股份,0.209,14.41,14.38,14.55,14.31,14.38,1246400,0.38581000000000004,18001101,28.82,2.622,567251.188988,465526.578
603888,新华网,-0.788,23.91,24.02,24.65,23.85,24.1,3631551,2.05789,88260447,14.065,4.698,1240999.19976,421939.72218
603887,城地股份,0.0,29.63,0.0,0.0,0.0,29.63,0,0.0,0,42.942,3.766,305189.0,171237.1034
603886,元祖股份,1.739,20.48,19.98,20.93,19.98,20.13,3762280,3.10396,76997194,29.681,4.063,491520.0,248236.032
603885,吉祥航空,2.755,16.04,15.52,16.27,15.45,15.61,6714356,1.25031,107603731,15.725,3.37,2882409.617108,861369.617108
603883,老百姓,-2.627,58.56,60.13,60.48,58.53,60.14,821842,0.9769500000000001,49019838,52.757,7.647,1668639.477696,492625.699296
603882,金域医学,-0.762,29.96,30.19,30.6,29.94,30.19,2176147,3.16853,65724360,68.091,8.257,1371822.192692,205765.28
603881,数据港,-1.923,43.86,44.61,44.85,43.8,44.72,2895778,5.50005,128015638,87.72,10.709,923632.424088,230922.9
603880,南卫股份,-1.653,24.99,25.25,25.67,24.98,25.41,1235406,4.94162,31317262,36.217,4.757,249900.0,62475.0
603879,永悦科技,1.533,19.21,18.6,19.24,18.6,18.92,1005447,2.79291,19136456,43.659,5.406,276624.0,69156.0
603878,武进不锈,-0.988,17.04,17.23,17.28,17.01,17.21,1971212,1.9515,33851641,21.57,1.728,344208.0,172121.22744
603877,太平鸟,0.235,25.56,25.6,25.9,25.33,25.5,1385625,0.69711,35561183,25.059,4.075,1229263.2144,508045.896
603869,北部湾旅,0.139,21.54,21.52,21.66,21.4,21.51,787300,0.70413,16976034,31.676,2.049,751328.701272,240842.151936
603868,飞科电器,-4.213,69.58,72.2,72.54,69.5,72.64,1247480,2.86119,88367488,47.658,13.937,3030904.8,303368.8
603866,桃李面包,-0.341,43.84,44.1,44.18,43.25,43.99,488053,0.8247300000000001,21337413,45.196,8.655,2063224.384,259433.45856
603861,白云电器,-2.718,17.18,17.4,17.58,17.15,17.66,1774200,1.4652500000000002,30816010,42.211,3.613,702833.8,208024.566016
603860,中公高科,-1.745,34.92,35.3,36.26,34.9,35.54,784900,4.70564,27857695,32.333,4.4030000000000005,232846.56,58246.56
603859,能科股份,-0.951,20.84,21.13,21.5,20.8,21.04,1557300,3.12147,33049801,44.199,3.7279999999999998,236659.04,103970.76
603858,步长制药,-0.825,50.49,50.75,51.39,50.45,50.91,4809974,1.46719,244600809,17.63,2.725,3442408.2,1655239.480488
603856,东宏股份,1.089,20.42,20.18,20.8,20.11,20.2,5422982,10.99327,110619070,30.939,3.267,402768.164,100731.86
603855,华荣股份,-0.336,11.88,11.99,12.09,11.87,11.92,1856410,2.24285,22233202,25.826,2.894,393311.16,98330.76
603848,好太太,-2.222,22.88,23.4,24.04,22.63,23.4,14470692,35.29437,336643226,54.476,12.106,917488.0,93808.0
603843,正平股份,-0.071,14.17,14.19,14.29,14.11,14.18,1793200,0.9299100000000001,25454213,52.481,4.593,566804.251,273249.083861
603839,安正时尚,0.043,23.09,23.1,23.35,23.02,23.08,1258772,1.76645,29235950,20.991,2.677,667441.022378,164539.34
603838,四通股份,1.56,12.37,12.18,12.62,12.09,12.18,2142180,2.20208,26534310,56.227,4.829,329883.16,120335.36
603833,欧派家居,-0.288,138.63,140.0,140.0,138.05,139.03,603929,1.4549,83762372,54.579,9.513,5830728.780432,575453.13
603829,洛凯股份,3.347,20.07,19.3,20.49,19.0,19.42,8132148,20.33037,160904964,45.614,7.032,321120.0,80280.0
603828,柯利达,0.102,9.81,9.67,10.2,9.66,9.8,4052898,3.74519,40180936,35.036,3.092,323952.564375,106159.896
603826,坤彩科技,-3.153,15.36,15.88,15.88,15.32,15.86,3990786,4.43421,62430847,38.133,4.952,552960.0,138240.0
603825,华扬联众,0.152,32.94,32.6,35.21,32.33,32.89,2618440,6.5461,88500813,38.302,4.633,527040.0,131760.0
603823,百合花,3.791,16.7,15.88,17.6,15.88,16.09,4424499,6.28988,73816906,21.974,3.071,375750.0,117473.11561
603822,嘉澳环保,0.0,35.91,0.0,0.0,0.0,35.91,0,0.0,0,56.294,4.062,263399.85,145794.6
603819,神力股份,-1.046,17.03,17.22,17.44,17.0,17.21,1087183,1.9379400000000002,18710072,34.755,2.768,205756.46,95538.3
603818,曲美家居,1.639,13.64,13.42,13.68,13.41,13.42,1094752,0.8318300000000001,14913090,35.895,4.347,660339.68,179513.312
603817,海峡环保,0.622,12.95,12.9,13.16,12.79,12.87,5154395,4.58168,67027992,44.655,4.182,582750.0,145687.5
603816,顾家家居,-0.113,61.79,61.76,62.4,61.3,61.86,2205440,2.47524,135863812,37.0,6.764,2645483.239,550548.9
603813,原尚股份,9.334,35.96,34.59,36.18,34.58,32.89,11290445,51.15743,404327748,58.0,5.755,317418.92,79363.72
603811,诚意药业,-0.161,30.91,30.9,31.25,30.85,30.96,483891,2.27179,15009603,28.888,4.587,263353.2,65838.3
603809,豪能股份,-2.264,35.4,36.22,36.35,35.38,36.22,2679099,10.04537,95925269,22.428,3.167,377611.8,94411.8
603808,歌力思,1.521,21.36,21.04,21.41,20.88,21.04,2351446,2.07825,49752910,26.103,3.672,720476.99724,241679.148984
603806,福斯特,0.745,33.81,33.95,33.96,33.43,33.56,627884,0.15619000000000002,21235538,16.024,2.825,1359162.0,1359162.0
603803,瑞斯康达,-1.481,17.96,18.18,18.45,17.94,18.23,1491611,2.62608,27200504,25.657,3.134,756215.780372,102012.8
603801,志邦股份,-0.036,54.92,54.95,55.45,54.65,54.94,802660,2.00665,44146087,37.068,5.424,878720.0,219680.0
603800,道森股份,-0.187,16.03,16.11,16.44,16.01,16.06,1619600,2.39586,26309797,-55.525,3.599,333424.0,108362.8
603799,华友钴业,0.374,93.82,92.5,95.12,92.45,93.47,16229649,5.04478,1522364042,721.692,10.516,5560492.161424,3018296.570586
603798,康普顿,0.813,17.35,17.2,17.75,17.2,17.21,1294400,1.5156900000000002,22669961,14.339,4.226,347000.0,148169.0
603797,联泰环保,-0.609,19.6,19.58,20.12,19.56,19.72,3195055,5.98998,63384531,49.0,4.179,418146.4,104546.4
603789,星光农机,-0.516,13.49,13.53,13.63,13.45,13.56,1520390,1.46191,20606523,81.265,3.199,353384.5796,140296.0
900951,*ST大化B,-0.838,0.71,0.722,0.723,0.706,0.716,214700,0.2147,152204,-2.219,1.016,19525.0,7100.0
900930,*ST沪普B,-0.52,0.574,0.577,0.581,0.574,0.577,165100,0.13229000000000002,95400,-0.465,0.353,21939.7343438,7163.52
900921,*ST丹科B,0.662,0.456,0.453,0.458,0.453,0.453,140600,0.07255,64163,-2.3810000000000002,0.24,46353.505344,8836.9884336
601558,*ST锐电,-3.922,1.47,1.5,1.5,1.45,1.53,71807418,1.25819,105326431,-2.882,5.704,886498.2,838958.399853
601519,*ST智慧,-3.462,4.74,4.86,4.91,4.72,4.91,13957783,0.7022100000000001,67004368,-5.356,6.8469999999999995,942169.8,942169.8
601268,*ST二重,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
601106,*ST一重,0.265,3.78,3.79,3.81,3.76,3.77,10290571,0.1574,38916426,-4.31,2.672,2592241.946406,2471364.0
601005,*ST重钢,0.446,2.25,2.23,2.27,2.23,2.24,15171411,0.18103000000000002,34019224,-2.123,-9.344,2006685.510075,1885606.890075
600984,建设机械,-0.586,6.79,6.8,6.85,6.75,6.83,3663601,0.6799200000000001,24920896,52.595,1.317,432362.893837,365864.791866
600962,国投中鲁,2.398,10.25,10.18,10.26,9.98,10.01,2109922,0.8306100000000001,21388545,3014.706,3.287,268765.25,260370.5
600877,*ST嘉陵,0.0,6.43,0.0,0.0,0.0,6.43,0,0.0,0,-14.359,-15.633,441922.35172,441922.35172
600870,厦华电子,0.0,7.54,0.0,0.0,0.0,7.54,0,0.0,0,-769.388,409.783,394492.54741,394492.54741
600860,*ST京城,-0.313,6.38,6.33,6.42,6.33,6.4,298700,0.09276000000000001,1910850,-18.229,5.426,269236.0,205436.0
600847,*ST万里,0.077,13.05,13.04,13.12,12.93,13.04,257500,0.16799,3358549,-46.607,2.979,200040.057,200040.057
600844,*ST丹科,-0.333,5.98,5.91,6.02,5.91,6.0,1586801,0.19287,9478125,-31.227,3.15,607881.49552,491992.919132
600817,*ST宏盛,-0.43,11.59,11.68,11.7,11.57,11.64,314701,0.20215000000000002,3667444,579.5,19.227,186494.785038,180432.046766
600815,*ST厦工,-0.476,4.18,4.2,4.2,4.15,4.2,3634793,0.37903000000000003,15176203,-1.4929999999999999,7.551,400849.455402,400849.455402
600806,*ST昆机,0.0,6.44,0.0,0.0,0.0,6.44,0,0.0,0,-16.513,15.761,342016.230332,251279.971404
600793,宜宾纸业,-3.05,25.11,25.96,25.96,24.9,25.9,1848818,1.75576,46714045,831.457,17.182,264408.3,264408.3
600779,水井坊,-4.308,49.76,51.0,51.31,48.28,52.0,11597338,2.37385,575016515,108.15,16.336,2431003.393248,2431003.393248
600767,*ST运盛,1.314,6.17,6.16,6.27,6.08,6.09,3311619,0.9714100000000001,20357676,-36.946,9.245,210403.282294,210341.582294
600747,*ST大控,-0.386,2.58,2.58,2.59,2.55,2.59,6591701,0.61933,16928943,-36.857,1.895,377796.726942,274596.726942
600733,S*ST前锋,0.0,50.18,0.0,0.0,0.0,50.18,0,0.0,0,-296.923,53.531,991486.548,379360.8
600732,ST新梅,0.442,6.82,6.83,6.93,6.77,6.79,2428060,0.5439400000000001,16604699,155.708,6.717,304433.26056,304433.26056
600725,ST云维,-1.017,2.92,2.96,2.96,2.91,2.95,2384132,0.19344000000000003,6975494,1.177,13.201,359881.24,359881.24
600722,金牛化工,3.429,7.54,7.27,7.86,7.24,7.29,17768660,2.61181,133917081,197.9,5.617,512961.035704,512961.035704
600715,文投控股,0.27,18.54,18.5,19.05,18.5,18.49,8580800,1.91317,161177045,51.5,4.793,3438898.389,831541.248
600710,ST常林,-0.787,6.3,6.33,6.36,6.29,6.35,2715300,0.42408,17181321,31.5,2.104,823252.14342,403378.92
600696,*ST匹凸,-1.022,6.78,6.81,6.93,6.75,6.85,2420325,0.7106800000000001,16528454,-5.022,44.026,230903.4429,230903.4429
600691,阳煤化工,-0.542,3.67,3.6,3.71,3.58,3.69,45460001,2.58826,165338104,-7.099,1.706,644740.794502,644595.462502
600680,*ST上普,-0.314,9.51,9.47,9.57,9.46,9.54,651200,0.25297000000000003,6201532,-7.7,5.845,363496.295487,244811.495487
600656,退市博元,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
600654,*ST中安,-1.101,4.49,4.5,4.59,4.48,4.54,13054043,1.72891,59138834,21.381,1.982,576076.425408,339014.376146
600644,乐山电力,0.296,6.77,6.71,6.8,6.68,6.75,2046417,0.38009000000000004,13804042,17.235,2.723,364497.246143,364497.246143
600636,*ST爱富,3.69,14.05,13.71,14.23,13.66,13.55,4962700,1.16459,69862931,-20.398,2.415,627953.376525,598715.0104
600608,*ST沪科,0.942,7.5,7.38,7.57,7.36,7.43,838050,0.26323,6267507,-107.143,-68.058,246646.08075,238778.58075
600556,ST慧球,-0.299,6.66,6.63,6.75,6.61,6.68,2262100,0.57298,15109387,-95.143,40.61,262932.609528,262932.609528
600540,*ST新赛,0.655,4.61,4.58,4.62,4.53,4.58,2544823,0.54039,11670382,-4.582,3.491,217095.647293,217095.647293
600539,狮头股份,0.0,16.8,0.0,0.0,0.0,16.8,0,0.0,0,-336.0,8.143,386400.0,386400.0
600444,国机通用,-1.123,14.97,15.1,15.22,14.94,15.14,482402,0.45943000000000006,7281321,142.571,5.947,219193.632204,157185.0
600432,*ST吉恩,0.0,6.74,0.0,0.0,0.0,6.74,0,0.0,0,-4.956,7.663,1080909.919384,1080909.919384
600425,*ST青松,0.263,3.81,3.8,3.84,3.78,3.8,7613389,0.55218,28963687,-9.071,1.314,525319.022766,525319.022766
600423,*ST柳化,0.39,5.15,5.09,5.16,5.08,5.13,1741437,0.43607,8927358,-2.525,-10.279,205663.969195,205663.969195
600421,ST仰帆,0.912,8.85,8.78,8.97,8.72,8.77,520782,0.26625000000000004,4604740,442.5,264.179,173106.0,173106.0
600408,安泰集团,1.613,3.15,3.1,3.16,3.1,3.1,9945300,0.9878100000000001,31260756,-5.431,3.2560000000000002,317142.0,317142.0
600403,*ST大有,0.642,4.7,4.66,4.72,4.65,4.67,2055601,0.08598,9637378,-5.732,1.604,1123681.82894,1123681.82894
600401,*ST海润,-0.917,1.08,1.08,1.09,1.07,1.09,35747544,0.7565700000000001,38552464,-4.327,1.778,510292.996416,510292.996416
600311,荣华实业,1.718,5.33,5.29,5.38,5.27,5.24,10681238,1.6047500000000001,57015098,-54.611,4.265,354764.8,354764.8
600301,ST南化,-0.255,7.83,7.86,7.87,7.78,7.85,771407,0.32805,6025130,305.859,6.891,184120.99362,184120.99362
600289,ST信通,0.591,5.11,5.08,5.17,5.04,5.08,15857129,2.802,80884086,22.915,1.031,322467.607259,289186.491524
600275,*ST昌鱼,-2.867,5.42,5.41,5.55,5.36,5.58,4875503,0.9581700000000001,26509291,-66.996,24.025,275789.782996,275789.782996
600265,ST景谷,-1.932,19.8,20.0,20.25,19.71,20.19,352648,0.27169000000000004,7022170,76.154,65.563,257004.0,257004.0
600247,ST成城,-1.297,8.37,8.43,8.46,8.3,8.48,1430500,0.42519,11963829,-13.129,-9.582,281601.6192,281601.6192
600242,中昌数据,0.0,17.27,0.0,0.0,0.0,17.27,0,0.0,0,172.7,4.042,788660.665694,492783.972626
600234,ST山水,-4.768,13.98,14.41,14.6,13.95,14.68,586908,0.28991,8247763,199.714,32.809,283019.34024,283019.34024
600228,*ST昌九,0.081,12.3,12.33,12.36,12.22,12.29,1059842,0.43919,13038365,-82.0,512.5,296823.6,296823.6
600225,*ST松江,0.803,5.02,4.95,5.03,4.89,4.98,6509216,0.7653200000000001,32207258,-10.245,2.572,469617.29273,426960.464206
600217,中再资环,0.927,6.53,6.46,6.6,6.39,6.47,7773825,1.0794,50683697,58.565,5.727,906794.837646,470289.102671
600163,中闽能源,0.455,4.42,4.4,4.43,4.39,4.4,2464226,0.32698000000000005,10867061,41.698,2.653,441763.63166,333101.769988
600149,*ST坊展,-0.098,10.16,10.15,10.23,10.09,10.17,2579401,0.6785,26211376,-155.828,21.645,386242.56,386242.56
600145,*ST新亿,0.0,1.87,0.0,0.0,0.0,1.87,0,0.0,0,-935.0,4.503,278835.77106,278835.77106
600121,*ST郑煤,1.716,6.52,6.44,6.59,6.43,6.41,6793594,0.6690900000000001,44277620,-10.511,1.9460000000000002,662003.87398,662003.87398
600112,*ST天成,0.0,4.92,0.0,0.0,0.0,4.92,0,0.0,0,-25.322,2.118,250528.784232,250528.784232
600091,ST明科,0.956,5.28,5.2,5.35,5.18,5.23,2318062,0.6888200000000001,12201384,176.0,2.559,230953.812672,177685.728
600087,退市长油,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
600074,ST保千里,-5.085,3.92,3.92,3.92,3.92,4.13,12055700,1.17496,47258344,11.2,1.99,955651.331208,402212.827744
600071,凤凰光学,0.248,16.19,16.1,16.28,16.01,16.15,684220,0.28813,11051468,-33.041,10.84,384467.906264,384467.906264
600069,银鸽投资,0.0,8.41,8.42,8.43,8.37,8.41,4000100,0.48464,33597933,-26.281,5.156,1050495.586837,694139.655104
