报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
投资收益,66.59,4.79,55.66,319.96,0.0,-92.96,-92.96,157.91,0.0,-241.26,-238.14,311.73,12.67,-385.84,-350.57,337.72,0.99,-395.65,-380.44,240.01,-0.98,-98.49,-91.76,300.72,0.0,-246.54,-246.54,429.89,0.0,-576.43,-577.39,1448.75,0.0,1194.44,1194.44,3414.46,0.0,1014.75,1014.75,3342.88,0.0,2239.65,2239.65,6821.09,0.0,5009.88,5009.88,10086.46,0.0,5238.41,5238.41,9250.08,0.0,1295.73,1295.73,9350.45,0.0,1553.34,1553.34
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-241.26,250.88,0.0,-418.21,0.0,254.5,0.0,-408.95,-408.95,211.02,0.0,0.0,0.0,-39.68,0.0,-619.78,-619.78,56.64,0.0,-576.43,-576.43,1448.75,0.0,1194.44,1194.44,3414.46,0.0,1014.75,1014.75,3342.88,0.0,2239.65,2239.65,6821.09,0.0,5009.88,5009.88,10086.46,0.0,5238.41,5238.41,9250.08,0.0,1295.73,1295.73,9350.45,0.0,1553.34,1553.34
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,112354.38,169410.56,197100.47,218341.8,135135.75,174064.14,213232.43,243112.83,165929.14,214276.15,315079.65,458667.42,207949.23,308915.22,466091.14,609474.58,284524.73,460362.28,660672.74,849694.17,418827.96,693110.4,1069554.62,1370213.53,521091.89,822728.42,1004371.88,1143243.29,366232.73,553787.23,643352.27,803240.14,299997.96,446434.24,621460.93,824623.74,396285.16,529243.65,695562.78,923721.11,493955.89,696237.07,964835.75,1337453.52,689362.93,982973.98,1315186.83,1871839.33,918269.36,1306294.34,1747877.87,2424579.98,1074032.25,1505745.99,2022674.83,2782642.39,1302714.48,1830042.42,2410683.79
加:营业外收入,113.57,1054.86,169.41,188.76,21.11,61.95,122.37,144.79,115.21,1621.39,1621.39,2072.48,1384.85,2747.25,2978.14,5074.19,1663.21,2032.61,4081.55,5744.89,1284.92,2716.84,3952.83,6492.89,1607.79,2630.1,4111.03,6589.56,1520.91,2743.84,4051.77,5994.46,1623.56,2990.93,4569.75,6615.73,3251.75,4396.23,8826.32,11891.5,1908.79,4812.5,6683.53,4513.0,1493.53,5177.8,7492.53,4380.31,525.32,1159.02,1675.23,2989.03,447.91,1622.27,2320.28,4066.2,2532.64,3243.16,4091.19
减：营业外支出,492.57,-239.78,-239.78,695.91,4.33,2955.34,3147.53,3342.06,0.62,115.04,134.87,181.04,665.77,716.72,1174.81,7524.48,136.78,346.16,3002.25,5443.7,229.11,452.22,2025.11,2839.8,20573.11,23474.46,24038.26,25124.91,922.01,1776.73,2194.87,7642.98,597.25,838.56,1041.87,2490.07,482.65,1342.44,1725.51,1871.54,541.44,1408.53,2038.06,2797.7,518.72,2604.74,3643.06,15537.37,11517.45,11991.21,14169.78,16967.81,4377.11,7260.86,12495.71,18863.87,4541.7,5768.07,12459.43
其中：非流动资产处置损失,0.0,0.0,0.0,57.75,0.0,0.0,0.0,262.58,0.0,0.0,0.0,63.45,0.0,0.0,0.0,169.9,0.0,0.0,0.0,721.45,0.0,71.45,0.0,140.03,0.0,0.37,21.09,265.48,295.2,908.92,908.92,2886.27,25.99,29.38,29.49,274.35,272.71,365.61,429.19,666.84,129.6,155.44,165.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,111975.38,170705.2,197509.66,217834.65,135152.54,171170.75,210207.27,239915.57,166043.73,215782.5,316566.18,460558.86,208668.3,310945.75,467894.47,607024.29,286051.16,462048.73,661752.04,849995.37,419883.77,695375.02,1071482.34,1373866.61,502126.57,801884.05,984444.65,1124707.94,366831.63,554754.34,645209.17,801591.61,301024.28,448586.61,624988.81,828749.4,399054.26,532297.44,702663.59,933741.07,495323.24,699641.04,969481.22,1339168.82,690337.74,985547.03,1319036.3,1860682.27,907277.23,1295462.15,1735383.32,2410601.2,1070103.04,1500107.4,2012499.39,2767844.72,1300705.42,1827517.51,2402315.54
减：所得税费用,37454.7,56177.93,64825.08,70556.24,33581.77,40356.07,49798.63,56945.58,39115.71,53792.44,78295.37,113892.02,50859.77,76627.47,114617.48,150818.61,69902.26,112969.0,161625.39,210557.65,103209.06,171238.61,260121.75,340293.24,123497.5,197885.58,243376.06,292486.41,93276.77,138509.59,155789.39,195770.12,72031.95,106466.25,147277.75,187700.96,98226.45,129634.98,173002.04,228064.51,121402.73,180660.05,242983.7,330571.9,168940.83,239157.91,322689.81,456817.25,226097.85,314752.72,422763.46,587775.68,264053.77,363008.89,489810.38,676510.68,322400.94,443211.11,585258.07
五、净利润,74520.67,114527.27,132684.57,147278.41,101570.77,130814.68,160408.64,182969.99,126928.02,161990.06,238270.81,346666.84,157808.53,234318.29,353276.98,456205.68,216148.9,349079.73,500126.65,639437.72,316674.72,524136.41,811360.59,1033573.37,378629.07,603998.47,741068.59,832221.54,273554.86,416244.74,489419.78,605821.5,228992.33,342120.37,477711.05,641048.43,300827.81,402662.46,529661.56,705676.56,373920.51,518981.0,726497.52,1008596.92,521396.91,746389.13,996346.49,1403865.01,681179.38,980709.43,1312619.86,1822825.53,806049.27,1137098.51,1522689.01,2091334.04,978304.48,1384306.41,1817057.47
归属于母公司所有者的净利润,74418.93,114435.64,132419.12,146892.07,100810.66,129575.23,158934.69,181068.76,126065.93,160452.45,229929.7,324475.25,152263.65,226096.75,339536.0,439535.55,208139.77,336258.84,481821.26,615746.52,305012.11,504625.51,780187.02,993487.28,362686.63,579103.45,710384.7,797281.5,261914.04,400181.32,470728.84,583491.53,220079.95,329752.78,460301.98,617611.93,290311.22,388681.31,510131.32,678453.33,359311.24,497150.56,696476.32,967372.15,497101.31,711025.56,949441.65,1338424.67,647511.33,933563.74,1254354.73,1740216.42,770428.95,1085539.2,1454545.47,1995480.96,932361.4,1320037.17,1732744.1
少数股东损益,101.74,91.63,265.46,386.34,760.11,1239.44,1473.95,1901.23,862.09,1537.62,8341.11,22191.59,5544.88,8221.54,13740.98,16670.13,8009.13,12820.89,18305.39,23691.2,11662.61,19510.9,31173.57,40086.09,15942.44,24895.02,30683.9,34940.04,11640.82,16063.43,18690.94,22329.97,8912.37,12367.58,17409.07,23436.51,10516.59,13981.15,19530.24,27223.23,14609.26,21830.44,30021.19,41224.77,24295.6,35363.57,46904.85,65440.34,33668.05,47145.69,58265.13,82609.11,35620.32,51559.31,68143.55,95853.08,45943.08,64269.23,84313.37
基本每股收益(元/股),0.27,0.301,0.349,0.387,0.266,0.341,0.42,0.477,0.332,0.423,0.606,0.855,0.401,0.596,0.894,1.158,0.5479999999999999,0.8859999999999999,1.269,1.622,0.804,1.329,2.055,2.617,0.955,1.526,1.871,2.1,0.69,1.054,1.24,1.537,0.58,0.8690000000000001,1.213,1.6269999999999998,0.765,1.024,1.344,1.787,0.947,1.31,1.835,2.548,1.31,1.859,2.47,3.474,1.668,2.405,3.232,4.4830000000000005,1.985,2.797,3.747,5.141,2.402,3.401,4.464
稀释每股收益(元/股),0.27,0.301,0.349,0.387,0.266,0.341,0.42,0.477,0.332,0.423,0.606,0.855,0.401,0.596,0.894,1.158,0.5479999999999999,0.8859999999999999,1.269,1.622,0.804,1.329,2.055,2.617,0.955,1.526,1.871,2.1,0.69,1.054,1.24,1.537,0.58,0.8690000000000001,1.213,1.6269999999999998,0.765,1.024,1.344,1.787,0.947,1.31,1.835,2.548,1.31,1.859,2.47,3.474,1.668,2.405,3.232,4.4830000000000005,1.985,2.797,3.747,5.141,2.402,3.401,4.464
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
八、综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238270.81,346666.84,157808.53,234318.29,353276.98,456205.68,216148.9,349079.73,500126.65,639437.72,316674.72,524136.41,811360.59,1033573.37,378629.07,603998.47,741068.59,832221.54,273554.86,416244.74,489419.78,605821.5,228992.33,342120.37,477711.05,641048.43,300827.81,402662.46,529661.56,705676.56,373920.51,518981.0,726497.52,1008596.92,521396.91,746389.13,996346.49,1403865.01,681179.38,980709.43,1312619.86,1822825.53,806049.27,1137098.51,1522689.01,2091334.04,978304.48,1384306.41,1817057.47
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229929.7,324475.25,152263.65,226096.75,339536.0,439535.55,208139.77,336258.84,481821.26,615746.52,305012.11,504625.51,780187.02,993487.28,362686.63,579103.45,710384.7,797281.5,261914.04,400181.32,470728.84,583491.53,220079.95,329752.78,460301.98,617611.93,290311.22,388681.31,510131.32,678453.33,359311.24,497150.56,696476.32,967372.15,497101.31,711025.56,949441.65,1338424.67,647511.33,933563.74,1254354.73,1740216.42,770428.95,1085539.2,1454545.47,1995480.96,932361.4,1320037.17,1732744.1
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8341.11,22191.59,5544.88,8221.54,13740.98,16670.13,8009.13,12820.89,18305.39,23691.2,11662.61,19510.9,31173.57,40086.09,15942.44,24895.02,30683.9,34940.04,11640.82,16063.43,18690.94,22329.97,8912.37,12367.58,17409.07,23436.51,10516.59,13981.15,19530.24,27223.23,14609.26,21830.44,30021.19,41224.77,24295.6,35363.57,46904.85,65440.34,33668.05,47145.69,58265.13,82609.11,35620.32,51559.31,68143.55,95853.08,45943.08,64269.23,84313.37
