报表日期,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
存货,162.24,521.87,1383.39,1249.6,2287.79,1569.35,2237.43,2933.38,3705.07,3636.99,4605.28,5481.33,5339.43,6073.78,6711.52,5167.56,4067.91,4389.57,5123.77,5911.49,5360.61,4188.47,5250.84,3975.52,5012.54,5504.71,6565.76,7128.39,6430.76,15959.97,20918.17,23512.63,22745.17,24206.69,24925.89,26840.88,24974.73,27950.46,33040.99,31198.98,31281.89,33061.0
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2610.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3623.67,0.0,0.0,0.0,23760.2,25752.16,19964.91,7060.46,0.0,0.0,0.0,0.0,0.0,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,6.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12400.0,18350.0,5950.0,15950.0,0.0,0.0,0.0,0.0,19014.22,13140.52,27297.5,34728.76,19266.47,36336.07,0.0,18572.14,18080.45,28228.03,19122.64,32415.61,19323.32,16359.06,239.58,297.04,797.83,8929.63,1303.65,1813.34,8209.19,6352.65,9496.44,5995.61,1960.12,1855.58
流动资产合计,2418.31,5662.01,12876.36,15027.66,21718.86,82484.39,81750.42,84321.76,88941.21,89441.43,83104.3,88529.3,89296.97,92690.95,89940.29,94401.02,99390.87,100596.49,100807.64,104622.76,74063.38,71429.27,73989.34,57935.55,64401.0,67661.81,62301.77,71815.39,77934.53,158002.8,175065.88,144381.09,130313.62,126795.88,127232.67,122073.62,128689.24,143147.9,142753.1,143077.35,178205.63,166096.55
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,120.0,120.0,120.0,120.0,120.0,620.0,620.0,2520.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,120.0,0.0,90.22,0.0,0.0,0.0,29689.89,28605.71,27469.85,52316.01,49892.07,47840.76,46225.48,46981.64,47949.11,21039.79,21132.99,43375.02,48325.0,44241.08,43265.85,43725.43,42941.56,41053.3,39797.48,36751.91,32266.36,31078.23
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
在建工程(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.59,0.0,957.86,0.0,3162.77,0.0,7499.96,8885.79,340.17,2553.89,9166.55,26188.44,12783.67,18967.36,21932.58,23226.59,20119.19,23807.18,4243.98,6371.46
在建工程,0.0,0.0,0.0,0.0,77.78,173.85,597.61,1950.18,2538.64,4061.7,4981.75,6315.97,6545.02,7108.89,5492.63,6434.78,8798.4,10855.15,1483.22,1278.41,1226.28,1026.48,139.59,304.52,957.86,1213.93,3162.77,4004.57,7499.96,8885.79,340.17,2553.89,9166.55,0.0,12783.67,0.0,21932.58,0.0,20119.19,0.0,4243.98,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产及清理(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23670.81,0.0,23543.32,0.0,23548.38,0.0,23180.4,27873.65,36423.48,36047.62,34109.77,33996.08,53553.07,54102.4,55646.42,56217.45,60638.06,58874.37,82805.77,83012.76
固定资产净额,425.98,538.77,691.56,856.5,1103.91,1167.17,1129.67,1447.14,1468.04,1401.56,1827.01,2210.56,6298.29,6815.66,9348.72,9509.34,9876.85,9725.68,20096.18,21713.62,22343.94,22653.66,23638.59,23642.83,23526.81,23197.9,23531.87,23339.95,23159.42,27852.6,36385.22,36047.62,34108.55,0.0,53551.48,0.0,55646.42,0.0,60638.06,0.0,82805.77,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.84,1.84,0.0,32.21,32.23,12.77,16.51,16.51,16.51,26.24,20.98,21.05,38.26,0.0,1.22,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.02
无形资产,0.0,848.96,996.45,1043.3,1123.53,1145.12,1137.1,1127.52,1155.22,2477.73,2464.39,2441.56,2425.72,2405.03,2419.85,2433.5,2442.95,3973.54,4019.04,4017.04,3987.45,3909.61,3874.53,3819.38,3799.83,3861.73,3813.97,3745.96,4125.55,11825.69,11891.59,13026.62,15048.12,15340.55,16295.26,16873.7,16315.35,15970.99,17149.61,16073.7,15877.15,24935.97
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.42,109.03,112.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1272.96,1272.96,1272.96,1272.96,1272.96,1272.96,1272.96,1272.96,1272.96,1272.96,1272.96,1272.96,47915.8,47915.8,46642.84,46642.84,46642.84,46642.84,46642.84,43224.48,43224.48,44026.18,44026.18,41776.24,41776.24
长期待摊费用,72.52,56.41,46.36,65.57,56.55,63.13,53.55,43.98,34.4,31.49,22.12,17.2,6.67,0.0,0.0,0.0,20.99,19.08,17.18,23.13,27.44,75.01,82.01,85.21,79.55,104.0,91.6,100.38,424.13,471.88,433.2,432.84,408.87,373.92,339.45,306.61,557.0,573.32,779.71,739.32,1114.95,1699.79
递延所得税资产,17.32,19.93,33.35,64.71,37.67,46.64,63.58,73.13,59.76,82.36,86.47,114.35,77.36,94.86,118.29,134.13,228.91,189.69,260.81,297.65,375.1,349.1,367.25,765.05,1002.09,1126.25,1172.37,1296.94,1695.56,5764.85,5816.61,6016.96,6250.33,6110.97,6431.3,6590.86,7273.1,7534.46,8102.15,8196.36,10579.09,10650.6
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.94,429.94,1009.64,932.07,101.9,353.78,878.49,954.12,98.64,254.99,240.45,330.5,144.81,28.56,21.02,9.89,2282.33,3256.9,2524.41,3003.0,2075.38,1962.75,4015.38,3893.79,7835.7,8494.64,6947.23,6381.38,6611.14,7404.4,9696.62,11376.29,14484.33,14670.75
非流动资产合计,515.83,1464.06,1767.73,2030.09,2399.45,2595.91,2981.52,4641.95,5686.01,8484.77,10391.37,12031.7,15574.95,16898.21,18377.98,19642.29,21787.19,26674.74,27661.68,29205.15,59337.88,58223.31,57168.02,82498.62,82950.01,82010.93,81931.95,83891.64,88343.06,126360.2,128589.21,154509.59,169687.17,183288.5,188158.66,198550.59,199461.63,201945.58,207049.62,206585.92,211388.48,237521.42
资产总计,2934.14,7126.08,14644.09,17057.75,24118.3,85080.29,84731.93,88963.71,94627.22,97926.21,93495.67,100560.99,104871.92,109589.16,108318.27,114043.31,121178.06,127271.23,128469.32,133827.91,133401.25,129652.58,131157.36,140434.17,147351.01,149672.74,144233.72,155707.03,166277.58,284362.99,303655.09,298890.68,300000.8,310084.38,315391.33,320624.21,328150.87,345093.48,349802.72,349663.26,389594.11,403617.97
短期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,4227.52,3494.81,264.0,1756.1,2904.42,4266.11,0.0,12560.45,15954.34,15954.34,5000.0,20051.0
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3790.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5081.39,0.0,6014.68,0.0,6524.3,0.0,6396.07,7875.56,12210.81,8657.8,7743.91,7010.92,11908.75,10867.3,13110.94,11071.13,15946.68,11853.75,17404.13,15236.23
应付票据,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,1300.0,1300.0,1300.0
应付账款,264.38,396.54,496.06,240.72,323.02,770.58,866.4,1047.29,802.47,1845.68,2940.11,3397.3,1940.03,3790.32,3732.61,1638.0,2775.35,2984.42,5840.59,4168.32,3359.34,4489.04,5081.39,4443.25,6014.68,4601.11,6524.3,5790.85,6396.07,7875.56,12210.81,0.0,7743.91,0.0,11908.75,10867.3,13110.94,11071.13,14646.68,10553.75,16104.13,13936.23
预收款项,438.68,358.28,1809.32,558.49,2468.13,760.57,1781.08,2169.43,2608.86,1906.47,1563.4,2587.37,842.62,1208.89,1060.78,487.27,266.44,722.28,511.95,815.96,746.65,608.1,971.36,1327.26,1571.38,1503.16,3217.01,1059.8,3348.88,3202.8,3711.32,2847.12,2473.41,1192.8,2046.07,2619.4,3257.77,0.0,0.0,0.0,0.0,0.0
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,34.29,89.35,456.97,380.02,613.81,148.95,318.06,397.69,874.9,795.46,496.63,630.09,968.84,394.56,350.51,536.76,632.86,474.64,515.83,1312.5,1584.78,526.08,966.23,1366.18,2947.92,1651.9,2490.63,2369.19,4110.0,3828.74,5324.08,6490.93,6642.33,4648.27,5012.37,6114.15,7643.47,4644.51,6667.43,5343.39,10127.01,5932.46
应交税费,102.71,499.01,1371.64,1459.32,1005.97,1708.79,2128.82,2452.72,3763.03,2813.21,1541.43,1897.26,1765.23,1468.78,1536.33,2342.67,1796.72,1864.64,1757.64,1394.42,-1.93,1697.4,386.37,1690.22,2079.51,3369.92,2181.33,3414.19,2411.55,3203.25,3176.83,2603.59,2267.17,2779.13,2911.39,2903.71,2824.83,3975.08,3987.18,5075.02,3052.9,4257.84
其他应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7622.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2386.12,0.0,5788.19,0.0,6092.62,0.0,8482.66,11260.73,24444.41,14848.59,12203.4,10123.42,14837.8,10448.78,11721.48,5980.73,13243.59,12146.43,5161.32,5613.24
应付利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,5.62,0.0,1.04,0.0,87.6,57.61,66.45,78.85,101.8,98.21,65.66,188.21
应付股利,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6600.0,0.0,0.0,0.0,6648.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14132.87,0.0,0.0,0.0,3796.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应付款,147.56,490.61,124.84,121.95,280.37,881.57,341.81,284.25,287.61,319.44,269.38,322.06,363.0,974.12,1050.84,1438.3,1350.47,1432.22,1560.58,1704.18,1622.91,2038.45,2386.12,3340.08,5788.19,5684.68,6092.62,7070.78,8482.66,11258.54,10305.92,14848.59,12202.36,0.0,10953.91,0.0,11655.03,0.0,13141.79,0.0,5095.66,0.0
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.08,384.98,396.08,1458.72,1481.49,1480.32,1423.99,1364.35,1374.05
其他流动负债,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.87,146.87,146.87,146.87,117.65,120.42,111.3,103.42,104.93,118.99,82.48,79.07,100.7,77.42,100.7,100.7,142.78,142.78,142.78,142.78,147.69,147.69,139.36,139.36,129.85,129.85,108.01,108.01,0.0,0.0,0.0,0.0,1533.6,1096.97
流动负债合计,997.63,1833.8,4278.83,2760.49,4691.29,4270.47,5611.17,6526.39,8483.75,14427.13,6957.82,8980.96,5997.37,14605.88,7992.37,6646.43,6926.77,7597.18,10269.06,9474.45,7412.46,9436.49,9892.18,12267.69,18544.47,16953.55,20648.67,19847.59,24896.85,31018.77,53234.34,39319.43,31724.07,28017.56,40113.79,37723.54,40017.2,50017.89,61992.01,55876.37,55175.21,63699.08
长期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10935.2,11164.51,11420.38,14742.53,14602.29,14220.67,13323.53,12424.47,12169.31
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36638.02,37205.57
租赁负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.93
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.18,332.29,83.01,79.85,234.61,238.74
长期应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.65,0.0,0.0,0.0,0.0,0.0,1490.2,1631.73,1630.56,1264.37,1117.65,1117.65,1117.65,745.1,745.1,745.1,745.1,372.55,372.55,372.55
长期应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1882.7,1882.7,2524.95,1897.39,1897.39,1897.39,1897.39,841.65,841.65,841.65,841.65,0.0,0.0,0.0,1490.2,1490.2,1631.73,1630.56,1264.37,1117.65,0.0,1117.65,0.0,745.1,0.0,745.1,0.0,372.55,0.0
专项应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,34.86,65.7,116.42,129.33,174.97,196.16,223.37,249.44,269.01,274.7,280.04,300.92,300.9,245.82,265.78,245.0,164.54,148.42,125.89,10.59,136.3,110.68,136.49,136.15,169.75,193.89,229.92,255.89,279.07,363.11,441.52,428.57,478.6,491.24,507.08,504.12,480.41,506.43,643.65,1257.81,649.03,678.75
