报表日期,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,-2802.67,5.81,406.59,406.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资收益,2750.72,4979.73,4814.02,149.5,3304.51,3537.61,3948.75,337.71,3988.63,4316.56,5204.48,423.43,3916.82,3973.07,3853.98,431.36,21689.21,21689.21,24629.42,0.0,4899.2,4922.89,8769.77,367.1,7640.38,20050.96,19788.96,2996.93,5535.61,8135.34,12137.05,2810.95,6402.83,10782.82,15448.54,3754.84,6484.28,10719.75,12404.72,4056.21,11596.39,19668.87,17356.38,2822.85
其中:对联营企业和合营企业的投资收益,123.38,257.96,341.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568.07,0.0,0.0,0.0,3053.29,0.0,0.0,0.0,7040.36,0.0,0.0,1050.17,8405.11,0.0,6871.71,18906.39,9373.19,2912.13,5535.61,7821.89,11732.61,2733.7,6402.83,9771.1,14953.99,3457.54,6311.77,10465.57,12011.28,3376.45,10736.08,13182.78,17222.89,2611.76
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,179204.29,223084.44,302304.28,98880.41,146840.84,307435.02,394957.01,105471.68,170820.73,326228.08,341247.67,96359.13,175185.16,267460.45,316760.02,93508.84,167221.39,260541.78,321855.19,97756.38,145353.78,293201.43,414632.39,196598.56,400347.31,557054.0,620729.08,146292.99,324066.64,510255.81,618072.0,194665.99,516301.03,829511.79,944060.18,263639.62,546222.34,833891.77,1019377.35,317547.71,585746.96,823310.55,1025485.66,254103.18
加:营业外收入,50323.56,146007.33,158350.54,16974.49,71943.21,108433.11,152172.47,62668.83,117086.31,166037.25,210215.55,46238.82,125945.54,174979.06,216186.9,49848.63,113840.18,163117.31,369227.44,48308.17,99643.2,145299.7,205563.6,47493.55,108147.44,159437.85,209374.81,64979.97,186937.82,258641.99,312446.41,64572.79,822.67,1465.18,7540.35,74.81,323.89,1553.89,13234.41,102.08,400.71,754.2,17817.65,3285.35
减：营业外支出,2853.13,4737.96,20896.51,792.65,1098.2,1452.12,8662.33,27.44,110.92,270.38,8055.37,19.12,140.74,261.57,6933.82,32.99,177.1,653.27,82064.97,104.42,523.4,628.09,4047.42,4.32,127.1,4904.04,8769.22,1362.65,1675.63,2883.39,7362.0,575.17,1106.44,2491.1,10301.88,801.23,10916.55,20779.31,31174.95,4004.3,4518.78,6304.02,8360.62,1063.84
其中：非流动资产处置损失,1593.99,1757.55,18696.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3047.23,0.0,0.0,0.0,2185.8,0.0,0.0,0.0,5526.91,76.06,364.01,601.59,3575.86,0.91,1.36,231.72,3375.07,1192.17,1567.32,2077.27,1820.95,527.08,1032.48,2267.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,226674.71,364353.81,439758.31,115062.25,217685.86,414416.01,538467.16,168113.08,287796.12,491994.95,543407.85,142578.83,300989.95,442177.95,526013.09,143324.47,280884.47,423005.81,609017.66,145960.12,244473.59,437873.04,616148.57,244087.79,508367.64,711587.81,821334.67,209910.3,509328.84,766014.41,923156.41,258663.62,516017.27,828485.87,941298.65,262913.2,545592.34,824629.01,1001436.81,313645.48,581628.88,817760.73,1034942.69,256324.69
减：所得税费用,55364.71,62471.17,75588.11,29398.4,40495.69,82817.98,101355.93,31884.87,52991.98,95137.57,102508.25,28399.66,36591.22,49609.2,68761.81,23518.07,48338.62,69723.59,96926.08,23305.65,37134.01,67313.99,100452.02,36373.99,60052.34,81689.01,110458.31,27014.93,64423.65,89290.77,112320.28,41583.68,67117.02,102536.47,137684.04,44654.64,77832.62,122639.52,147795.79,53507.43,104043.61,144618.34,194205.04,63415.35
五、净利润,171310.0,301882.65,364170.2,85663.85,177190.17,331598.04,437111.23,136228.21,234804.15,396857.37,440899.6,114179.17,264398.72,392568.75,457251.28,119806.4,232545.85,353282.22,512091.58,122654.47,207339.58,370559.05,515696.55,207713.8,448315.3,629898.81,710876.36,182895.38,444905.18,676723.64,810836.13,217079.94,448900.24,725949.39,803614.61,218258.56,457797.06,692026.83,853641.02,260138.05,477585.27,673142.39,840737.65,192909.35
归属于母公司所有者的净利润,31568.61,150810.88,181295.26,42439.06,90220.06,165332.66,217635.17,68849.11,117269.1,196303.33,212638.2,54172.0,130399.47,187405.15,210917.96,53055.95,115756.02,169638.55,247593.35,58544.53,99103.23,176634.37,247174.2,107637.84,247288.45,344417.46,378115.17,100975.72,249739.57,376146.17,448867.38,121482.67,254529.07,410410.32,449771.5,121873.01,252922.23,379972.05,473686.28,138759.49,259812.9,368391.23,461255.88,103629.71
少数股东损益,139741.39,151071.77,182874.94,43224.79,86970.11,166265.38,219476.06,67379.1,117535.04,200554.04,228261.4,60007.17,133999.25,205163.6,246333.32,66750.44,116789.83,183643.67,264498.22,64109.94,108236.35,193924.68,268522.35,100075.96,201026.85,285481.34,332761.19,81919.65,195165.62,300577.47,361968.74,95597.27,194371.17,315539.07,353843.11,96385.55,204874.83,312054.78,379954.73,121378.56,217772.38,304751.16,379481.77,89279.63
基本每股收益(元/股),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287,0.0,0.0,0.0,0.256,0.0,0.0,0.0,0.235,0.0,0.09,0.0,0.226,0.092,0.212,0.27,0.278,0.065,0.16,0.24,0.28800000000000003,0.078,0.16399999999999998,0.264,0.289,0.078,0.166,0.247,0.3043,0.08900000000000001,0.16699999999999998,0.237,0.296,0.067
稀释每股收益(元/股),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287,0.0,0.0,0.0,0.256,0.0,0.0,0.0,0.235,0.0,0.09,0.0,0.226,0.092,0.212,0.27,0.278,0.065,0.16,0.24,0.28800000000000003,0.078,0.16399999999999998,0.264,0.289,0.078,0.166,0.247,0.3043,0.08900000000000001,0.162,0.228,0.286,0.066
七、其他综合收益,85905.11,-3816.47,9420.61,0.0,0.0,0.0,3328.56,0.0,0.0,0.0,6882.9,0.0,0.0,0.0,-1877.6,0.0,0.0,0.0,-5924.43,0.0,-2.55,77.0,-1851.53,0.0,234.81,292.28,-1621.82,-527.85,-356.59,-295.0,-3173.6,52.45,-14.93,63.36,2261.56,88.56,-3.27,206.27,-162.61,5478.47,8479.3,13342.14,5731.44,63.04
八、综合收益总额,257215.12,298066.18,373590.81,0.0,0.0,0.0,440439.79,0.0,0.0,0.0,447782.5,0.0,0.0,0.0,455373.68,0.0,0.0,0.0,506167.15,122654.47,207337.03,370636.05,513845.01,207713.8,448550.11,630191.08,709254.54,182367.53,444548.59,676428.64,807662.53,217132.39,448885.31,726012.75,805876.17,218347.11,467756.45,702195.76,853478.41,265616.52,486064.57,686484.52,846469.09,192972.39
归属于母公司所有者的综合收益总额,85062.96,142178.03,192296.24,0.0,0.0,0.0,219381.39,0.0,0.0,0.0,219521.1,0.0,0.0,0.0,209379.84,0.0,0.0,0.0,243156.93,58544.53,99101.39,176689.81,245989.82,107637.84,247436.96,342508.56,377089.59,100635.06,249513.83,375966.19,446859.75,121521.56,254519.62,410457.84,451201.53,121937.2,257898.8,385100.37,473517.15,142257.87,265220.59,376881.82,464860.99,103665.06
归属于少数股东的综合收益总额,172152.16,155888.14,181294.57,0.0,0.0,0.0,221058.39,0.0,0.0,0.0,228261.4,0.0,0.0,0.0,245993.83,0.0,0.0,0.0,263010.22,64109.94,108235.64,193946.24,267855.19,100075.96,201113.15,287682.52,332164.94,81732.47,195034.76,300462.44,360802.78,95610.83,194365.69,315554.91,354674.64,96409.91,209857.65,317095.39,379961.26,123358.64,220843.98,309602.7,381608.1,89307.32
