报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
投资收益,6541.42,27023.01,33428.84,47516.85,14520.94,37526.94,53267.76,48395.87,15076.22,45413.24,63262.49,63559.88,20712.02,44415.89,65802.9,89370.44,30331.71,69266.39,117483.01,170328.19,43714.25,91353.59,138152.72,181121.93,52370.61,113343.81,168668.59,213523.55,64944.15,127242.16,184334.62,228123.04,64512.68,127946.07,204475.01,243271.5,60626.44,120550.6,174582.09,209082.14,61609.69,124200.17,178536.44,221365.78,63587.71,129620.68,186820.59,218218.69,69711.01,140996.24,200251.89,237854.72,70571.72,124120.65,168706.51,152519.22,66176.03,117659.61
其中:对联营企业和合营企业的投资收益,6490.45,17033.08,26343.89,37700.18,14319.32,35982.03,51705.11,47181.06,14929.72,44906.07,62267.7,62547.02,21036.64,44645.5,65846.25,89221.85,30433.37,69382.38,107643.17,145497.96,43800.88,92546.72,139442.71,181465.78,52345.54,109475.01,159213.07,202398.81,60085.29,121870.85,176000.8,210759.49,63128.18,126875.96,176159.35,209825.25,57371.09,113837.8,165599.94,199749.64,60843.38,120690.63,173772.83,215791.88,65439.77,130581.56,188189.29,223424.05,69418.88,141567.16,200820.43,237831.22,70787.46,124708.24,164859.3,150042.12,65475.26,117642.62
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,7667.86,22368.45,33860.59,37501.7,7345.22,23741.46,35473.86,29952.86,10926.99,34203.02,49225.27,51755.53,16840.68,38166.96,57801.86,79288.82,26937.52,65846.25,110686.64,357585.66,78989.79,140199.82,207716.11,244917.83,66397.89,123881.37,202714.74,282028.27,41823.07,136679.13,232230.45,289084.48,77406.92,168472.33,265882.46,314225.35,90579.6,190118.77,281991.33,323098.31,86223.57,164533.6,270953.93,332796.42,92526.07,161579.32,259754.19,324124.99,103867.12,233370.42,428999.74,666870.46,212482.62,411227.4,653063.89,672992.11,117429.17,-142233.92
加:营业外收入,172.24,785.63,1274.25,3690.18,446.78,718.98,982.42,1815.42,358.99,666.25,1539.99,3349.35,653.08,2010.87,3966.83,7016.42,636.49,2645.44,4699.22,14875.36,3266.92,4458.23,8000.08,13916.71,3103.43,4454.87,7494.22,12768.77,3444.79,8241.95,10343.86,18329.54,2653.84,7580.86,12486.53,18578.91,3656.87,9249.69,15548.8,22502.4,4117.18,3725.5,13818.71,4843.77,1541.48,2259.12,3509.74,5840.74,1035.45,2014.18,5496.68,7866.58,1444.16,3139.3,4716.51,13871.46,2243.84,5349.15
减：营业外支出,141.22,1252.41,1440.92,1477.49,80.13,285.13,411.37,794.06,126.87,307.54,646.84,1340.77,424.92,1631.78,2386.19,2936.49,868.26,1608.23,2307.71,10277.11,3425.43,5473.4,7730.19,11337.03,3046.53,6303.61,9363.05,13816.9,3362.1,7124.11,11966.17,16602.84,3005.96,6388.58,10211.13,14765.3,3929.9,7108.43,12174.81,18500.25,4006.56,10024.31,15844.34,16539.01,5156.58,11471.12,18924.7,30897.25,5086.21,12010.92,23650.37,31663.73,5597.37,14349.42,34162.09,70448.32,59821.4,133074.1
其中：非流动资产处置损失,68.09,496.55,615.98,655.96,59.35,185.27,260.71,435.73,109.38,197.77,354.97,701.16,159.0,899.53,1288.95,1114.21,214.74,470.65,755.17,5584.18,1600.38,2537.46,3645.66,6005.04,666.26,1770.54,3175.86,6376.84,1203.71,2724.47,3829.52,5686.82,1215.5,2624.89,4138.73,5915.98,1369.01,2766.24,5668.98,9533.95,1115.19,3959.72,6717.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,7698.88,21901.67,33693.93,39714.39,7711.87,24175.3,36044.9,30974.21,11159.1,34561.73,50118.42,53764.11,17068.84,38546.05,59382.5,83368.75,26705.75,66883.46,113078.15,362183.91,78831.29,139184.65,207986.0,247497.51,66454.79,122032.63,200845.92,280980.14,41905.77,137796.97,230608.14,290811.18,77054.79,169664.61,268157.86,318038.97,90306.57,192260.03,285365.32,327100.46,86334.2,158234.79,268928.3,321101.19,88910.97,152367.32,244339.23,299068.47,99816.35,223373.68,410846.05,643073.32,208329.41,400017.29,623618.31,616415.25,59851.61,-269958.86
减：所得税费用,207.29,476.96,1217.93,1518.46,137.99,268.63,546.56,2086.98,279.65,651.66,1276.54,676.55,238.35,495.4,1506.96,3628.78,96.05,409.21,1048.08,27744.7,7572.93,13938.09,21479.24,28098.63,4755.54,10370.95,18936.86,31834.66,5024.47,12058.47,21335.36,29469.89,5467.86,11439.32,26257.16,22072.66,4306.57,9043.46,14103.86,13856.6,5522.68,13132.6,20425.12,27880.19,5490.7,11205.88,18553.61,26888.14,8503.17,15499.66,23086.21,25017.7,7536.81,17126.95,25646.66,31647.5,12101.06,25581.34
五、净利润,7491.59,21424.71,32475.99,38195.93,7573.88,23906.66,35498.35,28887.23,10879.45,33910.07,48841.88,53087.55,16830.49,38050.65,57875.54,79739.97,26609.7,66474.25,112030.06,334439.21,71258.36,125246.56,186506.76,219398.88,61699.25,111661.68,181909.06,249145.49,36881.3,125738.5,209272.78,261341.29,71586.93,158225.28,241900.7,295966.31,86000.01,183216.57,271261.46,313243.87,80811.52,145102.19,248503.18,293221.0,83420.26,141161.44,225785.62,272180.33,91313.18,207874.02,387759.84,618055.62,200792.6,382890.33,597971.64,584767.75,47750.55,-295540.2
归属于母公司所有者的净利润,5185.75,16532.57,24966.34,30306.12,5500.67,18876.32,28086.23,22860.56,8138.65,26551.96,39266.5,40860.9,11653.85,25942.79,41291.69,57947.68,19403.23,49621.61,85996.07,264281.45,55599.78,99665.24,147361.61,170728.65,46253.24,84851.25,139132.64,189850.65,28312.86,95062.27,157294.13,201976.77,51522.82,115814.4,177511.36,221104.77,65950.91,143070.74,211350.83,246906.65,63893.2,113112.13,193961.33,228000.05,60370.9,84604.47,145073.97,170464.68,66639.4,156185.53,307159.26,504199.98,162686.78,316386.55,508458.28,494419.1,13681.13,-341506.61
少数股东损益,2305.84,4892.14,7509.65,7889.8,2073.21,5030.34,7412.12,6026.67,2740.8,7358.12,9575.38,12226.65,5176.64,12107.86,16583.86,21792.29,7206.46,16852.63,26034.0,70157.77,15658.58,25581.32,39145.14,48670.23,15446.0,26810.44,42776.42,59294.84,8568.44,30676.23,51978.65,59364.52,20064.11,42410.88,64389.34,74861.54,20049.1,40145.83,59910.63,66337.21,16918.32,31990.06,54541.86,65220.95,23049.36,56556.97,80711.64,101715.65,24673.78,51688.49,80600.58,113855.64,38105.82,66503.79,89513.36,90348.65,34069.42,45966.41
基本每股收益(元/股),0.08,0.26,0.4,0.48,0.09,0.3,0.37,0.3,0.108,0.35,0.52,0.54,0.15,0.34,0.5,0.7,0.23,0.6,1.03,1.52,0.32,0.57,0.85,0.98,0.27,0.49,0.8,1.09,0.16,0.55,0.89,1.09,0.25,0.56,0.85,1.06,0.32,0.34,0.51,0.59,0.15,0.27,0.46,0.54,0.14,0.2,0.34,0.4,0.16,0.38,0.74,1.22,0.39,0.76,1.22,1.17,0.02,-0.79
稀释每股收益(元/股),0.08,0.26,0.4,0.48,0.09,0.3,0.37,0.3,0.108,0.35,0.52,0.54,0.15,0.34,0.5,0.7,0.23,0.6,1.03,1.52,0.32,0.57,0.85,0.98,0.27,0.49,0.8,1.09,0.16,0.55,0.89,1.09,0.25,0.56,0.85,1.06,0.32,0.34,0.51,0.59,0.15,0.27,0.46,0.54,0.14,0.2,0.34,0.4,0.16,0.38,0.74,1.22,0.39,0.75,1.22,1.17,0.02,-0.78
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99529.11,1217.14,-217.53,-828.09,-3594.18,-1610.85,-2672.18,-3237.3,-2776.13,535.53,38449.17,33983.94,32859.33,25147.24,16387.58,7083.74,10171.67,-1163.01,3584.59,8740.39,8482.92,-799.05,-416.6,3829.13,9613.05,-5631.5,-1760.28,-1627.33,-9192.24,-848.95,-5636.23,-12686.58,-21518.04,5593.38,2191.74,6263.74,15890.19,5067.2,2833.86,10813.97,1314.58,-13029.87,-12914.61,-33855.72,-34494.64,229.39,-10018.42
八、综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48841.88,152616.66,18047.63,37833.12,57047.45,76145.79,24998.85,63802.06,108792.76,331663.08,71793.88,163695.73,220490.7,252258.21,86846.49,128049.26,188992.8,259317.16,35718.29,129323.09,218013.17,269824.22,70787.89,157808.68,245729.83,305579.35,80368.51,181456.29,269634.14,304051.63,79962.57,139465.96,235816.6,271702.96,89013.64,143353.18,232049.35,288070.51,96380.38,210707.89,398573.81,619370.2,187762.74,369975.72,564115.93,550273.11,47979.94,-305558.62
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39266.5,115286.08,12404.03,25496.44,40241.02,54852.07,17732.44,47085.59,83162.72,261085.91,56014.23,128745.15,173021.51,195322.28,65131.72,96673.91,143652.75,198752.22,26389.32,96600.39,163769.22,207497.92,50769.53,115181.04,180580.52,229205.16,61680.04,142400.58,210797.7,241628.08,62928.24,108015.94,182637.44,209327.63,66077.85,84899.0,147942.21,181726.68,69878.36,158245.49,316924.74,504774.38,147687.35,305279.43,479209.78,464186.17,13016.03,-352177.83
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9575.38,37330.58,5643.6,12336.68,16806.44,21293.72,7266.41,16716.47,25630.04,70577.17,15779.65,34950.58,47469.19,56935.93,21714.77,31375.35,45340.05,60564.94,9328.96,32722.69,54243.94,62326.3,20018.35,42627.65,65149.31,76374.19,18688.47,39055.71,58836.44,62423.55,17034.33,31450.02,53179.16,62375.33,22935.79,58454.18,84107.14,106343.83,26502.02,52462.4,81649.07,114595.82,40075.38,64696.29,84906.15,86086.94,34963.91,46619.21
