报表日期,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.67,0.0,0.0,0.0,0.0,314.89
其他应收款,12317.21,19542.36,23493.25,19064.71,21980.72,43053.25,62040.42,70876.89,80691.78,99967.24,94887.24,93408.52,99917.36,87855.85,76645.35,84218.63,86354.52,98953.13,89192.7,61357.23,77980.33,80308.03,109572.85,72066.04,76735.04,74155.55,86110.74,94570.17,122102.03,108847.99,106649.79,116947.02,81205.55,85111.66,81412.07,0.0,72485.36,0.0,83251.47,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,22614.67,37789.44,75211.2,72054.33,135116.5,109926.98,124310.66,172347.31,239540.53,185938.95,193758.16,242551.71,287191.17,239621.14,239114.93,284828.39,334853.34,265184.99,267313.56,317234.97,369909.67,333558.93,318986.27,369193.83,425006.24,358886.43,356634.23,412383.66,537852.29,379641.91,346834.27,443492.73,558211.78,504657.4,475281.78,569756.59,811887.08,622423.58,642137.31,777567.93
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,193.55,427.4,1704.57,983.86,2005.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4844.49,5110.77,6199.92,5471.58,10798.11,8617.36,5571.45,9346.93,20474.73,15041.84,16654.78,12790.45,136017.12,125999.82,33595.07,131643.31,249589.71,486924.95,721414.79,520456.0,424118.72,297519.99,331320.37,451016.2,239470.02,124136.68,174689.28,186450.67
流动资产合计,62157.23,129913.05,197795.5,183857.74,467660.42,414972.42,409543.58,514795.92,598492.83,613344.59,600960.93,634720.7,627725.52,567537.12,592079.36,704336.0,749949.94,790028.67,767966.73,821819.81,825020.72,1361065.28,1240413.94,1266498.65,1193041.32,1238365.54,1148219.62,1945148.02,2056633.44,2039666.04,1922937.42,1998092.62,2033653.14,1884152.86,1753974.24,2285020.08,2395300.33,2122713.48,2240997.13,2480207.84
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7386.65,24870.4,3299.75,3050.0,591.0,1103.2,2926.17,8153.15,15139.69,22087.42
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1726.15,66405.88,66813.83,66813.83,66813.83,65679.72,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20999.39,20999.39,20998.14,0.0,0.0,0.0,0.0,0.0,2250.0,2245.61,2223.54,2614.84,123735.19,123062.61,124193.67,198190.99,194545.32,195234.67,193912.12,187042.71,197584.06,236238.15,266919.54,306318.56,365906.36,438069.84,504455.37,539344.08,570101.37,587141.32,604836.22,594827.22
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14208.19,14067.74,14014.05,13916.97,13617.11,13520.94,40378.76,41442.81,36705.38,36413.89,36233.21,35914.18,35667.46,35372.06,35112.47,34667.54,34633.67,34374.35,34115.03,33855.72
在建工程(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48158.6,0.0,0.0,0.0,66954.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27359.92,0.0,32446.29,0.0,37417.75,0.0,42291.36,84076.6,73732.45,92385.03,29178.32,35745.46,36148.22,38943.73
在建工程,211.56,230.55,5254.35,17161.45,22608.28,27690.72,32492.2,31684.68,29854.47,35879.79,49131.96,69158.87,48158.6,53118.24,54459.47,73548.82,66954.83,87306.31,76570.73,86922.88,46523.45,76719.54,55101.23,51732.6,37564.07,55228.8,27359.92,29314.89,32446.29,58610.84,37417.75,34309.24,42291.36,84076.6,73732.45,92385.03,29178.32,0.0,36148.22,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产及清理(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206763.98,0.0,0.0,0.0,235707.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312413.02,0.0,310868.7,0.0,328420.17,0.0,367617.44,372981.95,368918.19,371157.58,451152.48,440399.81,448809.29,462732.91
固定资产净额,18306.57,28765.98,53750.11,67179.42,77112.06,78610.95,83992.07,102450.63,154029.34,159505.61,167148.95,179229.61,206763.98,205631.3,216754.77,210914.5,235707.11,229773.13,230887.79,226426.14,271688.62,283590.82,272528.01,281842.68,300806.23,292265.1,312413.02,309338.62,310868.7,311698.38,328420.17,321631.14,367617.44,372981.95,368918.19,371157.58,451152.48,0.0,448809.29,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,1075.41,1020.52,16051.82,17210.58,23936.39,23855.29,23831.3,24063.35,33642.59,33660.12,34036.24,33003.07,52344.76,52266.38,59997.41,59167.29,58060.47,55963.08,58125.12,57396.76,57160.01,56176.27,55582.94,54812.96,60003.3,59018.82,60692.28,61996.03,62900.99,61869.1,60685.83,59043.48,63810.74,62538.22,62067.11,61634.17,62512.72,61732.17,72204.3,72885.1
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.78,407.78,407.78,407.78,366.14,366.14,366.14,366.14,366.14,366.14,366.14,366.14,366.14,366.14,366.14,366.14,366.14,366.14,24896.65,24896.65
长期待摊费用,12012.33,22205.07,43238.45,56119.3,68872.71,72343.36,77553.92,86088.11,107233.78,114676.5,127199.02,146383.21,152205.15,154836.86,159170.47,158907.71,181583.08,178461.93,180204.97,184516.71,202646.78,205797.02,204084.71,209814.47,221927.76,221610.59,218484.69,219799.63,239366.91,235343.69,246327.54,247530.23,291486.67,294016.84,299935.53,320138.24,330577.86,316468.16,329571.16,339854.9
递延所得税资产,222.08,334.21,737.62,885.91,892.05,1026.84,1139.25,1293.58,2441.07,2274.57,2316.32,2239.74,3486.84,3503.02,3194.52,2915.19,2775.85,2784.23,2809.39,3978.44,6566.35,6524.48,7315.21,7415.5,7539.15,6551.22,7216.51,7276.35,5949.55,5949.55,4494.44,4598.89,16541.74,17573.35,22385.0,28347.53,20269.66,24119.32,30945.95,30043.15
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动资产合计,31827.94,52556.32,119032.35,158556.65,193421.48,203527.16,219008.74,245580.35,348200.65,366995.98,400830.62,430014.5,462959.33,469355.8,493576.64,505453.5,547331.34,556534.29,550821.53,561855.78,722936.37,766346.25,733227.58,818133.96,837369.08,844796.28,861823.44,857577.17,887188.02,947489.74,989251.27,1036308.41,1253393.53,1374858.83,1434377.09,1515957.34,1567398.11,1927312.71,2015479.34,2043939.63
资产总计,93985.17,182469.37,316827.85,342414.4,661081.9,618499.58,628552.32,760376.27,946693.48,980340.57,1001791.55,1064735.21,1090684.85,1036892.92,1085656.0,1209789.5,1297281.28,1346562.97,1318788.26,1383675.59,1547957.08,2127411.53,1973641.52,2084632.6,2030410.41,2083161.82,2010043.07,2802725.19,2943821.46,2987155.78,2912188.68,3034401.03,3287046.67,3259011.69,3188351.32,3800977.43,3962698.44,4050026.19,4256476.47,4524147.47
短期借款,11800.0,46564.31,99200.0,126300.0,89500.0,30000.0,30000.0,59000.0,119000.0,84000.0,75000.0,60000.0,70000.0,97000.0,130000.0,55000.0,83250.0,86000.0,157300.0,128800.0,136900.0,82300.0,0.0,3368.03,0.0,0.0,0.0,0.0,0.0,68909.0,67744.0,1659.23,0.0,40000.0,60000.0,359000.0,369000.0,489109.56,679051.05,709584.0
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331487.61,0.0,0.0,0.0,399015.57,0.0,0.0,0.0,0.0,0.0,465872.33,0.0,0.0,0.0,466751.13,0.0,649540.25,0.0,544478.64,0.0,759138.08,682852.91,628805.4,770117.13,971615.39,757665.18,811316.63,980223.98
应付票据,0.0,0.0,0.0,0.0,0.0,200.0,200.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付账款,21228.24,31471.57,63517.12,59532.51,114833.91,111332.21,117561.55,154192.2,211886.8,184192.23,210602.05,267944.36,331487.61,281239.07,317329.02,396963.3,399015.57,375777.54,351944.8,403253.05,506442.69,505471.25,465872.33,594789.06,520102.58,519117.17,466751.13,563258.52,649540.25,524681.77,544478.64,646603.0,759138.08,682852.91,628805.4,0.0,971615.39,0.0,811316.63,980223.98
预收款项,2765.14,5912.7,13129.27,15138.83,24418.12,31358.22,24805.13,38157.92,44636.4,52840.46,50692.78,67658.98,70230.81,89328.6,77942.15,90891.59,91481.84,96888.37,87534.88,99830.21,95397.74,111163.24,105782.73,104723.02,121220.24,120231.08,123772.75,145477.79,153164.07,174506.39,167033.89,198893.33,183710.31,214414.13,210188.84,257836.02,236575.2,261137.66,263171.26,322947.12
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,2154.54,3576.81,3807.98,5245.5,6382.52,6925.82,7811.41,9350.15,11044.94,11550.7,11967.77,12528.67,13594.31,12432.37,13647.38,13975.16,17867.08,15701.24,17901.78,18681.64,31478.64,23012.71,25345.74,30777.63,35416.91,40406.31,37074.69,45434.57,46133.24,33443.69,31601.13,39532.14,43059.6,44760.56,44750.44,48425.33,48621.07,50521.52,58872.36,60586.64
应交税费,4929.22,5852.09,6433.14,4922.28,5633.89,10053.23,9252.59,10234.14,15831.4,10715.22,14682.25,14994.55,21041.55,18467.28,22015.52,22114.48,24884.86,29726.17,23134.51,29551.64,31295.58,31703.77,21236.76,28473.7,21167.69,24482.96,21950.47,28074.12,29222.2,31322.49,23737.57,32000.95,40805.44,36406.17,31884.81,37399.59,33480.28,43172.08,28993.18,33191.81
其他应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55501.5,0.0,0.0,0.0,73362.52,0.0,0.0,0.0,0.0,0.0,122069.48,0.0,0.0,0.0,111346.9,0.0,126889.29,0.0,123713.36,0.0,204404.86,264074.73,255146.53,353290.97,335759.98,360657.56,371687.59,311136.85
应付利息,0.0,0.0,101.8,153.44,152.85,49.44,55.09,120.94,1330.92,3460.09,6163.88,7962.69,4063.41,210.12,242.91,116.13,161.52,158.53,202.45,170.0,208.53,246.66,6.34,0.0,0.0,0.0,0.0,0.0,0.0,1169.69,295.44,147.9,0.0,0.0,0.0,67.67,490.45,646.76,801.87,958.14
应付股利,4000.0,1760.0,0.0,435.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,48816.53,0.0,104.0,104.0,104.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,28697.03,0.0,0.0,1.09,22879.08,1224.34
其他应付款,3387.42,5146.5,7696.61,10277.35,15850.75,15938.98,22501.57,30753.54,32986.73,36761.78,44758.85,39207.7,51438.09,47012.57,47981.66,40066.94,73200.99,63218.87,57716.6,61089.05,83470.22,109785.56,73246.6,87307.34,94920.29,95264.85,111242.9,122901.89,126849.29,127565.7,123417.92,109613.68,204404.86,264074.73,226449.5,0.0,335269.53,0.0,348006.64,0.0
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4700.0,4700.0,4800.0,7350.0,8900.0,6400.0,5100.0,5200.0,3500.0,6550.0,5550.0,3050.0,4050.0,1000.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,150000.0,150000.0,150000.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
流动负债合计,50264.56,100283.99,193885.9,222005.49,256772.04,205857.9,212187.34,331808.89,521417.18,538220.49,568667.58,627646.95,640755.78,552090.02,614258.64,624327.59,693361.87,713120.73,701285.01,744425.59,889323.41,864683.18,740807.04,849438.78,792931.72,799606.37,760895.94,905146.88,1004949.05,961598.73,958308.58,1028450.23,1231118.29,1282508.5,1230776.02,1826069.04,1995051.92,1962263.56,2213092.08,2417670.4
长期借款,0.0,0.0,8500.0,0.0,15000.0,5750.0,5750.0,7750.0,10450.0,15450.0,14400.0,4000.0,0.0,7250.0,5550.0,3050.0,4281.8,2231.8,3231.8,3631.8,3429.8,3579.8,3579.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
租赁负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7409.62,0.0,0.0,0.0,7709.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
专项应付款,0.0,0.0,7409.62,7409.62,7409.62,7409.62,7409.62,7409.62,7409.62,7409.62,7409.62,7409.62,7409.62,7409.62,7409.62,7705.87,7709.62,7709.62,7709.62,7709.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,599.75,599.75,599.75,599.75,307.0,340.0,307.0,274.0,940.84,940.84,1601.34,1601.34,635.93,260.0,0.0,0.0
递延所得税负债,18.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.92,1115.74,1971.09,3478.26,4544.91,4995.56,5416.81,4424.98,4913.54,4501.77,4526.27,4536.07,5071.83,4619.5,4274.96,4281.0,4487.77,4482.86,4663.27,4473.03,12709.38,12861.04,18169.8,21114.69
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4136.28,0.0,4072.84,4049.32,3846.54,3870.82,8758.11,9035.49,9353.87,9323.5,9293.13,9262.76,9695.02,9625.09,9986.89,12573.38,11073.53,11978.49,12307.53,13515.53
