报表日期,2007-12-31,2008-12-31,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资收益,0.0,0.0,-36.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.83,0.0,-181.32,-206.14,-234.65,-15.06,-170.14,-228.99,-364.7,-41.08,-386.28,-390.83,-79.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.06,0.0,0.0,480.62,577.24,0.0,0.0,344.0,-2385.7,0.0,0.0
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.83,0.0,-181.32,-206.14,-234.65,0.0,-170.14,-228.99,-364.7,0.0,-386.28,-390.83,-390.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.91,0.0,0.0,0.0,4.56,0.0,0.0,0.0,4.17,0.0,0.0
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,2312.39,4121.68,2735.56,4407.24,402.33,2492.09,5441.41,6622.15,2539.32,6006.71,10502.84,11326.3,2969.62,4430.65,5769.69,6032.12,1521.71,3044.65,3372.57,3693.02,1547.43,2976.14,3752.16,4019.33,2763.46,5248.62,5925.53,7415.03,4285.77,8220.86,9904.04,13416.17,7120.68,13194.26,15446.47,10086.51,3771.43,8025.5,10765.93,-21510.81,3528.91,8808.32,10896.34,8507.58,3856.4,6534.56
加:营业外收入,547.62,544.26,870.13,884.53,33.02,63.45,72.33,468.67,228.97,271.36,272.97,504.62,199.65,263.45,271.82,373.65,361.02,368.43,400.79,489.44,339.93,624.38,772.19,1050.53,92.35,450.72,734.57,2265.22,196.59,572.34,879.96,1148.29,217.58,463.4,832.78,5724.99,37.78,12.81,57.39,221.01,27.63,24.21,53.01,261.53,22.4,27.06
减：营业外支出,196.36,200.07,41.19,60.59,19.02,22.27,22.27,149.67,159.07,291.93,300.71,443.53,189.25,194.16,197.79,429.43,8.9,267.6,370.24,510.68,93.64,345.84,1399.3,1549.82,310.87,737.11,918.07,2699.06,5.41,221.48,301.44,576.59,18.57,128.62,235.7,538.76,60.95,89.83,200.63,228.74,23.61,74.59,208.17,281.26,0.48,43.38
其中：非流动资产处置损失,158.94,152.59,9.24,33.23,0.0,20.89,0.0,129.73,157.97,286.51,286.67,411.81,181.26,181.26,184.87,359.11,5.15,252.79,350.48,430.41,93.64,339.34,1392.66,1505.44,290.57,707.9,796.99,1085.42,0.0,152.09,197.19,319.35,16.22,16.9,52.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,2663.65,4465.87,3564.49,5231.17,416.33,2533.26,5491.47,6941.15,2609.21,5986.14,10475.1,11387.39,2980.01,4499.94,5843.72,5976.33,1873.82,3145.48,3403.12,3671.78,1793.71,3254.68,3125.05,3520.04,2544.93,4962.23,5742.03,6981.19,4476.95,8571.73,10482.56,13987.87,7319.69,13529.04,16043.55,15272.75,3748.25,7948.48,10622.69,-21518.54,3532.93,8757.94,10741.18,8487.86,3878.32,6518.24
减：所得税费用,583.01,769.61,538.67,763.87,62.45,374.12,778.78,991.03,391.52,897.92,1558.89,1621.83,481.3,824.69,821.2,867.87,285.85,539.62,628.93,354.3,256.06,452.22,654.4,237.47,376.19,746.38,800.92,936.17,844.86,1334.94,1823.53,2041.93,928.0,1891.52,2370.8,3597.32,690.32,1124.92,1675.23,1451.53,616.53,1014.46,-226.0,-3521.23,597.34,803.1
五、净利润,2080.64,3696.25,3025.82,4467.3,353.88,2159.14,4712.7,5950.12,2217.69,5088.22,8916.21,9765.56,2498.71,3675.25,5022.52,5108.47,1587.97,2605.86,2774.19,3317.48,1537.66,2802.46,2470.65,3282.58,2168.74,4215.85,4941.11,6045.02,3632.1,7236.78,8659.03,11945.94,6391.69,11637.52,13672.75,11675.43,3057.93,6823.56,8947.46,-22970.07,2916.4,7743.49,10967.18,12009.09,3280.98,5715.14
归属于母公司所有者的净利润,2114.67,3701.3,3025.82,4467.3,353.88,2159.14,4712.7,5950.12,2217.69,5088.22,8916.21,9765.56,2498.71,3675.25,5022.52,5109.21,1611.39,2708.36,3048.54,3721.79,1624.5,3067.75,2791.85,3648.2,2168.74,4215.85,4941.11,6045.02,3632.1,7238.05,8659.03,11954.7,6263.01,11382.88,13491.82,11090.29,2975.57,6325.0,8500.05,-23312.77,2953.87,7645.13,10875.96,12488.89,3281.21,5716.11
少数股东损益,-34.03,-5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.75,-23.43,-102.51,-274.35,-404.31,-86.84,-265.29,-321.2,-365.62,0.0,0.0,0.0,0.0,0.0,-1.27,0.0,-8.76,128.67,254.65,180.94,585.15,82.36,498.56,447.41,342.7,-37.47,98.35,91.21,-479.8,-0.23,-0.97
基本每股收益(元/股),0.36,0.54,0.43,0.64,0.05,0.31,0.67,0.85,0.24,0.54,0.95,1.0679,0.27,0.2,0.27,0.2764,0.09,0.145,0.16,0.1992,0.087,0.1642,0.1495,0.1953,0.1161,0.2257,0.2645,0.3236,0.1944,0.1211,0.1449,0.2,0.1048,0.1904,0.2257,0.1855,0.05,0.1058,0.1422,-0.39,0.05,0.1289,0.1834,0.21,0.0531,0.0924
稀释每股收益(元/股),0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.85,0.24,0.54,0.95,1.0679,0.27,0.2,0.27,0.28,0.09,0.145,0.16,0.1992,0.087,0.1642,0.1495,0.1953,0.1161,0.2257,0.2645,0.3236,0.1944,0.1211,0.1449,0.2,0.1048,0.1904,0.2257,0.1855,0.05,0.1058,0.1422,-0.39,0.05,0.1289,0.1834,0.21,0.0531,0.0924
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
八、综合收益总额,2080.64,3696.25,3025.82,4467.3,353.88,2159.14,4712.7,5950.12,2217.69,5088.22,8916.21,9765.56,2498.71,3675.25,5022.52,5108.47,1587.97,2605.86,2774.19,3317.48,1537.66,2802.46,2470.65,3282.58,2168.74,4215.85,4941.11,6045.02,3632.1,7236.78,8659.03,11945.94,6391.69,11637.52,13672.75,11675.43,3057.93,6823.56,8947.46,-22970.07,2916.4,7743.49,10967.18,12009.09,3280.98,5715.14
归属于母公司所有者的综合收益总额,2114.67,3701.3,3025.82,4467.3,353.88,2159.14,4712.7,5950.12,2217.69,5088.22,8916.21,9765.56,2498.71,3675.25,5022.52,5109.21,1611.39,2708.36,3048.54,3721.79,1624.5,3067.75,2791.85,3648.2,2168.74,4215.85,4941.11,6045.02,3632.1,7238.05,8659.03,11954.7,6263.01,11382.88,13491.82,11090.29,2975.57,6325.0,8500.05,-23312.77,2953.87,7645.13,10875.96,12488.89,3281.21,5716.11
归属于少数股东的综合收益总额,-34.03,-5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.75,-23.43,-102.51,-274.35,-404.31,-86.84,-265.29,-321.2,-365.62,0.0,0.0,0.0,0.0,0.0,-1.27,0.0,-8.76,128.67,254.65,180.94,585.15,82.36,498.56,447.41,342.7,-37.47,98.35,91.21,-479.8,-0.23,-0.97
