报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
公允价值变动收益,0.0,0.0,0.0,0.0,-23.87,-647.79,0.0,0.0,0.0,0.0,3.52,0.0,-4.02,-20.75,-5.38,0.0,-9.28,-20.61,-29.25,-39.37,-1.15,-7.85,-17.19,-17.3,1.01,-2.53,23.14,-158.73,-149.79,-134.06,93.14,208.0,391.94,268.51,-122.91,-25.97,-66.5,26.27,24.53,24.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资收益,0.0,0.0,0.0,-5564.03,0.84,1063.1,1179.01,1635.63,1248.5,1465.38,1392.26,2104.7,-52.92,-154.11,-107.82,-434.31,2407.29,12609.72,12641.01,12476.5,809.52,6563.76,6749.02,6773.54,6.93,124.42,5410.42,12321.09,-459.16,-2240.65,-3859.96,-5683.38,-1007.19,-1988.67,-3631.56,-6278.56,115.51,435.79,4049.56,4152.89,179.94,349.23,349.23,349.23,74.8,74.8,74.8,74.8,0.0,92.85,92.85,92.85,0.0,104.46,104.46,562.23,0.0,279.95
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,-5642.95,0.0,59.31,59.31,1798.0,1200.0,1109.66,1022.13,1694.77,-75.95,-509.95,-527.59,-892.66,-30.24,-68.21,-278.23,-647.6,-94.81,-109.92,-122.5,-155.87,-4.74,-8.45,-1693.27,-572.65,-808.24,-2102.15,-3782.46,-5529.78,-1722.17,-3290.01,-4989.91,-7190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,503.78,355.16,715.97,-14408.7,580.18,1575.71,2483.5,2910.72,1912.75,5653.0,10098.78,24515.7,11607.39,20317.87,26734.21,32677.14,4784.73,12936.55,11909.82,3988.75,-3482.27,-8188.33,-13857.67,-26622.63,-6392.22,-15622.25,-16406.49,-13990.71,-5978.07,-14988.4,-22294.05,-35863.06,-5151.48,-11153.63,-17983.49,-43202.65,-2500.63,-2812.83,377.32,321.69,-2760.24,-4160.95,-3419.0,-13161.87,794.44,1655.06,3278.81,4347.48,3883.53,8052.87,13090.32,16310.15,3374.26,8757.43,11582.36,15760.9,3611.75,8356.57
加:营业外收入,1.75,410.94,487.86,745.47,0.4,0.98,8.94,429.82,8.48,96.25,103.4,906.91,5.14,147.25,801.46,2234.72,7.5,19.59,1214.06,4825.57,1092.88,2928.9,4585.26,4205.71,255.21,9030.58,12090.58,14982.46,121.29,244.03,370.04,553.45,144.09,296.46,457.92,759.87,141.63,1296.47,1512.26,2569.05,157.62,148.49,149.25,3.07,1.47,3.53,10.02,41.36,4.79,8.51,14.1,39.49,18.7,53.89,70.39,74.39,13.38,40.16
减：营业外支出,24.08,45.1,61.1,99.91,5.5,86.48,121.28,216.34,19.64,22.71,22.75,441.89,86.37,448.49,520.28,1283.29,0.0,177.52,180.42,526.06,15.1,17.35,48.19,97.95,8.14,162.72,234.58,282.27,18.83,22.1,85.49,131.52,35.77,69.16,123.17,195.87,12.85,13.48,75.18,92.41,10.73,46.43,120.91,1150.19,2.51,3.01,92.24,160.81,0.3,7.31,327.83,612.98,27.94,58.17,141.47,171.13,6.02,420.4
其中：非流动资产处置损失,0.0,0.0,0.0,52.24,0.0,23.43,23.43,26.34,19.64,20.51,20.55,393.33,1.37,190.16,261.95,440.36,0.0,20.32,23.22,364.86,0.1,0.14,1.43,37.54,8.14,146.31,158.42,206.1,18.83,21.78,26.61,56.69,34.77,35.25,50.7,75.03,12.85,12.85,34.05,50.39,0.73,3.89,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,481.45,721.0,1142.74,-13763.14,575.08,1490.21,2371.16,3124.2,1901.59,5726.54,10179.43,24980.72,11526.16,20016.63,27015.39,33628.57,4792.23,12778.62,12943.46,8288.27,-2404.5,-5276.78,-9320.59,-22514.87,-6145.15,-6754.4,-4550.5,709.49,-5875.61,-14766.47,-22009.5,-35441.13,-5043.16,-10926.34,-17648.74,-42638.66,-2371.85,-1529.85,1814.4,2798.33,-2613.34,-4058.89,-3390.66,-14308.99,793.4,1655.58,3196.58,4228.03,3888.02,8054.07,12776.59,15736.66,3365.01,8753.15,11511.28,15664.17,3619.11,7976.33
减：所得税费用,76.78,110.75,110.75,95.82,87.82,164.19,192.37,307.93,106.42,542.81,1345.51,2612.62,1735.41,3045.37,4101.67,5365.77,759.72,2017.13,2019.1,325.52,93.49,140.36,145.93,-1729.13,0.0,-471.09,-471.09,257.5,-139.06,165.26,400.29,640.73,-116.25,-128.81,-130.98,-402.21,39.52,289.1,290.52,367.71,-13.05,43.48,1046.43,1518.33,0.0,0.0,0.0,0.0,182.45,343.47,586.19,781.42,141.92,388.48,528.49,793.14,158.02,373.67
五、净利润,404.67,610.25,1031.99,-13858.96,487.26,1326.01,2178.78,2816.27,1795.17,5183.73,8833.92,22368.11,9790.75,16971.26,22913.72,28262.8,4032.51,10761.48,10924.37,7962.75,-2497.99,-5417.14,-9466.53,-20785.73,-6145.15,-6283.31,-4079.41,451.99,-5736.54,-14931.73,-22409.79,-36081.86,-4926.9,-10797.53,-17517.76,-42236.44,-2411.36,-1818.94,1523.87,2430.62,-2600.29,-4102.37,-4437.09,-15827.32,793.4,1655.58,3196.58,4228.03,3705.57,7710.6,12190.41,14955.24,3223.09,8364.68,10982.79,14871.03,3461.08,7602.66
归属于母公司所有者的净利润,405.25,610.05,1030.95,-13855.93,486.3,1333.77,2192.64,2900.09,1813.36,5217.05,8890.65,22452.06,9808.62,17031.22,23044.24,28499.34,4157.24,11065.19,11476.86,8768.59,-2595.24,-5405.87,-9955.88,-20284.89,-5631.97,-5210.82,-4071.79,2023.51,-5736.08,-14930.71,-22408.36,-36080.06,-4926.54,-10796.83,-17516.82,-42235.44,-2411.36,-1818.94,1523.87,2430.62,-2600.29,-4102.37,-4437.09,-15827.32,793.4,1655.58,3196.58,4228.03,3705.57,7710.6,12190.41,14955.24,3223.09,8364.68,10982.79,14871.03,3461.08,7602.66
少数股东损益,-0.58,0.2,1.04,-3.03,0.97,-7.75,-13.86,-83.82,-18.19,-33.32,-56.72,-83.95,-17.87,-59.97,-130.52,-236.54,-124.73,-303.71,-552.49,-805.84,97.25,-11.27,489.35,-500.85,-513.18,-1072.48,-7.62,-1571.52,-0.46,-1.02,-1.43,-1.81,-0.36,-0.7,-0.93,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
基本每股收益(元/股),0.008,0.0117,0.0198,-0.2659,0.0093,0.0256,0.0421,0.0557,0.0348,0.1001,0.1706,0.4309,0.1882,0.3268,0.4422,0.5469,0.0798,0.2077,0.213,0.1619,-0.0472,-0.0982,-0.1809,-0.3686,-0.1023,-0.0947,-0.074,0.0368,-0.1042,-0.2713,-0.4071,-0.6494,-0.0763,-0.1673,-0.2714,-0.6544,-0.0374,-0.0282,0.0236,0.0377,-0.0403,-0.0636,-0.0688,-0.2452,0.0123,0.0257,0.0495,0.0655,0.0529,0.1043,0.165,0.2024,0.0436,0.1132,0.1486,0.2012,0.0468,0.1029
稀释每股收益(元/股),0.008,0.0117,0.0198,-0.2659,0.0093,0.0256,0.0421,0.0557,0.0348,0.1001,0.1706,0.4309,0.1882,0.3268,0.4422,0.5469,0.0798,0.2077,0.213,0.1619,-0.0472,-0.0982,-0.1809,-0.3686,-0.1023,-0.0947,-0.074,0.0368,-0.1042,-0.2713,-0.4071,-0.6494,-0.0763,-0.1673,-0.2714,-0.6544,-0.0374,-0.0282,0.0236,0.0377,-0.0403,-0.0636,-0.0688,-0.2452,0.0123,0.0257,0.0495,0.0655,0.0529,0.1043,0.165,0.2024,0.0436,0.1132,0.1486,0.2012,0.0468,0.1029
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.03,0.0,0.0,0.0,32998.4,-11126.5,-20251.49,-24009.94,-27908.48,1999.19,-1249.94,-1756.54,-1167.6,-883.83,-1603.25,-620.04,-4579.92,-137.13,528.45,626.2,1155.03,-497.44,-497.44,-497.44,-497.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
八、综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22366.07,0.0,0.0,22913.72,61261.2,-7093.99,-9490.01,-13085.58,-19945.73,-498.8,-6667.08,-11223.06,-21953.33,-7028.98,-7886.55,-4699.45,-4127.93,-5873.68,-14403.29,-21783.6,-34926.83,-5424.35,-11294.97,-18015.2,-42733.89,-2411.36,-1818.94,1523.87,2430.62,-2600.29,-4102.37,-4437.09,-15827.32,793.4,1655.58,3196.58,4228.03,3705.57,7710.6,12190.41,14955.24,3223.09,8364.68,10982.79,14871.03,3461.08,7602.66
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22450.03,0.0,0.0,23044.24,61497.74,-6969.26,-9186.3,-12533.09,-19139.88,-596.04,-6655.81,-11712.42,-21452.48,-6515.8,-6814.07,-4691.83,-2556.4,-5873.21,-14402.27,-21782.17,-34925.03,-5423.99,-11294.28,-18014.27,-42732.88,-2411.36,-1818.94,1523.87,2430.62,-2600.29,-4102.37,-4437.09,-15827.32,793.4,1655.58,3196.58,4228.03,3705.57,7710.6,12190.41,14955.24,3223.09,8364.68,10982.79,14871.03,3461.08,7602.66
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.95,0.0,0.0,-130.52,-236.54,-124.73,-303.71,-552.49,-805.84,97.25,-11.27,489.35,-500.85,-513.18,-1072.48,-7.62,-1571.52,-0.46,-1.02,-1.43,-1.81,-0.36,-0.7,-0.93,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
