报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31
买入返售金融资产,150000.0,0.0,61149.82,868965.48,4005.62,38579.31,100000.0,134124.25,0.0,139968.85,239082.63,0.0,235158.85,0.0,0.0,210260.2,77594.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54876.44,119460.0,0.0,14604.0,0.0,0.0,0.0,0.0,107100.0,0.0,0.0,0.0,160978.0,0.0,0.0,97811.28,62528.76,118417.64,28833.42,63096.01,39765.32,256231.67,34063.61,66427.0,226929.01,57930.14,1265519.19,1354236.93,261647.38,781901.72,141280.9,927940.71,24105.96,281434.51,143690.51,588185.07,59490.11,78023.73,29023.23,461981.51,540154.31
存货,568993.95,679282.3,731268.48,785141.13,770983.88,1050529.3,1183055.09,744214.52,576570.97,595409.38,634563.29,831415.26,1398818.12,1519193.16,1537251.88,1816196.68,1753934.95,1800920.85,1869831.24,2925688.1,3022910.44,2796708.01,2858280.08,2495080.31,2399031.65,2394826.25,2656927.21,3091453.21,2833525.0,3461467.55,3692691.48,3876588.85,4083077.61,4788961.7,3914872.9,3724344.19,4139064.92,3735846.58,4040957.68,3703978.18,4911426.88,4900595.45,5483910.21,5004176.49,5171165.6,5919804.26,5770824.41,5894262.39,5585294.63,5770037.77,5931349.12,5439863.34,4907530.46,5366141.88,5453341.17,6939546.6,5507543.5,4755096.75,4465580.42,5663590.71,5894601.6,7483097.4,9220972.79,8853500.1,9285331.34
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3468.43,3431.64,3468.43,2.46,2745.9,2745.9,2608.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8071.34,8071.34,8071.34,0.0,8331.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8698.72,8698.72,8698.72,0.0,80501.33,742.04
一年内到期的非流动资产,870.01,9.93,9.98,21777.18,74157.43,23646.53,20660.55,16332.71,1155.96,20817.76,4723.02,42555.67,15643.53,24420.45,12366.94,148410.09,165696.88,23025.8,168333.29,476963.32,552985.51,582527.11,665332.31,747943.03,861950.52,978993.57,1123340.41,1318150.25,1396376.19,1460532.05,1545780.26,1579337.3,2068292.92,2082653.19,2080881.18,2921352.62,3771567.81,4072617.93,4408631.61,5283794.86,5428433.93,5881803.38,6292769.33,5530027.19,5752785.21,5602002.89,6136010.24,6848261.68,6453312.37,7757440.74,6941590.62,5319224.34,4925081.44,4579063.42,4667542.66,5300639.59,4009333.05,3905805.59,4465292.94,6184819.96,4453958.93,7619574.2,7135511.68,6145926.86,6057606.39
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,226242.09,255121.12,241431.58,27782.0,10538.77,62999.1,76046.07,472338.4,243930.22,209677.04,320272.53,688848.12,1346460.18,923563.45,808517.72,1845406.36,1909329.34,1942124.27,2033796.59,1777391.99,1828715.33,1586304.74,1614190.58,2554515.0,2115491.63,1817825.48,1758138.22,1475128.26,1815818.32,2076173.87,2003029.47,1704430.51,4090497.41,4574339.66,4338236.66,4349670.82,3673032.2,4040468.35,4337914.84,4245284.66,5102066.14,5831661.45,5105895.77,5201299.7,6191217.94,7540288.71,7643902.66,7898959.34,7347568.02,6829473.52,6993723.49,10978832.24,9625101.61,10476201.48,12052290.16,12657661.0,11799520.24,10732883.16,10627394.38,12677169.63,12903845.43,7992008.48,8346792.69,10794296.71,10685439.18
流动资产合计,3201990.07,3951129.6,4145987.39,5457486.85,5717500.72,5758655.5,4942300.12,5597157.6,4976433.33,6845626.87,6655302.37,7449194.59,10088712.17,9558878.18,10036810.38,14554180.04,14834760.59,14201657.71,16126449.86,19123296.15,20373685.23,18891034.36,18650705.5,18915465.52,20258285.17,20139078.37,19321972.55,23218446.8,23633684.54,22995717.49,22827587.42,23704254.23,24564730.78,26730383.76,24143109.98,26993069.73,28019089.11,27356923.07,29309071.25,33096248.71,35292287.86,36471737.39,35737897.9,38994852.53,41959275.26,41971615.31,41738779.1,45337584.42,46588097.05,46439861.96,47756223.91,51115762.76,48310030.32,52087436.85,51563587.73,56617469.74,53726052.68,53390343.59,51712498.24,54500913.47,55204606.25,59635821.34,61331228.27,58216534.42,55846242.93
发放贷款及垫款,71978.06,62866.72,45118.0,3886.72,7312.96,3080.42,8033.56,17169.74,29933.13,36461.93,9066.23,80905.31,105973.35,198900.97,268323.6,251637.85,280630.57,491965.83,485582.34,499106.41,598887.29,601303.98,549861.99,659677.42,638400.69,671477.13,731206.27,858585.11,820919.89,768755.43,783821.0,857407.15,3302270.73,3324550.86,3486745.14,3467609.08,3594403.86,3748563.16,3807251.29,4622005.37,4410807.95,3963206.07,4860411.05,7857710.13,7831012.42,6789069.47,7122376.79,8362258.5,8373874.4,8368514.22,8201192.59,8182705.76,7825012.35,7696532.18,8537291.09,9694241.87,9056277.94,9548838.97,9274075.7,10254600.23,9346365.17,9605016.23,9390689.14,9797761.56,8109389.15
可供出售金融资产,456761.4,90118.19,85873.77,269195.26,132461.14,432266.21,760313.96,296554.59,296777.37,97365.14,455518.8,1045059.84,423711.92,858178.78,1158295.66,1005137.94,568733.98,438898.93,240189.85,1397107.39,911475.27,1129239.74,1071028.84,2090758.17,2948740.93,1343581.79,3225802.61,1406841.58,2025845.43,1759126.2,2261187.8,3644812.72,4587606.59,5259603.11,5687616.6,6549500.96,5409760.38,6534025.39,6517621.05,5048474.95,5811171.14,6995772.0,6974271.61,6436815.69,4454514.44,5353683.7,3895082.17,2393034.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,168824.6,135582.37,120216.11,0.0,0.0,0.0,0.0,0.0,1541.41,0.0,10000.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39191.99,39191.99,49145.5,42425.99,40800.0,40702.77,35261.75,32457.34,39939.4,40664.22,39939.4,39939.4,2403900.0,2200031.51
长期应收款,0.0,0.0,0.0,22664.63,20669.2,19475.25,17447.16,1600.0,1600.0,1600.0,1600.0,2000.0,16040.0,14480.0,12920.0,0.0,0.0,0.0,0.0,149393.3,156714.29,157267.14,169746.5,123793.91,131931.68,164345.3,178192.75,131618.21,166304.81,162867.33,158628.38,134720.14,163354.44,134991.23,123541.04,80187.98,100009.89,89961.29,122008.56,195724.4,244604.37,286904.13,358275.44,397634.55,454835.81,556450.92,630672.7,683741.33,699471.59,619849.26,826973.78,1114442.41,993048.58,894747.51,879904.77,981165.55,1146098.5,1252673.05,1259781.14,1252212.34,1261462.02,1064606.41,1060016.25,1115201.01,1069396.57
长期股权投资,2017647.25,1927323.26,1859085.15,1941602.17,2093749.61,2166108.55,2245740.94,2147065.56,2338252.48,2294482.73,2516122.27,2542499.96,1795371.89,1673512.36,1903735.18,2072241.62,2327066.84,1934608.34,2201221.95,3125332.69,3566452.11,2950575.51,4398679.7,4548319.4,5163220.56,4680005.12,5262197.86,5654303.02,6229452.29,5273529.81,5534004.69,6338963.42,6577872.15,4798664.06,5189628.51,5901967.14,6833854.33,5076355.05,5696775.34,6265751.54,7029224.58,5366055.91,6329700.26,6750022.27,7300473.73,6033426.11,6543871.66,7093041.2,5361182.7,6012204.01,6511546.12,6461700.71,5750208.23,5211289.61,5549686.05,5964981.64,6196563.8,5222340.93,5536718.94,6084920.52,6073002.19,5371150.84,5800545.04,6464513.6,6396756.87
投资性房地产,11951.73,11697.58,11803.04,36983.06,37439.15,137006.01,135565.09,133971.74,150152.19,148668.44,147278.71,128964.74,151380.68,149791.19,148300.16,148028.27,160707.68,144685.46,141966.85,291763.78,287941.19,285144.59,279776.54,287307.71,284513.01,281805.44,282034.98,298269.02,295231.43,292964.18,293208.13,288458.01,280116.44,289316.65,282332.86,268496.14,280161.92,287280.06,283173.85,254683.2,257531.87,299590.17,296669.23,290932.74,325562.07,319819.24,298696.62,318971.91,327275.03,331864.23,324143.0,325206.15,315098.01,311081.29,296723.49,308037.28,303357.27,297992.44,292301.91,324204.99,317645.75,312432.43,307467.64,218490.04,211521.49
固定资产净额,1589137.2,1685344.1,1767068.93,1744607.1,1730698.09,2013315.41,2007058.69,1400564.96,1442690.4,1423216.19,1409206.16,1465058.48,2867299.36,2829240.73,2766299.38,2849396.2,2792608.18,2813734.72,2836443.18,3669154.68,3786578.81,3980910.4,2320655.97,2479210.58,2671025.58,2750441.34,2867528.21,2751579.13,2712993.1,2743257.57,2901557.76,3170900.68,3301515.05,3556133.27,3816703.66,3869058.59,3966685.91,3985053.2,4209782.69,4706235.43,4856679.05,4948605.87,5098161.65,5822665.9,6077532.7,6243340.55,6542812.7,6918728.05,0.0,7165071.4,0.0,8305600.72,0.0,8254292.82,0.0,8298233.7,0.0,8063573.03,0.0,7835063.43,0.0,7774326.4,0.0,7923974.85,0.0
在建工程,311296.24,447670.08,359580.69,445068.65,449858.83,435457.31,381808.47,309222.12,270367.95,297305.13,352382.85,347868.38,443793.71,494932.89,511529.61,467673.44,571299.8,686835.42,836560.6,882959.82,1030149.64,1091050.85,870595.53,803381.87,692465.39,749999.22,765252.42,1061473.18,1138236.06,1314770.37,1262583.15,1070285.76,1076459.52,977270.87,1086249.93,1185626.89,1225122.23,1517564.15,1467287.05,1326659.69,1366400.68,1622717.74,1693290.08,1647697.15,1741489.27,1748475.44,1946556.02,2084925.82,0.0,0.0,0.0,1618754.09,0.0,1620589.18,0.0,1313259.92,0.0,1395755.47,0.0,1482878.87,0.0,1476836.23,0.0,1573620.58,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1859.25,1413.66,1355.17,0.0,1191.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产清理,7124.94,941.46,1170.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,158813.37,155083.47,178719.68,176915.12,145004.15,175933.76,192692.69,252984.7,283837.4,282369.36,286891.63,294613.47,468055.25,458637.86,446576.88,576035.58,549733.65,558261.46,545643.76,819206.71,809859.32,810805.95,531244.76,552667.0,534364.06,521780.08,564062.57,562572.53,560330.28,590794.08,595736.0,647780.36,659021.85,722330.91,741495.72,836091.88,813121.04,809023.51,855088.92,1079699.17,937360.91,1122672.91,1126452.1,1174531.5,1185563.95,1238773.75,1259668.26,1400833.35,1343047.74,1413966.65,1439164.33,1528115.97,1524236.14,1601965.2,1595938.7,1602051.69,1575799.64,1580261.19,1573850.38,1683742.71,1675265.04,1716720.88,1767506.43,1892285.25,1902068.07
开发支出,18382.6,21382.6,23007.34,60483.64,71351.25,113363.2,125956.93,70704.79,90122.85,108123.0,116689.72,122999.23,141122.47,145652.44,152868.45,102184.0,115906.02,87651.19,109454.54,59174.67,64373.75,75818.53,82664.51,64965.23,73087.05,97428.34,104349.56,4091.69,4184.68,3802.45,3926.46,843.47,798.63,976.72,430.29,429.84,590.41,606.16,1210.43,239.13,233.8,235.58,174.7,172.55,1194.05,14107.5,25601.49,53865.0,75759.7,96131.41,122231.53,164670.25,187299.42,207586.89,242414.14,244693.26,261842.0,281513.24,317978.21,273934.22,304365.74,392122.61,313620.79,327751.55,327241.36
商誉,0.0,45867.27,45867.27,0.0,0.0,0.0,0.0,699.46,699.46,699.46,699.46,699.46,55987.52,53557.8,53557.8,53298.25,53298.25,53298.25,53298.25,61098.16,61098.16,61098.16,8499.37,8499.37,8499.37,8499.37,8499.37,8499.37,8499.37,8499.37,8082.34,8230.41,36750.27,46442.21,53978.49,46345.92,46897.41,46345.92,64630.9,66865.85,79815.85,66866.38,66866.38,72367.11,165992.21,165992.05,165992.05,148137.22,148137.39,148079.95,148079.95,148079.95,148079.95,148543.18,148543.18,148545.22,148545.22,148545.22,141388.55,126767.39,126767.39,126767.39,121265.96,122774.91,122774.91
长期待摊费用,460.5,496.53,721.13,1105.83,961.14,1098.41,1223.57,1449.65,1410.42,1598.79,2092.52,1700.13,3427.05,3272.12,3074.34,1202.1,656.71,567.03,490.63,86865.03,87502.89,83307.19,83967.84,85605.76,87490.22,88633.25,88894.65,88020.45,88318.67,88195.31,94518.34,103354.45,103967.48,111123.47,115334.75,128689.79,128006.81,130717.23,131247.02,154266.91,159969.04,165026.37,169117.47,183522.61,246109.31,187651.63,194982.63,204697.29,200110.24,221664.98,221378.17,247110.72,234781.85,237714.93,218629.72,227853.64,225528.05,214721.74,210518.53,220032.11,231648.57,217877.21,224032.7,242796.86,267151.39
递延所得税资产,19685.91,23405.12,24158.96,20029.31,20376.45,22084.88,27567.74,34267.9,30697.01,30603.71,32683.09,142848.64,407703.2,442369.64,490051.36,627617.06,646400.98,663643.12,682364.17,823160.19,884602.3,909028.43,723217.5,862646.12,895981.7,976858.19,1074635.48,1169271.28,1221976.84,1292127.43,1308280.05,1375782.58,1381556.91,1359376.92,1351950.26,1699160.62,1773759.87,1777900.31,1875447.31,2085224.43,2102197.96,2221499.88,2369654.89,2493529.44,2501261.3,2589538.36,2617400.82,2792966.38,2773323.8,2709417.26,2713742.11,2981514.82,2748736.87,2788190.54,2915240.25,3074135.02,2852631.01,2729275.18,2679548.42,2783884.75,2775489.95,2833174.4,2784897.82,2862297.17,2736944.77
其他非流动资产,0.0,2.64,0.0,1520.44,207.03,193.57,763.91,522252.06,552.31,536.57,520.83,191423.5,147347.35,187108.21,403609.23,175603.55,174596.92,183431.74,181182.25,875699.13,868852.07,541391.13,525079.13,238001.82,172397.47,111082.8,70022.89,150502.72,148586.22,59848.41,114073.5,141273.97,119440.32,115081.98,132876.89,136834.52,163036.9,148830.29,153986.15,168951.1,148497.82,140815.83,151354.03,230858.95,270195.22,404973.99,448904.17,484199.8,352304.12,416164.88,510544.47,601754.39,619672.84,670891.57,753643.72,704175.24,975178.01,896583.34,1015691.97,905804.74,1236213.21,849942.79,939873.43,1322977.13,1072298.1
非流动资产合计,4832063.8,4607781.41,4522390.85,4724061.91,4710089.0,5519382.96,5904172.7,5188507.26,4940493.64,4724444.13,5342107.45,6366641.13,7028605.45,7509634.98,8319141.66,8330055.85,8241639.6,8057581.49,8314398.38,12740021.94,13114487.08,12676941.59,11615018.17,12804834.37,14302117.68,12445937.39,15222691.52,14145627.28,15420879.07,14358537.93,15320107.59,17782813.12,21590730.36,20695862.26,22068884.14,24169999.36,24335410.97,24152225.71,25185510.56,25974781.16,27404495.04,27199968.84,29494398.91,33358460.6,32555736.47,31645302.7,31692618.09,32939400.57,31771725.05,31582918.46,32550710.12,33817565.2,32055828.73,31242144.43,33018893.2,35324005.84,35854037.57,34957322.77,34857549.85,37191356.09,36439447.34,35364759.59,35447967.02,40794203.69,38966633.09
资产总计,8034053.87,8558911.01,8668378.24,10181548.76,10427589.71,11278038.46,10846472.81,10785664.86,9916926.97,11570071.0,11997409.82,13815835.72,17117317.62,17068513.15,18355952.04,22884235.9,23076400.19,22259239.2,24440848.24,31863318.1,33488172.31,31567975.95,30265723.67,31720299.9,34560402.85,32585015.76,34544664.07,37364074.08,39054563.6,37354255.42,38147695.02,41487067.35,46155461.14,47426246.02,46211994.12,51163069.08,52354500.08,51509148.79,54494581.81,59071029.87,62696782.9,63671706.23,65232296.81,72353313.13,74515011.73,73616918.01,73431397.18,78276984.98,78359822.11,78022780.42,80306934.02,84933327.96,80365859.04,83329581.28,84582480.94,91941475.58,89580090.25,88347666.35,86570048.09,91692269.56,91644053.58,95000580.93,96779195.3,99010738.12,94812876.02
