报表日期,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
三、营业利润,140.36,1003.17,2100.18,1364.33,1646.33,1937.55,3916.08,1527.07,2461.07,3331.16,5860.29,1801.39,3062.98,4266.47,8153.46,1984.33,2890.52,4209.75,8864.99,2227.98,3353.91,4304.19,13808.73,2181.68,5082.0,7736.26,21862.68,3350.66,6616.6,11617.69,30541.25,5591.67,12111.11,18107.67,45971.63,4245.41,12108.76,21412.4,59607.13,5002.68,8547.98,18995.01
加:营业外收入,333.04,478.58,835.31,77.81,402.63,577.29,958.32,80.0,311.93,318.97,884.99,0.0,50.0,117.51,222.84,44.31,274.79,560.7,864.41,158.46,473.5,1032.7,1034.82,465.08,1189.62,1674.09,2892.69,341.45,987.87,1577.09,6082.82,373.44,498.31,575.23,3860.39,0.96,224.81,224.84,441.22,0.77,349.81,561.98
减：营业外支出,0.28,10.94,33.74,0.0,0.0,0.0,0.0,0.0,4.12,4.12,4.12,0.0,0.0,0.0,0.02,0.0,0.01,8.14,8.25,19.89,19.9,23.01,98.58,0.85,1.6,4.45,16.76,0.28,3.17,6.81,8.27,89.03,159.03,178.99,186.41,12.11,12.11,17.01,1440.37,77.95,98.57,152.42
其中：非流动资产处置损失,0.0,0.0,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.22,0.0,3.16,6.8,6.96,9.02,9.02,28.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,473.12,1470.82,2901.76,1442.14,2048.96,2514.84,4874.4,1607.07,2768.88,3646.02,6741.16,1801.39,3112.98,4383.98,8376.28,2028.64,3165.31,4762.3,9721.15,2366.55,3807.51,5313.88,14744.96,2645.92,6270.02,9405.9,24738.62,3691.83,7601.3,13187.98,36615.81,5876.08,12450.39,18503.9,49645.61,4234.27,12321.46,21620.23,58607.98,4925.5,8799.21,19404.57
减：所得税费用,38.34,157.44,404.98,216.48,270.62,286.29,657.18,211.01,375.87,461.72,984.11,233.99,493.97,631.9,1300.92,256.92,282.12,571.85,729.35,237.64,209.72,308.66,1259.64,272.73,772.44,969.64,1940.82,371.86,711.71,1232.02,3230.42,1118.31,1971.24,2441.61,5708.37,685.78,1510.72,2891.92,5561.49,843.07,458.94,1408.35
五、净利润,434.78,1313.37,2496.78,1225.66,1778.34,2228.55,4217.22,1396.06,2393.02,3184.3,5757.06,1567.4,2619.01,3752.07,7075.35,1771.71,2883.19,4190.45,8991.8,2128.9,3597.78,5005.23,13485.33,2373.19,5497.57,8436.26,22797.8,3319.97,6889.58,11955.96,33385.39,4757.77,10479.14,16062.3,43937.24,3548.49,10810.74,18728.31,53046.48,4082.43,8340.27,17996.21
归属于母公司所有者的净利润,434.78,1313.58,2496.8,1225.66,1778.34,2228.55,4217.22,1396.06,2393.02,3184.3,5757.06,1567.4,2619.01,3752.07,7075.35,1771.71,2890.92,4204.82,9023.64,2156.52,3647.43,5084.75,13562.87,2397.3,5502.14,8445.93,22851.55,3330.67,6929.05,12015.75,32790.11,4883.37,10366.08,15727.89,43078.89,3607.4,10623.31,18243.38,51825.91,4341.03,8652.42,18405.43
少数股东损益,0.0,-0.21,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.73,-14.36,-31.84,-27.62,-49.64,-79.52,-77.54,-24.11,-4.57,-9.67,-53.76,-10.7,-39.47,-59.79,595.27,-125.6,113.06,334.4,858.36,-58.91,187.44,484.93,1220.57,-258.61,-312.15,-409.22
基本每股收益(元/股),0.87,0.66,1.2,0.4,0.59,0.73,1.39,0.34,0.62,0.81,1.45,0.29,0.32,0.31,0.58,0.15,0.24,0.34,0.73,0.16,0.14,0.2,0.52,0.09,0.1,0.15,0.41,0.06,0.12,0.2,0.53,0.08,0.1,0.15,0.41,0.03,0.1,0.17,0.5,0.04,0.08,0.18
稀释每股收益(元/股),0.87,0.66,1.2,0.4,0.59,0.73,1.39,0.34,0.62,0.81,1.45,0.29,0.32,0.31,0.58,0.15,0.23,0.34,0.72,0.16,0.14,0.19,0.52,0.08,0.1,0.15,0.4,0.06,0.12,0.2,0.53,0.08,0.1,0.15,0.41,0.03,0.1,0.17,0.5,0.04,0.08,0.18
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59,-4.94,5.71,-189.69,-252.62,-365.13,-226.9,120.75,171.05,142.4,65.19,-67.79,124.24,-35.76,79.88,-0.4,-12.41
八、综合收益总额,434.78,1313.37,2496.78,1225.66,1778.34,2228.55,4217.22,1396.06,2393.02,3184.3,5757.06,1567.4,2619.01,3752.07,7075.35,1771.71,2883.19,4190.45,8991.8,2128.9,3597.78,5005.23,13485.33,2373.19,5497.57,8443.85,22792.86,3325.68,6699.89,11703.34,33020.25,4530.88,10599.89,16233.35,44079.64,3613.68,10742.95,18852.55,53010.73,4162.31,8339.87,17983.8
归属于母公司所有者的综合收益总额,434.78,1313.58,2496.8,1225.66,1778.34,2228.55,4217.22,1396.06,2393.02,3184.3,5757.06,1567.4,2619.01,3752.07,7075.35,1771.71,2890.92,4204.82,9023.64,2156.52,3647.43,5084.75,13562.87,2397.3,5502.14,8453.53,22846.62,3336.38,6739.35,11763.13,32424.98,4656.48,10486.83,15898.95,43221.28,3672.59,10555.51,18367.62,51790.16,4420.91,8652.03,18393.02
归属于少数股东的综合收益总额,0.0,-0.21,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.73,-14.36,-31.84,-27.62,-49.64,-79.52,-77.54,-24.11,-4.57,-9.67,-53.76,-10.7,-39.47,-59.79,595.27,-125.6,113.06,334.4,858.36,-58.91,187.44,484.93,1220.57,-258.61,-312.15,-409.22
