报表日期,2007-12-31,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
加:营业外收入,3.2,597.0,980.91,168.06,555.42,830.17,974.34,417.17,628.05,1104.63,1614.52,317.89,641.88,723.28,1220.71,251.6,755.15,922.43,1236.71,293.17,387.83,448.06,721.6,232.31,623.08,932.86,1399.39,216.94,497.46,1114.45,17990.58,796.3,1755.09,1924.2,8646.15,253.05,484.53,622.19,463.11,46.9,413.46,433.06,520.94,466.41
减：营业外支出,0.03,10.02,17.89,0.0,0.0,0.12,25.24,0.02,13.27,13.54,15.21,4.0,4.55,7.57,9.7,6.93,11.94,11.96,40.47,15.79,118.44,121.06,141.96,2.14,39.01,135.92,762.48,0.02,2.49,4.32,78.82,0.54,51.94,225.73,227.09,3.43,23.56,58.73,28.08,5.75,6.28,6.28,29.22,0.14
其中：非流动资产处置损失,0.0,0.0,7.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.58,-0.58,0.1,0.0,3.54,3.54,10.41,4.72,5.89,5.14,20.06,1.76,12.99,46.57,160.24,0.0,1.26,1.26,53.38,0.0,0.07,0.09,1.44,3.43,22.38,40.18,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,810.95,2264.1,3940.39,888.64,1862.44,2950.53,4413.3,1245.35,2289.12,3214.32,3749.08,592.87,814.75,1320.66,1729.49,165.59,1188.16,1358.05,1532.8,124.92,1566.75,2726.24,6608.72,777.95,1620.87,2531.72,-1218.59,343.53,732.14,344.12,8752.1,587.29,661.89,1235.19,-4747.77,218.99,1220.19,2115.35,5493.96,1520.52,2589.91,3284.84,4663.27,1344.72
减：所得税费用,-16.74,157.67,274.19,41.71,94.82,163.67,300.44,97.04,214.35,287.61,298.18,-26.56,12.43,13.56,-31.84,107.28,101.86,78.76,-78.24,-195.71,-28.56,130.52,654.13,-81.27,-161.99,-132.57,-1863.68,-96.47,-463.65,-741.19,2491.4,292.42,176.96,434.38,1809.75,152.53,235.8,457.64,573.22,13.98,-246.3,-75.9,858.59,159.19
五、净利润,827.69,2106.43,3666.2,846.93,1767.62,2786.86,4112.86,1148.31,2074.77,2926.71,3450.91,619.43,802.32,1307.09,1176.16,58.32,1086.31,1279.3,1611.04,320.63,1595.31,2595.72,5954.59,859.22,1782.86,2664.29,645.09,440.0,1195.79,1085.31,6260.69,294.87,484.93,800.81,-6557.52,66.46,984.39,1657.71,4920.74,1506.54,2836.21,3360.74,3804.68,1185.53
归属于母公司所有者的净利润,833.52,2115.42,3668.14,846.96,1767.67,2786.93,4112.92,1148.31,2079.07,2915.99,3551.64,663.18,1040.8,1238.56,1429.43,182.12,1051.86,1316.82,1669.2,384.77,1751.3,2727.92,5102.73,749.61,1910.07,2791.37,-2203.59,605.14,1325.18,1566.39,6520.28,346.03,414.46,841.65,-4972.93,330.99,1204.06,1887.43,5029.67,1436.06,2750.87,3308.49,3636.19,1198.23
少数股东损益,-5.83,-9.0,-1.94,-0.03,-0.05,-0.07,-0.06,0.0,-4.3,10.71,-100.73,-43.75,-238.48,68.54,-253.27,-123.8,34.45,-37.53,-58.15,-64.14,-155.99,-132.2,851.86,109.6,-127.2,-127.08,2848.68,-165.14,-129.39,-481.08,-259.58,-51.16,70.48,-40.84,-1584.59,-264.53,-219.66,-229.72,-108.93,70.48,85.34,52.25,168.49,-12.7
基本每股收益(元/股),0.12,0.28,0.49,0.11,0.24,0.37,0.55,0.14,0.17,0.23,0.29,0.05,0.08,0.1,0.11,0.01,0.08,0.1,0.13,0.03,0.13,0.1,0.2,0.03,0.07,0.11,-0.08,0.02,0.05,0.06,0.25,0.01,0.02,0.03,-0.19,0.01,0.05,0.07,0.19,0.06,0.11,0.13,0.14,0.05
稀释每股收益(元/股),0.12,0.28,0.49,0.11,0.24,0.37,0.55,0.14,0.17,0.23,0.29,0.05,0.08,0.1,0.11,0.01,0.08,0.1,0.13,0.03,0.13,0.1,0.19,0.03,0.07,0.11,-0.08,0.02,0.05,0.06,0.25,0.01,0.02,0.03,-0.19,0.01,0.05,0.07,0.19,0.06,0.11,0.13,0.14,0.05
七、其他综合收益,0.0,0.0,-7.63,0.0,0.0,0.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,0.0,-1.09,-2.04,2.83,0.57,3.2,1.23,-6.23,5.99,5.46,9.38,14.0,-0.27,3.04,-18.49,-113.66,37.08,-79.69,-89.94,-279.44,41.91,119.91,215.95,303.95,193.27,-69.73,-262.65,-243.29,1.26
八、综合收益总额,827.69,2106.43,3658.57,846.93,1767.62,2786.86,4112.66,1148.31,2074.77,2926.71,3450.91,619.43,802.32,1307.09,1703.58,58.32,1085.22,1277.26,1613.88,321.2,1598.51,2596.95,5948.36,865.2,1788.32,2673.68,659.09,439.74,1198.83,1066.82,6147.03,331.95,405.24,710.86,-6836.96,108.37,1104.3,1873.66,5224.69,1699.8,2766.49,3098.09,3561.39,1186.79
归属于母公司所有者的综合收益总额,833.52,2115.42,3660.5,846.96,1767.67,2786.93,4112.72,1148.31,2079.07,2915.99,3551.64,663.18,1040.8,1238.56,1859.2,182.12,1050.78,1314.78,1672.03,385.34,1754.49,2729.15,5096.51,755.6,1915.52,2800.76,-2189.59,604.88,1328.22,1547.9,6406.61,383.11,334.76,751.7,-5252.37,372.9,1323.97,2103.38,5333.61,1629.32,2681.15,3045.84,3392.9,1199.49
归属于少数股东的综合收益总额,-5.83,-9.0,-1.94,-0.03,-0.05,-0.07,-0.06,0.0,-4.3,10.71,-100.73,-43.75,-238.48,68.54,-155.61,-123.8,34.45,-37.53,-58.15,-64.14,-155.99,-132.2,851.86,109.6,-127.2,-127.08,2848.68,-165.14,-129.39,-481.08,-259.58,-51.16,70.48,-40.84,-1584.59,-264.53,-219.66,-229.72,-108.93,70.48,85.34,52.25,168.49,-12.7
