报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,32751.08,32996.38,28637.76,28321.04,31541.8,34599.98,33196.58,37162.85,41167.1,40954.36,41197.53,41032.6,50474.18,52465.4,50978.49,47661.56,56975.6,59958.53,62015.52,62309.48,68014.25,69394.62,74126.23,75465.39,86404.25,96661.28,92687.17,92318.66,107220.33,105246.02,93129.94,93211.34,102691.92,103960.78,96275.67,98477.0,122416.4,118402.36,101327.02,121407.78,132486.36,127971.41,135604.85,153719.37,166403.75,176225.05,173531.97,186956.22,198931.5,185097.73,171507.35,199204.84
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12069.93,11976.47,11433.8,9556.42,7112.28,7686.48,7641.32,5588.26,8188.85,8453.2,8776.1,8892.33,11857.0,13011.51,11242.26,10096.21,10854.3,10859.48,9317.03,9771.31,11235.99
流动资产合计,50572.31,53977.17,48290.92,49683.94,49732.8,62446.78,54364.43,53781.39,64777.23,65565.71,63468.49,68008.04,78608.99,92878.85,93003.71,97071.24,111474.47,118589.07,187071.09,170525.27,203710.12,164061.95,175893.49,187081.14,221560.55,259681.0,225350.32,217703.9,239501.88,233285.71,205199.76,218140.88,212043.63,194860.36,201340.12,208829.83,251749.9,231383.65,215601.09,231964.83,271732.0,268173.93,274226.97,291031.03,305586.28,328090.15,334955.13,340956.48,352730.75,405372.19,356509.62,386593.81
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0
长期股权投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.15,3829.72,3831.22,3790.25,3795.18,4009.6,3898.63,3908.39,3826.96,3845.52,3766.29,3701.84,3681.62,3825.47,3603.18,3423.8,3221.0,2313.15,2261.23,2102.74,2024.07,2315.09,2304.3,2315.85,2355.41,2646.1,2737.99,2885.29,2954.36,3083.03,3122.24,3135.95,3049.67,3012.54,2704.0,2572.15,2496.53,2357.27
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.81,484.54,481.28,478.02,474.75
在建工程(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25463.25,0.0,48840.49,0.0,73064.03,0.0,19286.95,20317.73,23324.41,43192.01,27943.91,33394.01,22129.3,29227.5,34345.95
在建工程,3483.12,7772.6,16603.07,21928.78,16487.27,17547.28,31626.98,40572.25,10568.56,5021.17,5451.93,6605.9,10991.74,18606.21,31778.13,14418.09,12679.81,19233.85,24462.59,36717.49,52207.98,90887.15,121924.45,116176.51,59482.9,40539.18,44510.11,7888.67,8710.98,9534.36,11577.27,6766.83,9595.99,9519.68,10027.49,7987.27,12147.85,25457.42,39830.79,45746.94,57506.74,69677.88,34673.67,19286.95,20317.73,23324.41,43192.01,27943.91,0.0,22129.3,0.0,34345.95
工程物资,0.0,0.0,0.0,4.42,4.97,572.31,1541.93,837.87,338.69,212.87,252.16,220.37,202.25,177.13,121.84,118.35,114.58,107.26,99.6,93.71,89.57,84.6,80.28,59.82,58.98,57.38,56.35,52.33,50.02,48.83,46.69,39.67,37.02,34.63,62.49,30.92,26.61,5.83,0.0,3093.55,4067.7,3386.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产及清理(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347553.33,0.0,340648.9,0.0,341404.64,0.0,447492.86,443652.53,443643.1,439325.53,480734.9,486720.9,509385.52,514716.81,519524.7
固定资产净额,75564.73,75059.25,73622.15,79977.56,88077.1,98840.3,98678.06,100913.18,137832.6,145678.58,146102.59,149195.02,147905.7,147764.29,151115.93,163189.28,173678.71,172096.64,172856.96,176541.67,174646.98,171673.07,169322.73,210783.68,288415.34,321946.69,323099.96,370444.43,365602.8,361272.89,360191.8,365826.36,357617.81,351645.82,356040.45,360871.37,352251.58,346797.06,342578.42,340648.9,338675.27,341404.64,400136.57,447492.86,443652.53,443643.1,439325.53,480734.9,0.0,509385.52,0.0,519524.7
固定资产清理,0.0,0.0,29.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.13,0.0,0.0,11.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,6.32,756.27,756.27,756.27,606.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,47.21,47.33,47.28,44.77,44.27,42.72,41.0,37.95,34.92,33.64,29.39,24.95,22.09,18.53,16.08,12.51,9.77,7.6,6.84,6.09,5.36,4.95,4.71,4.45,4.19,3.93,3.67,3.41,3.17,3.12,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,3978.96,6130.77,6179.8,6169.92,6269.54,6369.13,6362.61,6581.24,8548.12,8479.14,8593.28,8602.39,8495.87,9113.82,9303.13,10126.23,10018.59,9952.87,9912.08,9853.16,9794.55,9687.93,15641.45,20968.89,20952.03,20875.66,27219.62,27125.65,27072.96,26888.26,26691.89,27508.4,27812.54,28112.22,27857.37,27975.07,27949.51,27778.55,28017.88,30339.38,30279.74,30040.74,29781.96,29546.4,29518.66,29107.0,28998.01,28438.22,28168.84,27963.78,28205.71,29175.34
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3556.84,3632.15,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24,3626.24
长期待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.63,14.25,12.87,61.37,57.45,53.53,49.61,45.68,41.76,37.84,33.92,30.0,27.5,25.0,39.14,20.0,17.5,15.23,64.09,391.45,929.58,784.86,660.18,515.46,380.71,800.88,740.51,938.69,572.36,413.54,503.48,418.29,252.84,204.35,848.89,759.02,503.75,529.76,512.41,414.05,349.08,425.47,1613.25,1390.2,1174.83
递延所得税资产,2888.78,2407.21,2432.27,2394.3,2829.05,2603.45,2121.88,692.81,572.54,606.67,564.87,1358.72,1609.75,1379.91,986.8,935.88,1370.25,1430.1,1513.44,1484.57,1438.49,1706.02,1921.0,2046.95,2184.59,2107.95,1840.2,2287.71,2134.19,1983.27,2054.3,2750.36,2508.28,1624.25,1500.66,2385.94,2211.05,1712.6,2915.33,2704.98,2579.05,1746.13,1861.07,2206.85,2455.25,1975.28,1814.22,3901.1,3466.36,3525.29,4324.15,4291.02
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.19,1319.11,7024.54,4342.49,4326.13,8569.55,12839.9,19334.27,16750.68,18198.39,29762.18,27392.9,5955.64,8148.97,14414.22,15406.62,8569.76,9199.62,10685.84,11609.48,5599.64
非流动资产合计,85962.8,91417.15,98914.11,110519.75,113712.2,125975.2,140372.46,149650.93,157909.68,160044.95,161055.6,166064.79,169280.93,180666.33,197055.9,196298.08,205367.01,210318.86,216302.94,232360.01,245744.5,281617.48,316367.82,357529.55,378505.79,392922.98,404429.23,416183.49,411588.39,407440.95,407927.78,410079.91,405579.1,404436.95,406426.27,410846.65,410256.5,421793.19,439683.19,445809.61,457875.47,483378.14,501185.81,511701.71,511371.37,519738.61,535826.34,557063.56,568189.99,581982.64,596074.62,604069.75
资产总计,136535.1,145394.32,147205.03,160203.7,163445.0,188421.98,194736.89,203432.32,222686.91,225610.67,224524.09,234072.83,247889.92,273545.19,290059.6,293369.32,316841.48,328907.93,403374.02,402885.29,449454.62,445679.43,492261.31,544610.69,600066.34,652603.98,629779.55,633887.39,651090.27,640726.66,613127.54,628220.79,617622.72,599297.31,607766.39,619676.48,662006.39,653176.85,655284.28,677774.44,729607.47,751552.07,775412.78,802732.74,816957.66,847828.76,870781.47,898020.03,920920.74,987354.83,952584.24,990663.56
短期借款,16287.81,19315.06,20962.84,31508.47,32888.52,39866.33,33225.79,35740.55,22001.3,22073.0,36000.0,47300.0,43977.0,61300.0,72901.46,60155.0,86062.8,82376.29,66863.97,53918.75,92759.42,82054.82,91331.78,127080.43,137871.41,181583.09,173297.31,149486.56,182918.79,175944.82,147286.34,145580.27,97191.99,83227.9,121140.6,110834.66,157058.93,147467.86,192695.84,138913.69,127096.73,176371.43,169186.69,158591.57,138637.45,170085.45,174581.75,153030.63,149430.12,211221.61,148254.12,78724.17
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61590.07,0.0,58001.59,0.0,80721.95,0.0,98396.71,85088.06,84803.45,82899.41,112588.04,119811.22,93201.42,93938.48,120476.2
应付票据,15581.39,19581.49,14645.84,7356.05,3958.1,9985.03,12108.85,13083.12,49098.63,49881.92,43766.81,34669.21,37593.07,36907.16,10157.3,3237.68,2595.38,2893.15,2860.93,6780.09,7985.99,12917.78,6140.43,4653.3,5939.73,8225.67,7803.34,8462.22,8154.43,4362.73,4416.69,7911.69,7755.06,1790.54,5573.77,11211.84,23960.73,18135.17,1329.25,1433.57,5762.36,8671.68,8930.01,7684.76,6616.88,6546.99,0.0,15104.15,0.0,11829.36,8531.05,28694.4
应付账款,9443.6,9125.04,6977.96,13303.7,11095.58,14744.24,14949.81,15097.59,18475.09,18905.16,15422.64,14050.13,14610.17,13934.86,15046.06,21881.3,17552.06,20327.86,18391.79,23461.79,23474.62,23424.68,25516.4,45475.82,44897.74,63010.99,46490.74,62274.2,57976.69,56030.72,50795.96,42416.3,40298.21,36989.6,42571.65,48393.63,42879.09,43454.9,42430.91,56568.02,63528.76,72050.28,76956.25,90711.94,78471.18,78256.46,0.0,97483.89,0.0,81372.06,85407.42,91781.8
预收款项,1082.49,1019.26,1222.61,1885.18,2286.29,1844.3,2120.58,2925.71,2686.46,2495.26,2416.99,2955.8,2727.67,3980.33,3435.44,3110.65,2323.81,2519.1,5241.71,3143.26,3446.1,2596.76,1981.26,2602.59,3420.03,3144.85,3158.59,4819.36,4623.69,4410.81,5156.66,6281.72,7064.24,6122.13,9647.79,6611.37,7579.18,5575.27,9310.88,10511.1,9460.99,6677.79,12771.15,9008.48,7163.72,10967.93,13569.71,14024.73,13400.91,10745.94,13022.85,12143.93
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,1570.41,1211.74,1008.08,2180.2,912.84,990.76,1395.88,2502.48,1444.71,2019.87,2429.85,4119.85,2266.3,2366.04,2410.47,3476.34,782.49,1033.85,1943.29,3664.21,1122.22,1328.43,1474.28,3899.41,1452.13,2111.57,2602.72,5483.6,2259.91,4360.48,5288.89,7319.61,5288.86,6329.68,7807.86,10358.4,6582.11,8930.99,10571.55,13955.49,8239.7,9650.46,11808.73,14274.72,6525.52,8257.91,11449.94,14154.21,5496.89,8676.65,11827.66,17682.31
应交税费,-286.51,69.19,289.86,745.33,775.11,611.08,1273.1,485.73,-1009.18,185.18,63.39,1405.33,517.82,-1030.17,-1132.45,-555.2,-838.48,-3613.57,-2334.69,-3208.66,-1756.79,-2241.4,-5200.34,-7201.42,-9252.75,-12248.0,-13174.17,-9173.95,-11396.43,-11884.02,-9597.38,3436.14,2285.57,3104.76,2567.14,2776.13,3674.28,3520.06,2963.62,4552.75,4989.07,5549.63,4514.31,4194.87,5034.31,6818.2,5581.5,3945.08,7309.01,6050.62,8080.07,7714.28
其他应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2681.61,0.0,2633.28,0.0,2692.77,0.0,3596.52,3015.51,5499.59,3371.41,4720.9,5215.14,7046.59,4524.66,4333.47
应付利息,0.0,0.0,0.0,0.0,59.67,56.4,110.81,72.62,6.39,18.84,90.99,344.75,599.85,851.77,57.34,202.11,533.03,844.78,976.55,35.35,177.28,47.46,64.62,876.27,1723.85,3204.34,1670.26,3291.86,1876.86,4232.39,1759.4,3326.01,1878.07,3208.42,1636.75,2268.83,245.02,366.88,491.02,932.85,1425.61,500.27,750.7,982.84,609.87,589.5,854.05,1229.41,1528.53,1444.75,1533.68,0.0
应付股利,148.87,148.87,148.87,148.87,148.87,148.87,148.87,148.87,322.12,148.87,148.87,3195.45,6723.65,610.57,622.51,148.87,4739.57,637.57,637.57,148.87,5582.06,148.87,148.87,0.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2646.19,0.0,0.0,0.0,49.74,127.5,0.0,0.0,0.0,2550.0,0.0,0.0,0.0,2040.0,0.0,270.0
