报表日期,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54785.33,54785.33,54785.33,54785.33,51807.46,51807.46,51807.46,51807.46,30017.78,96471.6,85350.73,85350.73,74458.36,73802.79,68181.67,68181.67,36498.48,242288.36,232085.05
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-883.74,-1736.91,-1815.64,-2150.95,-2766.0,-3445.83,-4520.16,-4404.76,-4123.08,-3743.14,-1263.98,-4083.74,-2767.79,-1052.58,-4057.65,-5339.93,-4957.64,-7276.74,-7114.24
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,6932.3,4859.72,12170.21,12170.21,12170.21,12170.21,23077.77,23077.77,23077.77,23077.77,38350.34,38618.45,38350.34,38350.34,59692.79,59692.79,59692.79,59692.79,89184.64,89184.64,89184.64,89184.64,133959.76,133959.76,133959.76,133959.76,189506.1,189506.1,189506.1,189506.1,261543.78,261543.78,261543.78,261543.78,348374.29,348374.29,348374.29,348374.29,446071.24,446071.24,446071.24
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,33374.85,43507.32,88754.54,109252.14,101136.02,129299.13,158027.41,184102.89,180747.19,214926.06,258175.04,295339.95,291163.9,341993.03,413201.0,458244.2,451511.95,428528.27,529685.08,598348.4,581214.64,700134.64,851016.24,955480.43,908903.3,1065249.8,1219609.74,1333971.28,1077497.57,1301808.68,1486645.79,1633295.38,1134345.3,1420472.11,1659832.87,1841429.33,1613208.9,1938049.66,2236059.33,2389741.48,2097078.76
归属于母公司股东权益合计,54380.04,96955.34,149565.7,170121.41,495767.9,523957.23,564022.42,590123.83,586893.92,619840.17,678284.38,715795.74,711227.06,771242.92,865670.44,910653.23,906771.83,984081.83,1117835.18,1186546.07,1170914.48,1290948.12,1484224.37,1592113.32,1549502.77,1709068.37,1925380.37,2042533.64,1910739.07,2148413.99,2428863.49,2580324.71,2404388.62,2692512.47,3035807.29,3223037.6,3001351.86,3328828.98,3759015.46,3922372.64,3651520.06
少数股东权益,91.08,0.0,166.55,212.66,226.7,307.03,222.96,836.9,1074.54,682.34,445.36,566.38,1289.31,1543.19,1470.72,1615.5,1963.32,1747.24,2605.13,3039.91,3581.46,3713.07,3691.29,3544.77,4437.8,4545.97,4364.71,4433.45,5326.26,15515.12,19803.9,19660.06,19294.93,24532.95,24604.86,21268.28,21926.79,29257.63,37398.17,36205.52,41716.63
所有者权益(或股东权益)合计,54471.13,96955.34,149732.25,170334.07,495994.6,524264.26,564245.39,590960.73,587968.46,620522.5,678729.74,716362.11,712516.37,772786.11,867141.16,912268.72,908735.14,985829.08,1120440.32,1189585.98,1174495.94,1294661.19,1487915.65,1595658.09,1553940.56,1713614.34,1929745.09,2046967.09,1916065.33,2163929.1,2448667.39,2599984.77,2423683.56,2717045.42,3060412.14,3244305.88,3023278.65,3358086.61,3796413.64,3958578.16,3693236.68
负债和所有者权益(或股东权益)总计,87186.76,136951.92,219707.72,218006.16,582427.84,577394.31,654934.27,663411.04,678479.04,718327.32,831665.33,811790.95,842179.83,914318.47,1058948.62,1040027.83,1139383.61,1224042.69,1407152.8,1459144.11,1659915.05,1737484.98,2129052.03,2141787.36,2320239.41,2545422.48,3031644.24,3115624.49,3195833.51,3649432.12,4133900.78,4265781.91,4152493.45,4430440.87,5157096.35,5020826.21,5001971.16,5493290.37,6348435.22,6054776.21,6434490.16
