报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,17823.27,16783.64,16343.71,354225.94,404125.7,538095.27,625320.01,434583.18,329528.09,277271.77,336642.03,408373.7,489820.66,603110.18,617631.74,624804.19,695058.66,709293.17,652677.06,561945.11,549674.47,545951.76,393061.42,388417.77,436322.51,401675.81,402487.63,431784.63,436299.11,396195.84,338179.58,352639.79,316555.74,309124.53,255755.98,261721.5,302302.02,280025.79,257761.93,352372.1,331711.68,336945.13,311631.86,510617.93,349315.82,259011.26,397417.63,539387.15,403798.34,371940.01,363069.82,483508.63,511989.44,487370.46,548694.72,607162.6,709275.77,795343.31,652353.62,624861.95,711079.73,759306.13,686595.46
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,5000.0,2900.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9509.44,9204.91,9046.58,5493.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,77.19,102.23,106.75,21.48,11.03,11.41,0.0,0.0,2.23,1.28,0.32,0.0,0.0,0.0,0.0,0.0,0.0,19.52,1.06,33623.75,26871.57,17051.88,11447.07,18473.27,10833.49,10066.25,10539.23,14116.14,7341.62,6521.1,8675.44,12015.37,8541.95,87600.16,6262.72,393243.47,432797.29,301852.27,416831.31,442589.38,387160.01,246221.39,381857.59,196061.26,237100.97,233372.36,381899.28,927335.33,1047051.57,1100885.34,1043237.81,517156.81,445234.05,382304.06,255991.82,504921.43,525581.16,652906.98,672419.88,859433.8,737215.08,698479.53,784227.31
流动资产合计,50267.65,52527.81,53045.09,908661.09,954958.99,896492.43,1137957.02,928618.64,855670.45,790567.13,877376.35,901168.81,1034614.91,1116007.91,1139125.79,1182047.44,1268739.2,1304513.69,1324014.46,1349975.25,1426159.34,1437092.15,1413900.82,1436636.5,1539777.89,1482064.22,1550914.84,1689317.24,1662791.0,1723314.93,1745003.41,1648129.63,1628200.59,1632312.07,1634044.71,1491685.45,1557413.89,1364184.63,1478673.44,1659075.85,1614210.73,1598060.59,1611865.7,2100043.16,2068911.58,2084944.17,2495530.65,2897375.2,2941285.34,2938832.78,3177198.47,2594991.01,2555674.01,2345707.96,2696964.86,2822173.51,2860747.47,3000101.05,3315047.72,3446305.62,3393496.6,3487118.07,3430340.16
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5149.96,5149.96,5149.96,5149.96,5149.96,11413.2,11293.86,0.0,19703.86,19703.86,26107.86,25838.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532544.99,718544.99,945944.99,899944.99,869044.99,942044.99,971044.99,941000.0,742268.49,929544.18,871568.49,754568.49
长期应收款,0.0,0.0,0.0,0.0,3000.0,3000.0,3000.0,4500.0,7500.0,7500.0,7500.0,7930.27,7930.27,7930.27,7581.46,7833.83,7833.83,7833.83,7833.83,8179.88,8179.88,8363.32,8363.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资,1027.97,1041.16,1062.68,1479.21,1513.17,1540.1,1505.59,8505.62,8525.07,8352.89,12777.53,17725.2,23333.44,23668.67,23371.57,22947.44,23452.44,24563.05,23850.9,36745.91,35635.37,35101.57,24136.83,26610.69,26654.79,27030.8,32229.67,26716.77,26668.68,26505.75,21795.18,21337.72,20700.37,20375.18,19951.62,18118.43,13200.08,21237.09,14985.05,14973.33,15327.89,15448.97,15430.85,16396.36,17745.17,17794.92,29893.04,18216.73,18475.48,18740.98,21151.4,21928.9,23500.78,22936.12,23229.51,23509.09,23892.56,26646.58,26984.07,26130.64,26494.45,26959.12,17915.96
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产净额,19056.63,19518.11,19334.01,456108.33,436969.38,420164.26,577396.23,552453.32,970300.29,939491.94,915616.91,1279764.91,1246235.85,1217185.75,1183093.62,1250569.42,1215618.62,1193300.9,1204479.94,1256356.64,1336992.56,1356767.52,1384441.8,1379180.24,1345938.79,1313805.15,1295235.22,1285404.31,1254869.5,1221567.03,1189682.34,1190387.22,1155819.57,1153141.15,1142854.34,1141926.74,1132434.55,1090861.35,1083162.53,1094049.3,1069510.52,1044365.46,1021089.44,1074601.82,1047845.68,1023857.82,1009198.5,1033733.64,0.0,982718.33,0.0,977590.87,0.0,933114.6,0.0,1232582.5,0.0,1175378.43,0.0,1377876.57,0.0,1325818.57,0.0
在建工程,1999.15,1234.26,1299.23,146707.46,238448.41,390844.42,415786.24,654641.97,339034.39,419830.72,471880.4,77022.73,139435.35,134932.64,169438.44,81183.74,110751.98,164401.74,176297.64,148703.11,55915.3,30101.48,41625.77,19146.28,27087.3,29953.99,40229.49,27607.99,32579.14,40470.7,56359.55,26086.32,38944.0,53812.56,75809.24,35502.9,34547.03,35260.57,42158.6,22590.79,49807.63,64634.18,84999.56,29262.97,53464.45,102268.79,111924.33,88531.43,0.0,145204.86,0.0,214719.29,0.0,325807.55,0.0,109105.92,0.0,241225.6,0.0,125964.67,0.0,238030.3,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6284.89,4464.11,4797.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.17,1748.63,1208.76,1208.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18338.49,0.0,15186.54,0.0,15955.47,0.0,14587.62,0.0,10190.95,0.0,12050.46,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,576.44,572.63,568.56,129494.12,130004.34,132184.19,127518.77,128144.34,127422.19,126700.56,122691.73,124903.06,124166.81,123430.56,122525.43,121872.89,121136.73,120400.39,119684.39,118732.51,117991.76,119910.39,124092.89,122998.03,122220.57,121492.7,120414.96,119721.02,118896.73,117936.86,117207.65,116591.89,116526.22,115760.55,114994.87,86287.78,88616.77,85150.5,87446.79,86962.03,86556.58,85965.9,85370.98,84513.93,83910.19,83681.21,82941.12,82207.29,81596.97,81028.84,80579.42,79947.05,79341.04,79654.93,79031.76,87344.6,86697.65,85997.91,85298.17,91452.94,90760.82,91735.53,90988.88
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.71,1031.44,825.06,825.06,825.06,825.06,825.06,825.06,825.06,825.06,825.06,825.06,825.06,825.06,825.06,825.06,825.06,825.06,919.64,919.64,919.64,919.64,962.49,962.49,962.49,962.49,962.49,962.49,962.49,962.49,962.49,962.49,962.49,962.49,962.49,962.49,962.49,962.49,962.49,962.49,962.49,962.49
长期待摊费用,58.99,55.15,49.11,47.47,991.43,939.79,850.0,1300.0,2175.0,2050.0,1925.0,1800.0,1675.0,1550.0,1975.0,1816.67,1570.89,1412.56,1254.22,1183.33,1025.0,878.01,719.68,7.56,5.67,3.78,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.45,0.0,50.83,48.87,47.38,69.17,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.2,307.49,907.52,854.14,800.75,747.37
递延所得税资产,903.14,939.19,929.34,2111.75,1792.01,1597.75,1613.67,4758.4,4805.5,4291.38,4287.86,7398.29,7290.45,4022.5,4155.57,5954.29,5893.41,4446.19,4212.88,9478.98,17704.33,25788.44,38414.58,43361.05,45966.87,49948.93,49563.41,41872.0,42395.18,41970.84,39517.26,39638.07,45289.26,45309.76,49970.54,43246.76,48634.62,39856.49,43869.57,34134.22,27267.39,22000.14,13716.83,11475.48,12317.4,11372.77,10635.23,7994.95,8501.92,8130.46,7621.12,8059.7,8049.14,7827.63,7878.72,6039.88,6027.09,5342.09,5638.5,6840.31,5235.19,7204.72,3745.25
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2569.24,2423.05,2276.56,2130.37,1984.47,1838.28,1692.09,805.65,1448.96,1391.41,1245.22,1099.03,942.99,796.8,690.01,6710.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1460.87,0.0,0.0,0.0,30.61,23.12,141.78,0.0,712.88,17.1,17.1,17.1,131.33,17.1,17.1,17.1,14802.64,14802.64,16287.87,15400.64,45297.37,59411.22,46783.93,44886.07,37789.79,45408.37,51317.36,47942.55,28100.55,38681.82,32425.09,32150.11
非流动资产合计,23622.33,23360.5,23242.92,735948.33,812719.28,950270.51,1127670.5,1356872.89,1468470.38,1514958.15,1543607.08,1518528.94,1551905.45,1514412.48,1512946.74,1493627.23,1487649.31,1517603.89,1538712.82,1580323.36,1574241.0,1578198.46,1629537.21,1592128.92,1568699.06,1543060.42,1538499.72,1502147.15,1476234.29,1449276.25,1430387.03,1401407.32,1384853.11,1395433.03,1410614.44,1330938.28,1323281.24,1278332.83,1277447.6,1259492.13,1254556.7,1238501.34,1226694.36,1222549.79,1227675.69,1251299.8,1245620.69,1266200.4,1274261.83,1279215.7,1296795.82,1921673.51,2159017.92,2400503.15,2399154.43,2399575.83,2516617.95,2590130.37,2588458.17,2424985.83,2642704.13,2620559.48,2495669.42
资产总计,73889.98,75888.31,76288.02,1644609.42,1767678.28,1846762.94,2265627.52,2285491.53,2324140.84,2305525.28,2420983.43,2419697.75,2586520.36,2630420.4,2652072.53,2675674.67,2756388.51,2822117.58,2862727.29,2930298.61,3000400.34,3015290.6,3043438.03,3028765.41,3108476.95,3025124.63,3089414.55,3191464.38,3139025.29,3172591.18,3175390.45,3049536.94,3013053.7,3027745.1,3044659.15,2822623.73,2880695.13,2642517.47,2756121.03,2918567.98,2868767.43,2836561.92,2838560.06,3322592.94,3296587.27,3336243.97,3741151.34,4163575.6,4215547.17,4218048.47,4473994.28,4516664.52,4714691.94,4746211.1,5096119.29,5221749.34,5377365.41,5590231.42,5903505.89,5871291.45,6036200.72,6107677.54,5926009.58
短期借款,18200.0,23000.0,23000.0,293105.0,426955.0,420655.0,472105.0,487705.0,507105.0,449105.0,473685.0,511605.0,546585.0,563305.0,563305.0,562905.0,552205.0,531105.0,550905.0,621660.52,645723.11,625594.17,617517.4,645245.8,693711.74,687124.86,774139.25,738342.73,692300.01,752256.87,740487.24,683995.72,707521.62,631317.19,662566.52,638639.06,646369.69,553410.19,595705.43,586662.39,546695.47,570954.57,576470.41,474306.8,412938.92,397108.49,354706.93,333988.92,342717.78,347243.44,336156.02,408690.15,371359.07,345927.28,388582.84,339599.12,322976.13,301819.95,273834.36,311380.67,320600.0,336777.5,273744.94
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.22,15.64,7.88,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.77,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709270.4,700120.6,633618.26,673092.26,1016574.87,1093455.97,1100376.23,1416407.17,1200097.24,1479218.0,1595601.36,1635440.27,1640872.21,1751559.92,1914214.63,1950919.56,1879632.38,2030120.42,2307381.33,2056340.33
应付票据,6653.0,7243.0,8240.0,50759.12,33667.6,27467.6,55185.0,8920.0,0.0,16660.0,46386.0,4800.0,18591.0,7766.0,10455.03,4768.5,10894.71,13834.91,12915.45,4200.76,16789.75,15200.0,23964.12,32735.36,67984.15,61283.0,49490.6,78496.5,75098.0,60180.0,62640.0,60859.2,46092.0,65825.0,114954.5,184121.45,183430.83,147387.0,176409.9,286497.9,262223.0,154763.28,148422.28,150812.0,124787.48,99705.0,0.0,475768.57,0.0,654186.89,809889.17,759086.43,872651.42,1064984.69,1083473.09,1145553.64,1433764.65,1407857.45,1390243.75,1228376.79,1348682.17,1702371.69,1531754.53
应付账款,6444.79,3853.73,2737.44,227614.67,152463.58,170755.53,248174.76,300586.52,280359.68,270955.1,304030.86,354190.28,379934.42,425641.58,386764.04,382098.9,445192.11,481815.35,466687.37,407267.63,420919.58,438795.08,425546.75,394275.18,455837.13,408946.97,465716.99,467648.96,437337.84,457924.65,421204.35,435433.55,421717.24,415174.82,477755.31,373467.54,352739.18,385651.55,364618.35,443054.39,416738.73,479011.34,487427.68,558458.4,575333.11,533913.26,0.0,540806.3,0.0,446189.34,606518.0,441010.81,606566.58,530616.67,551967.18,495318.57,317795.27,506357.18,560675.81,651255.59,681438.25,605009.64,524585.8
