报表日期,2008-12-31,2009-12-31,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.57,0.0,-37.5,80.89,35.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29,32.43,90.05,42738.48,-13.26,418.41,-313.18,41290.57,135.79
投资收益,3.1,5.55,0.15,30.9,0.0,92.86,92.86,92.86,0.0,202.95,202.95,202.95,0.0,90.33,90.33,90.33,282.0,297.33,297.33,104.26,1.56,532.46,1134.46,2539.18,112.47,7652.97,14266.51,19240.36,5677.05,14228.64,18056.24,18318.08,2123.74,5368.96,37067.4,46454.58,1509.3,5594.22,11681.5,22940.41,3899.77,15251.98,18373.29,19568.88,15919.48
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7533.11,11731.71,15995.69,2012.21,10006.66,13376.01,6816.66,829.77,3422.21,7595.56,13290.62,456.32,4295.96,9988.97,16659.59,2239.95,5775.89,6069.94,3665.48,2027.61
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,3192.74,4219.45,4324.31,5882.87,1318.39,3245.52,4835.89,5340.55,784.64,1801.16,2680.08,2657.8,582.86,1064.21,1687.82,1606.59,263.53,-1296.8,-2390.96,26629.8,-2939.17,2776.17,7867.86,32779.3,-122.14,31927.66,64795.56,120104.61,30865.35,62386.85,98883.62,158944.62,39546.15,80046.98,146911.69,189227.98,57656.42,107725.26,154864.39,134173.49,66948.7,133757.72,188014.45,162830.27,51684.06
加:营业外收入,297.98,71.5,131.07,153.04,62.48,984.42,998.38,1095.04,519.09,556.03,593.54,607.36,35.03,55.55,97.69,231.61,48.22,142.42,209.04,2189.7,1250.68,2809.29,3926.61,5700.12,1565.33,7277.59,9982.97,15693.71,2630.31,4570.72,5617.07,7204.62,2464.4,3289.94,5050.56,3086.56,53.61,643.72,741.08,1046.08,689.66,3780.95,3784.91,3983.36,220.88
减：营业外支出,245.02,75.54,51.05,62.3,10.94,25.37,44.27,57.72,11.18,29.07,43.74,66.55,20.51,32.86,53.19,86.29,13.99,86.75,100.39,28.62,0.05,0.05,0.85,0.85,0.26,80.43,110.87,200.29,190.87,265.26,336.66,1263.91,15.59,115.97,502.92,740.47,62.01,77.41,503.66,633.18,878.87,556.53,1001.05,1159.98,117.56
其中：非流动资产处置损失,190.91,40.77,0.34,2.1,0.0,0.0,0.4,4.89,4.89,0.0,8.57,8.57,0.0,0.0,0.0,9.68,0.0,0.05,0.05,19.64,0.05,0.05,0.16,0.16,0.26,25.84,54.76,81.62,78.72,137.52,202.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,3245.7,4215.4,4404.34,5973.61,1369.93,4204.57,5790.0,6377.88,1292.55,2328.11,3229.88,3198.62,597.38,1086.89,1732.32,1751.92,297.76,-1241.13,-2282.3,28790.88,-1688.53,5585.42,11793.62,38478.57,1442.93,39124.82,74667.66,135598.03,33304.79,66692.31,104164.02,164885.33,41994.96,83220.94,151459.32,191574.08,57648.03,108291.57,155101.81,134586.38,66759.49,136982.14,190798.32,165653.65,51787.39
减：所得税费用,746.74,669.89,644.41,910.17,215.19,622.43,856.68,960.77,201.62,338.35,462.07,234.44,68.75,51.02,189.95,81.84,-5.2,412.07,412.07,7474.9,-414.94,1344.35,3004.55,8567.36,105.55,3939.4,8138.59,22283.26,1541.11,1522.96,601.54,18894.24,2860.97,2535.58,14132.94,15635.56,9013.16,7055.23,8954.63,-10129.12,5918.97,11384.91,12894.35,15224.9,6519.38
五、净利润,2498.96,3545.52,3759.93,5063.44,1154.74,3582.14,4933.32,5417.11,1090.93,1989.76,2767.81,2964.18,528.63,1035.87,1542.37,1670.08,302.96,-1653.2,-2694.38,21315.99,-1273.59,4241.07,8789.07,29911.21,1337.38,35185.43,66529.08,113314.77,31763.69,65169.35,103562.48,145991.09,39133.99,80685.36,137326.38,175938.52,48634.86,101236.34,146147.18,144715.51,60840.53,125597.24,177903.97,150428.75,45268.01
归属于母公司所有者的净利润,2498.96,3545.52,3759.93,5063.44,1154.74,3582.14,4933.32,5417.11,1090.93,1989.76,2767.81,2964.18,528.63,1035.87,1542.37,1670.08,302.96,-1653.2,-2694.38,19019.08,-1392.85,3966.19,8132.71,28844.73,2016.65,38223.49,71741.55,116631.31,32545.48,67135.29,107823.55,150470.87,36012.96,78186.17,131739.63,170610.16,48597.75,102031.67,147552.13,150279.67,61430.01,127059.78,180656.92,154850.34,46424.44
少数股东损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2296.9,119.26,274.88,656.36,1066.48,-679.28,-3038.06,-5212.48,-3316.54,-781.79,-1965.94,-4261.07,-4479.78,3121.03,2499.19,5586.75,5328.36,37.11,-795.33,-1404.95,-5564.16,-589.48,-1462.54,-2752.95,-4421.59,-1156.43
基本每股收益(元/股),1.39,0.51,0.5,0.68,0.15,0.48,0.66,0.34,0.05,0.1,0.14,0.15,0.03,0.05,0.08,0.08,0.02,-0.08,-0.13,0.66,-0.03,0.08,0.17,0.59,0.04,0.34,0.61,0.96,0.25,0.51,0.82,1.14,0.27,0.59,1.0,1.3,0.37,0.79,1.14,1.16,0.48,0.66,0.93,0.8,0.24
稀释每股收益(元/股),1.39,0.51,0.5,0.68,0.15,0.48,0.66,0.34,0.05,0.1,0.14,0.15,0.03,0.05,0.08,0.08,0.02,-0.08,-0.13,0.66,-0.03,0.08,0.17,0.59,0.04,0.34,0.61,0.96,0.25,0.51,0.82,1.14,0.27,0.59,1.0,1.3,0.37,0.79,1.14,1.16,0.48,0.66,0.93,0.8,0.24
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,-3.46,-7.2,9.31,45.69,-1030.77,1008.53,1605.25,3298.87,-263.28,-990.42,-2936.56,-6930.64,-5731.45,2369.34,9631.47,8329.32,-4353.45,-145.35,4841.26,2003.97,2675.91,3392.63,-5993.99,-17755.19,720.76
八、综合收益总额,2498.96,3545.52,3759.93,5063.44,1154.74,3582.14,4933.32,5417.11,1090.93,1989.76,2767.81,2964.18,528.63,1035.87,1542.37,1670.08,302.96,-1653.2,-2694.38,21318.86,-1277.05,4233.87,8798.38,29956.89,306.61,36193.95,68134.32,116613.65,31500.4,64178.93,100625.92,139060.46,33402.54,83054.7,146957.85,184267.84,44281.41,101090.99,150988.44,146719.47,63516.43,128989.87,171909.98,132673.56,45988.77
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,1154.74,3582.14,4933.32,5417.11,1090.93,1989.76,2767.81,2964.18,528.63,1035.87,1542.37,1670.08,302.96,-1653.2,-2694.38,19021.96,-1396.31,3958.98,8142.02,28890.42,985.89,39232.02,73346.8,117363.55,33141.17,67086.78,106387.18,147138.66,32275.33,79998.94,138723.97,176427.06,45344.91,101802.38,150650.22,151207.06,63402.09,129784.1,175710.95,139945.49,46518.38
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2296.9,119.26,274.88,656.36,1066.48,-679.28,-3038.06,-5212.48,-749.9,-1640.77,-2907.85,-5761.26,-8078.2,1127.21,3055.76,8233.88,7840.78,-1063.5,-711.39,338.22,-4487.59,114.34,-794.23,-3800.97,-7271.93,-529.6
