报表日期,2008-12-31,2009-06-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
实收资本(或股本),0.0,453800.0,453800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,653800.0,685778.29,685778.29,685778.29,685778.29,685778.29,685778.29,685778.29
资本公积,0.0,-79044.35,-79044.35,841167.59,843461.47,843135.44,841500.15,841500.15,841500.15,841500.15,841500.15,841500.15,841500.15,841500.15,841500.15,841500.15,841500.15,841500.15,841514.72,841514.72,841514.72,841514.72,841514.72,841514.72,841514.72,841514.72,841514.72,841514.72,841514.72,841514.72,842888.94,842888.94,842888.94,842888.94,964911.05,964911.05,964911.05,964911.05,961817.07,961817.07,961817.07
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10998.84,10994.54,11009.58,11004.8,5121.41,5122.06,5122.21,5122.25,7326.29,7326.23,7326.42,7339.3,7355.21,7355.26,6997.86,7024.9,6976.11,6976.01,7260.47
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.08,280.08,403.82,616.11,784.5,448.39,74.67,249.31,160.74,114.98,50.93,265.77,515.97,497.7,129.53,199.99,348.44,191.38,272.32,427.45,634.83,534.91,362.76,518.57,583.79,774.6,762.89,932.96,1135.98
盈余公积,0.0,0.0,844.23,844.23,844.23,847.53,11474.28,11474.28,11474.28,11474.28,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96,12568.96
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,0.0,44.11,67694.69,76906.24,97741.99,114217.06,136045.19,138196.24,136556.91,132576.17,163649.83,165976.71,165504.58,164572.77,162464.87,153107.19,123233.34,117883.58,163334.8,130142.53,96083.94,98744.37,157298.69,128394.95,105572.02,52213.99,-22978.59,-54894.03,-90826.13,-218279.65,-596380.45,-595783.84,-594420.1,-592234.57,-587962.11,-585264.46,-583359.4,-577674.82,-575091.06,-572709.72,-570337.66
归属于母公司股东权益合计,247323.68,374799.76,443294.58,1572718.06,1595847.69,1612000.03,1642819.61,1644970.66,1643331.34,1639350.6,1671505.89,1673853.26,1673744.76,1672812.88,1670784.45,1661640.16,1631980.21,1626231.23,1671323.46,1638309.26,1604159.61,1606785.07,1676232.15,1647538.95,1624981.26,1571600.18,1490156.03,1458311.7,1422528.21,1294917.67,920476.07,921227.74,922799.05,924897.54,1083014.17,1085867.67,1087480.57,1093382.99,1092812.27,1095363.57,1098223.11
少数股东权益,2032.16,11795.99,57556.25,57500.51,1396.52,9346.52,13981.74,16174.07,20747.22,14969.76,19566.95,19245.93,20375.66,21021.45,22514.97,21793.49,21617.68,21232.24,21116.56,20594.33,20137.22,19270.07,20330.92,19662.98,19499.3,19376.55,18330.62,17775.71,16532.86,16115.42,8477.35,8038.16,7733.3,7309.35,8549.71,8444.3,7960.57,3613.58,11453.26,11396.21,11466.28
所有者权益(或股东权益)合计,249355.84,386595.75,500850.83,1630218.57,1597244.21,1621346.55,1656801.36,1661144.73,1664078.56,1654320.36,1691072.84,1693099.18,1694120.42,1693834.32,1693299.42,1683433.66,1653597.89,1647463.46,1692440.03,1658903.59,1624296.83,1626055.13,1696563.07,1667201.93,1644480.56,1590976.73,1508486.66,1476087.41,1439061.07,1311033.09,928953.42,929265.9,930532.35,932206.89,1091563.87,1094311.98,1095441.14,1096996.57,1104265.52,1106759.77,1109689.39
负债和所有者权益(或股东权益)总计,1982591.61,2105889.82,2288668.92,2777244.96,2684105.3,2751996.55,2812925.52,2870283.79,3055281.17,3082718.52,3417038.2,3430786.64,3421606.15,3611756.03,3618633.04,3609997.31,3584153.0,3543922.29,3569803.81,3591426.96,3676245.97,3715404.07,3998563.67,3912729.75,3893194.19,3858296.47,3806777.05,3761622.41,3636747.91,3501605.52,3041694.96,3087359.43,3305996.48,3336355.98,3337952.44,3432500.85,3454090.23,3440689.18,3404732.56,3549028.01,3635707.94
