报表日期,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
公允价值变动收益,0.0,0.0,0.0,40.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-166.0,-231.0,0.0,0.0,0.0
投资收益,2179.61,2764.94,324.13,0.0,267.15,2164.83,3173.59,0.0,882.52,882.52,1664.08,0.0,410.39,410.39,4569.22,0.0,-17.44,-17.44,-29.24,16.09,13.83,195.39,195.39,4921.87,4829.47,6007.19,60.76,213.17,1145.31,2182.71,5090.51,2097.37,5110.16,6447.42,58160.75,26921.48,31824.76,46055.0,79376.42,10827.08,14510.96,26324.57,23998.38,11475.52,54164.62
其中:对联营企业和合营企业的投资收益,2179.61,1893.12,324.13,0.0,0.0,0.0,1442.26,0.0,882.52,0.0,1664.08,0.0,410.39,410.39,536.64,0.0,-17.44,-17.44,-28.61,0.0,-8.49,0.0,-8.49,184.71,312.21,1278.89,1406.27,-154.13,393.22,868.35,1716.43,367.1,1223.19,1931.87,1965.73,2188.11,4046.04,4481.41,6185.59,1172.93,4680.79,9225.22,11719.43,4227.75,9233.31
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,7398.02,9715.48,9873.49,5234.5,11636.02,28091.7,48694.38,15278.49,25740.96,28928.53,29421.28,417.76,1406.04,-1649.21,-11072.03,-1325.21,2631.22,4291.96,7286.74,4749.25,10931.97,18954.84,29260.29,10287.37,12696.43,26790.0,56863.01,30578.31,100055.26,124974.04,176634.45,53049.56,152420.16,267966.08,399561.42,58587.23,145654.62,185893.41,286945.41,74070.01,244540.66,426543.9,629782.8,226851.06,487736.32
加:营业外收入,1511.83,459.85,526.67,499.08,542.38,601.95,2892.81,193.81,589.99,603.52,3718.37,1001.48,2031.59,2206.53,3598.82,113.14,472.11,1058.82,2152.52,287.12,778.72,1497.76,2968.82,192.12,1785.54,3053.45,6492.91,986.1,1627.28,3826.03,4773.64,333.21,1256.35,4849.87,4742.79,248.43,485.69,1212.7,771.77,216.57,363.53,560.82,818.47,516.16,829.98
减：营业外支出,5.69,39.06,85.28,0.33,12.77,52.65,75.33,9.48,23.42,59.41,154.89,11.7,24.07,39.56,44.92,0.79,44.96,88.83,140.85,14.1,35.36,117.25,306.07,174.35,221.71,715.18,4098.7,412.08,930.3,1015.95,2138.16,62.09,850.08,1287.16,2534.72,77.14,494.47,812.06,973.86,23.33,3677.4,4490.94,5908.04,1352.55,3940.82
其中：非流动资产处置损失,5.53,32.95,54.35,0.0,0.0,0.0,57.53,0.0,18.77,0.0,118.97,0.0,16.03,16.3,22.34,0.79,41.53,82.97,92.77,14.02,20.27,42.74,235.45,157.33,202.13,695.29,4036.82,411.72,878.9,935.51,1921.24,57.66,831.27,1169.35,0.0,0.0,183.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,8904.16,10136.27,10314.88,5733.25,12165.63,28641.0,51511.87,15462.81,26307.53,29472.64,32984.76,1407.54,3413.57,517.77,-7518.13,-1212.87,3058.38,5261.94,9298.41,5022.26,11675.33,20335.34,31923.05,10305.14,14260.25,29128.27,59257.23,31152.33,100752.24,127784.13,179269.94,53320.67,152826.43,271528.79,401769.49,58758.52,145645.84,186294.05,286743.32,74263.25,241226.79,422613.78,624693.23,226014.67,484625.48
减：所得税费用,549.84,13.44,-223.47,796.36,1723.89,3593.23,6842.15,2129.07,3711.52,4635.16,4305.02,151.22,174.68,-1102.88,-2248.5,320.6,851.96,990.33,2066.02,181.26,529.48,1501.96,2063.11,1199.35,920.73,3896.5,7183.94,4007.77,13896.2,18399.06,24164.36,9657.27,29954.26,48554.75,46829.65,5260.06,15298.01,17591.82,30080.91,7225.14,28036.24,54014.23,68976.85,29522.09,60111.72
五、净利润,8354.33,10122.83,10538.35,4936.89,10441.74,25047.77,44669.71,13333.74,22596.0,24837.48,28679.73,1256.32,3238.89,1620.65,-5269.63,-1533.47,2206.42,4271.61,7232.39,4841.0,11145.85,18833.38,29859.93,9105.79,13339.52,25231.76,52073.28,27144.56,86856.04,109385.07,155105.58,43663.41,122872.17,222974.03,354939.84,53498.46,130347.83,168702.23,256662.41,67038.11,213190.55,368599.55,555716.38,196492.58,424513.76
归属于母公司所有者的净利润,7525.74,10092.38,10212.03,4823.24,10154.97,24599.21,43999.17,13241.22,22413.05,24552.04,28411.03,1245.45,3094.65,1434.36,-5467.22,-1591.83,2095.1,4132.02,7093.18,4851.9,11145.79,18866.47,29355.39,7400.04,11725.19,24580.71,52032.58,26634.25,86082.8,109858.37,154723.58,43957.49,123616.07,224095.38,356452.56,54318.08,130698.48,169117.05,255796.41,61128.49,200958.78,348427.46,527955.21,186391.28,411633.07
少数股东损益,828.59,30.45,326.32,113.65,286.77,448.56,670.54,92.52,182.96,285.44,268.7,10.87,144.24,186.29,197.59,58.36,111.33,139.59,139.21,-10.9,0.06,-33.09,504.54,1705.74,1614.33,651.06,40.7,510.31,773.24,-473.29,382.0,-294.08,-743.91,-1121.34,-1512.72,-819.62,-350.65,-414.82,866.0,5909.62,12231.77,20172.09,27761.17,10101.3,12880.69
基本每股收益(元/股),0.38,0.51,0.49,0.0,0.0,0.0,2.05,0.0,1.0,0.0,1.27,0.06,0.07,0.03,-0.11,-0.03,0.04,0.08,0.13,0.09,0.21,0.35,0.55,0.14,0.07,0.15,0.31,0.15,0.49,0.62,0.86,0.22,0.62,1.12,1.81,0.27,0.47,0.61,0.93,0.22,0.57,0.98,1.47,0.49,1.09
稀释每股收益(元/股),0.38,0.51,0.49,0.0,0.0,0.0,2.05,0.0,1.0,0.0,1.27,0.06,0.07,0.03,-0.11,-0.03,0.04,0.08,0.13,0.09,0.21,0.35,0.55,0.14,0.07,0.15,0.31,0.15,0.48,0.61,0.85,0.22,0.61,1.11,1.79,0.26,0.47,0.61,0.92,0.22,0.57,0.96,1.47,0.49,1.09
七、其他综合收益,0.0,0.41,600.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-312.55,-1186.17,-252.58,915.27,653.11,933.72,288.45,991.68,2119.52,-837.52,-114.16,142.16,-15.56,906.14,257.92,459.2,928.0,627.09,-33.92,2500.22,3257.41,2434.43,1868.19,2153.83
八、综合收益总额,8354.33,10123.24,11138.35,0.0,0.0,0.0,44669.71,0.0,22966.0,0.0,29049.73,0.0,3238.89,1620.65,-5269.63,-1533.47,2206.42,4271.61,7232.39,4841.0,11145.85,18520.83,28673.77,8853.2,14254.79,25884.87,53007.01,27433.01,87847.72,111504.59,154268.06,43549.25,123014.32,222958.47,355845.98,53756.38,130807.03,169630.23,257289.5,67004.19,215690.76,371856.96,558150.8,198360.76,426667.58
归属于母公司所有者的综合收益总额,7525.74,10092.78,10812.03,0.0,0.0,0.0,43999.17,0.0,22783.05,0.0,28781.03,0.0,3094.65,1434.36,-5467.22,-1591.83,2095.1,4132.02,7093.18,4851.9,11145.79,18553.92,28169.22,7147.46,12640.46,25233.82,52966.3,26922.7,87074.48,111977.88,153886.06,43843.33,123758.24,224077.08,357353.29,54566.78,131160.74,170048.12,256426.57,61094.57,203459.0,351684.88,530389.63,188259.47,413786.89
归属于少数股东的综合收益总额,828.59,30.45,326.32,0.0,0.0,0.0,670.54,0.0,182.96,0.0,268.7,0.0,144.24,186.29,197.59,58.36,111.33,139.59,139.21,-10.9,0.06,-33.09,504.54,1705.74,1614.33,651.06,40.7,510.31,773.24,-473.29,382.0,-294.08,-743.91,-1118.61,-1507.3,-810.4,-353.71,-417.89,862.93,5909.62,12231.77,20172.09,27761.17,10101.3,12880.69
