报表日期,2010-12-31,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-09-30,2015-12-31,2016-06-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
公允价值变动净收益,2500.0,6800.0,-4400.0,-7100.0,7300.0,13788.0,3800.0,31600.0,-20800.0,0.0,0.0,0.0,-16000.0,0.0,0.0,0.0,-1427900.0,0.0,352100.0,0.0
其他业务收入,6200.0,13800.0,17300.0,17800.0,21800.0,23439.0,39000.0,34200.0,59000.0,62200.0,-8800.0,60200.0,69000.0,0.0,0.0,0.0,60000.0,34700.0,44400.0,0.0
二、营业支出,6364400.0,8113100.0,9331700.0,11004200.0,13442900.0,10181017.0,14910900.0,6712400.0,14657400.0,3203500.0,6554400.0,9948400.0,16710300.0,3530500.0,7477000.0,14604400.0,20487100.0,3651900.0,10135100.0,15161200.0
营业税金及附加,273600.0,397300.0,512000.0,624000.0,815500.0,588701.0,788600.0,282700.0,379400.0,0.0,0.0,0.0,166200.0,0.0,0.0,0.0,184300.0,0.0,102800.0,0.0
业务及管理费用,5618300.0,7057000.0,8240900.0,9504500.0,10578200.0,8092131.0,11535500.0,5908900.0,12549300.0,0.0,0.0,0.0,13826800.0,0.0,0.0,0.0,14721500.0,0.0,7233300.0,0.0
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值损失,472200.0,652900.0,571300.0,867400.0,2041200.0,1485568.0,2563500.0,496400.0,1690200.0,457000.0,1036600.0,1607700.0,2673700.0,0.0,0.0,3594400.0,0.0,0.0,0.0,0.0
其他业务支出,300.0,5900.0,7500.0,8300.0,8000.0,14617.0,23300.0,24400.0,38500.0,0.0,0.0,0.0,43600.0,0.0,0.0,0.0,37900.0,0.0,29400.0,0.0
三、营业利润,1365700.0,2775600.0,3336200.0,3467200.0,3895000.0,3737736.0,4059800.0,2565700.0,4223500.0,1584500.0,3006300.0,4578400.0,5746900.0,2793400.0,3426700.0,5047900.0,5612400.0,2070400.0,4025500.0,5894600.0
加:营业外收入,20600.0,37800.0,58800.0,52000.0,49600.0,46215.0,92600.0,50500.0,78500.0,0.0,0.0,0.0,27900.0,0.0,0.0,0.0,25000.0,0.0,9800.0,0.0
减:营业外支出,5600.0,5000.0,4900.0,9800.0,10900.0,4715.0,13600.0,2700.0,9200.0,0.0,0.0,0.0,663700.0,0.0,0.0,0.0,288700.0,0.0,-43300.0,0.0
四、利润总额,1380700.0,2808400.0,3390100.0,3509400.0,3933700.0,3779236.0,4138800.0,2613500.0,4292800.0,1584500.0,3006300.0,4578400.0,5111100.0,1889500.0,3426700.0,5047900.0,5348700.0,2070400.0,4078600.0,5894600.0
减:所得税,237100.0,500400.0,553000.0,542600.0,677000.0,688279.0,653100.0,291900.0,315200.0,205200.0,347100.0,528900.0,340200.0,0.0,0.0,376200.0,110300.0,215500.0,336400.0,460200.0
五、净利润,1143600.0,2308000.0,2837100.0,2966800.0,3256700.0,3090957.0,3485700.0,2321600.0,3977600.0,1379300.0,2659200.0,4049500.0,4770900.0,1652000.0,3254700.0,4671700.0,5238400.0,1854900.0,3742200.0,5434400.0
归属于母公司的净利润,1143600.0,2308000.0,2837100.0,2966800.0,3256700.0,3090957.0,3485900.0,2322900.0,3980100.0,1379600.0,2660000.0,4046900.0,4768300.0,1650500.0,3252300.0,4671000.0,5231100.0,1852000.0,3738100.0,5428800.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,-1300.0,-2500.0,-300.0,-800.0,2600.0,2600.0,0.0,0.0,700.0,7300.0,2900.0,4100.0,5600.0
基本每股收益(元/股),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.17,0.33,0.5,0.59,0.0,0.0,0.55,0.62,0.23,0.43,0.64
稀释每股收益(元/股),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.17,0.33,0.5,0.59,0.0,0.0,0.55,0.62,0.23,0.43,0.64
七、其他综合收益,-25100.0,345400.0,-144900.0,-349000.0,429500.0,0.0,254000.0,-137300.0,-482100.0,-53700.0,-272600.0,-301300.0,-511400.0,-45000.0,202400.0,426900.0,397900.0,-17200.0,-47900.0,13500.0
八、综合收益总额,1118500.0,2653400.0,2692200.0,2617800.0,3686200.0,0.0,3739700.0,2184300.0,3495500.0,1325600.0,2386600.0,3748200.0,4259500.0,1607000.0,3457100.0,5098600.0,5636300.0,1837700.0,3694300.0,5447900.0
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,3739900.0,2185600.0,3498000.0,1325900.0,2387400.0,3745600.0,4256900.0,1605500.0,0.0,5097900.0,5629000.0,1834800.0,3690200.0,5442300.0
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,-1300.0,-2500.0,-300.0,-800.0,2600.0,2600.0,0.0,0.0,700.0,7300.0,2900.0,4100.0,5600.0
