报表日期,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,1421.35,1631.8,2061.19,3597.64,3426.83,2843.72,3975.75,3007.0,2752.76,2265.01,2044.63,4310.44,3056.27,2867.02,5853.58,4776.5,4410.13,4034.27,4405.0,5862.2,6634.07,6692.45,6215.39,5908.81,5465.78,4334.36,6117.26,5810.26,5782.79,6181.41,6292.02,5859.52,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,32953.72,40881.6,58093.36,51223.2,57973.56,62048.43,58936.26,60809.08,65241.75,64405.34,64443.66,59454.35,64081.08,64279.83,69369.57,73020.82,85858.31,83647.82,91068.0,91009.7,101193.33,104312.14,108455.73,115726.68,107966.2,105557.27,116056.59,99632.98,102770.24,99074.1,109679.27,103187.67,114887.98
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1614.63,1614.63,1614.63,1614.63,1614.63,1614.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,84200.0,60000.0,0.0,20000.0,15000.0,18000.0,6447.81,1425.54,2398.84,26853.94,2853.29,11484.47,1580.1,10429.96,31847.86,13220.63,4513.56,4423.69
流动资产合计,50533.48,75136.63,101213.22,99279.13,198503.99,200466.2,192424.77,187810.4,196150.79,133726.1,136999.36,131712.76,125596.85,230494.76,240784.85,247385.94,260506.83,201186.57,202400.03,198362.42,215397.47,182856.31,198459.01,198855.7,214646.56,230189.97,235844.7,246215.61,261986.56,282559.01,264455.39,262085.55,282011.86
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,15000.0,81000.0,81000.0,77857.0,92857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,450.0,44585.04,44270.04,43782.1,42509.47,42053.15,42908.48,44215.78,45637.5,47574.14,50275.27,54626.99,60219.03
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
在建工程(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.51,0.0,459.85,0.0,0.0,0.0,0.0,0.0,2621.83,2622.43,2633.0,4051.86
在建工程,0.0,0.0,0.0,0.0,0.0,7.09,7.09,135.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.51,454.81,459.85,604.64,0.0,0.0,0.0,0.0,2621.83,0.0,2633.0,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产及清理(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108547.63,0.0,116551.47,0.0,118892.86,0.0,115900.08,114355.46,113177.95,112525.27,110345.14,110731.48,109354.56,111662.65
固定资产净额,27807.37,39090.53,50056.91,53039.81,56491.69,60520.69,61649.6,66703.81,67451.83,66977.34,68918.05,70049.25,70016.25,67024.59,66242.14,80472.15,82981.3,97791.04,105524.57,108547.63,113646.33,116551.47,117382.27,118892.86,117083.91,115900.08,114355.46,113177.95,112525.27,110345.14,0.0,109354.56,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.92,771.92,771.92,771.92,771.92,771.92,774.38,774.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,1654.15,1653.89,1286.0,1317.03,1329.85,1389.03,1391.19,1363.23,1336.04,1308.46,1312.19,1303.8,1276.72,1393.49,1357.77,9900.08,9694.95,43338.51,42703.97,41997.75,40359.84,39870.47,38894.14,37436.55,36460.91,35471.12,34513.59,33557.8,32100.53,30844.94,29785.54,28666.75,27742.16
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4440.48,4440.48,1417.48,1417.48,1417.48,1417.48,1417.48,1417.48,880.93,880.93,880.93,880.93,0.0,0.0,0.0,0.0
长期待摊费用,879.69,509.5,1886.95,2245.37,2475.72,2729.69,2714.24,2795.97,3281.23,3103.96,3176.88,3109.19,3204.61,3217.36,3076.07,4257.69,4646.97,5035.71,6237.66,7100.97,7941.28,8365.71,8368.22,7623.51,6243.8,5249.32,4537.73,3870.38,3438.09,3207.22,2771.56,2727.03,2807.52
递延所得税资产,22.2,3.42,76.9,37.93,7.94,30.01,30.01,30.59,29.82,18.89,18.89,56.72,56.72,181.59,181.59,253.09,253.09,257.11,257.11,76.46,76.46,143.76,143.76,143.76,143.76,217.92,217.92,217.92,217.92,442.0,442.0,442.0,442.0
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6671.4,6543.2,6543.2,10543.2,6543.2,3545.97,11374.12,5783.69,7895.69,5512.92,3429.67,2794.91,508.49,573.45,866.37,102.51,126.51,140.77,1811.67,2027.8,1529.63,1919.77
非流动资产合计,30363.42,41257.34,53306.76,56640.13,60305.19,64676.51,75792.14,86028.68,87098.91,152408.65,154426.01,159047.37,173954.49,78360.22,81400.76,101426.21,101122.28,163008.88,165719.39,168257.9,170176.22,215862.03,214497.54,211038.97,205811.9,200638.9,197516.62,196047.27,194941.0,196846.94,198656.1,199979.96,208845.0
资产总计,80896.91,116393.98,154519.98,155919.26,258809.19,265142.7,268216.91,273839.09,283249.7,286134.75,291425.37,290760.13,299551.34,308854.98,322185.61,348812.15,361629.11,364195.45,368119.42,366620.32,385573.69,398718.34,412956.55,409894.67,420458.46,430828.87,433361.33,442262.88,456927.56,479405.94,463111.49,462065.52,490856.86
短期借款,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,0.0,0.0,0.0,0.0,10000.0,15000.0,10000.0,20000.0,20000.0,10000.0,30046.5,20000.0,20100.0,95.5,100.0,100.0
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117731.9,0.0,127164.43,0.0,138625.11,0.0,125959.99,135836.14,112520.38,123950.64,119917.6,126935.26,115117.94,127179.23
应付票据,500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付账款,47567.07,49787.9,73700.38,65873.39,74724.37,70939.65,72517.76,75678.2,87024.69,79102.41,83140.97,78538.35,90970.49,87914.85,97484.69,94149.07,108820.27,108192.4,117464.95,117731.9,132076.53,127164.43,138321.25,138625.11,136203.74,125959.99,135836.14,112520.38,0.0,119917.6,0.0,115117.94,127179.23
预收款项,3884.12,6592.65,8224.43,6503.57,9109.61,12621.71,11570.62,11777.25,10809.7,13098.24,11646.12,11486.58,12086.74,12705.24,12983.82,13527.61,13368.14,16867.61,17065.82,16161.88,17189.02,22182.48,21555.85,20593.18,22650.62,30388.54,30658.4,33435.88,38723.11,44726.5,39493.73,43991.26,44012.64
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,1933.53,1724.01,1588.89,1924.22,886.29,1350.67,912.56,593.42,660.26,1705.0,906.0,1085.58,945.05,2006.62,2082.5,1863.52,1824.76,2715.43,790.75,475.41,445.77,1496.72,455.46,449.65,724.48,1538.49,486.27,1225.7,640.8,3205.14,738.86,685.74,1036.31
应交税费,2666.34,2681.96,2056.15,2129.63,2384.94,3644.19,3766.63,2819.74,3292.23,3771.42,3685.72,3026.34,3874.97,4031.95,4331.84,3815.53,4560.75,4289.29,4740.05,3811.23,5565.42,4751.62,4325.73,4535.18,5648.62,6879.15,5851.34,4223.43,6495.48,7101.75,5593.83,3838.32,4004.97
其他应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14659.86,0.0,15152.6,0.0,10452.81,0.0,14175.23,13208.24,16114.54,12336.86,22900.78,20888.89,20412.46,19672.46
应付利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付股利,0.0,0.0,65.13,65.13,65.13,65.13,65.13,0.0,1029.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应付款,6728.69,3863.24,5979.45,6871.83,7181.02,7860.17,6338.94,8340.63,4690.98,10294.06,9335.71,9916.93,3757.54,11159.19,9493.64,13948.62,11959.8,28566.92,19691.2,14659.86,13264.95,15152.6,11402.05,10452.81,6274.73,14175.23,13208.24,16114.54,12336.86,22900.78,20888.89,20412.46,0.0
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
流动负债合计,65279.75,67149.75,92114.43,83367.77,94351.37,96481.52,95171.65,99209.24,107507.36,107971.12,108714.52,104053.78,111634.79,117817.85,126376.5,147322.65,160533.71,160631.64,159752.77,152840.29,168541.69,180747.85,191060.35,184655.93,191502.18,198941.38,196040.39,197566.42,202146.88,217951.76,193746.07,184145.72,196005.61
长期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
租赁负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
专项应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延所得税负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
负债合计,65279.75,67149.75,92114.43,83367.77,94351.37,96481.52,95171.65,99209.24,107507.36,107971.12,108714.52,104053.78,111634.79,117817.85,126376.5,147322.65,160533.71,160631.64,159752.77,152840.29,168541.69,180747.85,191060.35,184655.93,191502.18,198941.38,196040.39,197566.42,202146.88,217951.76,193746.07,184145.72,196005.61
实收资本(或股本),500.0,15000.0,15000.0,15000.0,20000.0,20000.0,20000.0,20000.0,40000.0,40000.0,40000.0,40000.0,80000.0,80000.0,80000.0,80000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0
资本公积,24.59,20496.25,20496.25,20496.25,104402.85,104402.85,104402.85,104402.85,84402.85,84402.85,84402.85,84402.85,44402.85,44402.85,44402.85,44402.85,4402.85,4374.32,4374.32,4374.32,4374.32,4374.32,4374.32,4374.32,4374.32,4374.32,4374.32,4374.32,4374.32,4374.32,4374.32,4374.32,4374.32
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.01,8.01,8.01,8.01,0.0,0.0,0.0,0.0
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,2749.14,1342.37,2888.38,2888.38,2888.38,4768.6,4768.6,5795.28,4768.6,6333.79,6333.79,7405.53,7405.53,8109.23,8109.23,8588.05,8109.23,9964.96,9964.96,9964.96,9964.96,11671.37,11671.37,11671.37,11671.37,14107.1,14107.1,14107.1,14107.1,17477.8,17477.8,17477.8,17477.8
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,12343.43,12405.61,24020.92,34166.86,37166.6,39489.74,43873.82,44431.72,46570.9,47426.99,51974.21,54897.98,56108.18,58438.4,63221.55,68437.14,52583.31,53224.53,58027.37,63440.75,66692.72,65924.8,69850.52,73193.06,76910.6,77398.06,82831.52,90024.43,100107.19,103442.35,111356.41,119911.97,136847.88
归属于母公司股东权益合计,15617.15,49244.23,62405.55,72551.49,164457.82,168661.18,173045.26,174629.84,175742.34,178163.63,182710.85,186706.35,187916.55,190950.48,195733.63,201428.03,201095.39,203563.81,208366.65,213780.03,217032.0,217970.49,221896.2,225238.74,228956.28,231887.48,237320.94,244513.85,254596.61,261294.47,269208.53,277764.09,294700.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.65,75.49,61.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.61,184.07,159.71,156.9,155.71,151.25
所有者权益(或股东权益)合计,15617.15,49244.23,62405.55,72551.49,164457.82,168661.18,173045.26,174629.84,175742.34,178163.63,182710.85,186706.35,187916.55,191037.13,195809.11,201489.5,201095.39,203563.81,208366.65,213780.03,217032.0,217970.49,221896.2,225238.74,228956.28,231887.48,237320.94,244696.46,254780.68,261454.18,269365.42,277919.8,294851.25
负债和所有者权益(或股东权益)总计,80896.91,116393.98,154519.98,155919.26,258809.19,265142.7,268216.91,273839.09,283249.7,286134.75,291425.37,290760.13,299551.34,308854.98,322185.61,348812.15,361629.11,364195.45,368119.42,366620.32,385573.69,398718.34,412956.55,409894.67,420458.46,430828.87,433361.33,442262.88,456927.56,479405.94,463111.49,462065.52,490856.86
