报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
一年内到期的非流动资产,0.0,0.0,0.0,3799.03,3799.03,6307.1,1689.4,3343.04,8331.06,9430.34,5624.72,18779.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.53,4698.42,4613.37,4519.73,4449.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,1114.41,3851.36,4494.99,0.0,0.0,6600.0,6600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.52,17.66,423.62,1091.73,1195.29,58.28,36.96,0.0,549.99,0.0,348.53,1116.39,10216.88,12055.81,36912.69,27943.08,27775.16,39893.52,82074.52,128519.38,183921.82,125259.64,125181.49,78042.95,275718.19,262910.07,324967.99,351576.51,257363.74,290612.93,379899.41,411445.07,197831.28,186627.04,168642.2,167888.64,54758.94,80880.29,105037.74,71772.58,61179.2,62734.27,52611.04
流动资产合计,1312376.02,1312296.72,1613504.66,1570254.18,1793054.61,1766950.32,1758626.01,1708438.09,1750695.73,1939669.38,2208748.87,2427081.26,2511335.96,2730339.84,2755343.84,3127998.59,3209502.33,3449850.8,3848758.07,3801879.42,3796325.72,3860429.83,3972989.59,4047120.85,4063292.03,4284093.6,4524824.17,4413285.51,4511811.58,4927967.44,4743764.08,4849521.09,5054679.37,5057587.77,4602923.66,4053023.87,3939602.72,4093216.94,4206819.76,4260023.53,4557363.89,4792718.74,4865855.92,4828410.95,4887739.33,5000712.22,5173516.47,5044421.94,4808706.01,5017879.46,5128213.89,5233668.7,5066354.71,5283871.94,5561385.45,5614243.53,5545881.04,5750696.09
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,72.45,21815.89,12249.4,16642.26,21983.14,22918.29,20622.94,13454.21,5679.77,339.13,40.69,46.27,56.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28957.77,26279.01,26295.78,26242.91,26238.21,26199.11,27057.94,26526.73,26521.73,26169.83,26175.83,26175.83,27165.83,24594.06,24594.06,24620.28,24361.28,25659.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,27000.0,27000.0,21000.0,3000.0,11000.0,11000.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,17167.12,17332.33,15759.19,17136.55,19290.51,14527.31,13598.94,15541.41,0.0,0.0,0.0,1264.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.74,928.96,2266.55,2133.68,5730.21,27420.74,75129.84,72335.77,344830.76,340496.81,340024.02,371122.73,470695.15,448692.01,380844.41,357543.7,331643.89,325641.27,319209.29,428508.13,435171.73,468808.69,564147.26,403974.84,451539.31,420714.81,442066.21,445796.72,427974.37,450802.75,457045.08
长期股权投资,22049.25,22937.33,29831.6,135145.49,123040.04,122371.89,48110.79,49033.31,52567.31,53238.98,58475.12,57580.21,57721.04,58140.67,56594.01,58175.2,59617.71,61090.63,63481.35,61109.6,56052.32,55233.46,55528.75,76036.78,75617.27,70241.87,117979.11,117254.73,120139.29,120398.57,92568.37,94653.15,97499.31,102382.35,103883.46,111369.68,167031.82,169642.55,185867.91,235940.55,244100.19,249925.95,251512.07,282936.62,250973.85,253137.24,255464.34,262520.66,263474.51,265298.53,273009.61,274341.17,275696.84,276200.87,374532.04,370448.64,372274.95,374405.36
投资性房地产,4239.33,4200.9,4708.99,5520.47,19334.84,9326.68,9240.82,9687.97,10144.95,9660.94,8400.41,8794.54,8244.74,7816.54,7261.03,7317.23,7395.31,7306.22,7534.22,6933.58,3581.54,4562.82,4938.48,40122.83,40074.14,39473.85,39352.88,45131.0,48498.44,50089.69,49663.74,48178.22,48281.7,47045.84,47616.4,45505.86,35775.6,7685.84,7600.72,7222.66,7932.21,11122.53,16150.3,10849.67,11100.96,11330.01,11160.69,23509.24,24112.13,28158.15,34630.38,26831.22,26624.53,42577.79,40268.06,55139.92,56358.73,58510.17
固定资产净额,228419.21,227643.89,267723.23,267227.35,318418.26,332269.71,323402.09,350224.99,344233.11,338547.97,334477.5,740148.35,764859.87,505488.24,510471.7,839652.25,815584.99,845391.3,854323.55,810449.2,791205.1,779068.76,781435.14,827361.5,813341.12,814031.14,803607.78,819459.05,800399.0,789682.85,834959.61,578565.25,574469.09,583781.18,578357.41,584824.46,562813.78,550782.01,545137.2,561434.97,560644.9,557292.69,560215.37,572401.79,587202.88,596948.6,662197.0,719471.6,0.0,730169.54,0.0,731396.41,0.0,722336.62,0.0,797451.12,0.0,770347.65
在建工程,18065.82,11572.31,18737.89,12180.14,30685.8,26421.73,290963.89,362829.41,373874.12,405300.05,433026.26,46525.94,32957.58,300117.23,320750.98,44709.86,72835.07,56198.11,50182.7,82566.24,87452.15,96160.54,94570.39,51112.92,70160.13,83883.75,100896.05,85080.28,91079.61,106506.94,68110.92,36757.9,36264.62,27797.24,29876.37,17943.65,25701.85,33187.47,37563.95,35481.52,37967.12,34679.82,29492.95,40429.11,52607.71,67416.09,129187.83,83401.04,0.0,86029.77,0.0,101947.4,0.0,82228.28,0.0,26186.74,0.0,31026.76
工程物资,0.0,0.0,0.0,0.0,121.42,173.84,135.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产清理,8063.83,7045.22,7370.17,28830.25,28845.87,29037.63,29836.35,35801.31,35738.16,35961.64,35954.47,887.73,370.0,302.54,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6650.47,7624.18,7624.93,10067.02,10225.66,9539.12,9541.12,9556.0,9850.7,9532.88,9674.85,9696.22,9718.98,9536.84,9558.92,9573.08,9632.99,9508.38,9542.2,9545.22,0.0,9665.69,0.0,9567.88,0.0,9669.24,0.0,9827.55,0.0,9788.88,0.0,10243.19
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,162891.58,167804.4,238244.82,236363.95,260498.55,271403.2,261680.11,274709.96,272620.35,270648.05,276424.24,304230.03,303543.75,301816.55,307213.91,312342.5,308805.92,313713.71,312422.88,326358.54,322988.39,327395.53,329490.56,337247.13,349686.72,350316.78,335429.42,344239.06,342820.14,336531.14,334916.25,318182.92,366148.12,313525.74,310678.04,303900.31,305049.22,307332.21,310905.0,309391.22,309268.49,308246.9,304495.77,355204.69,361951.94,370850.82,394729.61,414567.81,409188.68,436824.15,428262.06,437974.32,439825.74,434506.94,433934.75,428835.47,432350.83,423875.37
开发支出,2380.86,5276.4,6159.15,6552.25,9026.54,9738.7,12927.44,9019.05,12974.11,18036.22,19555.28,17868.44,18954.44,19528.17,28640.41,27715.79,35860.65,39680.82,43122.71,31983.85,40392.84,49014.19,51405.25,37372.87,29375.49,25733.17,32807.85,17472.02,17865.29,18061.97,17698.59,18987.11,22934.01,20273.3,23977.3,21501.15,24452.72,27394.49,24094.2,21553.26,27104.47,28693.72,35737.87,33607.71,42374.62,39418.26,54715.48,55297.24,65191.02,63142.53,65779.41,46494.48,51713.54,49552.03,51627.99,46409.66,55050.4,65843.89
商誉,1960.65,1961.05,1961.05,2873.8,13685.34,11911.48,16350.77,14074.3,14074.3,14074.3,14074.3,14832.33,15230.26,15230.26,16305.6,16940.18,16940.18,17227.33,16829.4,16002.96,19666.34,19665.79,19665.79,17063.66,17063.66,17063.66,17063.66,16510.68,16510.68,16510.68,17042.07,16284.03,16284.03,16284.03,16284.03,15752.64,15752.64,15752.64,15891.26,15793.43,27672.68,27672.68,27672.68,26895.98,30337.5,44899.99,44899.99,44775.86,44775.86,44775.86,44775.86,27459.62,27459.62,27459.62,27459.62,20602.31,20602.31,20602.31
长期待摊费用,4852.41,4030.53,3259.83,2435.12,1629.17,844.72,719.51,672.47,442.33,343.62,177.26,62.56,67.71,50.57,136.46,1220.14,1206.85,1140.44,1069.27,1058.18,989.52,936.0,665.98,1585.67,1500.8,1994.35,1757.93,1541.26,1350.17,1131.13,1159.11,721.3,2309.69,729.08,800.27,777.08,1220.06,1642.61,2428.92,2611.27,2745.09,2711.13,2347.63,2471.74,2189.15,1799.14,1722.55,1404.8,2166.34,1198.05,1368.61,690.59,665.86,734.42,1708.91,1930.06,1842.77,1936.79
递延所得税资产,21785.27,21419.15,18632.15,21106.42,21496.16,23067.18,21502.12,22090.46,22590.24,23090.36,22390.1,22143.72,22406.43,23260.3,24093.77,19476.37,19776.96,21916.84,22907.61,19764.84,19965.36,21696.14,21697.57,16529.85,16510.27,16423.18,16252.23,15647.33,17268.51,16446.51,16050.64,18814.88,18626.7,18947.33,17492.86,17875.15,17894.19,18947.15,21490.56,20555.06,20845.56,17640.11,17489.94,16888.17,16516.04,18015.56,17970.52,22492.95,21935.55,21951.63,20943.88,21509.74,22302.53,22839.01,23568.01,28124.01,27703.42,26617.73
其他非流动资产,0.0,0.0,1455.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.51,4429.35,4409.87,5193.58,8497.53,10599.86,10715.63,10985.8,9888.12,7250.91,6426.55,6876.9,6426.55,6426.55,6426.55,6696.82,8133.47,8197.21,8182.67,7775.84,9446.04,9632.65,9409.97,9121.33,8383.81,8775.77,8640.32
非流动资产合计,474708.22,473891.19,598084.06,735402.36,844186.76,874141.83,1044254.94,1164075.99,1175769.43,1205419.38,1239119.3,1226528.05,1230035.6,1232090.18,1272776.89,1327595.79,1338079.69,1363665.4,1371873.68,1363226.99,1369293.56,1380733.22,1380397.9,1407433.22,1424329.6,1430161.75,1482797.39,1470415.34,1464485.03,1467693.06,1473486.39,1172939.6,1250504.26,1246104.72,1242584.41,1508510.27,1543521.34,1519329.58,1569328.96,1726273.87,1729958.39,1661005.39,1646334.01,1713858.36,1721458.73,1763617.04,2031614.22,2106071.95,2157930.16,2285660.62,2154784.45,2165252.69,2142822.1,2141731.12,2250015.92,2244520.57,2284537.51,2289970.27
资产总计,1787084.24,1786187.91,2211588.72,2305656.54,2637241.37,2641092.16,2802880.95,2872514.08,2926465.16,3145088.77,3447868.17,3653609.31,3741371.55,3962430.01,4028120.73,4455594.38,4547582.02,4813516.21,5220631.75,5165106.41,5165619.28,5241163.05,5353387.49,5454554.07,5487621.63,5714255.35,6007621.56,5883700.85,5976296.61,6395660.5,6217250.46,6022460.69,6305183.63,6303692.48,5845508.07,5561534.14,5483124.06,5612546.52,5776148.71,5986297.4,6287322.27,6453724.13,6512189.93,6542269.31,6609198.06,6764329.27,7205130.69,7150493.89,6966636.17,7303540.08,7282998.34,7398921.39,7209176.8,7425603.07,7811401.36,7858764.1,7830418.55,8040666.36
短期借款,285983.01,223632.21,355459.08,282245.26,392662.5,368703.41,477457.01,522473.14,528859.89,517341.36,449071.55,613630.72,660080.52,735993.52,851110.84,892504.73,821097.97,904392.39,920854.85,886696.49,908345.0,1072037.01,879666.41,1038281.52,1038650.48,1233617.86,1406862.96,1464887.33,1571530.4,1698847.04,1514531.65,1338807.24,1401907.41,1325953.48,1120865.41,976008.7,943990.65,1234199.16,1285508.0,1389690.49,1592678.19,1621193.13,1594841.47,1406718.06,1337432.82,1367317.58,1565798.26,1574212.2,1599880.79,1720692.71,1699606.89,1731947.44,1780939.59,1743266.99,1684359.1,1640287.37,1614085.31,1493152.59
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2259.12,2244.57,93.48,0.0,3943.01,2457.73,464.64,2336.43,9691.15,6074.84,1701.8,3063.66,5978.19,3826.59,3116.63,1685.26,865.27,1835.1,1123.78,2487.73,5339.66,8006.17,4591.27,3425.59,1975.99,246.09,3804.96,9143.61,13805.32,20998.89,10735.01,14993.94,17132.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514779.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2111862.66,2153507.19,2291962.62,2311337.73,2416512.42,2237788.36,2328149.35,2351244.47,2424469.47,2185670.94,2263115.18,2510886.98,2861673.72,2849449.27,3003604.13
应付票据,197022.79,227551.68,280407.44,336172.59,397747.54,347967.21,343080.32,372604.44,358752.66,365471.02,331003.84,328125.35,325518.95,437257.85,410436.6,439997.7,434336.74,526879.22,551398.11,487059.54,420776.07,479144.03,504892.86,538055.22,563986.78,672886.54,690038.2,514093.42,476480.8,500003.35,536083.16,435744.15,503220.0,624688.28,723971.06,691670.44,779932.23,802770.66,971228.96,857055.45,945079.1,1050064.09,1006230.84,1078123.31,1139433.5,1207068.01,0.0,1484158.44,0.0,1374642.39,1410754.44,1471766.97,1323279.28,1250420.4,1334045.06,1537867.73,1483854.69,1556396.84
应付账款,276770.66,262861.03,348924.54,369729.9,436009.26,462509.02,395751.09,438659.43,451003.54,500155.14,637988.46,563875.34,569212.66,586618.02,530176.72,652100.13,670471.69,777135.25,795518.65,792217.88,808227.37,762887.96,971295.71,921960.36,859825.28,938535.92,909021.17,829245.12,801430.93,788591.86,756257.96,881774.58,901349.36,890091.07,796581.49,813320.73,792184.69,844101.88,731111.9,949313.94,976579.83,906663.62,996913.11,1033739.35,1014073.69,1084894.61,0.0,932353.99,0.0,953506.96,940490.04,952702.5,862391.66,1012694.78,1176841.92,1323805.99,1365594.58,1447207.29
预收款项,52104.36,85114.68,123495.51,67792.57,78132.22,77808.22,108314.85,70928.5,74287.46,100082.86,137464.69,166039.54,201632.93,197945.24,173192.45,211331.75,237063.19,162280.22,207241.63,151294.42,165936.66,137337.7,145126.63,143416.37,169565.18,122871.07,197043.11,150358.12,172977.43,126153.13,161229.14,156695.19,158835.31,180427.57,172053.82,136985.93,141251.27,135902.93,169801.9,135680.41,136930.91,156890.75,161653.53,181957.18,226816.41,251072.24,292785.04,243214.33,236352.96,244395.67,246527.05,267119.28,0.0,0.0,0.0,0.0,0.0,0.0
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
