报表日期,2008-12-31,2009-12-31,2010-12-31,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
实收资本(或股本),1000.0,1000.0,5300.0,5300.0,5300.0,5300.0,7070.0,7070.0,7070.0,7070.0,7070.0,7070.0,7070.0,7070.0,11312.0,11641.15,11641.15,11641.15,23352.69,29895.88,29895.88,29895.88,44833.13,44833.13,44833.13,44800.94,44800.94,44800.94,44793.07,44793.07,68003.6,68003.6,68003.6,68091.4,67998.88,67945.66,67363.02,67363.02,67363.02
资本公积,0.0,0.0,1906.7,1906.7,1906.7,1906.7,23244.7,23244.7,23244.7,23244.7,23244.7,22805.27,22805.27,22805.27,18563.27,21326.91,21599.61,21599.61,12151.89,63793.7,64469.52,64650.12,49700.43,50372.05,50552.66,50485.0,50543.66,33714.86,33704.14,33704.14,16118.34,17172.96,18015.44,18841.39,19325.81,20022.97,15751.37,15684.26,15751.37
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3001.89,3001.89,4795.14,4795.14,3894.57,3894.57,3701.52,3701.52,2898.51,12737.95,1916.85,1224.07,0.0,0.0,5624.74,5624.74,5624.74,5868.47,3041.62,2798.06,176.5,0.0,0.0
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-636.0,-636.0,-636.0
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,608.18,608.18,299.12,299.12,685.51,685.51,817.83,817.83,1072.78,1072.78,1072.78,1072.78,1337.14,1337.14,1337.14,1337.14,1646.97,1646.97,1796.16,1796.16,2138.32,2138.32,2138.32,2138.32,3540.7,3540.7,3540.7,3540.7,4234.04,4234.04,4234.04,4234.04,4910.43,4910.43,4910.43,4910.43,4910.43,4910.43,4910.43
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,2164.81,3390.66,2888.84,4790.65,6359.07,6645.16,7549.96,7634.0,9165.5,9453.44,9165.81,10019.25,10637.54,10978.69,11148.18,12476.81,13756.33,14161.69,14323.61,15854.93,19161.83,20072.98,22969.75,25131.69,27668.04,28729.16,32261.12,33944.36,39659.86,40813.98,45786.96,49364.63,51556.36,57064.44,61111.85,59004.34,1241.7,-3396.98,-4870.39
归属于母公司股东权益合计,3772.99,4998.84,10394.66,12296.47,14251.28,14537.37,38682.48,38766.52,40552.98,40840.92,40553.3,40967.3,41849.95,42191.09,42360.59,46782.01,45642.17,46047.53,46829.2,106545.53,111770.97,112862.73,115940.11,118773.68,123696.02,114817.84,129229.56,114776.78,122391.12,123545.23,128518.21,133150.51,136861.1,143039.2,150305.35,149085.35,88454.01,83924.73,82518.43
少数股东权益,0.0,3.58,0.0,0.0,0.0,0.0,307.63,237.15,120.23,59.86,-31.36,-93.08,-157.13,-218.73,-241.86,-257.06,-548.55,-602.44,-722.06,-794.01,-1417.07,-948.42,-631.34,576.56,3449.91,4841.61,5187.81,3633.12,6114.31,6067.46,6129.42,6135.21,5821.34,5918.57,5823.02,5754.22,6523.21,6523.21,6477.67
所有者权益(或股东权益)合计,3772.99,5002.42,10394.66,12296.47,14251.28,14537.37,38990.11,39003.67,40673.21,40900.78,40521.94,40874.22,41692.82,41972.36,42118.73,46524.94,45093.62,45445.08,46107.15,105751.52,110353.9,111914.31,115308.77,119350.24,127145.93,119659.45,134417.38,118409.91,128505.43,129612.7,134647.63,139285.72,142682.44,148957.77,156128.38,154839.58,94977.23,90447.94,88996.09
负债和所有者权益(或股东权益)总计,6807.98,8622.49,13532.39,16600.93,19681.35,18811.07,48968.97,47189.57,53574.46,56144.23,53619.08,55932.4,54685.9,53137.18,51974.77,57569.3,62810.5,65249.2,67865.9,159879.44,158537.98,160026.28,163668.02,167962.19,178672.0,207066.79,223842.46,233050.84,228880.9,226105.07,244966.17,247564.19,238509.13,241219.88,231816.09,234495.22,161222.91,160601.48,163457.65
