报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
投资收益,-53.54,5170.55,5085.86,5261.29,5.37,-98.05,9.78,183.74,-165.51,-3284.41,-2543.01,-6.4,1685.96,5472.65,8130.91,14412.46,118.05,806.95,40480.72,40631.91,90.24,111.79,172.4,825.59,63.3,370.32,110.9,558.46,210.16,292.26,618.09,606.34,240.08,4080.28,4396.59,2022.09,142.9,197.64,248.2,-1431.2,421.42,661.87,181.7,1647.02,746.01,243.72,1254.03,1804.26,758.96,1552.71,2645.87,4070.3,875.87,1816.2,3642.0,3954.34,1222.79,3354.59,22387.08,29688.43,53076.3,89744.36,91162.79
其中:对联营企业和合营企业的投资收益,-53.54,0.0,0.0,-369.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.99,0.0,0.0,0.0,4393.41,118.05,806.95,822.69,0.0,90.24,111.79,172.4,719.99,63.3,370.32,441.23,888.79,210.16,292.26,618.09,606.34,240.08,410.78,727.09,-1452.92,142.9,197.64,248.2,-2205.53,118.79,-238.04,-923.06,553.82,253.57,-265.7,58.19,-452.32,448.06,913.07,1781.31,2867.38,671.07,1413.83,2315.22,3346.72,1156.25,2252.18,3674.65,4857.31,1165.92,2048.22,3071.13
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,2159.7,7202.4,8749.23,7552.58,2222.36,4931.86,7614.44,5833.13,3055.12,3363.26,5253.09,5267.72,4439.18,9697.09,14775.64,19037.0,4033.03,6232.39,47718.58,42312.26,5082.73,7995.25,14460.44,4895.47,7754.44,13512.36,21902.43,20657.66,9289.65,17147.71,25045.66,32743.02,14350.98,30490.06,45288.11,56921.16,18741.06,36910.19,59047.14,73889.35,24499.99,48501.67,76680.96,98616.94,31886.25,63340.39,81066.74,99298.37,31903.21,61947.18,81101.5,96784.93,33209.78,64384.33,89918.81,118066.83,40417.34,79603.65,125976.82,154926.31,98039.76,138380.19,164320.7
加:营业外收入,0.5,17.46,25.63,1195.73,66.69,282.62,300.27,794.57,0.4,46.53,2947.51,2820.87,0.25,2.79,9.17,1074.06,0.12,3.16,493.69,435.32,1.33,1003.65,1055.36,1829.92,5.72,178.38,293.57,645.25,120.55,260.04,583.47,425.23,163.49,192.12,238.42,451.37,173.63,368.96,605.44,2631.54,36.18,71.2,334.09,10.6,5.09,11.45,19.71,179.8,2.38,2.84,18.87,367.14,3.21,125.55,129.95,29.02,30.13,4.65,20.17,44.17,7.35,11.44,14.8
减：营业外支出,2.67,3.8,13.2,43.56,10.74,71.28,80.15,85.7,6.96,13.56,29.78,46.62,0.96,41.31,229.89,225.05,0.99,1.04,42.45,58.94,1.01,6.44,8.01,19.14,0.09,12.14,17.68,125.25,0.02,0.02,56.2,786.43,0.0,57.73,57.73,320.67,3.34,9.91,9.94,627.57,0.0,426.33,627.02,1329.36,0.0,700.18,1100.18,1724.81,0.1,103.26,1104.03,1902.35,694.04,953.21,1206.57,7283.13,261.29,261.29,511.47,1525.19,63.09,63.13,68.52
其中：非流动资产处置损失,0.0,0.0,0.0,19.18,0.0,0.0,0.0,17.39,0.0,0.0,0.0,3.57,0.0,0.0,0.0,4.29,0.0,0.0,18.28,29.88,0.0,1.5,2.37,11.55,0.0,12.05,12.06,101.68,0.0,0.0,0.0,666.6,0.0,0.0,0.0,2.55,0.0,0.0,0.0,20.55,0.0,6.28,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,2157.52,7216.05,8761.66,8704.75,2278.31,5143.19,7834.56,6541.99,3048.55,3396.23,8170.81,8041.97,4438.47,9658.57,14554.91,19886.01,4032.16,6234.5,48169.83,42688.63,5083.05,8992.46,15507.79,6706.24,7760.07,13678.61,22178.32,21177.66,9410.18,17407.73,25572.93,32381.83,14514.47,30624.45,45468.8,57051.86,18911.35,37269.24,59642.64,75893.32,24536.17,48146.54,76388.03,97298.18,31891.35,62651.66,79986.27,97753.36,31905.49,61846.76,80016.33,95249.72,32518.95,63556.67,88842.19,110812.72,40186.18,79347.01,125485.53,153445.28,97984.02,138328.5,164266.98
减：所得税费用,781.18,2544.92,3345.61,1136.04,618.87,1466.01,2168.08,2085.77,601.33,704.87,1073.05,1273.92,774.65,1540.68,2304.86,2550.44,614.11,707.05,7454.44,6390.31,818.94,1335.48,2330.77,741.6,1246.4,2133.74,3589.7,3231.36,1447.98,2609.81,3777.74,4727.9,2391.54,4479.52,6720.97,8045.43,2824.51,5840.32,9628.87,11972.72,3537.72,7121.94,11528.4,13288.38,4572.52,9099.83,11372.63,13860.92,4566.63,8781.19,11405.47,14285.24,4810.79,9504.2,13518.54,17780.51,6517.62,11966.72,18714.37,22585.72,14866.3,20075.95,24000.58
五、净利润,1376.34,4671.13,5416.05,7568.71,1659.44,3677.18,5666.48,4456.22,2447.22,2691.35,7097.76,6768.06,3663.82,8117.9,12250.05,17335.57,3418.05,5527.45,40715.38,36298.32,4264.11,7656.99,13177.02,5964.64,6513.67,11544.87,18588.62,17946.31,7962.2,14797.92,21795.19,27653.92,12122.92,26144.93,38747.83,49006.43,16086.83,31428.92,50013.77,63920.6,20998.45,41024.6,64859.63,84009.8,27318.83,53551.82,68613.64,83892.44,27338.85,53065.56,68610.87,80964.48,27708.16,54052.47,75323.65,93032.2,33668.56,67380.28,106771.16,130859.57,83117.72,118252.55,140266.4
归属于母公司所有者的净利润,1296.72,4729.46,5640.21,7743.31,1721.33,3728.51,5693.85,4682.33,2564.54,2902.47,7442.41,7371.51,3794.0,8301.87,12510.94,17836.53,3466.27,5597.91,40881.67,36398.15,4340.24,7739.09,13214.99,6270.82,6650.99,11725.62,18830.73,18391.34,8034.11,14911.57,21932.87,27978.09,12197.29,26250.31,38908.93,49295.9,16156.31,31517.36,50046.95,64092.34,21029.46,41039.07,64858.87,83655.36,27380.22,53670.5,68760.79,83860.55,27362.86,53214.45,68812.47,81120.61,27746.9,54135.95,75569.11,92991.6,33665.81,67384.68,106760.78,130825.42,83120.62,118256.57,140277.54
少数股东损益,79.62,-58.33,-224.16,-174.6,-61.89,-51.33,-27.38,-226.11,-117.32,-211.12,-344.65,-603.45,-130.18,-183.97,-260.89,-500.95,-48.22,-70.46,-166.29,-99.82,-76.13,-82.11,-37.97,-306.18,-137.32,-180.76,-242.11,-445.03,-71.91,-113.65,-137.68,-324.17,-74.37,-105.38,-161.09,-289.46,-69.48,-88.44,-33.19,-171.75,-31.01,-14.47,0.76,354.43,-61.39,-118.68,-147.15,31.89,-24.01,-148.88,-201.6,-156.14,-38.74,-83.48,-245.45,40.6,2.75,-4.4,10.38,34.15,-2.9,-4.01,-11.14
基本每股收益(元/股),0.04,0.1283,0.153,0.21,0.05,0.1012,0.1545,0.13,0.07,0.0606,0.1553,0.15,0.08,0.1444,0.2176,0.31,0.06,0.0721,0.5267,0.47,0.06,0.1,0.1702,0.08,0.09,0.13,0.2,0.2,0.09,0.15,0.21,0.27,0.12,0.23,0.34,0.43,0.14,0.23,0.36,0.46,0.15,0.24,0.38,0.49,0.16,0.26,0.33,0.41,0.13,0.26,0.34,0.4,0.14,0.27,0.37,0.46,0.17,0.33,0.52,0.64,0.41,0.59,0.7
稀释每股收益(元/股),0.04,0.1283,0.153,0.21,0.05,0.1012,0.1545,0.13,0.07,0.0606,0.1553,0.15,0.08,0.1444,0.2176,0.31,0.06,0.0721,0.5267,0.47,0.06,0.1,0.1702,0.08,0.09,0.13,0.2,0.2,0.09,0.15,0.21,0.27,0.12,0.23,0.34,0.43,0.14,0.23,0.36,0.46,0.15,0.24,0.38,0.49,0.16,0.26,0.32,0.41,0.13,0.26,0.34,0.4,0.14,0.27,0.37,0.46,0.17,0.33,0.52,0.64,0.41,0.59,0.7
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12538.84,-2680.86,0.0,0.0,-7177.69,277.95,-58.65,-730.29,-1759.95,341.7,1007.25,841.5,821.1,833.85,-260.1,-119.85,80.66,-53.55,-79.05,673.2,795.6,469.2,-1884.5,-1884.5,-1884.5,0.0,0.0,0.0,114.82,0.0,0.0,0.0,212.35,0.0,0.0,0.0,155.35,0.0,0.0,0.0,342.6,0.0,0.0,0.0,-76.88,0.0,0.0,0.0,-54.31,0.0,0.0,0.0
八、综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19306.9,982.96,0.0,0.0,10157.88,3696.0,5468.8,39985.09,34538.38,4605.81,8664.24,14018.52,6785.74,7347.52,11284.77,18468.77,18026.97,7908.65,14718.87,22468.39,28449.52,12592.12,24260.43,36863.33,47121.93,16086.83,31428.92,50013.77,64035.42,20998.45,41024.6,64859.63,84222.14,27318.83,53551.82,68613.64,84047.79,27338.85,53065.56,68610.87,81307.08,27708.16,54052.47,75323.65,92955.33,33668.56,67380.28,106771.16,130805.26,83117.72,118252.55,140266.4
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19910.36,1113.14,0.0,0.0,10658.84,3744.22,5539.26,40151.38,34638.2,4681.94,8746.34,14056.49,7091.92,7484.84,11465.52,18710.88,18472.0,7980.56,14832.52,22606.07,28773.69,12666.49,24365.81,37024.43,47411.4,16156.31,31517.36,50046.95,64207.17,21029.46,41039.07,64858.87,83867.71,27380.22,53670.5,68760.79,84015.9,27362.86,53214.45,68812.47,81463.22,27746.9,54135.95,75569.11,92914.73,33665.81,67384.68,106760.78,130771.11,83120.62,118256.57,140277.54
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-603.45,-13.18,0.0,0.0,-500.95,-48.22,-70.46,-166.29,-99.82,-76.13,-82.11,-37.97,-306.18,-137.32,-180.76,-242.11,-445.03,-71.91,-113.65,-137.68,-324.17,-74.37,-105.38,-161.09,-289.46,-69.48,-88.44,-33.19,-171.75,-31.01,-14.47,0.76,354.43,-61.39,-118.68,-147.15,31.89,-24.01,-148.88,-201.6,-156.14,-38.74,-83.48,-245.45,40.6,2.75,-4.4,10.38,34.15,-2.9,-4.01,-11.14
