报表日期,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,8910.93,8254.16,12567.58,12233.65,12188.65,14960.46,15718.7,17871.48,18896.46,20669.4,20961.23,20478.76,19997.48,24300.1,21622.1,20288.94,20224.42,20059.54,20924.74,21833.47,18000.0,19570.02,84921.32,79585.98,71882.58,65845.63
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,257.31,7367.39,4.66,19194.7,23676.9,4.66,26800.0,24008.24,22100.0,3638.51,19844.79,18380.53,21394.08,447.03,640.62,22601.31,22425.01,17149.77,27145.71,26787.74,25820.16,158.33,1903.78,297.87,11.22
流动资产合计,23403.42,28330.3,35156.79,36885.78,57949.11,59523.48,64788.4,63710.45,65508.69,73379.37,69279.48,69861.18,69527.06,73881.34,73364.92,70815.61,69402.76,70698.99,77433.63,77394.54,78953.01,82265.91,267822.26,234034.34,227226.85,234811.62
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,350.0,350.0,350.0,350.0,550.0,550.0,550.0,550.0,550.0,200.0,200.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.72,388.72,394.21,353.04,375.75,1735.42,1608.4,1465.34,1302.71,1098.54,982.07,831.54,1062.61,1018.22,732.84,2711.75
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
在建工程(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75,0.0,1309.17,0.0,2209.91,0.0,5106.06,193.68,128.36,0.0,24.09,0.0,0.0,0.0,9418.2,10646.31,10787.47,11792.6
在建工程,0.0,20.05,39.45,155.76,125.76,174.75,0.0,32.18,25.75,77.03,1309.17,1333.88,2209.91,3660.97,5106.06,193.68,128.36,0.0,24.09,0.0,0.0,0.0,9418.2,0.0,10787.47,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产及清理(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513.46,0.0,1396.87,0.0,1272.48,0.0,1170.17,6979.55,7200.19,7260.57,7129.46,7005.99,6846.97,6746.14,9029.78,8672.08,8250.83,8295.1
固定资产净额,1809.74,2254.92,1938.79,1815.1,1833.57,1746.76,1673.85,1597.0,1513.46,1466.66,1396.87,1340.37,1272.48,1230.29,1170.17,6979.55,7200.19,7260.57,7129.46,0.0,6846.97,0.0,9029.78,0.0,8250.83,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,298.35,679.91,664.64,649.36,641.72,637.9,377.48,1398.89,1386.33,1373.77,1361.22,1348.66,1336.11,1323.55,1311.0,1298.44,1285.89,1273.33,1260.78,1248.22,1235.67,1223.11,14080.68,13810.16,13539.64,13269.12
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10964.56,10964.56,10964.56,10964.56
长期待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延所得税资产,112.32,144.2,325.43,461.03,553.43,514.74,685.11,685.11,626.96,685.11,855.45,912.51,958.4,889.09,1015.08,1104.5,1254.43,1118.79,1228.22,1189.52,1271.24,1184.36,5114.03,5450.84,5666.96,5200.36
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.31,105.0,0.0,0.0,0.0,0.0,0.0,0.0,76.29,0.0,0.0,0.0
非流动资产合计,2220.41,3099.09,2968.31,3081.24,3154.48,3424.14,4086.45,4063.19,3902.5,4152.58,5861.43,5874.14,6721.12,8006.94,9402.37,11616.59,11677.26,11318.03,11145.26,10942.27,10735.94,10385.15,50146.15,51212.18,50592.3,52883.49
资产总计,25623.83,31429.39,38125.1,39967.02,61103.59,62947.63,68874.85,67773.64,69411.19,77531.95,75140.91,75735.32,76248.18,81888.28,82767.29,82432.2,81080.02,82017.01,88578.89,88336.82,89688.95,92651.06,317968.41,285246.51,277819.14,287695.11
短期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15200.0,15200.0,15192.72,12588.17
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4650.86,0.0,7819.45,0.0,7068.69,0.0,6260.93,5943.91,7126.24,7283.12,7953.73,8044.99,7998.06,7458.72,44019.28,20082.91,16033.93,16968.04
应付票据,255.84,370.71,64.02,383.82,178.23,344.44,439.97,550.21,482.68,512.32,832.26,747.18,1177.49,925.15,421.11,822.71,694.06,0.0,876.86,0.0,1208.86,1769.67,1939.5,1168.0,2153.43,3751.1
应付账款,3398.09,2052.28,2746.93,3632.95,4101.62,4704.79,5731.6,5009.07,4168.19,6139.79,6987.19,6416.49,5891.2,8969.05,5839.82,5121.2,6432.18,0.0,7076.87,0.0,6789.19,5689.05,42079.78,18914.91,13880.5,13216.94
预收款项,7402.32,9107.62,10491.52,7373.71,5203.28,6400.81,8981.68,8861.18,9586.29,14649.23,8915.93,9263.06,9983.16,12212.5,13517.25,11502.29,9408.9,9440.99,12878.08,11660.58,11841.76,13743.67,45185.67,80.0,80.0,80.0
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,395.79,352.75,489.99,532.38,297.38,331.02,588.6,350.37,362.24,385.82,644.25,461.34,440.5,428.83,783.69,402.81,453.78,508.79,928.36,506.24,483.38,507.86,2936.31,2185.13,2055.11,2028.04
应交税费,601.46,864.19,827.94,1314.72,1300.43,789.03,1069.78,871.49,753.19,497.36,1540.15,2080.7,1672.93,1518.56,2268.36,1834.15,1662.89,1975.57,2691.22,2521.17,2902.28,3063.71,12262.93,4177.01,4022.36,3530.05
其他应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.89,0.0,86.47,0.0,34.0,0.0,34.37,21.92,33.73,25.03,37.71,39.81,19.66,17.57,10034.06,4840.81,5307.31,3421.82
应付利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3,0.0,70.87,53.37
应付股利,20.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应付款,519.95,501.47,962.4,1034.32,868.25,888.9,862.71,235.88,154.89,206.59,86.47,175.01,34.0,30.97,34.37,21.92,33.73,25.03,37.71,0.0,19.66,0.0,9980.76,0.0,5236.44,0.0
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.61,410.61,910.61,910.61
其他流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
流动负债合计,12594.15,13249.01,15582.81,14271.89,11949.19,13459.0,17674.34,15878.2,15507.47,22391.1,19006.24,19143.78,19199.28,24085.07,22864.61,19705.07,18685.54,19233.5,24489.1,22772.79,23245.14,24791.54,130048.86,89639.48,76711.0,68630.97
长期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,3500.0,3000.0,3000.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8814.21,8898.93,8983.66,19244.19
租赁负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12994.08,16708.69,17300.0,17300.0
长期应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
专项应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延所得税负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.19,198.19,198.19,186.73,186.73,186.73,186.73,2271.91,1990.24,1996.14,1779.73
长期递延收益,0.0,800.0,800.0,800.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,763.08,976.15,939.23,902.31,865.38,1103.86,1066.94,1030.02,1143.09,1106.17,1069.25,1032.32,995.4
其他非流动负债,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,400.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,763.08,976.15,1137.42,1100.5,1063.57,1290.6,1253.67,1216.75,1329.83,28686.37,32167.11,32312.12,42319.32
负债合计,12994.15,14049.01,16382.81,15071.89,12749.19,14259.0,18474.34,16678.2,16307.47,23191.1,19806.24,19943.78,19999.28,24848.14,23840.76,20842.49,19786.04,20297.08,25779.69,24026.46,24461.89,26121.37,158735.23,121806.59,109023.12,110950.29
实收资本(或股本),3690.0,3690.0,3690.0,5166.0,6888.0,13776.0,13776.0,13776.0,13776.0,13776.0,13776.0,13776.0,13776.0,13776.0,13776.0,13776.0,13776.0,13776.0,13776.0,13776.0,13776.0,13776.0,18826.5,18826.5,18826.5,18826.5
资本公积,6846.41,6846.41,6846.41,6108.41,26690.05,19802.05,19802.05,19802.05,19802.05,19802.05,19802.05,19802.05,19802.05,19802.05,19802.05,19802.05,19802.05,19802.05,19802.05,19802.05,19802.05,19802.05,83120.27,83120.27,83120.27,83120.27
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,359.01,857.71,1346.65,1853.62,1853.62,1853.62,2302.92,2302.92,2302.92,2302.92,2815.94,2815.94,2815.94,2815.94,3228.61,3228.61,3228.61,3228.61,3816.69,3816.69,3816.69,3816.69,4141.73,4141.73,4141.73,4141.73
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,1734.26,5986.26,9859.23,11767.09,12922.73,13256.95,14519.54,15214.46,17222.74,18418.76,18863.91,19343.44,19829.26,20509.8,22010.02,24769.14,24441.15,24873.84,25305.1,26827.95,27764.41,29080.11,51910.73,56096.41,61483.55,67935.26
归属于母公司股东权益合计,12629.68,17380.38,21742.29,24895.13,48354.4,48688.63,50400.52,51095.43,53103.72,54299.73,55257.9,55737.43,56223.25,56903.79,58816.68,61575.8,61247.81,61680.5,62699.84,64222.68,65159.15,66474.85,159185.01,163370.7,168757.84,176696.78
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.12,76.77,54.12,25.65,136.34,109.85,13.92,46.17,39.43,99.36,87.67,67.91,54.84,48.17,69.23,38.18,48.04
所有者权益(或股东权益)合计,12629.68,17380.38,21742.29,24895.13,48354.4,48688.63,50400.52,51095.43,53103.72,54340.85,55334.67,55791.54,56248.9,57040.13,58926.53,61589.72,61293.98,61719.94,62799.2,64310.35,65227.06,66529.69,159233.18,163439.92,168796.02,176744.82
负债和所有者权益(或股东权益)总计,25623.83,31429.39,38125.1,39967.02,61103.59,62947.63,68874.85,67773.64,69411.19,77531.95,75140.91,75735.32,76248.18,81888.28,82767.29,82432.2,81080.02,82017.01,88578.89,88336.82,89688.95,92651.06,317968.41,285246.51,277819.14,287695.11
