报表日期,2010-12-31,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-09-30,2015-12-31,2016-06-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
客户存款(吸收存款),323767000.0,391515600.0,465929900.0,520646800.0,580294600.0,612403766.0,630501400.0,689614200.0,728631100.0,778055500.0,780623500.0,791343300.0,806265900.0,0.0,0.0,834992900.0,862744000.0,914268400.0,910119100.0,916552600.0
应付职工薪酬,113200.0,91800.0,127700.0,242500.0,342300.0,657566.0,621900.0,723500.0,599600.0,0.0,0.0,0.0,804000.0,0.0,0.0,0.0,969800.0,0.0,1184000.0,0.0
应交税费,217600.0,258500.0,219900.0,368600.0,660300.0,250757.0,606000.0,259900.0,370300.0,0.0,0.0,0.0,908300.0,0.0,0.0,0.0,1783200.0,0.0,656500.0,0.0
应付利息,2829800.0,4043200.0,6162900.0,7686900.0,8619500.0,8657286.0,9131700.0,8166300.0,8955800.0,0.0,0.0,0.0,8854100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
代理业务负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付债券,0.0,0.0,0.0,0.0,0.0,2497249.0,2497300.0,2497400.0,5494300.0,7492200.0,7492500.0,7492800.0,7493200.0,0.0,0.0,7692600.0,7615400.0,7599900.0,10228000.0,10521400.0
递延所得税负债,0.0,0.0,0.0,0.0,0.0,78686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他负债,2233800.0,2296400.0,2542200.0,3074300.0,3602800.0,2455630.0,2974500.0,2522700.0,3556200.0,11996600.0,13022300.0,13847800.0,5191600.0,0.0,0.0,17198700.0,5202200.0,7999000.0,6104300.0,7934000.0
负债合计,333474900.0,401860100.0,478823400.0,543340400.0,611041600.0,654761767.0,702553300.0,769080100.0,791873400.0,812672400.0,817904400.0,833871100.0,858119400.0,877825100.0,887266500.0,888092100.0,904089800.0,965010900.0,957311600.0,959892900.0
股本,4100000.0,4100000.0,4500000.0,4700000.0,5700000.0,5700000.0,6860400.0,6860400.0,8103100.0,8103100.0,8103100.0,8103100.0,8103100.0,0.0,0.0,8103100.0,8103100.0,8103100.0,8103100.0,8103100.0
其他权益工具,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4784600.0,4784600.0,0.0,0.0,4786900.0,4786900.0,4786900.0,4786900.0,4786900.0
其中：优先股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4784600.0,0.0,0.0,0.0,4786900.0,4786900.0,4786900.0,0.0
资本公积,18500.0,1044300.0,499400.0,150400.0,344800.0,656625.0,3698400.0,3698400.0,7465900.0,7458600.0,7465900.0,7465900.0,7465900.0,0.0,0.0,7464800.0,7464800.0,7464800.0,7464800.0,7464800.0
减:库藏股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他综合收益,0.0,0.0,0.0,0.0,235100.0,0.0,489100.0,351800.0,7000.0,0.0,0.0,0.0,-504400.0,0.0,0.0,0.0,359300.0,0.0,311400.0,0.0
盈余公积,155700.0,384800.0,667700.0,966800.0,1292500.0,1292480.0,1641100.0,1641100.0,2039500.0,0.0,0.0,0.0,2515900.0,0.0,0.0,0.0,3037100.0,0.0,3037100.0,0.0
未分配利润,0.0,1440000.0,2488000.0,2436300.0,4529800.0,7620804.0,5880400.0,7303300.0,7657200.0,9036800.0,9720000.0,11106900.0,10631100.0,0.0,0.0,13549200.0,13293300.0,15145300.0,15211700.0,16902400.0
一般风险准备,1319900.0,1958800.0,3331800.0,5851200.0,6688700.0,6688655.0,8475400.0,8475400.0,9380300.0,0.0,0.0,0.0,10101100.0,0.0,0.0,0.0,10395900.0,0.0,10395900.0,0.0
外币报表折算差额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11434100.0,11380300.0,11154200.0,11125500.0,12112600.0,0.0,0.0,13005300.0,13792300.0,13775100.0,13744400.0,13805800.0
归属于母公司股东的权益,5594100.0,8927900.0,11486900.0,14104700.0,18790900.0,21958564.0,27044800.0,28330400.0,34653000.0,35978800.0,36443200.0,42586000.0,43097300.0,44824900.0,45263800.0,46909300.0,47440400.0,49275200.0,49310900.0,51063000.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,38300.0,37000.0,35800.0,35500.0,35000.0,38400.0,38400.0,0.0,0.0,84300.0,90900.0,93900.0,95000.0,96500.0
股东权益合计,5594100.0,8927900.0,11486900.0,14104700.0,18790900.0,21958564.0,27083100.0,28367400.0,34688800.0,36014300.0,36478200.0,42624400.0,43135700.0,44910200.0,45349800.0,46993600.0,47531300.0,49369100.0,49405900.0,51159500.0
负债及股东权益总计,339069000.0,410788000.0,490310300.0,557445100.0,629832500.0,676720331.0,729636400.0,797447500.0,826562200.0,848686700.0,854382600.0,876495500.0,901255100.0,922735300.0,932616300.0,935085700.0,951621100.0,1014380000.0,1006717500.0,1011052400.0
