code,name,type,report_date,pre_eps,range
300025,华星创业,预亏,2018-04-17,0.17,-276.67
002809,红墙股份,预升,2018-04-17,0.99,21.94
000667,美好置业,预升,2018-04-17,0.2598,0.3
000626,远大控股,预亏,2018-04-16,0.75,-148.24
002260,德奥通航,预亏,2018-04-16,0.02,-9343.06
000506,中润资源,预亏,2018-04-16,0.0095,0
000595,*ST宝实,预盈,2018-04-16,-0.11,119.34
002453,天马精化,预盈,2018-04-14,-0.54,105.45
000511,*ST烯碳,预盈,2018-04-14,-0.41,117.3
000056,皇庭国际,预增,2018-04-14,0.1,58.86
000883,湖北能源,预升,2018-04-14,0.293,13.84
000560,昆百大A,预降,2018-04-14,0.0676,-9.91
000040,东旭蓝天,预增,2018-04-14,0.19,207.62
000408,藏格控股,预升,2018-04-14,0.5,37.24
000589,黔轮胎A,预亏,2018-04-14,0.0196,-1555.29
000048,康达尔,预增,2018-04-14,0.0153,4705.55
000760,斯太尔,预亏,2018-04-14,0.06,-466.84
000979,中弘股份,预亏,2018-04-14,0.03,-1679.0
000690,宝新能源,预减,2018-04-14,0.33,-84.71
000428,华天酒店,预盈,2018-04-14,-0.28,137.76
000004,国农科技,预减,2018-04-14,0.46799999999999997,-78.2
000626,远大控股,预亏,2018-04-14,0.75,0.0
000616,海航投资,预盈,2018-04-14,-0.3,102.88
000893,东凌国际,预亏,2018-04-14,0.03,-13145.4
000917,电广传媒,预亏,2018-04-14,0.24,-239.69
000422,*ST宜化,预亏,2018-04-14,-1.431,-307.44
000923,河北宣工,预升,2018-04-14,0.0106,8.85
000815,美利云,预增,2018-04-14,0.01,622.22
000711,京蓝科技,预增,2018-04-14,0.06,2319.25
000825,太钢不锈,预增,2018-04-14,0.201,301.7
000982,*ST中绒,预盈,2018-04-14,-0.5874,103.36
000036,华联控股,预升,2018-04-14,1.18,0.43
000707,双环科技,预亏,2018-04-14,-1.3532,-18.87
000010,美丽生态,预亏,2018-04-14,0.0486,-2761.74
000005,世纪星源,预减,2018-04-14,0.1026,-85.66
000663,永安林业,预降,2018-04-14,0.36,-44.06
000806,银河生物,预降,2018-04-14,0.0117,-20.74
000735,罗牛山,预增,2018-04-14,0.0737,90.89
000816,智慧农业,预亏,2018-04-14,-0.1,0.0
000925,众合科技,预盈,2018-04-14,-0.336,155.0
000150,宜华健康,预减,2018-04-14,1.6623,-76.4784
000506,中润资源,预亏,2018-04-14,0.0095,-5111.23
000504,南华生物,预亏,2018-04-14,0.07,0.0
000767,漳泽电力,预亏,2018-04-14,0.037000000000000005,-2163.57
000680,山推股份,预升,2018-04-14,0.035,46.79
000415,渤海金控,预升,2018-04-14,0.37,15.53
000670,盈方微,预亏,2018-04-14,0.0296,-1469.27
002175,东方网络,预亏,2018-04-14,0.0828,-533.63
000676,智度股份,预增,2018-04-14,0.4552,65.83
000042,中洲控股,预增,2018-04-14,0.3959,140.32
000622,恒立实业,预亏,2018-04-14,0.1129,-157.06
000637,茂化实华,预增,2018-04-14,0.12,59.48
000023,深天地A,预增,2018-04-14,0.0717,206.53
000995,皇台酒业,减亏,2018-04-14,-0.71,41.06
000821,京山轻机,预增,2018-04-14,0.18,79.5
000957,中通客车,预减,2018-04-14,0.99,-67.36
000607,华媒控股,预降,2018-04-14,0.22,-34.69
000155,川化股份,预减,2018-04-14,1.85,-63.91
000831,五矿稀土,预增,2018-04-14,0.019,64.14
000597,东北制药,预增,2018-04-14,0.05,400.23
000950,*ST建峰,预增,2018-04-14,-1.11,315.74
000068,华控赛格,预增,2018-04-14,0.0099,226.84
001896,豫能控股,预减,2018-04-14,0.5376,-88.69
000720,*ST新能,预亏,2018-04-14,-0.0773,-527.87
000546,金圆股份,预升,2018-04-14,0.5133,14.84
000425,徐工机械,预增,2018-04-14,0.03,391.95
000518,四环生物,预增,2018-04-14,0.0043,200.49
000980,众泰汽车,预增,2018-04-14,0.16,1209.32
000700,模塑科技,预降,2018-04-14,0.26,-46.61
000019,深深宝A,预亏,2018-04-14,0.2139,-155.99
000520,长航凤凰,预增,2018-04-14,0.0096,423.04
000032,深桑达A,预减,2018-04-14,0.1438,-56.56
000901,航天科技,预增,2018-04-14,0.2507,65.9
002504,*ST弘高,预亏,2018-04-14,0.23,-163.33
000638,万方发展,预增,2018-04-14,0.0337,81.55
000863,三湘印象,预减,2018-04-14,0.58,-62.56
000713,丰乐种业,预降,2018-04-14,0.07,-45.51
600539,狮头股份,预亏,2018-04-14,-0.05,0
000503,海虹控股,预降,2018-04-14,0.0312,-40.49
000678,襄阳轴承,预降,2018-04-14,0.03,-0.68
000762,西藏矿业,预增,2018-04-14,0.0417,62.4
000519,中兵红箭,预降,2018-04-14,0.11,-4
000835,长城动漫,预盈,2018-04-14,-0.25,258.75
000007,全新好,预减,2018-04-14,0.3378,-78.91
000892,欢瑞世纪,预增,2018-04-14,0.62,59.23
000592,平潭发展,预减,2018-04-14,0.0105,-70.56
000820,神雾节能,预升,2018-04-14,0.75,4.44
000885,同力水泥,预升,2018-04-14,0.0899,27.95
000593,大通燃气,预盈,2018-04-14,-0.16899999999999998,145.29
000509,华塑控股,预盈,2018-04-14,-0.0865,117.52
002693,双成药业,预盈,2018-04-13,-0.96,101.65
000611,天首发展,预亏,2018-04-13,0.0159,-519.74
600446,金证股份,预降,2018-04-13,0.2815,-43.85
000912,*ST天化,预亏,2018-04-13,-1.09,-133.47
002204,大连重工,预降,2018-04-13,0.01,-7.2
000801,四川九洲,预减,2018-04-13,0.1863,-96.18
600651,飞乐音响,预减,2018-04-13,0.355,-80%
000975,银泰资源,预升,2018-04-13,0.2031,45.56
000584,哈工智能,预盈,2018-04-13,-0.667,122.01
000668,荣丰控股,预盈,2018-04-13,-0.28,126.15
000100,TCL集团,预增,2018-04-13,0.1312,66.32
000409,山东地矿,预亏,2018-04-13,-0.4095,0
300336,新文化,预降,2018-04-13,0.49,-7.09
300116,坚瑞沃能,预亏,2018-04-13,0.58,0
300169,天晟新材,预亏,2018-04-13,0.0558,-305.16
600165,新日恒力,预盈,2018-04-12,-0.28,0
000755,*ST三维,预盈,2018-04-12,-1.4382,115.721
000078,海王生物,预增,2018-04-12,0.1884,53.06
000627,天茂集团,预降,2018-04-12,0.44,-21.93
000830,鲁西化工,预增,2018-04-12,0.09,671.95
000716,黑芝麻,预增,2018-04-12,0.025,512.75%~635.29%
000823,超声电子,预升,2018-04-12,0.3487,2.5
002635,安洁科技,预升,2018-04-12,1.0,1.13
600408,*ST安泰,减亏,2018-04-12,-0.58,0
000955,欣龙控股,预升,2018-04-12,0.0595,41.73
002735,王子新材,预升,2018-04-12,0.46,4.07
300139,晓程科技,预亏,2018-04-11,0.1,-775.25
000672,上峰水泥,预增,2018-04-11,0.18,445.19
000962,东方钽业,预亏,2018-04-11,0.0658,-1421.8
000046,泛海控股,预降,2018-04-11,0.6045,-7
601798,蓝科高新,减亏,2018-04-11,-0.387,0
002132,恒星科技,预降,2018-04-11,0.09,-46.47
600321,*ST正源,减亏,2018-04-11,0.003,0
300356,光一科技,预亏,2018-04-11,0.3888,-701.56
000931,中关村,预降,2018-04-10,0.0405,-45.97
000657,中钨高新,预增,2018-04-10,0.0212,862.66
600079,人福医药,预增,2018-04-10,0.63,144%~150%
601021,春秋航空,预升,2018-04-10,1.19,32.73
600250,南纺股份,预增,2018-04-10,0.07,418%~464%
000809,*ST新城,预盈,2018-04-10,-0.29,142.05
603330,上海天洋,预降,2018-04-10,1.19,-47%~-39%
300288,朗玛信息,预升,2018-04-09,0.25,19.35
002452,长高集团,预降,2018-04-09,0.22899999999999998,-49.51
603808,歌力思,预增,2018-04-05,0.8183,52.96
000908,景峰医药,预降,2018-04-05,0.39,-31.75
600074,ST保千里,预亏,2018-04-05,0.35,0
600721,百花村,预亏,2018-04-05,0.4934,0
603896,寿仙谷,预升,2018-04-04,0.77,9.76
000581,威孚高科,预增,2018-04-04,1.66,50%~55%
000886,海南高速,预增,2018-04-04,0.064,50.47
600690,青岛海尔,预升,2018-04-04,0.826,37.37
000703,恒逸石化,预增,2018-04-04,0.61,95.39
601008,连云港,预降,2018-04-03,0.01,-7.16
000589,黔轮胎A,预亏,2018-04-03,0.0196,0
600238,海南椰岛,预亏,2018-04-03,-0.08,0
603908,牧高笛,预升,2018-04-03,0.95,13.38
000547,航天发展,预升,2018-04-03,0.17,13.16
603083,剑桥科技,预降,2018-04-03,0.9,-11.36
600792,云煤能源,预亏,2018-04-02,0.05,-200.12
002684,猛狮科技,预亏,2018-04-02,0.29,-236.98
002477,雏鹰农牧,预减,2018-03-31,0.28,-87.12
002123,梦网集团,预降,2018-03-31,0.3,-5.12
002676,顺威股份,预亏,2018-03-31,0.08,-255.88
600098,广州发展,预升,2018-03-31,0.2454,1.31
000572,海马汽车,预亏,2018-03-31,0.14,0
603136,天目湖,预升,2018-03-31,1.15,21.92
000511,*ST烯碳,预盈,2018-03-31,-0.41,0
603016,新宏泰,预降,2018-03-31,0.51,-29.17
000020,深华发A,预减,2018-03-31,0.0193,-90.84%~-63.35%
000939,凯迪生态,预亏,2018-03-31,0.22,0
601369,陕鼓动力,预升,2018-03-30,0.15,0.93
002174,游族网络,预升,2018-03-30,0.68,11.57
600167,联美控股,预升,2018-03-30,1.0276,0
300163,先锋新材,预亏,2018-03-30,0.14,-134.67
002353,杰瑞股份,预降,2018-03-30,0.13,-43.82
300235,方直科技,预减,2018-03-30,0.12,-52.08
300471,厚普股份,预减,2018-03-30,1.1420000000000001,-80.41
002365,永安药业,预增,2018-03-30,0.3331,113.74
000568,泸州老窖,预升,2018-03-29,1.375,30.69
000639,西王食品,预增,2018-03-29,0.3,141.07%~155.91%
000625,长安汽车,预降,2018-03-29,2.19,-30.61
000791,甘肃电投,预盈,2018-03-28,-0.1129,330.6
600120,浙江东方,预降,2018-03-28,1.31,-2.03
600330,天通股份,预升,2018-03-28,0.133,41.31
000656,金科股份,预升,2018-03-28,0.28,48.22
603335,迪生力,预减,2018-03-28,0.26,-80%~-74%
000636,风华高科,预升,2018-03-27,0.16,49.51
000820,神雾节能,预升,2018-03-27,0.75,0
002211,宏达新材,预增,2018-03-27,0.03,85.05
002631,德尔未来,预减,2018-03-26,0.29,-55.18
000539,粤电力A,预降,2018-03-24,0.18,-20.65
600004,白云机场,预升,2018-03-24,1.21,14.49
300256,星星科技,预减,2018-03-24,0.2269,-54.39
600888,新疆众和,预增,2018-03-23,0.0613,191%~239%
300319,麦捷科技,预亏,2018-03-22,0.73,-333.13
603388,元成股份,预增,2018-03-21,0.71,73.05
601901,方正证券,预降,2018-03-21,0.31,-43.45
000693,*ST华泽,预亏,2018-03-21,-0.6769,0
600007,中国国贸,预降,2018-03-21,0.68,-7.51
000555,神州信息,预升,2018-03-21,0.2637,15%~35%
000151,中成股份,预降,2018-03-21,0.3408,-13.4
603316,诚邦股份,预升,2018-03-21,0.4,12.86
000021,深科技,预增,2018-03-20,0.1457,152.45
000673,当代东方,预降,2018-03-20,0.2245,-40.2
600365,通葡股份,预增,2018-03-20,0.01,192.83
000926,福星股份,预增,2018-03-17,0.61,35%~85%
600834,申通地铁,预降,2018-03-16,0.1088,-0.52
600526,菲达环保,预亏,2018-03-16,0.08,0
600980,北矿科技,预升,2018-03-15,0.2428,19.54
603717,天域生态,预升,2018-03-14,0.8485,10.39
000530,大冷股份,预警,2018-03-14,0.31,0
600612,老凤祥,预升,2018-03-13,2.0215,7.44
601288,农业银行,预升,2018-03-13,0.55,4.9
600216,浙江医药,预降,2018-03-13,0.48,-41.52
600238,海南椰岛,预亏,2018-03-13,-0.08,0
603871,嘉友国际,预升,2018-03-13,2.4294,43.55
600398,海澜之家,预升,2018-03-12,0.7,6.6
000928,中钢国际,预降,2018-03-10,0.7917,0
603568,伟明环保,预增,2018-03-10,0.48,54.32
002080,中材科技,预增,2018-03-10,0.5276,91.15
000043,中航地产,预降,2018-03-09,0.242,-16.35%~0%
600379,宝光股份,预降,2018-03-08,0.1532,-0.25
603848,好太太,预升,2018-03-08,0.42,35.41
000889,茂业通信,预升,2018-03-08,0.3537,7.48
603777,来伊份,预降,2018-03-08,0.69,-25.37
600895,张江高科,预降,2018-03-07,0.47,-35.65
603701,德宏股份,预升,2018-03-07,0.94,20.1
000665,湖北广电,预升,2018-03-07,0.48,11.28
000598,兴蓉环境,预升,2018-03-06,0.29,2.47
600217,中再资环,预增,2018-03-06,0.1115,55.22
600663,陆家嘴,预升,2018-03-06,0.7879,18.17
000069,华侨城A,预升,2018-03-06,0.8395,22.36
000096,广聚能源,预降,2018-03-06,0.55,-48.72
603648,畅联股份,预升,2018-03-05,0.47,6.5
603609,禾丰牧业,预升,2018-03-03,0.51,10.32
603360,百傲化学,预升,2018-03-03,0.98,2.03
600648,外高桥,预升,2018-03-03,0.64,2.36
600259,广晟有色,预降,2018-03-03,0.1,-22.4
603898,好莱客,预升,2018-03-03,0.86,37.96
600738,兰州民百,预增,2018-03-03,0.16899999999999998,100%~135%
600795,国电电力,预减,2018-03-03,0.23199999999999998,-53.17
000750,国海证券,预减,2018-03-03,0.24,-63.05
600050,中国联通,预增,2018-03-02,0.0073,177.6
000952,广济药业,预降,2018-03-02,0.564,-25.82
603878,武进不锈,预升,2018-03-02,0.79,2.79
603811,诚意药业,预升,2018-03-02,1.07,1.82
600639,浦东金桥,预升,2018-03-02,0.5495,19.57
000709,河钢股份,预升,2018-03-01,0.15,19.55
000663,永安林业,预升,2018-03-01,0.36,0
002249,大洋电机,预降,2018-02-28,0.23,-9.23
002537,海联金汇,预增,2018-02-28,0.6,76.71
002665,首航节能,预降,2018-02-28,0.08,-39.64
002582,好想你,预增,2018-02-28,0.21,183.81
300480,光力科技,预升,2018-02-28,0.17,25.24
002731,萃华珠宝,预升,2018-02-28,0.39,8.68
002621,三垒股份,预增,2018-02-28,0.04,90.05
002791,坚朗五金,预降,2018-02-28,1.25,-24.09
002734,利民股份,预升,2018-02-28,0.83,25.36
300627,华测导航,预升,2018-02-28,1.14,28.51
002670,国盛金控,预升,2018-02-28,0.7915,16.48
002115,三维通信,预增,2018-02-28,0.0672,69.53
300311,任子行,预升,2018-02-28,0.25,38.3
002290,中科新材,预减,2018-02-28,0.13,-91.91
002251,步步高,预升,2018-02-28,0.1688,13.87
002063,远光软件,预升,2018-02-28,0.2206,32.28
300277,海联讯,预减,2018-02-28,0.078,-75.81
002564,天沃科技,预盈,2018-02-28,-0.41,169.53
300130,新国都,预降,2018-02-28,0.6,-44.47
002902,铭普光磁,预降,2018-02-28,0.86,-11.48
002853,皮阿诺,预升,2018-02-28,1.88,17.64
300218,安利股份,预亏,2018-02-28,0.26899999999999996,-130.0
300141,和顺电气,预减,2018-02-28,0.18,-81.49
002017,东信和平,预减,2018-02-28,0.24,-54.79
300303,聚飞光电,预减,2018-02-28,0.23,-61.44
002628,成都路桥,预减,2018-02-28,0.0596,-50.35
002572,索菲亚,预升,2018-02-28,1.48,36.37
002104,恒宝股份,预升,2018-02-28,0.205,12.22
002786,银宝山新,预降,2018-02-28,0.26,-34.82
002113,天润数娱,预减,2018-02-28,0.07400000000000001,-83.2
300108,吉药控股,预升,2018-02-28,0.37,10.45
300698,万马科技,预降,2018-02-28,0.37,-25.38
002004,华邦健康,预降,2018-02-28,0.28,-12.19
002272,川润股份,预减,2018-02-28,0.0347,-55.74
002905,金逸影视,预升,2018-02-28,1.55,7.9
300570,太辰光,预降,2018-02-28,1.0297,-1.24
300377,赢时胜,预增,2018-02-28,0.4239,74.42
002747,埃斯顿,预升,2018-02-28,0.27,38.77
300135,宝利国际,预升,2018-02-28,0.03,24.34
002176,江特电机,预增,2018-02-28,0.14,51.56
002397,梦洁股份,预降,2018-02-28,0.14,-37.7
002570,贝因美,预亏,2018-02-28,-0.76,-23.44
300089,文化长城,预降,2018-02-28,0.35,-45.57
300658,延江股份,预升,2018-02-28,1.19,0.79
300621,维业股份,预升,2018-02-28,0.54,41.62
002614,奥佳华,预升,2018-02-28,0.46,37.68
300182,捷成股份,预升,2018-02-28,0.3877,30.02
002079,苏州固锝,预降,2018-02-28,0.156,-8.91
300063,天龙集团,预降,2018-02-28,0.4899,-3.98
002468,申通快递,预升,2018-02-28,1.23,26.31
300143,星普医科,预增,2018-02-28,0.22,175.61
002563,森马服饰,预降,2018-02-28,0.53,-21.63
002559,亚威股份,预降,2018-02-28,0.3154,-18.2
300230,永利股份,预增,2018-02-28,0.6843,88.91
002672,东江环保,预降,2018-02-28,0.62,-11.81
002569,步森股份,预亏,2018-02-28,0.05,-654.93
300189,神农基因,预降,2018-02-28,0.0166,-26.08
002195,二三四五,预升,2018-02-28,0.33,46.72
002708,光洋股份,预减,2018-02-28,0.142,-81.29
300339,润和软件,预降,2018-02-28,0.85,-18.05
002458,益生股份,预亏,2018-02-28,1.7,-159.96
300013,新宁物流,预增,2018-02-28,0.2,138.77
300327,中颖电子,预升,2018-02-28,0.5669,24.73
002723,金莱特,预升,2018-02-28,0.0353,17.74
300009,安科生物,预升,2018-02-28,0.3681,39.91
002539,云图控股,预降,2018-02-28,0.14,-27.09
300680,隆盛科技,预降,2018-02-28,0.64,-47.46
002851,麦格米特,预升,2018-02-28,0.8232,8.25
002767,先锋电子,预升,2018-02-28,0.3,2.34
002248,华东数控,预盈,2018-02-28,-0.7577,116.2
002024,苏宁易购,预增,2018-02-28,0.08,497.66
300262,巴安水务,预升,2018-02-28,0.3595,10.12
002906,华阳集团,预降,2018-02-28,0.74,-5.07
002436,兴森科技,预降,2018-02-28,0.13,-14.24
300713,英可瑞,预降,2018-02-28,2.3,-13.96
002519,银河电子,预降,2018-02-28,0.52,-36.08
002226,江南化工,预升,2018-02-28,0.0747,31.96
300514,友讯达,预增,2018-02-28,0.5829,63.57
002047,宝鹰股份,预升,2018-02-28,0.27,8.54
300710,万隆光电,预升,2018-02-28,0.8804,3.95
002669,康达新材,预降,2018-02-28,0.41,-46.44
002813,路畅科技,预降,2018-02-28,0.43,-39.41
002833,弘亚数控,预增,2018-02-28,1.55,50.96
300026,红日药业,预降,2018-02-28,0.22,-31.83
300057,万顺股份,预升,2018-02-28,0.1722,5.27
002663,普邦股份,预增,2018-02-28,0.06,72.3
002601,龙蟒佰利,预增,2018-02-28,0.43,463.95
300675,建科院,预升,2018-02-28,0.2867,7.58
300511,雪榕生物,预升,2018-02-28,0.76,17.34
002518,科士达,预升,2018-02-28,0.67,25.03
300330,华虹计通,预盈,2018-02-28,-0.17,120.73
002433,太安堂,预升,2018-02-28,0.32,20.89
300070,碧水源,预升,2018-02-28,0.6,38.86
300160,秀强股份,预升,2018-02-28,0.2,1.46
002410,广联达,预升,2018-02-28,0.377,11.66
300579,数字认证,预升,2018-02-28,1.0,39.59
002576,通达动力,预降,2018-02-28,0.03,-15.95
002293,罗莱生活,预升,2018-02-28,0.4521,35.25
002555,三七互娱,预增,2018-02-28,0.513,54.62
002655,共达电声,预亏,2018-02-28,0.05,-1058.43
002549,凯美特气,预增,2018-02-28,0.03,151.99
002925,盈趣科技,预增,2018-02-28,1.17,120.86
002721,金一文化,预升,2018-02-28,0.27,6.1
300071,华谊嘉信,预亏,2018-02-28,0.19,-134.6
002040,南京港,预升,2018-02-28,0.3364,25.61
002175,东方网络,预减,2018-02-28,0.0828,-70.04
002285,世联行,预升,2018-02-28,0.37,34.24
002571,德力股份,预盈,2018-02-28,-0.1564,177.33
300441,鲍斯股份,预增,2018-02-28,0.21,115.54
002605,姚记扑克,预降,2018-02-28,0.258,-22.42
002580,圣阳股份,预降,2018-02-28,0.24,-42.13
002407,多氟多,预降,2018-02-28,0.76,-46.1
300368,汇金股份,预亏,2018-02-28,0.0841,-456.84
002730,电光科技,预升,2018-02-28,0.12,48.21
300029,天龙光电,预盈,2018-02-28,-0.2851,225.48
002140,东华科技,预亏,2018-02-28,0.18,-177.18
002872,天圣制药,预升,2018-02-28,1.41,11.54
002235,安妮股份,预亏,2018-02-28,0.0366,-3175.74
002887,绿茵生态,预升,2018-02-28,2.87,13.13
002526,山东矿机,预增,2018-02-28,0.02,556.39
002102,冠福股份,预升,2018-02-28,0.11199999999999999,18.41
002780,三夫户外,预亏,2018-02-28,0.52,-134.44
002135,东南网架,预增,2018-02-28,0.06,109.37
002330,得利斯,预降,2018-02-28,0.018000000000000002,-13.93
002503,搜于特,预增,2018-02-28,0.26,75.81
002562,兄弟科技,预增,2018-02-28,0.32,140.24
002350,北京科锐,预降,2018-02-28,0.3503,-8.27
002088,鲁阳节能,预增,2018-02-28,0.45,104.21
002900,哈三联,预升,2018-02-28,1.11,4.65
002687,乔治白,预升,2018-02-28,0.18,21.02
002917,金奥博,预升,2018-02-28,0.99,1.67
002598,山东章鼓,预升,2018-02-28,0.179,24.43
002203,海亮股份,预升,2018-02-28,0.3298,28.31
002492,恒基达鑫,预升,2018-02-28,0.1643,43.71
002411,必康股份,预降,2018-02-28,0.652,-1.45
002139,拓邦股份,预升,2018-02-28,0.35,46.26
002765,蓝黛传动,预降,2018-02-28,0.62,-2.58
002470,金正大,预降,2018-02-28,0.32,-28.72
002023,海特高新,预降,2018-02-28,0.05,-18.07
002654,万润科技,预升,2018-02-28,0.18,46.11
002568,百润股份,预盈,2018-02-28,-0.16,224.23
002921,联诚精密,预降,2018-02-28,0.79,-1.41
002306,*ST云网,减亏,2018-02-28,-0.07,62.13
300449,汉邦高科,预增,2018-02-28,0.22,56.75
002131,利欧股份,预降,2018-02-28,0.37,-24.73
300041,回天新材,预升,2018-02-28,0.2421,13.74
300531,优博讯,预降,2018-02-28,1.01,-22.34
300411,金盾股份,预增,2018-02-28,0.27,86.66
002379,宏创控股,预增,2018-02-28,0.0153,178.66
002219,恒康医疗,预降,2018-02-28,0.2139,-32.51
002268,卫士通,预升,2018-02-28,0.3601,8.21
002065,东华软件,预降,2018-02-28,0.5731,-23.02
002321,华英农业,预降,2018-02-28,0.171,-33.01
002329,皇氏集团,预降,2018-02-28,0.3469,-19.82
002310,东方园林,预增,2018-02-28,0.51,68.37
002304,洋河股份,预升,2018-02-28,3.87,13.23
002824,和胜股份,预降,2018-02-28,0.83,-12.7
300488,恒锋工具,预升,2018-02-28,1.19,49.2
002130,沃尔核材,预升,2018-02-28,0.1854,49.13
002111,威海广泰,预降,2018-02-28,0.46,-32.52
002546,新联电子,预升,2018-02-28,0.11,25.95
002725,跃岭股份,预减,2018-02-28,0.28,-64.58
002429,兆驰股份,预增,2018-02-28,0.23,63.25
002599,盛通股份,预增,2018-02-28,0.27,156.46
300560,中富通,预升,2018-02-28,0.69,6.64
002170,芭田股份,预亏,2018-02-28,0.1019,-209.82
300304,云意电气,预升,2018-02-28,0.51,27.87
002446,盛路通信,预降,2018-02-28,0.36,-27.35
002188,ST巴士,预亏,2018-02-28,0.31,-2108.09
002424,贵州百灵,预升,2018-02-28,0.34,9.07
300389,艾比森,预降,2018-02-28,0.4765,-32.61
002400,省广集团,预亏,2018-02-28,0.5,-130.28
300552,万集科技,预降,2018-02-28,0.82,-44.59
002366,台海核电,预增,2018-02-28,0.9,165.91
002072,凯瑞德,预减,2018-02-28,0.08199999999999999,-54.76
300175,朗源股份,预升,2018-02-28,0.06,40.0
002389,南洋科技,预增,2018-02-28,0.17,170.21
002666,德联集团,预升,2018-02-28,0.19,15.7
002364,中恒电气,预减,2018-02-28,0.29,-58.75
002179,中航光电,预升,2018-02-28,1.22,12.48
002443,金洲管道,预增,2018-02-28,0.12,158.77
002042,华孚时尚,预升,2018-02-28,0.58,40.82
002799,环球印务,预降,2018-02-28,0.31,-11.41
002264,新华都,预亏,2018-02-28,0.08,-196.47
300054,鼎龙股份,预升,2018-02-28,0.51,40.08
002404,嘉欣丝绸,预升,2018-02-28,0.19,12.25
002166,莱茵生物,预增,2018-02-28,0.16,202.06
300408,三环集团,预升,2018-02-28,0.62,2.39
002420,毅昌股份,预亏,2018-02-28,0.05,-2575.46
002387,黑牛食品,预降,2018-02-28,0.0558,-38.75
002271,东方雨虹,预升,2018-02-28,1.22,20.95
002121,科陆电子,预增,2018-02-28,0.2293,69.07
300360,炬华科技,预降,2018-02-28,0.71,-38.54
002077,大港股份,预降,2018-02-28,0.08,-20.93
300075,数字政通,预升,2018-02-28,0.34,30.29
002297,博云新材,预亏,2018-02-28,0.01,-1092.04
002638,勤上股份,预盈,2018-02-28,-0.4339,121.46
002286,保龄宝,预升,2018-02-28,0.13,0.57
002053,云南能投,预降,2018-02-28,0.4838,-39.94
002800,天顺股份,预升,2018-02-28,0.53,16.33
300049,福瑞股份,预降,2018-02-28,0.4596,-26.85
300366,创意信息,预升,2018-02-28,0.5149,49.05
002354,天神娱乐,预增,2018-02-28,1.87,85.63
300512,中亚股份,预升,2018-02-28,0.7,16.42
002091,江苏国泰,预升,2018-02-28,0.75,46.72
300085,银之杰,预减,2018-02-28,0.1182,-65.86
300259,新天科技,预升,2018-02-28,0.22,48.68
002805,丰元股份,预增,2018-02-28,0.27,68.6
300554,三超新材,预增,2018-02-28,0.9722,128.57
002172,澳洋科技,预降,2018-02-28,0.38,-34.92
002068,黑猫股份,预增,2018-02-28,0.16,410.74
