科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"18,037,916.53","24,103,084.01","37,149,294.42","9,496,300.61","20,749,189.54","33,286,550.49","46,961,773.70","16,196,415.33","30,448,686.51","49,356,117.58","70,097,656.49","24,661,469.92","51,415,678.87","83,460,225.25","116,014,558.99","43,288,975.74","77,339,307.06","125,528,582.20","175,024,529.37","48,468,020.43","89,821,067.95","140,800,264.18","193,661,666.57","55,504,472.33","101,307,706.40","150,135,203.75"
取得借款收到的现金,"199,151,003.06","338,954,917.06","525,582,639.05","110,620,676.17","188,683,727.93","289,322,020.59","317,176,167.09","178,435,442.37","454,899,372.18","543,586,101.22","612,001,346.93","34,475,557.32","269,818,946.81","742,917,744.78","1,064,652,182.27","329,565,136.60","897,425,014.15","1,309,074,458.89","1,639,853,013.03","61,419,315.97","347,688,675.92","385,115,333.30","421,174,415.59","150,000,000.00","150,560,920.32","150,568,281.24"
支付的各项税费,"46,023,974.36","58,745,302.88","80,036,455.73","17,758,571.32","41,362,827.08","60,725,465.96","88,282,542.80","24,000,735.73","44,745,198.55","68,719,191.48","100,806,171.97","22,864,997.91","49,192,879.77","82,685,604.34","124,845,570.49","26,588,915.20","52,852,712.42","83,827,019.89","116,630,858.80","24,428,541.24","52,005,912.63","99,171,500.93","150,133,454.60","39,764,387.71","69,154,362.75","101,582,736.01"
收到其他与筹资活动有关的现金,,,,,,,,,,,,"8,820,000.00","8,820,000.00","8,820,000.00","8,820,000.00",,"9,052,680.00","121,052,680.00","97,952,680.00","31,022,404.00","47,592,566.20","141,592,566.20","61,592,566.20","3,167,609.01",,
支付其他与经营活动有关的现金,"12,689,155.79","26,196,043.99","21,282,693.96","8,435,885.49","3,961,986.03","6,695,733.66","21,879,105.36","8,838,145.98","12,484,567.78","20,076,913.99","19,220,821.14","7,144,781.99","26,468,070.34","33,786,276.52","27,059,358.59","7,315,392.91","22,064,308.02","31,369,390.66","36,407,826.16","20,653,711.39","20,381,597.25","16,884,938.86","24,634,897.92","22,844,549.06","14,876,984.65","13,056,534.72"
筹资活动现金流入小计,"199,151,003.06","338,954,917.06","525,582,639.05","110,620,676.17","908,683,727.93","1,009,322,020.59","1,000,376,167.09","178,435,442.37","454,899,372.18","555,925,301.22","625,979,346.93","43,295,557.32","278,638,946.81","753,007,594.78","1,074,953,132.27","329,565,136.60","903,393,804.15","1,427,043,248.89","1,734,721,803.03","88,733,709.97","391,573,232.12","1,229,904,704.12","1,185,963,786.41","153,167,609.01","146,086,685.32","146,094,046.24"
经营活动现金流出小计,"858,894,405.47","1,125,326,680.13","1,431,181,978.01","317,616,663.88","721,485,959.16","1,373,312,935.89","1,521,342,655.17","521,637,428.98","999,577,676.44","1,523,826,618.63","1,826,371,816.86","409,060,366.18","829,788,412.07","1,498,884,013.94","2,130,604,099.41","613,776,186.23","1,262,013,781.39","2,040,285,787.26","2,696,897,281.17","624,116,648.52","995,834,902.93","1,734,310,644.95","2,541,795,793.87","776,719,169.29","1,314,035,689.54","1,835,978,847.34"
偿还债务支付的现金,"251,946,891.95","307,693,408.99","546,336,388.33","55,957,839.80","126,914,284.46","250,451,911.76","361,762,415.92","75,263,228.46","161,469,931.99","400,064,195.69","537,632,735.77","90,382,464.81","249,926,452.39","812,431,253.69","1,145,436,407.94","255,658,612.75","587,991,530.69","909,555,707.67","1,461,424,784.79","220,901,917.65","542,751,093.65","753,466,474.47","857,766,796.63",,,"568,281.24"
经营活动产生的现金流量净额,"95,621,061.95","88,573,051.56","92,335,694.44","-16,713,199.22","-9,923,249.16","-172,913,318.83","8,731,320.77","-267,011,638.15","-350,796,868.38","-397,863,260.74","-103,634,909.97","-91,002,865.59","-27,278,260.03","32,886,717.34","162,204,224.37","-189,037,035.82","-265,419,113.71","-288,431,242.60","-81,018,774.19","69,626,385.87","129,566,828.61","107,362,196.99","420,499,636.20","-318,966,793.20","-298,189,990.49","-246,576,550.09"
分配股利、利润或偿还利息支付的现金,"45,105,577.02","25,143,319.75","52,380,837.94","2,593,346.49","4,822,686.64","6,887,201.23","8,575,732.57","944,296.75","49,848,724.23","54,201,976.22","55,833,327.13","1,166,900.46","56,416,935.17","73,963,277.91","75,419,877.14","1,836,268.88","42,964,158.69","49,427,403.13","58,105,225.17","4,675,771.97","8,543,237.66","12,315,584.37","12,729,818.49",,"42,116,235.68","48,648,079.61"
收回投资收到的现金,,,,,,,,,,"90,234,000.00",,"23,000,000.00","63,000,000.00","78,000,000.00","163,000,000.00","30,600,000.00","60,600,000.00","60,600,000.00","60,600,000.00","10,000,000.00","32,000,000.00","32,000,000.00","32,000,000.00",,,
支付其他与筹资活动有关的现金,,,,"530,915.35","44,524,250.03","44,576,650.03","7,977,676.18",,"8,820,000.00","8,820,000.00","8,820,000.00",,,,"18,900,000.00",,"32,132,367.76","74,872,871.76","61,593,144.91","5,479,200.00","5,487,923.70","14,254,419.40","9,422,028.41",,"6,165,140.00","12,146,681.00"
取得投资收益收到的现金,"1,250,000.00","562,500.00","3,375,000.00",,"1,687,500.00","1,687,500.00","1,687,500.00",,"2,058,750.00","2,806,068.12","4,240,840.70","1,393,135.61","4,965,229.87","6,172,681.93","6,866,646.25","633,483.63","2,218,969.16","2,218,969.16","2,218,969.16","21,863.01","869,116.54","869,116.54","869,116.54","12,092.00","112,092.00","485,706.76"
筹资活动现金流出小计,"297,052,468.97","332,836,728.74","598,717,226.27","59,082,101.64","176,261,221.13","301,915,763.02","378,315,824.67","76,207,525.21","220,138,656.22","463,086,171.91","602,286,062.90","91,549,365.27","306,343,387.56","886,394,531.60","1,239,756,285.08","257,494,881.63","663,088,057.14","1,033,855,982.56","1,581,123,154.87","231,056,889.62","556,782,255.01","780,036,478.24","879,918,643.53",,"48,281,375.68","61,363,041.85"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"2,465,000.00","208,881.60",,,,,"9,000.00","357,000.00","418,000.00","518,000.00",,,"37,000.00","37,000.00",,"-10,400.00","259,600.00","259,600.00",,,"5,950.00","24,714.60",,,
筹资活动产生的现金流量净额,"-97,901,465.91","6,118,188.32","-73,134,587.22","51,538,574.53","732,422,506.80","707,406,257.57","622,060,342.42","102,227,917.16","234,760,715.96","92,839,129.31","23,693,284.03","-48,253,807.95","-27,704,440.75","-133,386,936.82","-164,803,152.81","72,070,254.97","240,305,747.01","393,187,266.33","153,598,648.16","-142,323,179.65","-165,209,022.89","449,868,225.88","306,045,142.88","153,167,609.01","97,805,309.64","84,731,004.39"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-8,969.18","1,742,726.71","6,514,442.51","277,335.41","-5,681.73","-1,641,958.10","248,109.12","740,139.82","5,227,793.96","7,776,035.86","9,968,287.87","-865,746.85","-3,884,607.12","-3,567,212.91","-1,755,535.46","-5,864,049.50","-9,680,910.60","-32,325,708.53","-42,949,267.75","-1,537,270.21","-4,522,011.56","-6,562,794.38","-9,655,594.00","-712,459.90","-1,860,827.79","70,547.16"
收到其他与投资活动有关的现金,,,,,,,"1,094,887.08",,,,,,"13,386,731.84",,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,250,000.00","3,027,500.00","3,583,881.60",,"1,687,500.00","1,687,500.00","2,782,387.08","9,000.00","2,415,750.00","93,458,068.12","4,758,840.70","24,393,135.61","81,351,961.71","84,209,681.93","169,903,646.25","31,233,483.63","62,808,569.16","63,078,569.16","63,078,569.16","10,021,863.01","32,869,116.54","32,875,066.54","32,893,831.14","12,092.00","112,092.00","485,706.76"
五、现金及现金等价物净增加额,"-38,319,808.96","27,989,980.48","-18,860,817.95","18,205,629.71","695,352,366.50","479,182,470.90","538,544,436.62","-190,490,476.45","-246,492,771.98","-475,566,658.38","-376,877,114.82","-141,105,292.94","-14,975,100.48","-105,001,898.15","-817,910.53","-105,504,250.07","-28,010,841.03","68,709,346.22","17,723,161.08","-110,107,569.52","-70,621,807.98","475,793,828.15","642,419,820.41","-175,983,133.14","-217,053,701.76","-183,224,835.09"
购建固定资产、无形资产和其他长期资产支付的现金,"37,280,435.82","71,471,486.11","48,160,249.28","16,897,081.01","28,828,709.41","55,356,009.74","95,277,722.77","26,455,895.28","47,866,163.52","67,929,630.93","118,049,617.45","25,376,008.16","37,459,754.29","51,649,919.53","65,882,623.78","13,906,903.35","31,025,132.89","41,799,538.14","49,986,014.30","11,595,368.54","24,026,718.68","21,241,495.88","25,875,624.81","9,483,581.05","14,920,285.12","21,935,543.31"
期初现金及现金等价物余额,"146,567,828.85","108,248,019.89","136,238,000.37","74,792,867.47","117,377,182.42","117,377,182.42","117,377,182.42","655,921,619.04","655,921,619.04","655,921,619.04","655,921,619.04","279,044,504.22","279,044,504.22","279,044,504.22","279,044,504.22","278,226,593.69","278,226,593.69","278,226,593.69","278,226,593.69","295,949,754.77","295,949,754.77","295,949,754.77","295,949,754.77","938,369,575.18","938,369,575.18","938,369,575.18"
投资支付的现金,,,,,,,,,"90,234,000.00","203,847,000.00","193,613,000.00",,,"15,000,000.00","35,600,000.00",,"25,000,000.00","25,000,000.00","25,000,000.00","34,300,000.00","34,300,000.00","81,487,571.00","81,487,571.00",,,
期末现金及现金等价物余额,"108,248,019.89","136,238,000.37","117,377,182.42","92,998,497.18","812,729,548.92","596,559,653.32","655,921,619.04","465,431,142.59","409,428,847.06","180,354,960.66","279,044,504.22","137,939,211.28","264,069,403.74","174,042,606.07","278,226,593.69","172,722,343.62","250,215,752.66","346,935,939.91","295,949,754.77","185,842,185.25","225,327,946.79","771,743,582.92","938,369,575.18","762,386,442.04","721,315,873.42","755,144,740.09"
