科目,2012-12-31,2013-12-31,2014-12-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
流动资产合计,"155,586,950.56","232,772,721.80","355,531,291.65","415,584,222.35","439,527,107.90","699,444,900.62","595,453,230.45","630,938,126.07","700,914,766.03","822,761,371.54","890,711,382.68","1,018,567,725.82","1,004,263,066.59","1,087,286,170.89","2,273,919,155.23","2,322,337,821.49","2,319,513,316.59","2,368,134,097.38"
流动负债合计,"77,440,875.87","133,241,607.64","220,268,532.68","296,950,613.15","303,599,250.72","317,148,420.10","210,133,032.84","239,855,433.95","323,544,803.23","440,108,139.66","535,074,477.56","613,210,886.05","798,260,485.14","885,563,009.76","1,450,602,864.86","1,529,845,745.47","1,365,804,031.38","1,347,163,618.08"
可供出售金融资产,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,
长期应收款,"33,620,812.25","54,926,987.34","66,766,266.00","113,530,368.33","110,963,969.48","100,449,912.72","97,918,448.92","114,649,454.78","173,452,411.28","188,074,685.70","227,908,292.26","231,392,451.17","524,840,107.75","565,486,910.90","775,411,837.90","861,991,643.94","787,049,121.57","786,466,212.52"
长期应付款,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,"10,751,748.12","10,695,674.82","12,261,363.71","11,989,762.90"
专项应付款,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,"2,596,565.01","2,519,911.95","2,443,258.89","2,366,605.83","2,345,715.01","2,269,061.95","2,192,408.89","2,115,755.83","3,800,782.01","3,674,620.79"
预计负债,,,,,,,,,,,,,,,,,,
固定资产,"7,325,799.88","17,349,355.95","16,981,390.24","16,326,714.29","18,474,197.05","19,134,329.54","22,771,707.02","22,706,466.18","28,444,529.61","34,360,077.21","38,936,313.74","41,002,722.71","45,473,710.35","48,814,152.32","59,745,734.61","63,632,275.76","62,528,772.27","60,559,627.80"
递延所得税负债,,,,,,,,,,,,,,,,,"953,436.63",
在建工程,"8,442,756.50","360,255.00","729,964.72","2,054,000.00","2,368,884.64","2,730,850.64",,"2,211,956.96","5,187,102.74",,"6,802,121.88","6,655,077.00","2,413,941.27","2,413,941.27","2,638,540.68","46,143.62",,
其他非流动负债,,,,,,"3,596,000.00",,,"10,475,240.94","11,644,330.13","17,643,865.55","20,672,218.93","23,841,598.86","27,414,362.90","26,691,862.28","38,703,241.24","34,833,252.34","33,759,323.89"
工程物资,,,,,,,,,,,,,,,,,,
非流动负债合计,"3,990,000.00","4,092,000.00","3,901,000.00","3,676,500.00","3,685,000.00","3,596,000.00","3,552,000.00","3,513,000.00","13,944,240.94","15,074,330.13","21,029,865.55","24,016,718.93","77,301,002.90","80,832,266.94","80,068,266.32","92,038,145.28","89,593,015.65","88,477,587.20"
固定资产清理,,,,,,,,,,,,,,,,,,
负债合计,"81,430,875.87","137,333,607.64","224,169,532.68","300,627,113.15","307,284,250.72","320,744,420.10","213,685,032.84","243,368,433.95","337,489,044.17","455,182,469.79","556,104,343.11","637,227,604.98","875,561,488.04","966,395,276.70","1,530,671,131.18","1,621,883,890.75","1,455,397,047.03","1,435,641,205.28"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","120,000,000.00","120,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","344,760,935.00","344,760,935.00","344,760,935.00","344,760,935.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"8,104,208.13","8,104,208.13","8,104,208.13","8,104,208.13","8,104,208.13","205,175,508.13","205,944,962.85","25,944,962.85","25,944,962.85","25,944,962.85","25,944,962.85","25,944,962.85","25,944,962.85","25,944,962.85","844,667,372.17","844,667,372.17","844,667,372.17","844,667,372.17"
无形资产,"5,764,252.35","5,647,409.43","5,530,566.51","5,442,934.32","5,432,698.59","5,403,487.86","5,373,287.13","5,344,076.40","5,313,875.67","5,284,664.94","5,254,464.21","5,224,758.48","5,195,052.75","5,165,842.02","9,943,753.48","9,649,456.99","9,775,997.87","18,597,448.21"
盈余公积,"4,336,277.13","9,092,004.36","14,098,440.22","14,098,440.22","19,119,953.27","19,119,953.27","19,119,953.27","19,119,953.27","29,441,702.95","29,441,702.95","29,441,702.95","29,441,702.95","46,825,132.81","46,766,642.25","46,825,132.81","46,825,132.81","75,049,475.15","75,049,475.15"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,"200,557,559.85","200,557,559.85","182,339,590.00","182,339,590.00"
未分配利润,"28,982,924.12","70,224,722.27","112,878,488.49","144,494,863.12","157,564,714.23","167,484,182.82","169,542,643.82","194,627,272.22","235,784,578.69","255,943,704.40","272,626,922.04","323,302,071.69","362,059,599.81","395,739,951.18","540,236,966.10","580,811,573.01","615,117,398.65","685,310,613.96"
长期待摊费用,"301,425.96","141,608.79","26,387.06",,,,,,"2,006,622.59","2,062,425.53","1,792,018.97","1,589,790.41","1,387,561.85","1,189,252.82","7,373,342.75","8,373,231.35","9,311,545.90","8,985,139.81"
少数股东权益,,,,,,,,,,,"1,365,776.86","1,130,874.26","576,073.64","218,523.41","53,280,215.31","59,320,746.39","83,102,177.60","87,119,659.40"
递延所得税资产,"1,812,287.75","3,556,204.09","3,684,803.34","4,386,385.33","5,306,268.69","5,360,582.94","6,575,919.26","7,210,541.90","8,692,600.73","9,397,888.12","9,584,040.18","9,954,398.31","12,679,175.70","13,415,396.22","15,538,120.06","16,500,535.48","22,666,110.68","21,875,055.55"
外币报表折算价差,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"200,000.00",,"2,051,815.00","2,051,815.00","2,051,815.00","293,687.00","12,368,925.88","9,024,628.00","2,369,551.00","2,369,551.00","8,847,805.00","9,927,706.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"57,267,334.69","81,981,820.60","93,719,377.87","141,740,402.27","142,546,018.45","133,079,163.70","132,839,362.33","152,122,496.22","227,745,522.63","243,751,468.45","294,772,325.13","298,479,490.91","606,704,190.56","647,779,185.50","1,086,522,597.34","1,175,931,828.64","1,098,581,089.01","1,104,415,163.58"
所有者权益(或股东权益)合计,"131,423,409.38","177,420,934.76","225,081,136.84","256,697,511.47","274,788,875.63","511,779,644.22","514,607,559.94","539,692,188.34","591,171,244.49","611,330,370.20","629,379,364.70","679,819,611.75","735,405,769.11","768,670,079.69","1,829,770,621.39","1,876,385,759.38","1,962,697,358.57","2,036,908,055.68"
资产总计,"212,854,285.25","314,754,542.40","449,250,669.52","557,324,624.62","582,073,126.35","832,524,064.32","728,292,592.78","783,060,622.29","928,660,288.66","1,066,512,839.99","1,185,483,707.81","1,317,047,216.73","1,610,967,257.15","1,735,065,356.39","3,360,441,752.57","3,498,269,650.13","3,418,094,405.60","3,472,549,260.96"
负债和所有者(或股东权益)合计,"212,854,285.25","314,754,542.40","449,250,669.52","557,324,624.62","582,073,126.35","832,524,064.32","728,292,592.78","783,060,622.29","928,660,288.66","1,066,512,839.99","1,185,483,707.81","1,317,047,216.73","1,610,967,257.15","1,735,065,356.39","3,360,441,752.57","3,498,269,650.13","3,418,094,405.60","3,472,549,260.96"
