科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"131,481,029.21","146,535,819.51","166,916,778.78","41,068,955.06","86,271,482.48","131,677,163.27","181,177,844.90","45,675,194.51","96,758,248.26","145,740,794.55","198,141,845.89","54,856,108.72","112,356,119.04","168,373,129.02","226,355,537.87","52,333,850.47","117,137,619.00"
取得借款收到的现金,"267,800,000.00","350,000,000.00","345,000,000.00",,"80,000,000.00","160,000,000.00","170,000,000.00","30,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00",,,"20,000,000.00","20,000,000.00",,"50,000,000.00"
支付的各项税费,"5,256,453.47","5,802,166.81","5,699,708.80","2,164,673.06","4,295,584.34","6,133,744.49","7,904,411.48","2,068,804.44","4,321,983.43","6,582,894.83","13,118,077.05","2,161,745.08","4,397,568.98","6,672,571.22","8,856,537.61","2,191,230.87","4,497,652.19"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"30,400,811.73","28,335,568.57","24,398,432.38","8,314,043.93","82,032,266.32","126,493,871.12","30,472,843.00","75,776,655.50","105,701,998.80","161,973,291.28","31,190,474.45","52,318,498.69","111,024,811.20","181,982,097.68","30,395,544.34","40,771,798.02","162,914,856.48"
筹资活动现金流入小计,"267,800,000.00","350,000,000.00","345,000,000.00","172,250,000.00","252,250,000.00","332,250,000.00","343,050,000.00","30,000,000.00","82,000,000.00","918,487,497.05","907,287,497.05",,,"20,000,000.00","20,000,000.00",,"74,000,000.00"
经营活动现金流出小计,"1,792,529,660.54","1,832,125,628.96","1,855,054,112.07","545,635,850.17","969,482,338.95","1,423,837,639.45","1,862,178,085.61","445,891,481.58","764,374,597.81","1,420,805,760.84","1,936,896,590.84","545,788,705.20","1,124,926,495.41","1,736,104,713.72","2,198,512,349.17","540,251,653.20","935,308,149.22"
偿还债务支付的现金,"217,800,000.00","187,800,000.00","353,760,000.00","190,000,000.00","280,000,000.00","370,000,000.00","415,000,000.00","30,000,000.00","90,000,000.00","155,000,000.00","158,000,000.00","5,000,000.00","12,000,000.00","12,000,000.00","12,000,000.00",,
经营活动产生的现金流量净额,"238,357,186.63","102,648,450.19","98,112,098.68","23,512,322.04","75,881,097.19","118,293,761.06","154,129,710.56","-22,268,852.23","92,359,841.46","256,612,589.47","430,115,147.66","15,583,754.50","142,957,942.25","184,009,787.45","240,096,723.39","-2,694,760.58","-18,268,413.27"
分配股利、利润或偿还利息支付的现金,"17,245,812.00","14,381,933.31","19,765,902.75","4,397,305.61","6,869,062.55","8,057,180.60","9,240,270.88","1,068,624.99","17,837,472.21","18,586,638.88","18,725,113.89","88,208.35","36,512,315.22","36,637,981.89","38,457,898.56","217,500.01","73,258,080.42"
收回投资收到的现金,,"10,042,509.00",,,,,,"1,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00",,,,"3,190,919,199.84","1,050,730,000.00",
支付其他与筹资活动有关的现金,,,,,,,,,,,,,"10,899,956.42","8,634,634.20","3,578,044.42",,
取得投资收益收到的现金,"602,550.54","652,763.09","5,057,845.13",,"1,182,136.96","1,566,205.19","4,952,316.22","471,279.66","1,069,684.34","2,376,058.61","4,207,225.26","6,977,182.78","10,812,507.88","17,369,793.18","25,874,698.91","18,388,454.43","22,972,832.03"
筹资活动现金流出小计,"235,045,812.00","202,181,933.31","373,525,902.75","194,397,305.61","286,869,062.55","378,057,180.60","424,240,270.88","31,068,624.99","107,837,472.21","173,586,638.88","176,725,113.89","5,088,208.35","59,412,271.64","57,272,616.09","54,035,942.98","217,500.01","73,258,080.42"
处置固定资产、无形资产和其他长期资产收回的现金净额,500.00,"1,385,743.00","2,146,003.54",,"35,615.38","112,361.53","217,284.73","24,763.00","158,331.46","159,409.89","9,385,414.86","95,000.00","345,485.44","345,485.44","60,505,012.29","192,286.35","192,286.35"
筹资活动产生的现金流量净额,"32,754,188.00","147,818,066.69","-28,525,902.75","-22,147,305.61","-34,619,062.55","-45,807,180.60","-81,190,270.88","-1,068,624.99","-25,837,472.21","744,900,858.17","730,562,383.16","-5,088,208.35","-59,412,271.64","-37,272,616.09","-34,035,942.98","-217,500.01","741,919.58"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-41,195.61","-18,925.83","11,655.25",,,,157.37,,"10,253.69","10,031.52","8,718.36",226.99,"-16,941.14","-31,719.79","-31,823.16",,
收到其他与投资活动有关的现金,,"162,288.61","8,766,280,941.35","103,468,229.58","1,010,156,895.04","1,121,920,115.04","1,367,020,115.04","345,700,000.00","837,200,000.00","1,296,600,000.00","7,258,700,000.00","1,144,820,000.00","1,762,120,000.00","2,562,520,000.00","2,600,000.00",,"2,600,869,439.31"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"603,050.54","12,243,303.70","8,773,484,790.02","103,468,229.58","1,011,374,647.38","1,123,598,681.76","1,372,189,715.99","347,696,042.66","839,928,015.80","1,300,635,468.50","7,273,792,640.12","1,151,892,182.78","1,773,277,993.32","2,580,235,278.62","3,279,898,911.04","1,069,310,740.78","2,624,034,557.69"
五、现金及现金等价物净增加额,"27,287,224.93","5,441,421.65","-53,973,058.04","27,584,363.68","88,003,522.51","-4,697,349.10","-52,065,755.00","-5,813,534.84","14,169,191.86","880,897,405.40","308,556,638.17","156,994,716.26","118,370,546.83","163,073,544.04","-183,830,427.41","179,244,848.65","356,598,594.22"
购建固定资产、无形资产和其他长期资产支付的现金,"244,386,004.63","212,249,473.10","67,796,602.85","27,806,922.33","36,791,199.51","82,840,651.32","123,353,108.04","36,772,100.28","81,691,446.88","149,061,542.26","290,922,251.13","52,973,239.66","114,416,175.96","153,647,186.15","208,554,448.52","56,543,631.54","93,428,368.30"
期初现金及现金等价物余额,"167,349,386.15","194,636,611.08","200,078,032.73","146,104,974.69","146,104,974.69","146,104,974.69","146,104,974.69","96,422,750.93","94,039,219.69","94,039,219.69","94,039,219.69","402,595,857.86","402,595,857.86","402,595,857.86","402,595,857.86","218,765,430.45","218,765,430.45"
投资支付的现金,,"5,000,000.00",,,,,,,"1,200,000.00","11,200,000.00",,,,,"3,461,203,847.18","830,610,000.00",
期末现金及现金等价物余额,"194,636,611.08","200,078,032.73","146,104,974.69","173,689,338.37","234,108,497.20","141,407,625.59","94,039,219.69","90,609,216.09","108,208,411.55","974,936,625.09","402,595,857.86","559,590,574.12","520,966,404.69","565,669,401.90","218,765,430.45","398,010,279.10","575,364,024.67"
