科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他流动资产,,,,"117,531,701.74","156,169,050.21","107,958,040.68","108,670,392.63","126,849,388.43","146,703,318.32","148,184,193.15","168,982,692.55","126,142,911.85","1,180,658,922.70","1,163,484,468.19","1,472,592,817.06","1,488,347,283.29","1,440,310,889.07","611,951,159.27"
其他流动负债,,,,,,,,"100,000,000.00","102,197,055.56","103,605,027.78","105,013,000.01",,,,"1,004,545,995.31","1,020,902,629.37","1,037,476,790.20","503,831,149.90"
流动资产合计,"777,970,652.64","977,367,979.10","1,751,111,338.28","2,914,186,576.06","2,902,488,373.43","3,636,652,466.17","4,201,560,339.94","4,172,339,905.03","4,426,060,932.80","4,902,758,954.96","8,137,078,855.68","7,608,131,620.89","7,864,813,313.24","9,136,792,641.92","9,793,042,099.61","10,497,683,498.62","9,610,143,578.54","10,619,846,220.97"
流动负债合计,"1,063,820,929.56","1,597,136,214.46","2,367,901,986.72","3,670,794,806.43","3,663,034,086.57","3,434,206,609.40","3,790,263,130.94","3,955,538,019.36","4,917,756,023.20","5,401,768,436.67","6,865,008,623.66","7,084,849,099.35","8,108,026,418.98","9,327,532,370.03","10,510,814,444.48","11,601,807,382.82","10,833,802,791.45","12,508,122,154.20"
可供出售金融资产,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","186,000,000.00","186,000,000.00","186,000,000.00","6,000,000.00","183,000,000.00","1,753,000,000.00","2,053,024,473.80","2,053,339,471.16","1,653,455,710.63","1,413,455,710.63"
长期借款,"125,000,000.00","25,000,000.00",,,,,"300,000,000.00","300,000,000.00","150,000,000.00","350,000,000.00","349,703,660.00","179,703,660.00","350,909,232.46","1,948,368,352.46","2,368,101,721.95","2,340,744,216.23","1,677,306,175.00","1,123,302,712.50"
持有至到期投资,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,"362,373,286.30","350,331,538.40","249,735,868.51","257,859,464.45","155,109,991.78"
长期股权投资,,,,,,,,,,,,"544,223,124.40","620,825,285.85","716,015,122.47","1,010,158,415.21","1,021,742,623.71","1,111,184,083.45","1,126,207,236.70"
专项应付款,,,"3,519,633.00","3,514,387.00","3,524,054.00","3,494,773.00","3,502,838.00","3,497,482.00","3,497,282.00","3,497,282.00","3,497,282.00","3,497,282.00","3,497,282.00","3,487,780.00","3,487,780.00","3,487,780.00","3,485,336.00","3,485,336.00"
投资性房地产,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,
固定资产,"771,846,530.92","1,050,416,733.67","1,497,160,477.46","2,037,050,370.96","2,139,652,667.83","2,134,296,294.12","2,269,247,588.89","2,426,247,243.14","2,775,039,969.36","2,898,062,777.81","3,462,963,027.31","3,800,351,980.30","4,209,123,326.51","4,456,556,610.34","4,930,401,165.64","5,217,259,636.41","5,647,273,914.37","5,711,743,736.15"
递延所得税负债,"248,980.67","207,751.59","121,218.71","139,536.15","99,296.67",,"67,444.70",,,,"24,734,153.76","24,734,153.76","18,555,678.32","16,254,916.92","14,574,471.91","15,155,047.27","14,538,581.52","15,610,106.96"
在建工程,"74,405,615.56","188,463,212.14","79,992,097.01","13,017,603.47","9,869,953.99","14,413,198.92","23,594,988.38","29,715,490.53","64,579,657.12","135,412,338.88","178,655,127.20","221,953,467.54","372,729,648.26","490,767,132.35","610,968,766.08","727,651,496.53","296,372,275.13","476,063,683.36"
其他非流动负债,,"9,180,000.00","8,805,824.10","7,628,333.16",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,
非流动负债合计,"125,248,980.67","34,387,751.59","12,446,675.81","11,282,256.31","32,960,482.17","32,461,370.80","331,843,013.49","348,328,741.87","217,130,732.54","415,999,615.09","439,853,001.04","270,994,685.31","439,886,141.88","2,395,403,322.10","2,861,633,226.41","2,793,332,119.58","2,136,014,078.54","1,479,051,230.89"
固定资产清理,,,,,,,,,,,,,,,,,,"9,421.95"
负债合计,"1,189,069,910.23","1,631,523,966.05","2,380,348,662.53","3,682,077,062.74","3,695,994,568.74","3,466,667,980.20","4,122,106,144.43","4,303,866,761.23","5,134,886,755.74","5,817,768,051.76","7,304,861,624.70","7,355,843,784.66","8,547,912,560.86","11,722,935,692.13","13,372,447,670.89","14,395,139,502.40","12,969,816,869.99","13,987,173,385.09"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"131,147,500.00","131,147,500.00","400,000,000.00","400,000,000.00","400,000,000.00","444,500,000.00","444,500,000.00","444,500,000.00","444,500,000.00","444,500,000.00","528,327,918.00","528,327,918.00","528,327,918.00","528,327,918.00","528,327,918.00","528,327,918.00","528,327,918.00","528,327,918.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"208,141,705.68","208,141,705.68","39,289,205.68","39,289,205.68","39,391,526.68","871,439,660.77","871,625,887.21","871,625,887.21","871,625,887.21","870,471,471.94","3,104,655,388.76","3,104,655,388.76","3,104,655,388.76","3,104,655,388.76","3,104,248,128.04","3,104,248,128.04","3,160,713,671.39","3,160,713,671.39"
无形资产,"88,562,046.59","87,459,559.96","85,998,993.02","84,783,592.98","112,664,863.38","117,503,937.86","116,798,413.07","176,996,931.82","187,895,026.01","186,921,460.63","278,483,526.25","277,509,586.74","279,510,114.64","277,743,412.06","337,803,097.41","335,433,728.86","340,799,443.35","338,688,654.89"
盈余公积,"17,187,740.19","33,338,957.02","76,201,181.67","76,201,181.67","121,039,301.42","121,039,301.42","121,039,301.42","121,039,301.42","148,673,663.26","148,673,663.26","148,673,663.26","148,673,663.26","193,571,149.76","193,571,149.76","193,571,149.76","193,571,149.76","235,982,863.45","235,982,863.45"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,"16,876,117.62","16,876,117.62","16,876,117.62","16,876,117.62","16,876,117.62","16,876,117.62","16,876,117.62","16,876,117.62"
未分配利润,"159,120,291.77","304,508,223.54","519,425,779.47","853,263,277.69","908,349,992.40","1,000,641,154.70","1,051,146,188.80","1,068,337,526.32","1,047,361,930.11","1,044,486,257.86","1,146,639,212.12","1,308,069,018.38","1,422,583,821.49","1,555,152,759.07","1,638,892,871.45","1,772,555,078.62","1,958,904,554.99","1,994,038,277.73"
长期待摊费用,"1,918,011.47","12,955,098.55","10,347,135.65","9,202,266.59","9,052,809.62","8,754,558.13","7,809,285.35","11,093,778.34","13,167,318.29","17,722,985.94","25,388,916.79","25,329,300.16","35,875,534.11","35,282,435.51","34,848,916.94","49,067,309.88","93,538,686.40","100,668,506.91"
少数股东权益,"16,097,882.97","19,200,428.16","20,619,566.90","27,413,309.10","27,921,386.52","27,359,624.05","29,459,029.12","32,005,593.68","31,019,387.90","31,581,537.92","112,559,849.95","121,994,473.28","123,289,496.08","123,010,289.87","44,758,209.15","48,854,693.02","46,738,512.25","46,017,278.37"
递延所得税资产,"3,062,173.66","8,198,197.03","8,274,354.83","17,003,626.82","12,968,107.51","14,027,265.94","14,865,935.35","11,464,921.00","17,722,087.64","18,131,434.52","47,633,055.94","54,939,201.55","40,293,304.25","47,057,192.14","85,314,214.10","104,968,243.53","112,823,713.99","120,256,680.42"
外币报表折算价差,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,"7,516,800.00","7,602,633.00","12,471,030.00","12,471,030.00","12,471,030.00","300,197,108.03","300,205,027.07","13,123,036.96","13,219,693.47","13,525,649.89","20,321,234.55"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"942,794,378.20","1,350,492,801.35","1,684,773,057.97","2,164,057,460.82","2,290,208,402.33","2,294,995,254.97","2,438,316,211.04","2,669,035,164.83","3,252,006,691.42","3,454,722,027.78","4,208,470,801.11","4,959,653,808.31","6,058,430,439.27","8,093,503,049.56","9,092,518,203.76","9,539,558,321.17","9,285,849,594.83","9,324,290,983.18"
所有者权益(或股东权益)合计,"531,695,120.61","696,336,814.40","1,055,535,733.72","1,396,166,974.14","1,496,702,207.02","2,464,979,740.94","2,517,770,406.55","2,537,508,308.63","2,543,180,868.48","2,539,712,930.98","5,040,688,032.09","5,211,941,644.54","5,375,331,191.65","5,507,359,999.35","5,513,112,632.48","5,642,102,317.39","5,926,176,303.38","5,956,963,819.06"
资产总计,"1,720,765,030.84","2,327,860,780.45","3,435,884,396.25","5,078,244,036.88","5,192,696,775.76","5,931,647,721.14","6,639,876,550.98","6,841,375,069.86","7,678,067,624.22","8,357,480,982.74","12,345,549,656.79","12,567,785,429.20","13,923,243,752.51","17,230,295,691.48","18,885,560,303.37","20,037,241,819.79","18,895,993,173.37","19,944,137,204.15"
负债和所有者(或股东权益)合计,"1,720,765,030.84","2,327,860,780.45","3,435,884,396.25","5,078,244,036.88","5,192,696,775.76","5,931,647,721.14","6,639,876,550.98","6,841,375,069.86","7,678,067,624.22","8,357,480,982.74","12,345,549,656.79","12,567,785,429.20","13,923,243,752.51","17,230,295,691.48","18,885,560,303.37","20,037,241,819.79","18,895,993,173.37","19,944,137,204.15"
