科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"44,256.96","1,032,342.31","4,223,936.31","2,289,416.10","3,949,997.60","5,276,433.22","-3,649,145.52","-6,839,794.40","-10,019,448.30","-13,043,090.54","-3,024,011.00","-5,585,557.92","-8,202,609.24","-11,007,968.63","-2,524,136.48","-3,446,410.36","-4,353,938.44","-5,218,692.41","-802,869.43","-1,442,225.26","-1,815,582.11","-2,264,428.08","-215,835.28","-396,362.97","567,434.03","1,771,331.03","1,083,665.95","2,323,005.60","3,601,361.07","4,409,331.75","1,878,661.79","4,982,479.76","7,971,131.25","12,190,494.09"
三、利润总额,"42,379,864.94","56,448,733.47","64,625,425.46","40,434,951.89","59,165,930.56","89,316,644.87","14,340,576.78","44,703,930.07","59,528,377.58","76,466,357.77","11,189,006.64","32,594,885.39","12,711,644.44","20,292,637.86","13,570,396.00","24,500,313.35","34,119,503.20","34,542,183.05","2,997,223.63","5,425,482.52","4,515,964.12","13,061,663.14","2,863,686.32","11,504,863.82","46,503,202.11","94,510,389.71","10,826,584.24","41,331,160.74","82,786,119.87","127,282,742.02","16,362,401.92","51,570,509.14","94,941,753.51","146,900,236.35"
资产减值损失,"2,836,243.44","2,857,958.87","4,275,014.27","-801,442.16","-923,022.71","7,362,008.70","1,996,229.92","2,325,418.42","4,984,060.80","6,308,637.89","1,183,262.98","3,830,390.76","4,502,020.13","11,640,818.60","293,934.04","5,794,943.21","12,403,853.25","15,111,951.53","3,446,157.60","6,723,865.70","11,265,172.02","21,991,486.16","262,043.27","1,576,114.12","8,378,423.43","29,832,468.44","-7,550,994.02","-858,664.66","27,867,743.58","41,260,615.20","-13,839,360.64","-15,402,982.30","-16,454,524.16","-10,671,305.71"
减:所得税,"1,049,550.40","8,186,191.90","8,489,658.92","6,909,204.74","9,870,239.48","13,803,063.48","2,035,257.32","7,055,216.56","9,415,397.65","10,251,696.80","1,866,079.42","5,379,719.54","2,617,418.90","3,375,240.65","2,257,237.05","3,819,459.71","5,404,992.06","4,250,168.80","809,908.87","672,857.62","355,463.17","62,867.29","93,056.67","1,642,104.22","7,264,509.14","12,479,102.73","1,438,783.80","6,080,708.19","12,105,130.24","18,940,692.41","2,482,737.26","8,287,271.88","15,245,656.82","23,337,979.62"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,,,,"1,846,397.27","3,969,858.93","6,045,320.10","2,322,019.18","4,538,620.57","6,976,568.97","9,505,994.24","2,555,667.10","4,829,913.65","7,009,534.87","9,235,334.90","1,825,971.22","3,446,069.86","5,089,620.57","6,988,757.69","2,219,646.34","4,908,672.00","7,897,758.55","11,062,233.76"
四、净利润,"41,330,314.54","48,262,541.57","56,135,766.54","33,525,747.15","49,295,691.08","75,513,581.39","12,305,319.46","37,648,713.51","50,112,979.93","66,214,660.97","9,322,927.22","27,215,165.85","10,094,225.54","16,917,397.21","11,313,158.95","20,680,853.64","28,714,511.14","30,292,014.25","2,187,314.76","4,752,624.90","4,160,500.95","12,998,795.85","2,770,629.65","9,862,759.60","39,238,692.97","82,031,286.98","9,387,800.44","35,250,452.55","70,680,989.63","108,342,049.61","13,879,664.66","43,283,237.26","79,696,096.69","123,562,256.73"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"41,266,259.26","47,056,283.71","54,577,020.69","32,896,878.65","48,239,052.80","73,286,508.34","12,078,662.76","36,380,359.74","48,559,617.20","63,343,674.61","9,107,242.44","25,736,273.78","7,973,575.23","14,678,303.64","11,444,589.26","20,137,962.50","26,930,862.07","27,614,896.70","2,430,240.00","4,349,541.72","3,847,606.77","13,700,835.76","3,227,487.92","10,845,462.70","40,463,084.16","81,723,842.97","9,669,750.00","36,289,329.71","69,490,543.68","106,986,455.60","13,010,866.10","42,011,026.98","77,219,677.87","116,846,119.11"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"64,055.28","1,206,257.86","1,558,745.85","628,868.50","1,056,638.28","2,227,073.05","226,656.70","1,268,353.77","1,553,362.73","2,870,986.36","215,684.78","1,478,892.07","2,120,650.31","2,239,093.57","-131,430.31","542,891.14","1,783,649.07","2,677,117.55","-242,925.24","403,083.18","312,894.18","-702,039.91","-456,858.27","-982,703.10","-1,224,391.19","307,444.01","-281,949.56","-1,038,877.16","1,190,445.95","1,355,594.01","868,798.56","1,272,210.28","2,476,418.82","6,716,137.62"
