科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应付款,"8,592,406.11","4,386,689.74","3,889,416.53","4,414,039.87","4,970,461.81","4,313,772.90","5,881,923.53","5,856,594.25","1,996,542.38","92,187,664.87","94,790,198.00","91,768,050.10","40,244,432.50","48,477,709.34","70,731,427.79","44,746,801.75","11,891,282.27","2,294,893.38","2,075,268.07","3,339,073.73","2,999,073.90","3,602,544.22"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"57,500,000.00",,,,,,,,,,,,,,"23,169,515.67","27,703,308.41","68,791,358.04","75,783,728.41","100,880,484.33","107,771,914.63"
其他流动资产,"53,321.46",,,,,,,,"2,486,069.69","4,780,573.48","4,668,068.83","7,245,803.52","10,517,520.36","24,121,855.07","11,541,511.35","19,866,452.02","32,151,507.19","44,002,079.48","63,612,772.45","59,472,143.97","62,872,937.53","60,116,107.26"
其他流动负债,,,,,,,,,,,,,,,,"707,496.38","15,436,186.96","22,019,281.68","21,602,850.17","8,766,855.26","15,971,292.40","12,917,143.94"
流动资产合计,"303,918,639.30","404,818,059.71","483,361,979.02","470,190,594.76","579,899,360.27","751,910,308.95","734,567,362.51","707,637,564.36","691,020,805.01","605,936,445.23","665,022,041.81","865,756,595.90","718,434,522.95","941,806,339.75","926,537,798.73","880,858,317.87","1,511,821,631.81","1,262,663,557.91","1,326,630,052.71","1,261,531,270.58","1,379,025,423.99","1,497,952,465.96"
流动负债合计,"64,428,100.42","140,671,106.07","253,392,380.20","320,635,100.33","408,231,216.94","321,818,020.31","291,558,197.87","282,377,444.01","291,547,798.34","246,978,138.36","344,393,523.25","526,122,375.88","401,232,144.43","652,090,818.63","640,720,609.41","646,791,172.94","814,892,847.11","668,372,754.25","758,427,533.50","794,793,917.25","870,658,354.32","1,014,344,388.74"
可供出售金融资产,,,,,,,"2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","1,738,021.69","1,738,021.69","1,738,021.69","1,738,021.69","1,675,341.43","2,675,341.43","2,675,341.43","2,675,341.43","2,675,341.43",
长期借款,"117,500,000.00","100,000,000.00",,,,,,,,,,,,"30,000,000.00","85,000,000.00","85,000,000.00","180,750,000.00","176,500,000.00","266,500,000.00","260,000,000.00","235,000,000.00","242,500,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,"19,222,484.33","14,421,164.63","24,389,716.39","25,332,785.18","15,150,000.00","10,600,000.00"
长期股权投资,,,,,,,,,,,,,,,,,,,,,,
专项应付款,"26,404,013.26",,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,
固定资产,"172,535,649.17","198,840,313.97","193,412,329.59","191,981,295.72","203,296,982.50","199,697,121.81","198,498,126.15","279,059,557.44","278,227,692.85","273,515,419.34","270,000,094.05","295,468,734.56","273,765,760.48","271,074,593.36","326,614,110.42","324,510,983.49","420,318,026.05","464,012,820.62","458,154,419.66","472,904,298.04","483,058,281.81","475,146,670.89"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,
在建工程,"5,449,731.72","841,490.39","5,264,906.08","52,159,011.53","64,752,384.10","76,123,665.61","84,062,988.58","20,120,313.54","72,112,834.10","109,877,944.50","154,748,571.40","138,322,240.32","215,508,270.51","273,081,206.86","265,586,420.69","305,442,074.45","317,958,679.24","346,614,021.62","490,924,775.56","581,475,936.57","610,815,656.19","649,590,041.43"
其他非流动负债,"42,960,666.67","76,731,438.88","77,868,393.82","80,992,480.63",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"186,864,679.93","176,731,438.88","77,868,393.82","80,992,480.63","79,835,713.15","78,634,478.17","77,519,443.19","73,824,355.71","72,020,813.23","70,807,270.75","68,656,417.03","67,356,453.64","66,116,490.25","94,000,114.09","146,883,737.93","146,167,361.77","259,019,719.94","247,848,274.08","345,696,699.68","338,002,142.29","300,664,230.93","301,564,604.54"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,
负债合计,"251,292,780.35","317,402,544.95","331,260,774.02","401,627,580.96","488,066,930.09","400,452,498.48","369,077,641.06","356,201,799.72","363,568,611.57","317,785,409.11","413,049,940.28","593,478,829.52","467,348,634.68","746,090,932.72","787,604,347.34","792,958,534.71","1,073,912,567.05","916,221,028.33","1,104,124,233.18","1,132,796,059.54","1,171,322,585.25","1,315,908,993.28"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"73,000,000.00","73,000,000.00","73,000,000.00","73,000,000.00","73,000,000.00","97,340,000.00","194,680,000.00","194,680,000.00","194,680,000.00","194,680,000.00","194,680,000.00","194,680,000.00","194,680,000.00","194,680,000.00","194,680,000.00","194,680,000.00","245,912,337.00","245,912,337.00","245,912,337.00","245,912,337.00","245,912,337.00","245,912,337.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,
资本公积,"108,001,283.66","108,001,283.66","108,001,283.66","108,001,283.66","108,001,283.66","357,138,983.66","259,798,983.66","259,798,983.66","259,798,983.66",,"259,189,439.02","259,189,439.02","257,483,172.84","255,866,353.72","255,866,353.72","255,866,353.72","760,317,573.65","760,317,573.65","760,317,573.65","760,317,573.65","760,317,573.65","760,317,573.65"
无形资产,"40,766,262.32","39,827,072.15","38,901,208.10","87,888,343.49","90,121,246.68","89,615,856.37","89,113,298.05","88,607,763.73","88,129,637.37","87,624,969.39","87,119,965.41","86,626,748.71","86,131,552.48","85,633,172.96","85,206,656.70","105,766,447.30","114,128,711.28","113,283,537.60","112,438,363.92","140,555,829.38","139,495,320.15","138,488,756.73"
盈余公积,"3,441,038.75","6,931,151.19","7,957,625.36","7,957,625.36","8,637,272.32","8,637,272.32","8,637,272.32","8,637,272.32","8,637,272.32","8,637,272.32","8,637,272.32","8,637,272.32","9,397,154.53","9,397,154.53","9,397,154.53","9,397,154.53","9,753,158.14","9,753,158.14","9,753,158.14","9,753,158.14","18,310,237.81","18,310,237.81"
开发支出,,,,,,,,,,,,,"1,110,206.06","1,434,036.75","1,879,223.96","1,959,483.59",,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"77,722,117.47","134,564,988.10","194,900,845.30","207,901,515.11","256,545,314.35","251,707,065.86","273,867,746.53","276,511,324.11","297,108,005.48","292,621,131.10","302,413,468.56","304,189,885.26","341,700,056.81","347,252,678.28","364,078,246.54","380,425,007.68","405,437,195.72","422,885,337.82","406,549,895.10","435,267,181.87","443,167,767.25","451,309,429.72"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,"6,026,769.84","5,702,807.44","6,093,448.79","10,315,933.38","10,294,474.08","9,550,001.02","9,747,972.01","9,815,796.97","14,847,242.65","14,234,743.12","11,919,912.91","36,799,655.54","30,350,848.15","25,744,649.73","228,234.92","171,016.84","32,511.21",106.45,"-156,829.09","-525,584.83",-34.50,-34.50
递延所得税资产,"3,450,853.16","7,388,577.18","4,804,489.42","7,446,511.60","7,828,176.19","8,077,298.78","7,707,306.87","8,922,621.03","8,760,384.99","10,415,997.15","10,838,846.23","10,272,113.03","6,788,898.10","6,424,121.45","8,663,253.73","10,434,573.63","12,866,228.21","12,863,457.99","16,830,643.56","17,886,826.04","20,222,920.69","19,955,305.26"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,"6,548,710.33","126,853,879.66","163,776,352.15","131,330,807.04","119,715,183.97","8,392,605.14","8,271,705.14"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"222,202,496.37","246,897,453.69","242,382,933.19","339,475,162.34","365,998,789.47","373,513,942.57","381,881,719.65","399,210,255.74","449,730,549.31","483,934,330.38","525,207,477.09","533,189,836.62","585,042,709.32","639,385,153.07","689,687,687.19","756,400,294.48","993,800,865.87","1,103,225,531.41","1,212,354,351.17","1,335,213,415.43","1,264,660,125.41","1,297,127,820.88"
所有者权益(或股东权益)合计,"274,828,355.32","334,312,968.45","394,484,138.19","408,038,176.14","457,831,219.65","724,971,753.04","747,371,441.10","750,646,020.38","777,182,742.75","772,085,366.50","777,179,578.62","805,467,603.00","836,128,597.59","835,100,560.10","828,621,138.58","844,300,077.64","1,431,709,930.63","1,449,668,060.99","1,434,860,170.70","1,463,948,626.47","1,472,362,964.15","1,479,171,293.56"
资产总计,"526,121,135.67","651,715,513.40","725,744,912.21","809,665,757.10","945,898,149.74","1,125,424,251.52","1,116,449,082.16","1,106,847,820.10","1,140,751,354.32","1,089,870,775.61","1,190,229,518.90","1,398,946,432.52","1,303,477,232.27","1,581,191,492.82","1,616,225,485.92","1,637,258,612.35","2,505,622,497.68","2,365,889,089.32","2,538,984,403.88","2,596,744,686.01","2,643,685,549.40","2,795,080,286.84"
负债和所有者(或股东权益)合计,"526,121,135.67","651,715,513.40","725,744,912.21","809,665,757.10","945,898,149.74","1,125,424,251.52","1,116,449,082.16","1,106,847,820.10","1,140,751,354.32","1,089,870,775.61","1,190,229,518.90","1,398,946,432.52","1,303,477,232.27","1,581,191,492.82","1,616,225,485.92","1,637,258,612.35","2,505,622,497.68","2,365,889,089.32","2,538,984,403.88","2,596,744,686.01","2,643,685,549.40","2,795,080,286.84"
