科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"6,385,209.49","15,671,080.26","2,799,273.72","5,391,764.83","8,611,607.47","11,108,329.96","3,055,085.31","2,723,259.42","4,417,474.40","3,561,479.54","4,355,198.24","3,503,010.82","2,966,109.37","4,480,255.30","6,957,438.23","8,241,816.55","7,706,429.05","4,317,483.24","5,034,025.49","4,456,372.43","4,395,424.62","4,397,351.77","2,674,128.08","1,532,127.56","2,210,310.66","2,629,664.95","2,328,427.67","1,533,651.85","3,634,389.34","2,236,095.17","2,588,215.53","2,319,337.84","1,739,848.49","3,605,102.38","4,418,943.44","72,130,505.33","37,684,662.58","23,226,543.01","60,462,835.00","70,114,501.14","62,902,338.59","62,461,512.75","55,321,733.40","60,175,246.01","17,481,771.05","47,805,918.94","156,930,598.81","163,940,382.72"
应付职工薪酬,"4,003,777.44","2,880,584.50","4,963,624.17","5,043,108.97","4,956,837.63","5,390,524.94","7,008,868.28","6,987,056.76","6,360,607.01","7,386,412.26","7,952,394.53","6,478,684.47","8,159,619.53","8,346,713.97","9,134,102.25","8,918,598.25","9,184,643.95","9,117,148.89","10,283,445.22","10,479,787.00","10,753,925.53","10,695,229.58","11,192,166.64","11,310,911.14","11,249,680.40","11,655,833.73","12,199,991.44","11,583,106.55","11,758,879.38","11,830,110.67","12,279,257.92","12,258,478.02","12,240,977.50","12,393,399.58","12,232,862.22","33,015,261.99","33,451,580.20","33,904,988.42","37,669,056.17","31,346,239.82","33,402,892.11","34,019,281.18","43,917,945.15","36,690,490.89","42,592,926.52","46,419,906.71","41,160,228.18","36,939,363.69"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"10,476,495.87","1,229,015.79","-11,603,069.13","-19,489,297.30","-4,262,400.91","8,593,428.72","1,654,424.99","2,761,368.97","1,629,073.05","4,542,290.47","5,284,648.20","8,888,837.01","5,486,794.10","5,304,053.30","19,854,398.42","22,907,971.58","7,678,991.65","9,366,392.75","26,927,275.18","30,238,024.79","30,241,067.43","29,668,532.20","27,546,563.08","32,195,888.28","35,204,900.85","33,441,604.99","30,027,197.63","34,187,857.28","32,201,904.17","31,600,507.95","33,146,628.60","35,109,321.86","33,746,523.67","27,635,392.00","32,694,328.67","99,982,004.92","54,722,323.87","54,387,264.81","57,795,949.30","54,511,386.70","59,058,109.01","56,846,123.54","66,953,890.81","53,800,638.45","58,611,034.77","56,646,282.68","20,768,950.79","11,931,615.30"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"267,769.25",,"391,904.35","49,993.96",,,"658,484.17",,,,"430,347.10","551,989.42","585,827.56","672,752.31","603,837.35",,"613,549.00","731,091.15","843,094.37","525,686.56","665,999.56","570,378.83","1,482,129.73","2,867,185.00","4,228,591.64","5,721,796.80","1,482,260.93","2,862,797.08","4,240,621.43","5,694,976.94","915,830.34","831,812.46","453,841.30","562,219.44","544,249.38","681,051.11","611,289.11","611,289.11","444,412.59","246,915.54","615,662.83","618,983.52","410,463.99","143,882.92","699,462.68",,"582,049.21",
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,"225,000.00","225,000.00","26,094,349.99","12,490,058.63","140,000.00","140,000.00","140,000.00",,,,,,,,,,,,,,,,,,,
存货,"132,558,050.80","160,507,669.92","323,297,039.33","406,268,659.45","385,204,212.45","340,668,726.25","385,613,009.53","393,673,472.95","406,696,190.72","426,428,565.77","470,219,513.13","491,680,876.85","487,238,939.84","513,213,561.01","530,141,171.32","532,515,365.13","544,379,797.96","548,324,676.62","568,305,363.49","569,167,886.76","562,699,698.11","589,278,347.77","616,079,168.27","646,860,169.23","639,027,644.22","659,697,457.60","667,290,438.37","670,756,559.31","676,752,292.85","705,775,602.21","715,301,094.85","725,986,243.13","738,324,962.90","721,478,660.97","729,877,452.37","744,690,583.32","747,612,653.26","741,132,864.78","757,501,428.96","747,007,017.24","732,798,216.58","740,883,142.63","729,095,870.18","731,175,710.42","730,324,048.99","725,055,593.12","48,771,124.90","49,668,334.91"
其他应付款,"1,752,257.84","4,659,774.46","1,997,884.38","4,883,694.57","1,195,694.55","1,885,773.70","1,586,241.99","2,922,724.29","4,890,399.31","1,138,636.68","2,131,322.82","2,361,954.77","4,808,618.63","2,544,739.60","5,433,990.06","5,257,891.39","6,393,486.72","5,536,310.70","4,915,289.92","5,468,842.63","5,024,682.42","5,067,748.84","5,705,962.59","5,145,854.27","5,042,889.32","5,674,774.18","5,897,737.46","23,240,997.49","3,297,294.84","3,542,742.41","2,121,807.40","2,174,375.88","37,085,733.68","107,930,138.43","145,639,851.39","264,183,012.57","237,021,932.58","228,228,054.72","335,819,812.12","443,880,446.11","423,506,114.22","412,166,022.04","407,961,331.14","400,918,611.39","417,907,677.24","477,794,158.19","14,975,568.85","30,257,994.71"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,"726,680.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,"100,000,000.00","100,000,000.00","100,000,000.00","203,935.05","203,935.05","203,202.56","216,203.96","222,055.99","90,488,070.83","115,742,129.08","95,512,272.00","113,552,071.30","93,507,428.66","82,627,585.94","82,623,150.20","76,064,390.56","42,091,042.52","56,982,058.12","31,524,574.72","79,034,894.20","74,565,565.73"
其他流动资产,,"108,367.12",,,"438,185.04",,,,,,,,,,,,,,,,,,"1,293,649.75","1,042,714.86",,,,,,,"1,058,281.65",,"807,296.67","1,064,720.24","1,034,620.99","126,945.42","348,670.02","4,357,690.20","950,847.93","236,219,768.34","1,001,981,387.98","772,260,903.86","786,876,619.40","695,723,516.65","721,602,692.20","680,755,424.07","638,451,404.56","749,086,474.63"
其他流动负债,,"8,377.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,342,000.00","13,342,000.00","11,342,000.00","11,342,000.00",,,,,,,,,,,,,,
流动资产合计,"282,054,080.81","535,444,845.68","535,572,206.78","612,709,969.01","604,646,098.76","565,355,446.79","575,057,779.26","597,515,532.76","619,117,462.96","677,117,819.78","683,823,097.30","745,993,298.15","747,975,352.44","747,911,904.26","707,955,898.60","797,199,930.17","794,553,215.52","727,950,092.31","758,970,674.05","781,811,218.99","796,508,754.94","793,948,359.34","835,020,621.49","848,987,519.73","847,041,990.80","912,366,079.09","873,640,820.74","906,537,681.10","933,222,681.26","898,463,363.74","879,393,559.06","881,330,846.24","855,096,039.30","871,025,123.29","920,480,111.36","2,649,032,581.56","2,500,473,799.18","2,349,181,575.56","2,308,209,610.17","2,292,309,274.82","2,425,901,072.59","2,384,252,956.76","2,369,821,630.56","2,405,419,073.09","2,236,292,558.70","2,361,302,384.48","1,728,944,754.64","1,692,892,448.71"
流动负债合计,"183,135,883.55","260,181,242.29","251,181,057.27","318,250,331.57","290,696,418.82","260,742,423.98","265,390,479.17","286,584,388.52","300,814,859.54","358,146,893.91","369,503,666.52","422,322,571.10","413,379,005.46","405,937,274.95","393,862,968.99","474,047,299.16","459,608,620.49","400,172,694.73","439,506,698.72","451,185,765.55","459,488,320.69","437,657,129.59","383,288,857.86","387,895,733.44","405,980,502.40","473,385,327.11","440,317,157.56","555,992,045.56","579,628,051.74","548,542,251.63","557,392,681.61","565,655,774.75","546,720,000.21","559,231,837.56","654,841,507.99","979,525,843.34","922,115,633.63","790,835,395.86","794,700,657.75","784,638,513.10","977,394,408.29","907,178,809.77","885,938,135.98","892,592,445.09","934,151,634.81","1,033,810,482.67","478,261,827.54","467,906,169.23"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","22,366,074.85","22,319,340.00","3,465,000.00","3,465,000.00","18,738,304.05","18,592,309.20","3,465,000.00","3,465,000.00",,
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,124,340.00","5,074,525.17","5,072,630.73","4,774,076.44","4,723,389.28","4,673,207.65","4,804,712.53","4,848,013.55","137,311,676.52","114,829,868.01","130,034,116.03","84,933,207.04","84,894,371.76","69,666,405.19","70,521,685.50","42,377,121.19","59,851,876.69","113,795,096.57","123,908,765.63","66,500,000.00","61,500,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00",,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"168,557,382.11","130,266,626.31","75,674,023.04","83,778,011.43","45,494,518.38","16,758,478.38","3,148,058.19","5,696,309.81",,,"80,000,000.00","51,423,316.22","44,836,963.86"
长期股权投资,,,,,"3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00","3,465,000.00",,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"5,047,171.14","5,047,171.14","4,917,797.27","4,858,174.16","4,798,551.05","4,738,927.94","4,679,304.83","4,619,681.72","4,560,058.61","4,500,435.50","4,440,812.39","4,381,189.28","4,321,566.17","4,261,943.06","4,202,319.95","4,142,696.84","4,083,073.73","4,043,324.99","3,963,827.51","3,904,204.40","3,844,581.29","3,784,958.18","3,725,335.07","3,665,711.96","3,606,088.85","3,546,465.74","3,486,842.63","3,427,219.52","3,367,596.41","3,307,973.30","3,248,350.19","3,188,727.08","3,129,103.97","7,985,488.67","14,143,138.56","14,083,515.45","13,828,221.21","13,964,269.23","5,026,893.84","4,967,270.73","4,890,519.77","4,830,896.66","15,894,273.32","15,682,006.05","9,604,637.39","9,361,554.05",,
预计负债,,,,,,,,,,,,,,,,,,,,,,,"9,334,751.57","9,334,751.57","9,334,751.57","9,334,751.57","9,334,751.57","9,334,751.57","9,334,751.57","3,334,852.74",,,,,,,,,"5,069,337.25","5,069,337.25","5,069,337.25",,,,"609,210.00","609,210.00",,
固定资产,"31,090,563.48","34,308,948.02","33,044,564.78","31,714,427.99","30,916,186.79","42,239,529.16","41,872,535.96","40,943,014.52","40,020,924.24","39,051,343.87","39,875,695.81","38,907,578.04","38,528,678.92","38,038,510.84","37,430,998.24","36,555,944.60","36,192,958.58","35,425,769.17","47,982,639.96","47,038,607.21","47,551,432.20","52,408,597.58","59,783,046.73","58,331,682.33","56,851,477.63","55,437,854.20","54,168,200.83","52,731,509.19","51,459,361.76","82,923,564.84","77,650,630.32","75,994,904.43","74,257,684.35","88,520,117.32","86,566,418.21","865,761,670.86","942,757,930.46","920,663,341.52","953,160,112.63","941,189,717.98","945,092,117.09","922,556,055.70","931,414,238.91","919,169,679.83","956,347,877.77","945,677,499.88","1,108,661,696.45","1,118,925,689.48"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69,883,936.41","70,056,947.26","70,682,951.13","60,502,719.15","64,216,120.34","55,777,450.44","51,858,255.49","54,987,999.92","53,014,138.49","47,839,351.93","47,839,351.93","48,117,324.89","48,117,324.89"
在建工程,"817,217.57","5,836,600.72","5,930,877.01","8,785,442.02","9,042,430.01","10,478,969.61","11,204,824.24","11,761,310.24","12,170,617.24","12,555,834.24","11,906,107.14","13,003,041.14","13,189,916.14","13,166,556.14","14,567,049.09","15,973,469.72","16,356,398.43","16,662,059.01","4,269,288.06","6,365,919.26","8,066,881.21","16,975,645.73","21,530,875.99","24,788,279.79","31,481,535.79","40,277,364.79","49,684,567.59","54,852,125.10","54,964,655.95","18,042,850.59","20,042,850.59","21,552,150.59","21,552,150.59","286,681.93",,"3,217,346.52","30,573,404.72","50,522,028.88","29,240,338.96","39,030,646.41","46,148,317.84","54,659,288.87","104,235,645.56","117,475,720.08","168,497,331.08","225,704,551.50","165,331,307.43","221,048,173.20"
其他非流动负债,,,,,,,"85,918.99","83,532.35","81,145.70","78,759.05","76,372.40","73,985.75","71,599.10","69,212.45","66,825.80","64,439.15","62,052.50","60,461.40","57,279.20","54,892.55","52,505.90","50,119.25","47,732.60","45,345.95","42,959.30","40,572.65","38,186.00","35,799.35","33,412.70","31,026.05",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,"85,918.99","83,532.35","81,145.70","78,759.05","76,372.40","73,985.75","71,599.10","69,212.45","66,825.80","64,439.15","62,052.50","60,461.40","57,279.20","54,892.55","52,505.90","50,119.25","109,382,484.17","109,380,097.52","109,377,710.87","109,375,324.22","109,372,937.57","14,494,890.92","14,442,689.44","8,438,509.52","4,802,715.84","4,749,642.03","4,697,073.75","4,826,191.98","4,867,106.35","382,253,034.52","321,601,094.40","282,786,356.36","240,327,506.81","205,518,221.67","152,915,187.20","130,896,740.97","108,294,764.18","117,899,348.43","167,076,991.74","256,990,660.79","170,473,974.33","158,687,621.96"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172,975.56",,,,,,
负债合计,"183,135,883.55","260,181,242.29","251,181,057.27","318,250,331.57","290,696,418.82","260,742,423.98","265,476,398.16","286,667,920.87","300,896,005.24","358,225,652.96","369,580,038.92","422,396,556.85","413,450,604.56","406,006,487.40","393,929,794.79","474,111,738.31","459,670,672.99","400,233,156.13","439,563,977.92","451,240,658.10","459,540,826.59","437,707,248.84","492,671,342.03","497,275,830.96","515,358,213.27","582,760,651.33","549,690,095.13","570,486,936.48","594,070,741.18","556,980,761.15","562,195,397.45","570,405,416.78","551,417,073.96","564,058,029.54","659,708,614.34","1,361,778,877.86","1,243,716,728.03","1,073,621,752.22","1,035,028,164.56","990,156,734.77","1,130,309,595.49","1,038,075,550.74","994,232,900.16","1,010,491,793.52","1,101,228,626.55","1,290,801,143.46","648,735,801.87","626,593,791.19"
生产性生物资产,,"8,200,524.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","100,500,000.00","100,500,000.00","100,500,000.00","100,500,000.00","100,500,000.00","100,500,000.00","100,500,000.00","100,500,000.00","201,000,000.00","201,000,000.00","201,000,000.00","201,000,000.00","201,000,000.00","205,500,000.00","205,500,000.00","205,500,000.00","205,500,000.00","205,000,000.00","205,000,000.00","205,000,000.00","205,000,000.00","205,000,000.00","205,000,000.00","205,000,000.00","205,000,000.00","205,000,000.00","202,200,000.00","456,868,926.00","456,868,926.00","456,868,926.00","456,868,926.00","456,868,926.00","455,979,402.00","455,979,402.00","455,979,402.00","455,979,402.00","454,856,365.00","454,856,365.00","454,856,365.00","454,856,365.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"3,546,507.91","160,640,633.86","160,742,707.91","160,742,707.91","160,742,707.91","160,742,707.91","160,742,707.91","160,742,707.91","127,242,707.91","127,242,707.91","127,242,707.91","127,242,707.91","127,242,707.91","127,242,707.91","127,242,707.91","127,242,707.91","26,742,707.91","26,742,707.91","26,742,707.91","26,742,707.91","26,742,707.91","46,819,457.91","48,174,508.85","50,137,741.56","52,100,974.28","50,044,679.87","48,398,531.88","48,637,332.99","48,876,134.10","50,056,920.65","39,126,081.88","39,126,081.88","39,126,081.88","39,126,081.88","39,126,081.88","2,773,716,538.11","2,773,716,538.11","2,773,716,538.11","2,773,730,689.05","2,773,730,689.05","2,760,636,895.77","2,760,636,895.77","2,760,645,791.01","2,760,645,791.01","2,745,260,184.11","2,745,260,184.11","2,753,517,304.69","2,753,517,304.69"
无形资产,"20,283,821.19","13,905,715.83","19,755,106.72","17,941,208.27","19,306,011.29","19,072,506.30","18,705,979.44","18,443,698.41","18,181,417.78","22,527,382.40","26,095,468.01","25,790,568.14","25,485,668.28","26,025,568.41","53,705,469.54","53,404,540.91","53,103,614.28","69,191,621.13","76,139,118.19","75,710,074.15","75,281,030.11","74,851,986.07","74,422,941.87","73,993,897.71","73,564,853.61","73,135,809.51","50,193,758.25","42,169,746.59","41,902,438.19","41,635,129.79","41,370,821.44","41,103,513.04","40,836,271.31","40,569,162.92","34,126,628.41","124,943,505.73","124,181,077.77","122,982,255.90","134,441,501.68","133,387,134.85","145,395,903.94","143,807,764.44","131,237,549.76","130,779,733.37","154,779,157.83","153,368,618.46","123,136,248.72","122,370,470.39"
盈余公积,"11,142,703.23","11,142,703.23","8,434,536.62","8,434,536.62","8,434,536.62","8,434,536.62","10,093,360.08","10,093,360.08","10,093,360.08","10,093,360.08","11,420,933.75","11,420,933.75","11,420,933.75","11,420,933.75","13,902,116.45","13,902,116.45","13,902,116.45","13,902,116.45","15,680,454.20","15,680,454.20","15,680,454.20","15,680,454.20","19,491,482.49","19,491,482.49","19,491,482.49","19,491,482.49","29,192,201.83","29,192,201.83","29,192,201.83","29,192,201.83","29,192,201.83","29,192,201.83","29,192,201.83","29,192,201.83","29,192,201.83","29,192,201.83","29,192,201.83","29,192,201.83","29,192,201.83","29,192,201.83","29,192,201.83","29,192,201.83","29,192,201.83","29,192,201.83","29,192,201.83","29,192,201.83","25,102,306.36","25,102,306.36"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,800,000.00","2,800,000.00","2,800,000.00","2,800,000.00",,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"967,467,724.73","963,361,808.52","963,361,808.52","1,016,294,213.88","1,016,294,213.88","1,016,294,213.88","1,016,294,213.88","1,016,294,213.88","1,016,294,213.88","1,114,523,422.49","1,112,353,175.85","1,017,989,650.53","1,017,989,650.53"
未分配利润,"67,812,889.25","75,475,661.89","82,991,523.06","92,941,391.85","112,875,173.62","115,038,473.20","117,485,298.89","118,119,347.21","123,926,736.77","128,624,827.69","127,578,507.87","135,612,139.22","145,514,423.37","152,534,476.19","153,278,958.64","161,896,752.85","171,842,792.08","179,172,746.40","181,057,868.56","190,153,759.94","202,649,927.15","210,918,914.08","205,013,184.26","215,715,965.04","229,989,203.74","235,641,866.23","219,024,856.58","226,107,867.18","226,881,778.33","222,488,937.69","208,183,249.78","201,386,391.22","191,271,640.07","191,467,637.20","142,845,596.68","171,839,336.07","199,697,545.69","210,410,670.82","257,559,091.53","281,645,401.97","315,500,195.52","353,249,339.73","398,302,188.87","441,431,756.35","441,119,385.09","475,358,746.20","382,381,451.53","416,345,504.65"
长期待摊费用,"358,352.45","408,034.70","473,612.76","1,324,298.70","1,142,637.92","443,630.48","530,258.49","1,037,503.62","857,608.80","659,202.97","1,475,149.62","1,337,744.97","1,327,031.86","1,199,293.87","1,112,712.45","498,967.99","553,689.37","484,941.40","2,105,229.75","1,809,099.27","1,487,768.79","1,818,594.96","2,093,346.51","2,581,124.83","1,768,932.20","1,447,731.68","3,028,037.48","2,648,463.08","2,049,586.88","1,527,271.47","1,778,575.10","1,310,161.94","881,522.03","1,273,460.56","573,235.96","14,484,719.46","10,626,735.07","11,963,838.50","13,563,201.28","23,265,946.94","24,703,815.13","19,727,727.46","14,247,808.04","15,864,916.20","13,124,500.50","11,712,139.69","36,166,010.04","35,327,023.47"
少数股东权益,"26,162,099.54","28,711,599.60","30,703,154.77","32,343,192.49","35,499,265.33","36,219,094.17","36,256,633.86","36,531,038.54","37,210,195.69","37,715,443.20","37,145,464.88","37,759,511.18","38,521,924.97","39,130,903.02","39,436,247.77","39,785,269.84","40,858,954.99","41,562,205.78","41,534,063.87","41,987,433.10","42,371,455.01","41,966,941.27","42,041,128.52","41,740,937.44","11,366,358.69","11,409,360.44",,,,,,,,,,"26,754.75","334,936.47","392,317.11","374,397.77","370,579.58","384,628.34","409,854.97","423,700.98","428,597.99","489,115.00","568,725.44","689,372.64","776,672.04"
