科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"22,341,101.68","46,238,274.79","41,564,634.80","43,103,648.18","57,918,080.63","19,319,635.67","42,274,210.21","66,731,919.65","85,773,713.47","38,876,806.62","67,393,115.41","104,747,570.85","142,399,250.59","38,319,589.49","74,604,695.28","120,208,107.36","172,789,779.25","37,555,451.89","87,078,080.16","156,406,714.65","208,080,684.75","46,556,580.43","101,397,494.64","177,773,372.29","244,094,622.62","50,164,084.18","118,549,765.69","198,730,223.38","290,579,436.87","49,485,969.99","98,404,218.18","233,511,207.73"
取得借款收到的现金,"394,512,800.00","746,625,550.94","714,272,905.59","988,500,000.00","1,324,225,599.40","555,500,000.00","775,500,000.00","1,077,136,000.00","1,684,529,519.41","566,500,000.00","1,168,700,000.00","1,797,660,000.00","2,485,160,000.00","719,390,000.00","1,430,250,000.00","1,911,121,100.00","2,266,710,220.00","565,009,120.00","1,327,803,400.00","2,170,703,400.00","2,751,703,400.00","871,365,222.00","1,382,308,930.00","2,348,024,170.52","2,777,654,970.52","734,555,804.45","1,080,374,570.89","2,022,960,110.00","2,044,043,774.49","833,100,000.00","1,341,200,000.00","1,810,200,000.00"
支付的各项税费,"46,113,108.82","89,553,850.90","118,698,961.99","119,891,752.55","146,803,192.71","51,408,388.93","96,517,694.50","139,457,747.66","153,616,122.20","30,989,801.51","66,245,600.59","90,997,841.19","103,494,981.18","20,619,994.40","57,704,606.91","72,629,352.50","101,704,044.98","15,164,411.61","32,037,878.41","48,532,539.23","69,472,200.82","18,060,770.85","37,365,095.53","58,260,580.24","79,781,906.21","25,774,501.93","59,763,676.48","95,341,905.43","129,238,480.58","45,700,967.68","97,085,264.95","116,092,413.26"
收到其他与筹资活动有关的现金,"396,000,000.00","503,700,000.00","171,500,000.00",,,,,,,,,,,,,,"38,661,709.66","154,638,888.89","241,638,888.89","261,638,888.89","413,638,388.89","29,496,000.00","191,003,228.35","303,299,044.35","318,210,000.00","88,966,232.50","378,180,110.00","420,490,000.00","384,980,110.00",,"78,280,444.44","294,000,000.00"
支付其他与经营活动有关的现金,"7,925,738.73","9,477,931.92","21,997,415.91","25,044,130.32","37,089,064.88","8,556,180.82","16,652,439.89","38,804,401.33","57,132,817.09","12,418,421.27","22,871,456.05","41,149,459.35","85,153,848.03","16,744,251.01","35,973,060.06","109,047,832.76","136,073,339.81","48,431,951.29","32,316,109.52","50,285,038.83","70,935,918.59","20,262,744.81","38,431,446.15","43,937,067.66","103,298,116.33","18,530,039.22","47,795,736.28","48,855,715.67","125,877,169.18","16,920,768.54","48,992,610.34","62,475,033.25"
筹资活动现金流入小计,"790,512,800.00","1,457,185,050.94","1,143,257,405.59","988,500,000.00","1,324,225,599.40","2,712,500,000.00","2,932,500,000.00","3,234,136,000.00","3,878,029,519.41","566,500,000.00","1,203,700,000.00","1,832,660,000.00","2,520,160,000.00","721,390,000.00","1,432,250,000.00","1,911,121,100.00","2,753,571,929.66","719,648,008.89","1,569,442,288.89","2,432,342,288.89","3,165,341,788.89","1,376,541,222.00","2,048,992,158.35","3,127,003,214.87","3,573,493,050.52","823,522,036.95","2,826,779,696.27","3,811,675,125.38","3,797,248,899.87","833,100,000.00","1,419,480,444.44","2,120,328,000.00"
经营活动现金流出小计,"601,355,285.06","1,185,338,340.36","1,318,304,744.38","745,358,062.00","1,101,998,428.35","378,196,867.75","641,846,278.87","1,050,998,547.34","1,097,092,903.05","210,734,305.80","434,734,944.90","677,450,654.42","898,815,397.55","355,894,057.80","536,124,913.06","933,693,461.86","1,056,168,572.45","352,297,872.83","591,108,088.17","997,843,594.18","1,244,924,283.43","394,764,865.24","730,979,278.95","1,149,999,592.70","1,529,811,229.67","276,775,232.15","830,138,718.49","1,222,900,326.37","1,739,044,834.63","392,865,220.75","897,233,490.77","1,712,260,606.37"
偿还债务支付的现金,"491,670,660.78","602,004,876.25","642,717,975.19","605,844,236.19","851,684,236.19","367,700,000.00","672,165,599.40","844,495,599.40","1,344,025,599.40","435,170,000.00","716,200,000.00","1,362,531,475.98","2,179,979,251.96","410,161,475.98","926,572,951.96","1,647,653,607.94","2,254,034,670.59","707,862,262.65","1,548,227,205.30","2,090,955,347.95","2,822,266,357.26","612,272,992.65","1,272,836,051.96","2,277,902,776.58","2,766,793,205.07","727,259,798.70","1,221,274,621.35","2,307,825,180.75","2,265,346,691.00","863,266,782.68","1,502,167,156.29","1,909,886,443.66"
经营活动产生的现金流量净额,"112,224,896.08","153,899,183.60","261,051,504.25","38,971,823.76","71,304,194.63","-86,818,291.90","-161,031,340.19","-210,665,522.58","-213,450,390.10","-14,386,144.59","-21,020,912.11","3,314,190.14","75,165,730.16","-135,436,798.20","-89,248,704.49","-99,656,359.89","-88,356,881.85","-42,521,613.00","-96,645,561.26","-204,046,251.29","46,421,919.12","-48,523,460.95","-19,058,327.45","29,956,791.33","167,308,578.78","79,695,631.26","110,658,956.87","168,544,088.29","206,143,258.57","44,381,973.46","62,030,297.68","90,761,971.36"
分配股利、利润或偿还利息支付的现金,"47,732,554.48","91,795,916.26","75,661,846.72","70,192,168.28","87,425,636.16","18,396,202.84","40,963,925.29","63,847,908.62","89,106,773.97","28,980,309.37","180,067,234.11","243,440,374.97","271,023,606.79","27,731,138.00","150,738,981.59","209,704,389.03","244,114,872.23","31,462,538.65","91,063,392.20","116,201,921.97","196,327,090.40","38,418,383.66","150,144,161.95","217,505,153.03","221,943,386.94","72,866,162.74","109,757,406.15","253,442,550.30","297,833,445.68","65,738,807.50","91,473,636.24","249,918,822.10"
收回投资收到的现金,"2,500,000.00","3,772,977.45",,,,"1,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00",,,,,,,"573,485.76","462,240.00",,,,,,,,,,,,,,"80,000,000.00","80,000,000.00"
支付其他与筹资活动有关的现金,"279,000,000.00","492,700,000.00","353,000,000.00",,,"4,423,172.75","15,349,151.42","15,349,151.42","15,349,151.42",,,,,,,,,"40,000,000.00","87,000,000.00","275,000,000.00","511,086,309.11","60,000,000.00","139,578,047.95","193,321,355.82","203,257,410.39","38,063,693.13","208,237,008.47","349,762,850.05","255,236,680.58","88,444,797.30","107,127,779.32","232,391,472.45"
取得投资收益收到的现金,"19,200.00","20,240.00","24,240.00","28,240.00","28,240.00",,,,,,,,,"36,979.20","36,979.20","36,979.20","148,224.96",,,,,,,,,,"2,500,000.00","2,500,000.00","2,500,000.00",,"2,343,200.00","2,343,200.00"
筹资活动现金流出小计,"818,403,215.26","1,186,500,792.51","1,071,379,821.91","676,036,404.47","939,109,872.35","390,519,375.59","728,478,676.11","923,692,659.44","1,448,481,524.79","464,150,309.37","896,267,234.11","1,605,971,850.95","2,451,002,858.75","437,892,613.98","1,077,311,933.55","1,857,357,996.97","2,498,149,542.82","779,324,801.30","1,726,290,597.50","2,482,157,269.92","3,529,679,756.77","710,691,376.31","1,562,558,261.86","2,688,729,285.43","3,191,994,002.40","838,189,654.57","1,539,269,035.97","2,911,030,581.10","2,818,416,817.26","1,017,450,387.48","1,700,768,571.85","2,392,196,738.21"
处置固定资产、无形资产和其他长期资产收回的现金净额,"123,400.00","1,149,000.00",,"270,000.00","223,240.00",,"206,000.00","370,000.00","386,942.70","60,000.00","276,000.00","288,930.30","96,130.30","6,000.00","6,000.00","897,500.00","897,500.00",,"179,670.00","279,670.00","594,162.33",,,"441,942.55",,,,,"578,000.00","84,000.00",,
筹资活动产生的现金流量净额,"-27,890,415.26","270,684,258.43","71,877,583.68","312,463,595.53","385,115,727.05","2,321,980,624.41","2,204,021,323.89","2,310,443,340.56","2,429,547,994.62","102,349,690.63","307,432,765.89","226,688,149.05","69,157,141.25","283,497,386.02","354,938,066.45","53,763,103.03","255,422,386.84","-59,676,792.41","-156,848,308.61","-49,814,981.03","-364,337,967.88","665,849,845.69","486,433,896.49","438,273,929.44","381,499,048.12","-14,667,617.62","1,287,510,660.30","900,644,544.28","978,832,082.61","-184,350,387.48","-281,288,127.41","-271,868,738.21"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,"-28,466,309.11","-28,466,309.11",,,,,"782,249.73",,,,,,,
四、汇率变动对现金的影响,"-833,274.78","-2,296,610.09","220,090.88","706,992.28","1,041,479.64","306,091.83","587,308.88","1,079,206.01","1,264,241.24","200,965.33","197,325.96","144,084.05","321,030.68","324,077.91","790,493.67","941,474.08","1,131,177.35","63,968.81","-646,882.40","717,079.95","-703,315.32","-80,683.53","96,662.76","1,999,330.71","3,233,276.90","524,971.42","2,541,704.62","3,551,464.02","2,992,213.51","73,313.60","279,252.16","-97,141.55"
收到其他与投资活动有关的现金,,,,,,,,,"9,903,506.31",,,"926,500,000.00","1,205,546,239.98","268,146,139.12","418,821,831.89","1,061,473,833.54","1,321,724,659.93","184,496,174.99","257,513,334.29","443,364,840.02","450,283,370.28",,,,"123,516,453.05","10,682,222.23","40,248,888.89","69,349,318.89","40,248,888.89","170,125,354.34","242,451,054.34","1,029,212,364.85"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,642,600.00","4,942,217.45","24,240.00","298,240.00","251,480.00","1,500,000.00","1,706,000.00","1,870,000.00","11,790,449.01","60,000.00","276,000.00","926,788,930.30","1,205,642,370.28","268,189,118.32","418,864,811.09","1,062,981,798.50","1,323,232,624.89","184,496,174.99","229,226,695.18","415,178,200.91","450,877,532.61",,,"441,942.55","124,298,702.78","10,682,222.23","42,748,888.89","71,849,318.89","43,326,888.89","170,209,354.34","324,794,254.34","1,111,555,564.85"
五、现金及现金等价物净增加额,"-109,483,940.29","92,389,638.09","-80,374,178.69","-9,936,562.90","9,657,348.77","2,140,704,266.65","1,838,368,740.14","1,677,376,218.05","405,191,101.43","-113,753,542.91","-59,930,320.25","265,636,626.58","-207,476,759.81","229,005,124.05","243,634,947.53","-248,042,178.60","-88,905,119.64","-28,376,425.01","-148,152,727.85","-16,201,740.06","-93,562,976.86","546,928,841.07","278,608,582.70","245,388,071.33","311,617,817.29","44,216,710.92","1,361,266,451.80","-42,541,989.33","-71,845,647.15","-163,300,441.64","-224,412,991.36","-31,660,472.90"
购建固定资产、无形资产和其他长期资产支付的现金,"189,978,946.33","330,433,081.19","399,927,814.27","362,377,214.47","448,055,532.55","96,264,157.69","206,914,552.44","425,350,805.94","815,461,193.34","101,978,054.28","177,519,893.94","217,003,120.91","370,237,851.17","160,568,660.00","329,909,719.19","426,421,947.71","599,650,667.29","39,738,163.40","52,238,670.76","107,235,788.60","154,821,145.39","70,316,860.14","176,203,540.29","199,901,907.31","231,339,773.90","32,018,496.37","51,693,758.88","71,631,404.81","315,640,090.73","63,614,695.56","160,228,668.13","261,816,909.76"
期初现金及现金等价物余额,"298,707,619.13","189,223,678.84","281,613,316.93","201,239,138.24","201,239,138.24","210,896,487.01","210,896,487.01","210,896,487.01","210,896,487.01","616,087,588.44","616,087,588.44","616,087,588.44","616,087,588.44","408,610,828.63","408,610,828.63","408,610,828.63","408,610,828.63","319,705,708.99","319,705,708.99","319,705,708.99","319,705,708.99","226,142,732.13","226,142,732.13","226,142,732.13","226,142,732.13","537,760,549.42","537,760,549.42","537,760,549.42","537,760,549.42","465,914,902.27","465,914,902.27","495,466,252.11"
投资支付的现金,"5,648,800.00",,,,,,,,,,,,,,,,,,,,,,,,,,"2,500,000.00","2,500,000.00","2,500,000.00",,"40,000,000.00","40,000,000.00"
期末现金及现金等价物余额,"189,223,678.84","281,613,316.93","201,239,138.24","191,302,575.34","210,896,487.01","2,351,600,753.66","2,049,265,227.15","1,888,272,705.06","616,087,588.44","502,334,045.53","556,157,268.19","881,724,215.02","408,610,828.63","637,615,952.68","652,245,776.16","160,568,650.03","319,705,708.99","291,329,283.98","171,552,981.14","303,503,968.93","226,142,732.13","773,071,573.20","504,751,314.83","471,530,803.46","537,760,549.42","581,977,260.34","1,899,027,001.22","495,218,560.09","465,914,902.27","302,614,460.63","241,501,910.91","463,805,779.21"
