科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"98,022,333.10","192,510,858.42","288,598,505.54","171,513,344.80","260,787,889.20","388,046,779.03","116,572,904.36","204,836,408.19","298,225,290.70","426,322,557.68","108,347,741.66","197,920,666.04","276,230,640.08","403,795,159.71","165,018,187.61","268,807,664.79","380,436,052.52","479,320,590.17","103,746,721.64","204,978,905.65","298,570,236.84","390,219,123.26","104,695,658.90","222,581,176.32","328,288,573.97","476,337,457.05","129,871,719.69","256,799,591.34"
取得借款收到的现金,,"105,000,000.00",,,,,,,,,,,,,"100,000,000.00","100,000,000.00","230,000,000.00","230,000,000.00","220,000,000.00","220,000,000.00","470,000,000.00","470,000,000.00",,"1,044,000,000.00","1,282,500,000.00","1,648,650,000.00","150,000,000.00","150,000,000.00"
支付的各项税费,"112,990,215.62","193,021,031.44","321,380,137.72","172,582,653.40","274,879,269.86","361,988,767.41","68,777,519.87","132,979,172.82","219,416,603.18","244,648,129.10","75,690,510.65","154,552,031.25","248,613,513.96","325,108,745.06","69,046,896.53","130,835,183.54","205,894,646.46","265,607,588.72","73,619,400.51","123,851,334.60","188,514,886.69","240,167,414.81","45,345,862.55","110,820,577.14","177,538,344.10","217,969,215.53","64,079,686.81","113,593,140.47"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"477,094,900.00",,
支付其他与经营活动有关的现金,"406,288,830.85","483,864,216.89","404,304,708.65","320,923,178.55","485,888,918.46","378,425,698.03","212,204,263.87","403,132,956.42","596,367,730.02","414,217,892.61","200,720,109.77","327,536,306.39","636,232,505.32","488,082,054.13","247,130,848.91","363,093,821.35","695,508,876.84","570,100,240.51","189,326,230.24","347,476,078.13","495,887,472.42","470,226,019.27","173,714,665.12","453,427,254.96","719,041,493.96","616,623,875.55","184,854,819.13","495,675,937.17"
筹资活动现金流入小计,,"490,000,000.00",,"2,150,000,000.00","2,150,000,000.00","2,150,000,000.00",,,,,,,,,"100,000,000.00","100,033,982.40","230,033,982.40","230,040,002.40","220,000,000.00","221,800,000.00","472,500,000.00","470,790,062.51","9,000,000.00","1,053,000,000.00","1,292,150,000.00","2,137,727,985.20","150,000,000.00","182,350,000.00"
经营活动现金流出小计,"1,964,878,835.91","3,096,397,417.39","3,223,227,993.58","1,746,153,677.22","2,743,911,941.05","3,511,278,382.41","990,939,633.34","1,961,448,102.43","3,320,869,948.22","3,030,986,328.05","782,741,193.01","1,597,679,693.18","2,530,138,753.22","2,820,093,143.77","852,406,434.39","1,605,883,925.26","2,371,897,086.11","2,566,068,717.95","763,818,070.46","1,329,340,782.43","2,011,376,618.53","1,916,528,205.57","718,919,736.56","1,858,118,173.16","2,678,767,504.12","2,895,351,473.89","785,635,905.96","1,916,176,365.42"
偿还债务支付的现金,,"105,000,000.00",,,,,,,,,,,,,,,"100,000,000.00","230,000,000.00",,,"220,000,000.00","220,508,875.00",,"446,260,000.00","643,135,000.00","1,970,305,000.00","195,000,000.00","181,150,000.00"
经营活动产生的现金流量净额,"486,014,986.89","315,030,356.35","383,716,540.16","269,212,217.88","112,840,425.28","597,017,049.37","-304,692,771.63","53,606,047.33","-329,225,930.84","308,614,181.22","-258,636,123.21","3,920,262.45","-200,830,908.87","120,728,255.41","-249,583,197.68","96,348,359.16","-46,106,009.98","499,205,419.21","-238,933,694.82","68,645,332.23","-82,714,830.07","199,623,434.15","-309,312,136.86","-272,148,948.60","-264,057,363.57","99,483,674.69","-129,567,502.64","-59,308,409.97"
分配股利、利润或偿还利息支付的现金,,"101,942,028.71","59,447,883.71","45,521.81","136,476,058.74","136,412,601.50",,"279,549,084.38","279,549,084.38","284,000,000.00",,"208,665,216.59","208,665,216.59","212,000,000.00",,"102,503,719.34","102,834,341.56","109,220,991.65","750,375.00","162,951,475.00","165,068,716.67","169,144,696.73","2,718,749.99","65,276,042.18","170,882,814.39","187,481,598.17","6,217,385.66","44,737,506.10"
收回投资收到的现金,"2,000,000.00",,"590,000,000.00",,,,,,,,"1,151,059,403.26","761,577,312.89","1,147,977,312.89","420,000,000.00","1,370,115,497.00","946,413,934.00","1,015,615,497.00","272,500,000.00","1,252,500,000.00","1,001,497,383.57","1,420,184,871.92","1,749,201,991.18","1,181,941,817.71","1,968,062,149.39","3,597,762,145.60","2,773,840,727.30","1,823,398,682.25","2,698,665,143.40"
支付其他与筹资活动有关的现金,,"417,339.34",,"99,750,000.00","115,172,232.01","122,422,351.95",,,,,,,,,,,,,,,,,,,,,"62,000,000.00","162,000,000.00"
取得投资收益收到的现金,"134,209.60","80,000.00","1,015,194.68",,,"80,000.00",,"620,500.00","1,770,500.00","12,307,048.74","13,874,202.96","27,394,658.94","78,729,554.49","82,013,371.99","31,985,756.37","47,816,224.80","75,164,502.18","98,465,217.58","25,054,830.27","75,109,454.80","95,742,746.48","131,470,603.02","23,862,640.78","66,500,716.73","73,784,203.04","97,978,675.09","17,551,241.59","28,585,102.62"
筹资活动现金流出小计,,"207,359,368.05","59,447,883.71","99,795,521.81","251,648,290.75","258,834,953.45",,"279,549,084.38","279,549,084.38","284,000,000.00",,"208,665,216.59","208,665,216.59","212,000,000.00",,"102,503,719.34","202,834,341.56","339,220,991.65","750,375.00","162,951,475.00","385,068,716.67","389,653,571.73","2,718,749.99","511,536,042.18","814,017,814.39","2,157,786,598.17","263,217,385.66","387,887,506.10"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,380.00","38,582,614.38","29,940.00","19,659.00","191,738.41","312,149.28","38,040.00","167,011.66","192,485.66","87,291.64","226,483.14","288,428.14","825,444.14","227,606.88","1,500.00","28,305,707.56","28,417,802.02","28,522,920.68","68,050.00","360,183.00","455,674.50","6,148,303.53","120,240.00","120,440.00","120,440.00","2,106,817.39","2,132,736.40","2,527,156.19"
筹资活动产生的现金流量净额,,"282,640,631.95","-59,447,883.71","2,050,204,478.19","1,898,351,709.25","1,891,165,046.55",,"-279,549,084.38","-279,549,084.38","-284,000,000.00",,"-208,665,216.59","-208,665,216.59","-212,000,000.00","100,000,000.00","-2,469,736.94","27,199,640.84","-109,180,989.25","219,249,625.00","58,848,525.00","87,431,283.33","81,136,490.78","6,281,250.01","541,463,957.82","478,132,185.61","-20,058,612.97","-113,217,385.66","-205,537,506.10"
处置子公司及其他营业单位收到的现金净额,"10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"174,383.11","-915,494.91","-1,118,553.67","8,263.61","18,637.56","-256,232.31","-87,322.86","-259,017.16","-261,491.56","-1,357,351.68","15,580.28","27,332.38","23,936.84","-86,972.36",-495.34,"-30,614.31","214,479.44","1,619,843.04","-24,866.06","760,608.11","1,076,915.90","4,270,658.59","-263,244.65","-964,639.13","-1,946,789.56","-2,539,750.91","-322,700.29","159,516.23"
收到其他与投资活动有关的现金,,,"16,286,008.00",,,,,,,"150,000,000.00",,,,,,,,"9,000,000.00",,,,"11,667,753.13",,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"12,135,589.60","38,662,614.38","607,331,142.68","19,659.00","191,738.41","392,149.28","38,040.00","787,511.66","1,962,985.66","162,394,340.38","1,165,160,089.36","789,260,399.97","1,227,532,311.52","502,240,978.87","1,402,102,753.37","1,022,535,866.36","1,119,197,801.20","408,488,138.26","1,277,622,880.27","1,076,967,021.37","1,516,383,292.90","1,898,488,650.86","1,205,924,698.49","2,034,683,306.12","3,671,666,788.64","2,873,926,219.78","1,843,082,660.24","2,729,777,402.21"
五、现金及现金等价物净增加额,"389,092,317.75","444,713,624.81","173,118,087.02","2,294,096,990.42","1,969,196,645.29","2,260,474,307.10","-351,728,491.29","-342,983,774.74","-1,179,232,066.10","-1,527,929,090.74","32,909,115.33","48,876,828.03","-274,033,097.71","-712,137,180.28","285,550,577.85","18,200,557.31","-866,216,510.87","-977,087,300.33","312,618,035.63","184,206,012.03","239,504,052.90","653,655,396.54","-383,816,991.86","75,607,197.13","-450,904,577.72","-533,437,078.82","177,847,956.89","254,012,906.55"
购建固定资产、无形资产和其他长期资产支付的现金,"99,427,381.87","140,704,482.96","167,363,158.44","25,347,628.26","42,205,865.21","77,843,705.79","46,986,436.80","67,569,232.19","152,158,544.98","184,480,260.64","20,548,340.73","131,665,950.18","199,793,220.61","304,605,508.22","40,987,511.50","94,938,616.96","147,277,722.37","321,084,898.42","31,395,908.76","68,554,093.49","117,237,557.01","187,377,273.73","44,608,397.31","112,118,795.42","146,525,251.47","210,268,361.92","29,587,757.60","113,068,095.82"
期初现金及现金等价物余额,"72,641,467.21","461,733,784.96","906,447,409.77","1,079,565,496.79","1,079,565,496.79","1,079,565,496.79","3,340,039,803.89","3,340,039,803.89","3,340,039,803.89","3,340,039,803.89","1,812,110,713.15","1,812,110,713.15","1,812,110,713.15","1,812,110,713.15","1,113,570,224.57","1,099,973,532.87","1,099,973,532.87","1,099,973,532.87","122,886,232.54","122,886,232.54","122,886,232.54","122,886,232.54","776,541,629.08","776,541,629.08","776,541,629.08","776,541,629.08","243,104,550.26","243,104,550.26"
投资支付的现金,,,"590,000,000.00",,,,,"50,000,000.00","420,000,000.00","1,315,000,000.02","853,082,090.37","404,000,000.00","892,300,000.00","818,413,933.98","925,980,971.00","1,003,244,700.00","1,819,444,700.00","1,456,134,813.17","913,900,000.00","952,461,381.19","1,162,461,381.19","1,341,492,540.08","1,241,839,161.54","1,733,362,542.79","3,806,229,006.50","2,690,484,886.08","1,392,539,357.16","2,098,010,000.00"
期末现金及现金等价物余额,"461,733,784.96","906,447,409.77","1,079,565,496.79","3,373,662,487.21","3,048,762,142.08","3,340,039,803.89","2,988,311,312.60","2,997,056,029.15","2,160,807,737.79","1,812,110,713.15","1,845,019,828.48","1,860,987,541.18","1,538,077,615.44","1,099,973,532.87","1,399,120,802.42","1,118,174,090.18","233,757,022.00","122,886,232.54","435,504,268.17","307,092,244.57","362,390,285.44","776,541,629.08","392,724,637.22","852,148,826.21","325,637,051.36","243,104,550.26","420,952,507.15","497,117,456.81"
