科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"4,551,837.80","5,157,930.77","12,162,367.66","8,626,092.04","17,647,376.50","23,090,616.10","4,717,674.95","7,704,603.67","10,617,882.17","14,296,290.19","3,358,281.90","6,135,938.82","8,595,613.48","10,605,774.56","1,816,007.75","4,089,835.42","6,410,258.47","9,631,156.35","3,459,961.57","6,689,584.80","8,995,800.46","11,149,501.05","2,534,382.95","5,339,470.88","9,042,375.35","12,736,419.91","5,106,035.03","12,436,561.46","19,864,643.96","27,514,360.96","9,164,407.15","16,846,136.61"
三、利润总额,"11,492,114.03","24,954,366.05","50,441,073.04","58,291,144.54","79,093,589.17","93,702,130.40","5,601,363.72","12,938,225.92","27,107,161.43","50,245,373.13","6,017,629.08","-8,508,047.41","-5,587,240.47","3,353,872.50","7,720,695.33","17,845,668.37","28,559,830.33","25,192,022.59","3,259,301.85","5,331,396.20","10,781,869.44","3,403,342.14","4,390,702.00","20,309,573.91","38,705,758.68","28,441,658.84","5,592,621.84","9,940,109.97","4,667,956.57","6,630,979.86","13,650,494.03","18,895,422.12"
资产减值损失,"-1,117,296.64","738,260.44","2,651,313.64","4,382,092.47","3,957,796.96","3,134,856.75","-947,434.59","-2,072,464.69","-1,405,430.84","-855,856.72","175,977.57","17,171,535.93","14,290,415.60","12,484,154.92","2,640,079.59","4,366,265.03","3,833,753.95","6,441,850.59","-189,879.26","2,895,955.42","1,118,943.15","2,708,216.77","1,176,419.32","1,245,775.35","2,793,579.83","16,703,052.46","-22,129.96","-244,147.10","446,286.89","5,391,750.50","-524,172.88","-663,918.21"
减:所得税,"2,561,680.44","3,515,172.49","6,190,380.74","8,703,490.49","10,570,193.54","12,404,249.70","975,915.39","2,727,518.72","4,607,539.58","8,740,601.47","677,086.26","-1,315,366.16","30,614.94","-718,856.87","1,738,988.74","3,577,200.47","5,247,909.57","2,118,786.05","-812,221.81","-459,360.72","559,344.61","981,050.66","863,574.43","4,280,711.88","8,347,383.02","9,758,506.51","1,911,045.65","2,889,044.02","3,053,572.19","3,329,830.49","1,483,867.20","2,929,206.22"
加:公允价值变动净收益,,,,,,,,,,,"324,635.00","3,025,840.00","-231,635.00","-7,275.00","-13,500.00","7,200.00","946,380.00","599,010.00","-13,835.00","-375,510.00","-512,350.00","-604,635.00","116,265.00","-85,800.00","54,000.00","-3,225.00","145,305.00","-37,350.00","-75,825.00","112,425.00","-326,550.00","-96,300.00"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,"83,369.03","1,769,245.56","1,873,505.55","232,273.61","7,368.84","7,502.99","4,319.84","2,376,021.64","555,296.35","2,509,807.24","2,801,252.82","3,519,377.48","-132,118.42","334,665.59","421,082.74","531,414.50","48,000.51","227,306.67","151,660.58","-136,883.43","3,692.20","96,577.73"
四、净利润,"8,930,433.59","21,439,193.56","44,250,692.30","49,587,654.05","68,523,395.63","81,297,880.70","4,625,448.33","10,210,707.20","22,499,621.85","41,504,771.66","5,340,542.82","-7,192,681.25","-5,617,855.41","4,072,729.37","5,981,706.59","14,268,467.90","23,311,920.76","23,073,236.54","4,071,523.66","5,790,756.92","10,222,524.83","2,422,291.48","3,527,127.57","16,028,862.03","30,358,375.66","18,683,152.33","3,681,576.19","7,051,065.95","1,614,384.38","3,301,149.37","12,166,626.83","15,966,215.90"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"8,967,937.59","21,419,684.50","44,324,667.82","49,587,654.05","68,523,395.63","81,297,880.70","4,625,448.33","10,210,707.20","22,499,621.85","41,504,771.66","5,340,542.82","-7,192,681.25","-5,617,855.41","4,072,729.37","5,981,706.59","14,268,467.90","23,311,920.76","23,263,461.19","4,579,644.91","7,398,326.58","12,363,981.40","5,717,519.16","4,100,316.13","17,242,994.30","32,283,628.60","24,261,038.16","4,302,066.38","8,344,014.04","3,756,744.43","6,300,542.26","12,424,543.88","17,191,558.21"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-37,504.00","19,509.06","-73,975.52",,,,,,,,,,,,,,,"-190,224.65","-508,121.25","-1,607,569.66","-2,141,456.57","-3,295,227.68","-573,188.56","-1,214,132.27","-1,925,252.94","-5,577,885.83","-620,490.19","-1,292,948.09","-2,142,360.05","-2,999,392.89","-257,917.05","-1,225,342.31"
