科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
存货,"42,418,237.47","32,934,997.84","23,593,409.47","24,625,426.12","27,995,248.03","28,075,000.15","31,814,012.46","40,632,905.34","40,374,331.61","40,361,994.45","42,377,025.89"
其他应付款,"5,877,897.02","2,849,561.90","2,836,348.63","2,616,799.23","3,164,200.77","3,725,687.11","3,626,280.15","2,836,274.36","97,488,170.42","98,979,719.19","100,095,619.86"
其中:消耗性生物资产,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,
其他流动资产,,"2,487,413.68","423,637.43","38,090.80","131,854,226.78","317,191,081.60","347,191,081.60","215,979,367.24","358,301,491.44","510,273.14","344,861,066.77"
其他流动负债,,,,,,,,,,,
流动资产合计,"364,510,228.47","385,795,760.93","395,871,054.61","448,951,158.12","876,078,449.15","913,552,205.05","920,194,451.96","932,623,065.16","1,056,895,244.38","1,123,693,358.10","1,175,427,253.17"
流动负债合计,"183,570,476.84","139,138,447.74","78,161,395.01","94,336,458.98","107,954,645.76","131,987,644.03","123,623,094.54","151,602,805.43","257,840,610.40","294,233,528.29","340,057,628.51"
可供出售金融资产,,,,,,,,"1,758,745.91","1,758,745.91","11,758,745.91","23,158,745.91"
长期借款,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,
应付债券,,,,,,,,,,,
长期应收款,,,,,,,,,,,
长期应付款,,,,,,,,,,,
长期股权投资,,,,,,,,"10,595,806.56","11,039,711.72",,
专项应付款,,,,,"903,571.42",,,,,,
投资性房地产,,,,,,,,,,,
预计负债,,,,,,,,,,,
固定资产,"70,864,469.59","75,471,025.21","71,121,793.08","69,095,039.75","69,407,825.41","80,255,468.85","76,845,610.47","76,792,521.11","79,422,581.68","84,471,965.72","83,266,915.91"
递延所得税负债,,,,,,,,,,,
在建工程,"88,040.00","3,907,789.54","9,273,745.38","10,292,311.14","8,609,205.46","586,232.61","6,085,907.29","7,327,232.47","7,783,637.47","1,890,073.05","4,859,719.68"
其他非流动负债,,,,,,,,,,,
工程物资,,"217,000.00","64,232.00","64,232.00","64,232.00","64,232.00","64,232.00","64,232.00","64,232.00",,
非流动负债合计,"1,296,428.56","1,139,285.70","982,142.85","903,571.42","903,571.42","824,999.99","824,999.99","746,428.56","746,428.56","667,857.13","667,857.13"
固定资产清理,,,,,,,,,,,
负债合计,"184,866,905.40","140,277,733.44","79,143,537.86","95,240,030.40","108,858,217.18","132,812,644.02","124,448,094.53","152,349,233.99","258,587,038.96","294,901,385.42","340,725,485.64"
生产性生物资产,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","120,000,000.00","125,039,500.00","125,039,500.00","125,039,500.00"
油气资产,,,,,,,,,,,
资本公积,"58,817,981.90","58,817,981.90","58,817,981.90","58,817,981.90","434,437,425.31","434,563,736.67","434,563,736.67","394,563,736.67","487,285,511.67","494,246,328.36","500,168,113.74"
无形资产,"21,970,784.64","21,200,959.45","20,573,168.16","20,326,276.29","20,183,429.91","21,470,743.36","21,290,592.97","21,111,922.80","20,973,793.70","20,670,270.75","20,501,629.38"
盈余公积,"13,924,205.25","19,703,618.27","25,584,631.07","25,584,631.07","25,584,631.07","30,512,519.57","30,512,519.57","30,512,519.57","30,512,519.57","37,089,167.91","37,089,167.91"
开发支出,,,,,,,,,,,
减:库存股,,,,,,,,,"92,978,775.00","92,978,775.00","92,978,775.00"
商誉,,,,,,,,,,,
未分配利润,"142,981,513.60","211,344,392.34","279,647,581.90","313,775,048.44","329,101,942.88","340,855,796.12","358,484,462.43","356,718,719.26","373,177,039.14","390,924,063.78","404,906,703.54"
长期待摊费用,,,,,,,,,,,
少数股东权益,,,,,,,,,,,
递延所得税资产,"3,157,083.45","3,551,190.82","2,311,368.50","2,491,278.51","2,491,278.51","2,630,018.51","2,630,018.51","3,684,887.48","3,684,887.48","6,412,237.94","7,710,912.78"
外币报表折算价差,,,,,,,,,,,
其他非流动资产,,,"3,978,371.00","2,197,396.00","1,147,796.00","185,796.00","898,000.00","185,796.00",,"325,019.00","25,019.00"
非正常经营项目收益调整,,,,,,,,,,,
非流动资产合计,"96,080,377.68","104,347,965.02","107,322,678.12","104,466,533.69","101,903,767.29","105,192,491.33","107,814,361.24","121,521,144.33","124,727,589.96","125,528,312.37","139,522,942.66"
所有者权益(或股东权益)合计,"275,723,700.75","349,865,992.51","424,050,194.87","458,177,661.41","869,123,999.26","885,932,052.36","903,560,718.67","901,794,975.50","923,035,795.38","954,320,285.05","974,224,710.19"
资产总计,"460,590,606.15","490,143,725.95","503,193,732.73","553,417,691.81","977,982,216.44","1,018,744,696.38","1,028,008,813.20","1,054,144,209.49","1,181,622,834.34","1,249,221,670.47","1,314,950,195.83"
负债和所有者(或股东权益)合计,"460,590,606.15","490,143,725.95","503,193,732.73","553,417,691.81","977,982,216.44","1,018,744,696.38","1,028,008,813.20","1,054,144,209.49","1,181,622,834.34","1,249,221,670.47","1,314,950,195.83"
