科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"3,228,037.69","27,091,916.67","7,693,101.73","33,311,787.86","8,875,724.63","16,948,532.54","23,862,247.43","32,749,811.10","11,142,694.37","20,377,600.54","29,641,241.18","38,774,777.64","10,502,583.16","16,771,290.83","30,123,202.45","40,675,441.38","9,582,188.30","21,112,947.98","32,033,013.40","48,492,892.67","13,075,841.29","29,763,654.06","45,663,628.03","69,187,106.55","18,350,117.49","35,551,488.83","55,362,128.08","82,474,046.75","18,739,791.38","37,962,243.60","65,751,846.79","106,116,541.48","26,678,192.41","53,544,063.12","81,034,771.10"
取得借款收到的现金,"86,780,000.00","162,270,000.00","182,000,000.00","328,000,000.00","173,000,000.00","256,000,000.00","347,000,000.00","367,000,000.00","20,000,000.00","70,000,000.00","90,000,000.00","185,500,000.00","40,000,000.00","110,000,000.00","110,000,000.00","139,972,000.00","20,000,000.00","70,000,000.00","90,000,000.00","110,002,364.00","37,500,000.00","132,500,000.00","167,500,000.00","184,500,000.00","113,250,000.00","195,000,000.00","218,000,000.00","231,000,000.00","158,300,000.00","178,300,000.00","238,300,000.00","479,206,800.00","279,765,642.50","356,048,342.50","457,435,942.50"
支付的各项税费,"4,395,856.04","40,077,695.90","24,613,829.97","50,930,637.81","7,006,061.05","14,730,383.57","17,950,222.14","25,131,956.89","5,267,875.25","21,577,711.51","28,759,616.72","36,223,211.87","1,410,935.31","11,556,998.61","16,042,909.48","23,946,862.23","11,606,294.97","22,114,132.50","29,338,233.28","34,181,529.36","6,336,225.79","23,869,494.23","41,639,412.48","56,076,236.59","9,538,064.83","27,399,946.28","36,822,855.53","47,267,591.68","27,040,520.32","36,095,592.58","52,212,423.86","40,684,038.87","10,719,751.60","19,787,436.77","29,954,439.89"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,"615,910.92","3,242,400.63",,,,,"20,000,000.00",,,,"20,000,000.00",,,,"1,950,000.00",,,,,"18,637,861.88","18,637,861.88","18,637,861.88"
支付其他与经营活动有关的现金,"15,877,484.57","82,645,875.75","51,075,368.89","128,370,978.98","13,849,253.21","24,806,132.03","46,092,342.29","73,329,500.33","21,410,661.63","47,929,542.07","60,979,198.58","77,162,467.47","15,205,313.84","27,683,573.75","41,884,286.01","61,438,129.13","19,518,412.56","26,899,626.66","47,124,412.73","69,051,098.70","36,105,425.92","50,143,159.23","67,687,707.62","72,364,703.39","32,209,539.58","44,823,211.41","83,653,018.88","77,799,820.33","47,830,080.14","50,541,899.83","96,111,712.48","82,015,554.96","52,876,913.96","126,205,772.00","117,075,457.04"
筹资活动现金流入小计,"238,490,000.00","162,270,000.00","182,000,000.00","328,000,000.00","173,000,000.00","256,000,000.00","761,412,600.00","786,123,600.00","20,000,000.00","70,000,000.00","90,000,000.00","185,500,000.00","40,000,000.00","114,815,910.92","134,242,400.63","160,972,000.00","20,000,000.00","70,000,000.00","100,679,910.00","140,682,274.00","37,500,000.00","132,500,000.00","167,500,000.00","208,833,368.00","113,250,000.00","195,000,000.00","218,000,000.00","232,950,000.00","166,879,016.00","576,879,011.14","636,879,011.14","885,267,358.28","330,303,958.38","407,088,758.07","509,135,381.70"
经营活动现金流出小计,"143,316,273.64","410,586,729.58","147,347,917.23","438,580,524.16","54,831,287.33","130,039,891.19","240,476,567.48","298,134,309.71","89,334,294.03","185,085,438.93","275,536,454.23","275,686,579.97","67,347,268.06","101,669,843.11","165,341,565.91","232,866,477.80","61,567,147.53","129,266,913.42","196,340,513.13","370,678,867.91","150,978,147.31","312,794,941.11","444,609,105.52","599,163,336.30","153,633,545.73","264,866,388.67","372,767,669.16","452,924,474.97","143,423,185.03","239,513,920.07","383,897,535.99","449,225,832.89","178,218,257.02","373,558,194.05","489,508,450.86"
偿还债务支付的现金,"82,200,000.00","42,270,000.00","158,000,000.00","225,000,000.00","153,000,000.00","216,000,000.00","427,000,000.00","490,000,000.00","30,000,000.00","80,000,000.00","100,000,000.00","175,500,000.00","20,000,000.00","90,000,000.00","110,000,000.00","130,000,000.00","49,972,000.00","100,248,325.00","129,972,000.00","160,265,761.00","61,364,204.00","108,257,318.00","173,439,169.00","179,916,071.54","87,500,000.00","152,500,000.00","184,500,000.00","209,917,941.53","121,250,000.00","168,000,000.00","223,500,000.00","253,957,755.38","188,300,000.00","245,636,800.00","332,706,800.00"
经营活动产生的现金流量净额,"17,860,882.88","18,329,436.20","-13,457,461.84","-8,798,914.74","40,465,350.99","40,083,208.12","13,491,040.07","62,588,786.10","-12,300,397.39","-5,832,483.14","-37,927,284.94","-5,391,549.61","-14,700,936.11","5,475,669.73","-24,180,708.87","20,465,531.90","-4,218,643.59","-8,364,123.85","-14,687,214.47","-33,315,403.23","-30,128,651.55","-36,969,899.03","32,259,484.18","61,460,888.14","-13,033,687.12","2,665,709.08","81,481,786.51","106,365,393.47","-25,102,479.81","-10,976,065.32","-13,300,652.49","26,835,211.40","-1,442,154.54","-78,884,214.39","-44,011,269.11"
分配股利、利润或偿还利息支付的现金,"3,502,834.24","10,754,748.30","2,015,768.50","11,780,137.96","3,324,564.43","6,890,026.61","11,828,966.94","14,079,037.77","1,982,465.01","5,364,853.16","14,303,414.27","16,624,643.16","1,787,813.77","5,328,982.88","11,721,691.46","14,180,895.96","2,173,400.03","11,244,693.36","12,708,918.36","16,217,813.03","3,315,764.81","14,758,165.17","18,250,018.22","20,487,710.91","2,682,839.50","15,361,065.33","26,666,935.15","32,291,665.54","12,678,877.03","21,986,441.71","25,219,072.18","31,539,806.98","5,395,072.18","27,791,110.40","33,870,332.27"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000,000.00"
支付其他与筹资活动有关的现金,,,,,,,,"4,161,000.00",,,,,,,,"20,000,000.00",,,,"20,000,000.00",,,,,"1,787,406.00","2,247,717.00","2,955,883.00","2,110,000.00","712,145.33","16,558,822.40","27,638,234.52","18,285,783.99","7,635,722.38","17,656,398.72","27,086,421.90"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,078,761.70","2,078,761.70"
筹资活动现金流出小计,"85,702,834.24","53,024,748.30","160,015,768.50","236,780,137.96","156,324,564.43","222,890,026.61","438,828,966.94","508,240,037.77","31,982,465.01","85,364,853.16","114,303,414.27","192,124,643.16","21,787,813.77","95,328,982.88","121,721,691.46","164,180,895.96","52,145,400.03","111,493,018.36","142,680,918.36","196,483,574.03","64,679,968.81","123,015,483.17","191,689,187.22","200,403,782.45","91,970,245.50","170,108,782.33","214,122,818.15","244,319,607.07","134,641,022.36","206,545,264.11","276,357,306.70","303,783,346.35","201,330,794.56","291,084,309.12","393,663,554.17"
处置固定资产、无形资产和其他长期资产收回的现金净额,"27,000.00",600.00,,800.00,,,"96,000.00","124,000.00","5,000.00","5,000.00","5,000.00","509,054.60",,,,"85,826.30",,"29,860.00","47,860.00","78,192.36","110,000.00","124,014.00","1,226,014.00","1,125,817.98","30,000.00","30,000.00","30,000.00","156,622.83","88,000.00","77,948,000.00","77,948,000.00","360,836.55","156,000.00","121,683.39","180,208.69"
筹资活动产生的现金流量净额,"152,787,165.76","109,245,251.70","21,984,231.50","91,219,862.04","16,675,435.57","33,109,973.39","322,583,633.06","277,883,562.23","-11,982,465.01","-15,364,853.16","-24,303,414.27","-6,624,643.16","18,212,186.23","19,486,928.04","12,520,709.17","-3,208,895.96","-32,145,400.03","-41,493,018.36","-42,001,008.36","-55,801,300.03","-27,179,968.81","9,484,516.83","-24,189,187.22","8,429,585.55","21,279,754.50","24,891,217.67","3,877,181.85","-11,369,607.07","32,237,993.64","370,333,747.03","360,521,704.44","581,484,011.93","128,973,163.82","116,004,448.95","115,471,827.53"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,"4,367,934.07","8,777,934.07","8,773,042.63",,,,,,,,"9,834,045.77","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,"-41,017.02",,,,"-4,740.94",,,,"-194,594.90","-198,692.98","-222,081.55","-54,751.87","-20,525.42",,"-108,996.52","50,212.35","1,391,397.55",,"1,025.24","-1,382.42","-2,813,176.44","-1,168.62","-1,700.72","-1,700.72"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,"12,300,000.00","64,280,000.00","64,347,349.81",,,,"20,000,000.00",,,,"6,369,473.73",,,,,,,"3,603,781.50"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"27,000.00",600.00,,800.00,,,"96,000.00","124,000.00","5,000.00","4,372,934.07","8,782,934.07","9,282,097.23",,,,"85,826.30",,"12,329,860.00","64,327,860.00","74,259,587.94","20,110,000.00","20,124,014.00","21,226,014.00","21,125,817.98","30,000.00","30,000.00","30,000.00","6,526,096.56","88,000.00","77,948,000.00","77,948,000.00","360,836.55","156,000.00","2,200,445.09","10,862,751.89"
五、现金及现金等价物净增加额,"6,898,583.15","10,257,968.87","-3,462,464.64","14,768,511.72","36,768,522.81","45,938,250.02","305,049,492.09","293,161,240.39","-38,061,706.40","-49,874,860.39","-84,390,091.85","-66,457,612.22","-424,385.00","-57,054,274.95","-114,777,935.49","-84,757,771.56","-45,079,032.41","-47,962,136.44","-7,809,253.66","-43,440,879.47","-41,503,212.36","-14,439,039.61","6,294,664.14","-383,294.59","-1,147,042.21","15,487,168.05","53,050,659.68","10,086,596.77","-22,769,217.21","366,798,802.65","261,916,376.38","361,945,621.97","-71,872,357.65","-165,905,347.90","-188,489,834.49"
购建固定资产、无形资产和其他长期资产支付的现金,"132,736,465.49","87,504,719.03","11,989,234.30","67,653,235.58","20,372,263.75","27,254,931.49","31,121,181.04","47,435,107.94","13,783,844.00","33,050,458.16","30,942,326.71","63,682,499.66","3,935,635.12","82,016,872.72","103,117,935.79","102,095,492.86","5,814,988.79","10,434,854.23","15,448,890.83","8,483,090.37","4,105,899.02","6,855,589.86","12,946,894.95","36,720,188.35","6,843,109.59","9,410,762.18","25,508,521.03","51,588,473.26","2,492,731.04","8,707,904.30","16,470,608.15","90,970,588.47","10,846,529.83","9,012,658.35","24,599,775.60"
期初现金及现金等价物余额,"12,988,668.99","19,887,252.14","30,145,221.01","30,145,221.01","44,913,732.73","44,913,732.73","44,913,732.73","44,913,732.73","338,074,973.12","338,074,973.12","338,074,973.12","338,074,973.12","271,654,878.10","271,617,360.90","271,617,360.90","271,617,360.90","186,859,589.34","186,859,589.34","186,859,589.34","186,859,589.34","143,418,709.87","143,676,509.87","143,676,509.87","143,418,709.87","143,035,415.28","143,035,415.28","143,035,415.28","143,035,415.28","153,122,012.05","153,122,012.05","153,122,012.05","153,122,012.05","515,067,634.02","515,067,634.02","515,067,634.02"
投资支付的现金,,,,,,,,,,,,,,,,,"2,900,000.00",,,"18,200,000.00",,,"10,000,000.00","2,800,000.00","2,580,000.00","2,580,000.00","6,880,000.00","41,238,210.48","27,500,000.00","31,800,000.00","146,780,685.00","33,109,500.00","188,711,668.48","196,211,668.48","246,211,668.48"
期末现金及现金等价物余额,"19,887,252.14","30,145,221.01","26,682,756.37","44,913,732.73","81,682,255.54","90,851,982.75","349,963,224.82","338,074,973.12","300,013,266.72","288,200,112.73","253,684,881.27","271,617,360.90","271,230,493.10","214,563,085.95","156,839,425.41","186,859,589.34","141,780,556.93","138,897,452.90","179,050,335.68","143,418,709.87","101,915,497.51","129,237,470.26","149,971,174.01","143,035,415.28","141,888,373.07","158,522,583.33","196,086,074.96","153,122,012.05","130,352,794.84","519,920,814.70","415,038,388.43","515,067,634.02","443,195,276.37","349,162,286.12","326,577,799.53"
