科目,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他应收款,"6,587,593.49","9,762,623.30","9,873,392.40","39,114,139.48","9,511,157.79","8,970,309.13","10,739,475.76","15,514,239.32","14,054,530.96","18,592,634.62","25,464,409.35","36,820,904.73","29,354,540.32","42,484,071.69","50,137,326.26","47,483,035.22","40,758,095.17","67,400,387.69","74,762,006.84","74,236,570.22","42,156,465.36","66,495,464.90","59,869,507.08","69,268,378.83","40,717,112.33","84,309,805.10","132,284,234.17","99,938,183.27","74,901,778.72","95,390,629.93","122,763,132.47","233,248,137.69","101,870,373.31","153,200,338.31","229,804,762.49","231,700,777.88","216,617,757.87","267,882,279.42","396,665,142.97","394,871,585.63","283,058,785.41"
应付职工薪酬,"14,417,167.90","3,451,131.00","7,600,486.70","7,835,961.52","23,726,338.84","16,328,531.02","17,743,131.18","26,247,192.50","39,019,077.92","36,178,221.80","58,110,268.72","51,175,158.88","69,070,711.20","21,845,003.10","22,415,718.19","22,673,453.04","80,376,723.95","31,622,011.04","44,142,663.24","90,082,356.81","159,305,491.73","48,482,421.70","95,635,816.71","92,583,566.50","247,077,326.13","73,085,530.38","65,083,491.52","92,689,068.66","276,225,559.13","101,166,143.70","140,701,132.61","231,082,588.95","401,163,660.21","142,736,848.47","158,854,235.34","272,795,320.98","598,329,602.09","310,637,963.83","464,619,293.81","593,198,418.68","851,146,379.97"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"8,674,164.53","682,322.69","5,544,254.86","300,294.84","-1,266,113.84","-3,485,043.93","2,851,768.29","946,607.59","681,717.96","6,181,999.30","-1,568,911.98","-9,470,368.05","20,877,997.40","9,945,619.21","17,100,129.78","16,600,242.45","15,052,551.74","-1,696,781.14","5,461,096.38","27,808,327.49","61,403,976.59","15,033,745.04","50,706,963.08","79,072,412.21","150,572,707.82","-120,946,149.95","44,737,834.79","55,732,099.32","129,982,391.49","112,508,431.51","151,443,390.97","194,477,781.79","403,834,367.53","316,162,807.69","246,821,338.95","185,871,861.52","451,401,215.87","404,316,093.67","479,378,503.49","417,487,988.60","479,536,571.45"
应收利息,,,,,"4,968,504.60","6,229,864.77","8,397,970.36","8,275,030.61","3,837,444.25","3,064,030.96","1,714,575.61","925,917.69","2,995,044.24","4,074,141.59","4,681,967.52","2,505,520.49","1,289,069.07","1,608,327.67","3,060,527.80","6,579,600.85","8,556,700.62","8,863,212.12","3,607,620.63","9,234,107.45","16,151,346.49","22,042,366.19","8,231,673.78","4,518,351.34","4,260,711.53","6,192,203.34","3,090,314.86","4,097,384.47","5,829,112.61","13,469,594.03","17,168,925.58","19,575,285.57","17,077,965.32","8,507,518.52","11,282,962.72","16,380,200.33","9,219,422.61"
应付利息,"19,512.50","7,650.00","12,778.31","15,677.62",,,"16,119.62","108,321.59","23,975.14","23,975.14",,,"1,308,131.61","1,062,604.73","1,588,690.25","2,139,663.03","862,179.78","486,496.10","1,139,449.19","4,452,841.56","5,469,617.85","3,962,060.87","975,240.95","353,755.92","500,237.10","496,080.16","1,446,633.95","603,773.71",,,"5,752.22","192,275.20","347,577.41","530,765.74","646,032.55","270,118.55","1,037,775.33","2,456,733.40","3,349,765.57","5,212,060.44","3,694,476.25"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,588,270.66","234,568,171.06","2,627,757.56","2,627,757.56","2,627,757.56","2,627,757.56",,,
存货,"93,540,424.44","137,301,847.92","141,179,224.08","165,087,681.63","139,642,261.82","155,726,839.31","156,853,661.63","187,541,170.96","233,104,179.59","285,806,121.83","349,246,508.92","417,396,766.54","373,597,658.46","432,366,326.30","491,924,701.91","513,406,838.52","605,103,003.19","762,514,424.46","791,329,466.08","749,690,085.20","711,215,689.99","831,236,335.62","779,311,698.86","901,343,125.69","990,448,670.04","1,483,463,554.21","1,407,663,741.68","1,483,368,194.63","1,261,260,358.89","1,486,550,666.33","1,783,036,388.74","1,870,082,084.49","1,517,545,001.40","1,846,318,582.22","1,852,267,884.25","2,540,280,856.24","2,204,641,465.30","2,586,011,013.75","2,745,628,101.04","3,479,311,400.01","2,806,142,598.65"
其他应付款,"1,437,960.07","6,674,934.24","2,477,050.81","1,052,419.72","2,727,442.96","601,739.87","1,049,184.53","1,920,670.47","4,503,974.08","2,249,667.63","2,631,860.62","3,121,443.99","18,530,992.45","14,346,132.65","17,293,800.06","16,723,884.69","15,669,966.00","15,415,818.19","24,557,371.82","26,411,922.32","21,768,036.62","15,970,668.77","17,676,503.04","20,252,805.70","15,217,607.45","508,933,831.92","15,021,570.65","20,213,790.06","16,066,485.71","25,899,484.68","21,086,283.90","62,734,611.38","328,682,211.28","253,894,693.32","198,743,071.25","214,637,085.86","225,198,136.18","229,367,226.57","81,168,506.21","88,742,085.89","104,297,163.85"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"170,404,785.65","116,948,193.18","116,833,286.40","160,941,146.21","367,302,811.80"
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"197,155,777.94",,"142,593,574.70","142,593,574.70",,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,"227,595.00","214,920,378.16","309,156,801.34","885,614,019.37","340,442,223.95","297,040,571.17","177,562,415.90","494,663,150.74","214,456,274.35","236,127,471.76","324,889,621.40","197,038,099.92","299,605,396.61","302,118,217.88","389,662,602.47","352,055,656.65"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,703,642.35","1,225,338.18",,"259,350.01",,,"45,941,962.85"
流动资产合计,"314,749,656.63","320,400,518.63","737,705,795.48","766,016,275.19","737,271,166.76","743,577,640.64","781,237,126.59","883,260,496.64","1,013,916,528.92","1,081,791,193.65","1,234,396,472.18","1,431,345,106.84","1,542,218,139.39","1,514,819,505.92","1,598,394,806.00","1,574,654,987.36","1,866,665,695.78","1,881,043,659.73","2,166,260,581.33","2,441,244,838.56","2,720,466,135.77","2,648,359,526.70","3,821,503,125.75","4,115,298,982.72","5,174,649,638.77","5,611,127,508.31","5,860,397,312.53","5,724,593,007.51","6,762,537,335.96","6,267,417,347.69","7,135,135,133.49","7,527,582,970.79","9,976,188,184.40","9,376,632,144.90","10,011,739,063.26","10,959,707,422.85","12,985,269,410.71","12,224,294,876.00","14,130,384,895.51","15,959,416,447.31","17,556,314,537.66"
流动负债合计,"149,487,534.57","150,545,747.82","151,371,401.57","145,383,184.91","138,573,147.37","136,676,490.72","161,987,385.70","238,192,284.78","331,880,848.11","377,144,779.88","508,805,796.89","539,911,920.91","595,912,664.62","526,240,269.45","636,101,233.40","555,005,604.05","747,923,981.46","676,972,781.34","917,147,752.07","1,061,152,385.15","1,236,785,036.69","1,055,664,551.64","1,071,027,871.07","1,173,733,288.74","1,828,369,020.40","2,074,445,462.96","1,658,184,013.04","1,347,974,963.00","2,382,939,289.33","1,803,871,169.92","2,598,514,688.90","2,783,982,621.03","4,794,784,234.94","4,154,553,202.59","4,390,564,806.81","5,051,956,283.25","6,717,660,031.98","5,809,728,637.15","7,322,818,218.37","8,701,469,981.41","9,916,313,621.68"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00","54,000,000.00","54,000,000.00","54,000,000.00","57,000,000.00","65,000,000.00","70,000,000.00","73,000,000.00","73,000,000.00","90,496,000.00","90,496,000.00","92,970,227.00","92,970,227.00","77,970,227.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000,000.00","52,741,778.57","189,096,536.31","226,028,147.80","230,000,000.00","230,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,"55,326,781.66","55,326,781.66","55,326,781.66","47,438,818.59","65,743,201.66","65,743,201.66","64,528,552.74","56,149,958.37","170,474,283.76","168,423,444.92","166,169,247.51","157,901,703.87","132,797,384.88","148,383,172.14","143,395,148.11","156,347,976.45","350,203,802.16","287,900,935.22","286,469,029.11","273,950,723.29","305,270,955.43","246,951,151.47","333,587,979.87","327,915,835.46","478,091,766.77","693,449,421.94","739,105,683.41","760,589,084.71","1,480,947,137.80"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,"10,000,000.00","10,000,000.00","10,400,000.00","10,400,000.00","10,396,682.69","10,796,682.69","22,746,817.35","23,346,817.35","23,631,233.57","24,095,896.69","23,624,721.59","28,723,232.59","28,520,761.90","28,082,043.77","27,336,349.18","26,847,678.80","27,274,290.45","56,992,785.05","56,844,598.68","6,694,266.09","6,486,744.98","6,188,105.41","6,313,583.81","6,839,988.57","7,201,760.63","35,232,592.01","50,392,112.65","55,567,186.75","37,128,177.33","65,306,685.61","77,630,935.16","68,008,814.14","61,272,885.41"
专项应付款,,"185,000.00",,"718,500.00",,"964,700.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"170,876,329.57","168,892,088.62","184,507,034.61","182,308,712.22","181,050,142.29"
预计负债,,,,,,,,,,,,,"4,017,029.88","4,017,029.88","4,017,029.88","4,017,029.88","2,448,863.51","2,448,863.51","2,448,863.51","2,448,863.51","5,922,463.51","6,199,463.51","6,499,463.51","6,397,944.53","20,088,409.90","24,029,004.88","27,914,809.96","30,655,279.04","72,894,258.92","71,772,823.94","64,633,560.83","65,795,461.69","91,694,036.83","91,569,609.30","157,894,861.65","157,930,069.40","114,846,048.00","112,692,463.60","110,796,593.23","104,767,409.77","127,998,889.61"
固定资产,"38,801,012.88","38,938,869.60","58,883,284.63","62,065,196.06","88,987,970.69","87,582,703.41","86,426,187.39","85,469,569.71","86,081,435.27","84,469,545.50","85,711,795.21","98,512,190.59","113,277,935.79","113,977,536.81","128,555,220.92","141,016,077.09","144,440,325.26","142,127,465.71","159,192,934.79","157,822,486.35","155,750,686.28","153,225,242.34","152,092,394.34","155,040,645.07","563,140,520.10","558,313,836.54","560,943,940.37","595,545,648.72","640,883,489.86","622,770,621.51","613,881,162.87","607,620,837.16","606,326,361.63","608,477,288.04","605,561,652.10","599,756,051.00","642,218,388.04","633,525,954.75","1,064,113,732.98","1,061,726,008.58","1,248,305,165.77"
递延所得税负债,"539,343.63","539,343.63","539,343.63","539,343.63",,,,,,,,,"3,309,697.51","3,309,697.51","3,309,697.51","2,765,037.80","3,843,845.42","3,843,845.42","4,102,305.61","3,862,587.51","7,070,567.97","6,049,136.94","6,505,868.80","5,587,410.75","5,180,957.81","5,958,693.37","5,768,739.03","5,354,782.73","24,434,300.67","22,634,300.67","18,206,352.88","17,826,886.98","15,360,448.05","10,458,152.51","10,628,297.08","11,077,548.30","23,705,446.05","14,961,711.95","18,288,326.06","22,870,998.29","45,468,946.77"
在建工程,"17,045,636.16","17,292,590.17",,,,,,,"8,735,183.00","8,741,524.87","9,899,980.45","2,915,152.41","16,372,584.64","19,726,454.64","44,234,090.64","63,256,738.64","123,722,201.91","108,092,561.14","129,242,901.04","154,156,200.84","266,499,131.60","306,902,094.59","287,144,500.30","328,636,316.74","4,673,494.53","3,808,193.38","19,801,898.16","33,979,234.09","56,400,107.48","62,808,427.72","94,691,447.43","110,408,431.33","166,606,607.16","210,582,797.52","311,106,460.40","374,460,897.71","338,124,698.63","349,610,349.12","2,300,841.25","6,654,807.51","58,779,225.41"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"295,733,666.92","290,047,517.80","142,593,574.70","142,593,574.70",,,,,,,"110,000,000.00","110,000,000.00","358,600,936.54"
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"539,343.63","724,343.63","539,343.63","1,257,843.63",,"964,700.00",,,,,,,"7,326,727.39","7,326,727.39","7,326,727.39","6,782,067.68","6,292,708.93","6,292,708.93","6,551,169.12","6,311,451.02","12,993,031.48","12,248,600.45","13,005,332.31","11,985,355.28","25,269,367.71","29,987,698.25","33,683,548.99","36,010,061.77","395,988,629.07","389,965,229.28","235,113,968.77","235,553,710.01","142,299,234.81","135,864,156.56","200,183,158.73","205,667,617.70","222,953,272.62","348,410,711.86","496,773,067.09","530,297,720.81","823,934,929.80"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"150,026,878.20","151,270,091.45","151,910,745.20","146,641,028.54","138,573,147.37","137,641,190.72","161,987,385.70","238,192,284.78","331,880,848.11","377,144,779.88","508,805,796.89","539,911,920.91","603,239,392.01","533,566,996.84","643,427,960.79","561,787,671.73","754,216,690.39","683,265,490.27","923,698,921.19","1,067,463,836.17","1,249,778,068.17","1,067,913,152.09","1,084,033,203.38","1,185,718,644.02","1,853,638,388.11","2,104,433,161.21","1,691,867,562.03","1,383,985,024.77","2,778,927,918.40","2,193,836,399.20","2,833,628,657.67","3,019,536,331.04","4,937,083,469.75","4,290,417,359.15","4,590,747,965.54","5,257,623,900.95","6,940,613,304.60","6,158,139,349.01","7,819,591,285.46","9,231,767,702.22","10,740,248,551.48"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","50,000,000.00","66,800,000.00","66,800,000.00","66,800,000.00","66,800,000.00","66,800,000.00","66,800,000.00","66,800,000.00","66,800,000.00","133,600,000.00","139,540,200.00","139,540,200.00","139,540,200.00","279,080,400.00","279,080,400.00","279,080,400.00","279,080,400.00","558,160,800.00","558,160,800.00","558,123,280.00","558,123,280.00","1,146,133,167.00","1,146,133,167.00","1,146,133,167.00","1,146,133,167.00","1,170,598,250.00","1,170,598,250.00","1,170,270,750.00","1,160,337,257.00","1,160,099,237.00","1,160,099,237.00","1,159,899,502.00","2,899,748,755.00","2,899,411,405.00","2,899,411,405.00","2,899,411,405.00","2,899,411,405.00","2,898,756,130.00","2,898,756,130.00","2,898,756,130.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"7,450.48","7,450.48","372,760,416.48","372,760,416.48","372,760,416.48","372,760,416.48","372,760,416.48","372,760,416.48","372,760,416.48","372,760,416.48","342,974,505.42","447,196,716.24","458,038,983.06","464,173,405.05","400,537,727.04","406,672,149.03","412,806,571.02","414,329,261.28","136,771,551.54","138,294,241.80","139,646,899.85","140,276,035.25","1,094,583,535.24","1,094,583,535.24","1,094,583,759.88","1,094,583,759.88","1,576,430,909.10","1,586,635,295.22","1,568,469,685.66","1,377,140,987.46","1,386,568,054.36","1,387,932,795.14","1,398,498,487.30","572,802,460.03","582,679,062.12","589,273,285.98","589,582,012.29","595,546,003.82","596,996,941.50","595,130,510.09","593,340,751.52"
无形资产,"3,795,805.04","4,048,065.33","4,066,048.77","4,039,552.35","30,027,173.61","29,391,274.44","28,902,184.44","28,304,022.94","38,070,204.38","37,023,752.27","35,959,671.92","35,061,214.71","34,139,008.36","33,026,540.38","36,883,951.65","36,513,404.37","35,171,642.67","33,839,382.57","40,486,736.74","39,489,876.26","38,116,020.82","36,855,790.08","36,096,320.22","34,815,232.49","33,724,863.36","35,843,182.71","34,560,821.39","33,093,974.45","31,966,084.18","31,046,618.88","30,462,133.06","115,067,436.18","121,278,971.15","120,197,403.88","117,471,325.83","127,451,065.96","120,174,360.59","116,199,373.82","239,312,499.08","233,657,397.65","253,357,254.66"
盈余公积,"26,118,341.55","26,122,077.97","26,118,341.55","26,118,341.55","37,085,203.10","37,085,203.10","37,085,203.10","37,085,203.10","48,853,820.84","48,853,820.84","48,853,820.84","48,853,820.84","73,842,597.59","73,842,597.59","73,842,597.59","73,842,597.59","104,900,230.87","104,900,230.87","104,900,230.87","104,900,230.87","166,858,744.26","166,858,744.26","166,858,744.26","166,858,744.26","292,259,176.48","292,259,176.48","292,259,176.48","292,259,176.48","366,076,331.12","366,076,331.12","366,076,331.12","366,076,331.12","528,267,747.00","528,267,747.00","528,267,747.00","528,267,747.00","717,707,331.98","717,707,331.98","717,707,331.98","717,707,331.98","971,547,268.36"
开发支出,"3,595,624.17","4,171,900.51","5,138,817.73","5,850,128.33","6,568,710.50","7,490,147.89","8,319,883.94","9,455,599.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"492,889,444.86","290,047,517.80","285,187,149.40","285,187,149.40","278,520,290.04","138,457,917.28","133,001,534.15","133,001,534.15","133,001,534.15","133,001,534.15",,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,083,281.09","71,083,281.09","71,083,281.09","71,083,281.09","71,083,281.09","71,083,281.09","71,083,281.09","71,083,281.09"
未分配利润,"152,938,471.02","158,738,992.87","189,666,363.10","227,373,004.39","249,474,779.94","255,784,846.07","268,469,470.64","294,422,449.41","339,863,192.55","358,391,822.61","344,833,615.50","407,153,783.12","501,689,001.76","540,874,844.96","491,056,096.66","566,387,201.31","709,074,292.00","776,041,997.04","865,113,828.69","1,017,301,914.57","1,277,513,486.66","1,420,186,575.83","1,016,344,017.78","1,246,057,149.31","1,635,611,965.15","1,837,280,445.81","2,027,329,464.30","2,245,595,189.18","2,590,788,540.81","2,694,219,395.64","2,938,610,451.11","3,236,234,977.08","3,685,063,626.20","2,740,404,179.59","3,234,998,224.32","3,594,812,916.90","4,161,017,062.96","4,447,855,459.34","4,854,244,363.66","5,315,733,413.73","5,996,130,036.27"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,"1,921,431.06","1,735,486.11","1,549,541.16","1,363,596.21","1,177,651.26","991,706.31","805,761.36","619,816.41","455,134.84","247,926.51","61,981.56",,,,,
少数股东权益,"188,077.46","4,815.30","-170,435.89","-430,155.20","99,477.77","18,700.70","22,565.57","22,008.94",,"1,853,815.63","1,806,942.47","1,636,158.82","1,237,025.83","2,190,226.80","6,904,913.11","8,136,977.43","9,014,751.44","8,093,969.20","7,074,077.81","6,206,636.57","5,510,840.55","4,885,326.70","5,293,431.21","5,060,313.46","5,291,407.72","5,189,791.63","5,682,199.82","6,403,346.46","8,377,451.51","11,861,120.17","11,287,247.12","9,287,661.08","73,903,788.76","148,239,108.38","181,052,977.16","196,113,126.07","188,773,235.48","199,474,402.63","108,028,857.60","126,361,561.78","126,795,637.30"
递延所得税资产,"1,291,483.83","1,291,483.83","1,291,483.83","1,291,483.83","1,938,003.10","2,048,590.69","2,239,659.13","2,792,673.46","3,354,926.41","3,778,639.15","4,506,761.36","6,058,935.38","5,856,067.72","6,514,769.14","8,708,026.97","9,680,153.69","9,718,634.87","10,769,181.16","12,382,981.87","14,741,067.01","17,604,108.54","16,394,698.80","22,903,132.12","25,871,364.24","91,257,672.25","63,489,392.82","64,765,346.19","71,522,181.71","76,707,609.71","84,380,827.47","103,425,928.37","108,399,468.20","156,027,265.37","132,133,459.07","135,555,876.13","157,089,550.57","179,123,558.45","194,626,406.32","201,978,605.33","248,104,832.48","251,453,971.05"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,-190.82,-272.93,"-1,029.45",370.64,,,,"-7,279.90",,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,723,010.19","12,143,172.03","9,417,450.69","95,645,793.34","85,601,198.05","85,706,125.21","98,950,904.47","168,852,319.80","174,245,376.86","185,978,760.03","253,811,968.70","279,718,505.58","194,598,416.79","204,269,255.68","92,944,735.83"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
