科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00",,"60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","144,000,000.00","144,000,000.00","144,000,000.00","144,000,000.00","144,000,000.00"
油气资产,,,,,,,,,,,,,
资本公积,"86,793,403.04","86,793,403.04","86,659,201.13",,"86,659,201.13","467,654,578.53","467,654,578.53","467,654,578.53","403,654,578.53","403,654,578.53","403,654,578.53","403,654,578.53","403,654,578.53"
无形资产,"5,076,217.69","4,079,652.40","9,376,086.14",,"8,741,353.64","8,498,850.64","8,906,782.30","8,547,899.38","8,545,611.90","28,088,079.82","27,205,879.65","26,314,940.83","42,909,488.49"
盈余公积,"5,678,210.10","5,982,598.28","9,786,257.44",,"9,786,257.44","9,786,257.44","12,626,439.25","12,626,439.25","12,626,439.25","12,626,439.25","14,332,681.56","14,332,681.56","14,332,681.56"
开发支出,,"2,244,883.35",,,,,"10,158,225.19","15,602,059.31","20,862,969.41","7,692,562.91","21,342,248.16","28,325,345.46","16,504,686.33"
减:库存股,,,,,,,,,,,,,
商誉,"469,402.50","469,402.50","469,402.50",,"469,402.50","469,402.50","469,402.50","469,402.50","469,402.50","469,402.50","469,402.50","469,402.50","469,402.50"
未分配利润,"60,971,619.30","90,350,684.13","158,344,737.60",,"171,661,620.74","163,380,859.85","234,860,220.92","221,621,498.81","212,379,236.21","220,471,265.55","308,167,109.12","317,374,713.56","343,984,935.13"
长期待摊费用,"1,165,133.77","702,466.65","734,761.05",,"532,394.37","438,444.45","348,111.12","257,777.79","167,444.46","93,194.38","6,777,819.58","6,404,815.62","6,637,667.16"
少数股东权益,"1,919,931.69","18,871,353.87","25,451,407.71",,"25,698,666.31","26,388,735.63","44,425,447.12","42,758,102.35","40,381,790.05","42,344,919.87","70,201,334.42","69,657,390.30","77,387,842.72"
递延所得税资产,"4,456,598.43","6,116,116.34","6,364,375.29",,"6,231,408.24","6,069,041.25","7,195,225.17","7,434,681.35","7,978,531.15","8,104,280.63","13,853,630.26","12,477,063.87","13,113,113.24"
外币报表折算价差,,,,,,,,,,,,,
其他非流动资产,"79,032,500.00",,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,
非流动资产合计,"119,898,545.10","144,293,450.63","145,665,852.20",,"142,741,414.11","342,778,167.61","157,458,452.08","162,445,323.02","168,195,531.45","173,904,806.36","203,707,435.95","208,876,559.96","216,269,292.23"
所有者权益(或股东权益)合计,"215,363,164.13","261,998,039.32","340,229,519.79","342,920,300.00","353,701,118.69","747,132,730.39","839,490,572.46","824,558,397.83","813,002,121.71","823,003,522.73","940,274,501.31","948,804,464.66","983,234,046.50"
资产总计,"434,266,647.86","579,513,111.43","778,136,049.12","794,039,400.00","728,500,492.00","1,134,034,633.70","1,209,412,189.75","1,144,474,737.36","1,102,783,637.19","1,141,803,292.52","1,339,928,478.09","1,310,974,565.84","1,420,079,292.11"
负债和所有者(或股东权益)合计,"434,266,647.86","579,513,111.43","778,136,049.12",,"728,500,492.00","1,134,034,633.70","1,209,412,189.75","1,144,474,737.36","1,102,783,637.19","1,141,803,292.52","1,339,928,478.09","1,310,974,565.84","1,420,079,292.11"
