科目,2010年度,2011年度,2012年度,2013年1-6月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"9,673,179.02","15,319,643.74","24,326,358.97","16,721,205.57","32,080,206.99","12,248,507.78","20,855,080.83","29,557,818.80","40,024,037.63","13,719,102.82","24,620,290.18","38,464,303.59","49,869,450.85","17,986,288.29","38,169,627.15","47,101,734.89","64,451,253.03","19,302,914.49","43,180,980.44","45,167,694.88","92,109,527.54","31,411,202.37"
取得借款收到的现金,"10,000,000.00","26,067,295.00","59,292,620.00",,"48,775,200.00",,,,,,,,"20,000,000.00",,"45,500,000.00","45,558,880.16","46,490,594.65","40,000,000.00","40,000,000.00","60,000,000.00","117,223,276.59","39,368,648.80"
支付的各项税费,"8,730,351.86","20,298,900.90","21,826,561.20","25,295,817.41","48,550,145.95","5,101,834.56","9,020,541.02","17,868,583.05","20,756,153.39","10,171,255.74","14,524,564.03","15,007,334.87","24,099,693.62","9,856,312.44","14,493,557.94","30,502,705.13","27,111,967.69","34,949,649.69","29,975,301.82","42,718,582.90","41,176,550.37","42,665,554.86"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"11,179,308.78","21,997,529.11","18,677,765.74","8,773,451.54","15,414,070.72","3,105,763.16","12,667,318.83","17,331,895.26","24,177,818.00","4,807,072.88","13,934,007.81","9,146,161.92","34,705,347.49","10,182,028.20","7,055,475.90","22,187,658.12","36,003,227.16","78,604,488.35","91,248,662.08","107,972,130.58","48,277,394.59","19,078,393.85"
筹资活动现金流入小计,"10,000,000.00","26,067,295.00","59,292,620.00",,"48,775,200.00","241,204,923.20","231,107,818.30","231,107,818.30","231,107,818.30",,,,"22,500,000.00",,"45,500,000.00","382,252,676.56","384,926,650.05","40,608,546.32","41,868,994.32","62,247,338.07","125,076,604.61","41,632,716.83"
经营活动现金流出小计,"93,294,722.30","180,569,341.60","362,367,557.05","127,895,148.61","286,333,735.77","56,885,463.76","96,658,967.25","150,633,236.65","188,499,675.12","92,579,662.33","153,430,792.71","212,959,813.82","285,289,547.58","87,547,420.85","166,817,292.32","245,258,274.90","317,095,551.13","165,357,258.43","289,531,065.81","452,405,723.05","495,070,119.48","262,299,891.17"
偿还债务支付的现金,"10,000,000.00","10,000,000.00","75,303,115.00","10,056,800.00","10,056,800.00","48,775,200.00","48,775,200.00","48,775,200.00","48,775,200.00",,,"4,000,000.00",,,"15,660,970.45","15,878,312.93","82,463,658.42","1,019,769.49","41,195,542.57","41,077,339.13","87,642,962.95","4,738,296.26"
经营活动产生的现金流量净额,"21,703,250.46","25,233,593.68","42,669,055.41","58,966,043.62","11,180,025.32","50,985,503.86","101,128,721.33","94,642,830.18","110,330,701.58","-49,073,201.48","-53,874,676.38","-36,506,323.11","-13,107,681.76","-24,317,614.35","-8,670,588.79","-13,209,157.08","21,776,524.60","-108,933,460.45","-49,059,856.77","-43,196,151.67","2,447,380.18","-62,010,031.45"
分配股利、利润或偿还利息支付的现金,"7,510,127.94","18,995,147.07","1,231,031.71","36,887.98","286,577.80","290,326.27","2,276,853.80","27,040,374.85","27,040,374.85",,"79,855,482.00","79,960,882.00","80,316,389.97","520,316.67","20,969,047.61","60,420,861.32","60,813,446.06","131,352.08","302,229.32","126,134,767.58","126,854,296.62","1,330,318.88"
收回投资收到的现金,,,,,,,"40,000,000.00","120,000,000.00","410,000,000.00","130,000,000.00","407,000,000.04","537,000,000.04","597,000,000.02",,,"12,142.13",,"220,000,000.00","350,000,000.00","585,000,000.00","615,000,000.00","40,000,000.00"
支付其他与筹资活动有关的现金,,,,,,"4,256,142.64",,,,,,,,,,,,,,,,
取得投资收益收到的现金,,,,,,,"164,931.50","881,616.43","4,425,414.43","1,512,028.36","4,847,530.56","5,606,111.54","5,926,015.17",,,,,"1,172,975.64","2,411,952.05","3,592,780.19","3,687,218.55","433,534.25"
筹资活动现金流出小计,"17,510,127.94","28,995,147.07","76,534,146.71","10,093,687.98","10,343,377.80","53,321,668.91","51,052,053.80","75,815,574.85","75,815,574.85",,"79,855,482.00","83,960,882.00","80,316,389.97","520,316.67","36,630,018.06","76,299,174.25","143,277,104.48","1,151,121.57","41,497,771.89","167,212,106.71","214,497,259.57","6,068,615.14"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"68,000.00",,"14,000.00",,,,,,,,"12,893.24","59,886.00","59,886.00","1,853,639.80","2,098,640.17","25,346,045.45","25,346,045.45","25,346,045.45","25,415,590.45",
筹资活动产生的现金流量净额,"-7,510,127.94","-2,927,852.07","-17,241,526.71","-10,093,687.98","38,431,822.20","187,883,254.29","180,055,764.50","155,292,243.45","155,292,243.45",,"-79,855,482.00","-83,960,882.00","-57,816,389.97","-520,316.67","8,869,981.94","305,953,502.31","241,649,545.57","39,457,424.75","371,222.43","-104,964,768.64","-89,420,654.96","35,564,101.69"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"86,966.29","-665,016.55","651,302.06","1,370,391.99","679,407.12","-860,208.81","-793,466.08","799,527.05","2,463,715.92","3,052,614.64","2,682,174.82","4,074,403.23","5,077,833.05","-202,133.93","1,537,297.77","2,473,425.72","5,382,738.86","-584,767.92","-2,138,998.63","-4,100,551.06","-6,618,786.60","-6,619,102.03"
收到其他与投资活动有关的现金,,,,,,,,,,,,,"1,140,000.00",,,,"340,368.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"68,000.00",,"14,000.00",,"40,164,931.50","120,881,616.43","414,425,414.43","131,512,028.36","411,847,530.60","542,606,111.58","604,078,908.43","59,886.00","59,886.00","1,865,781.93","2,439,008.17","246,519,021.09","377,757,997.50","613,938,825.64","644,102,809.00","40,433,534.25"
五、现金及现金等价物净增加额,"9,117,445.06","-77,191.56","11,917,594.39","48,993,036.84","47,608,348.08","237,947,322.85","142,159,336.84","38,657,696.43","36,682,522.13","-12,984,206.47","12,178,335.23","-50,169,111.08","-25,584,828.32","-35,085,611.46","-15,723,265.71","270,895,325.64","60,779,719.81","-20,589,299.22","-10,675,338.09","12,765,186.14","11,321,779.83","-2,531,175.22"
购建固定资产、无形资产和其他长期资产支付的现金,"5,162,643.75","21,717,916.62","14,229,236.37","1,249,710.79","2,696,906.56","61,226.49","6,854,239.41","11,416,145.68","34,287,178.23","26,475,647.99","31,621,211.79","79,382,420.78","166,817,498.07","10,105,432.51","17,519,842.63","26,188,227.24","45,598,867.48","7,047,516.69","7,605,702.62","10,481,006.29","31,765,496.29","9,899,677.68"
期初现金及现金等价物余额,"41,142,558.29","50,260,003.35","50,182,811.79","62,100,406.18","62,100,406.18","109,708,754.26","109,708,754.26","109,708,754.26","109,708,754.26","146,391,276.39","146,391,276.39","146,391,276.39","146,391,276.39","120,806,448.07","120,806,448.07","120,806,448.07","120,806,448.07","181,586,167.88","181,586,167.88","181,586,167.88","181,586,167.88","192,907,947.71"
投资支付的现金,,,,,,,"171,542,375.00","321,542,375.00","611,542,375.02","72,000,000.00","237,000,000.02","397,000,000.00","397,000,000.00",,,,"160,000,000.00","190,000,000.00","330,000,000.00","427,560,000.00","497,560,000.00",
期末现金及现金等价物余额,"50,260,003.35","50,182,811.79","62,100,406.18","111,093,443.02","109,708,754.26","347,656,077.11","251,868,091.10","148,366,450.69","146,391,276.39","133,407,069.92","158,569,611.62","96,222,165.31","120,806,448.07","85,720,836.61","105,083,182.36","391,701,773.71","181,586,167.88","160,996,868.66","170,910,829.79","194,351,354.02","192,907,947.71","190,376,772.49"
