科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
资产减值损失,"2,145,909.20","330,841.61","131,616.82","2,231,855.87","138,546.20","1,400,812.06","-1,930,389.50","-949,383.74","451,223.99","383,344.01","146,703.86","1,271,874.55","-1,811.49","1,106,274.58","670,724.97","1,527,058.91","-1,515,082.78","-603,142.74","-1,545,493.44","-2,712,716.34","600,062.53","6,861,604.15","1,808,719.26","146,364,577.96","320,492.66","31,733,644.47","28,989,306.03","75,844,480.74","69,104.62","6,739,946.81","7,972,482.39","12,615,620.32","-2,919,903.08","1,402,260.75","-949,745.63"
减:所得税,"9,457,908.16","10,434,362.51","3,856,293.66","10,915,975.64","4,295,103.96","9,964,126.20","16,303,856.09","12,498,668.07","2,881,646.75","5,534,384.05","7,778,072.99","9,755,349.28","2,514,624.99","4,567,012.70","6,669,535.03","9,328,748.19","3,216,861.41","4,075,328.29","5,685,211.07","6,305,148.21","939,591.47","1,380,786.36","3,189,115.16","2,108,985.54","783,096.90","1,402,563.00","4,133,639.20","3,813,640.69","-15,032.71","332,205.86","467,277.05","524,662.73","79,817.70","191,593.13","471,507.57"
加:公允价值变动净收益,,,,,,,,,,,,"685,120.00","-224,170.00","-952,620.00","-736,570.00","-685,120.00",,"27,250.00",,"351,900.00","-854,700.00","-1,887,600.00","-634,450.00","-351,900.00",,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,"789,060.00","172,270.00","345,570.00","290,120.00","271,470.00",,,"10,400.00","3,990,397.22","253,029.46","3,867,366.31","3,715,995.09","8,059,452.62","2,241,467.18","2,919,566.77","3,005,868.13","3,005,868.13",,,,,,,
四、净利润,"50,335,487.75","46,946,999.38","12,959,429.60","43,090,918.19","14,228,466.46","33,031,701.42","54,315,639.54","66,554,311.82","14,653,444.34","32,766,772.10","43,756,805.65","49,407,256.37","13,653,476.21","29,736,372.96","42,513,188.75","47,437,735.26","14,478,621.86","18,594,231.98","28,010,292.03","37,598,146.07","3,400,363.34","9,017,481.72","11,756,460.61","-129,448,884.78","-3,476,126.38","-117,251,523.51","-123,082,446.13","32,348,677.41","9,341,054.04","46,467,571.19","78,603,603.71","184,575,345.74","50,646,966.71","82,440,501.67","133,892,426.55"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"49,990,002.79","46,902,632.08","12,959,429.60","43,090,918.19","14,228,466.46","33,031,701.42","54,315,639.54","66,554,311.82","14,653,444.34","32,766,772.10","43,756,805.65","49,407,256.37","13,653,476.21","29,736,372.96","42,513,188.75","47,437,735.26","14,478,621.86","18,594,231.98","28,010,292.03","37,598,146.07","3,400,363.34","9,017,481.72","11,756,460.61","-129,448,884.78","-3,476,126.38","-117,251,523.51","-123,082,446.13","32,348,677.41","9,341,054.04","46,467,571.19","78,603,603.71","184,575,345.74","50,646,966.71","82,440,501.67","133,892,426.55"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"345,484.96","44,367.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
