科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
投资性房地产,,,,,,,"9,217,276.10","8,527,111.85","7,836,947.60","7,146,783.35","8,648,794.38","8,589,626.34","8,530,458.30","8,471,290.26","8,403,786.03","8,342,533.92","8,281,281.81","8,220,029.70","4,874,014.06","4,837,437.10","4,800,860.14","4,764,283.18","5,300,943.82","5,260,745.41"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"198,640,159.39","206,740,689.75","210,813,328.06",,"199,697,949.12","194,501,708.58","179,756,574.92","179,376,095.45","180,273,731.91","186,409,309.36","185,463,769.45","181,623,372.17","190,888,847.95","279,595,998.63","732,892,452.03","724,203,195.20","713,027,463.67","735,367,045.89","730,810,742.53","729,731,593.77","723,085,809.79","721,363,164.74","714,620,164.20","711,141,069.51"
递延所得税负债,"295,481.82","738,704.55",,,,,,,,,,,,,,,,,,,,,,
在建工程,"1,772,642.30","4,922,213.64","13,952,002.75",,"18,502,847.27","62,415,747.36","81,702,274.80","83,244,108.80","98,089,175.12","132,161,576.57","157,201,948.74","171,696,282.15","221,134,781.88","292,405,626.97","17,782,623.88","17,782,623.88","20,054,559.24","4,442,898.76","6,146,403.66","33,422,014.49","46,250,400.06","56,670,734.35","82,734,540.72","83,336,862.10"
其他非流动负债,"2,931,380.75","4,703,480.49","5,387,208.84",,"5,263,522.16","5,201,678.82",,"5,887,208.84",,"5,639,835.48",,"5,392,462.12",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"4,941,261.94","7,244,747.65","6,901,684.19",,"5,463,943.39","5,402,100.05","5,840,256.71","6,087,630.07","5,840,256.71","5,840,256.71","5,392,462.12","5,392,462.12","5,392,462.12","5,392,462.12","4,695,088.76","4,695,088.76","4,695,088.76","4,695,088.76","4,222,715.40","55,912,715.40","85,912,715.40","97,768,205.62","97,019,832.26","105,599,832.26"
固定资产清理,,,,,,-582.02,,,,,,,,,,,,,,,,,,
负债合计,"71,191,868.54","48,599,211.72","41,173,424.73","43,875,400.00","30,928,666.62","70,594,412.13","48,471,377.74","48,052,506.55","43,444,244.84","80,479,485.97","45,531,349.77","45,965,357.32","48,783,691.02","125,851,967.47","213,833,353.58","166,421,971.62","171,258,535.68","190,298,759.43","174,206,766.47","205,269,178.14","237,817,315.37","303,438,027.99","254,860,637.38","247,317,926.02"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"200,000,000.00","200,000,000.00","200,000,000.00",,"200,000,000.00","266,670,000.00","266,670,000.00","266,670,000.00","266,670,000.00","266,670,000.00","266,670,000.00","266,670,000.00","266,670,000.00","266,670,000.00","266,670,000.00","266,670,000.00","266,670,000.00","266,670,000.00","266,670,000.00","266,670,000.00","266,670,000.00","266,670,000.00","266,670,000.00","266,670,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"77,384,072.84","77,384,072.84","77,384,072.84",,"77,384,072.84","285,606,753.02","285,558,450.64","285,558,450.64","285,558,450.64","285,558,450.64","285,558,450.64","285,558,450.64","285,558,450.64","285,558,450.64","285,558,450.64","285,558,450.64","285,558,450.64","285,558,450.64","285,558,450.64","285,558,450.64","285,558,450.64","285,558,450.64","285,558,450.64","285,558,450.64"
无形资产,"85,728,666.79","84,419,834.49","83,248,683.44",,"84,848,592.56","84,241,366.32","83,611,141.39","82,982,607.18","86,658,388.27","86,021,057.27","93,121,352.09","92,460,567.49","91,889,054.10","91,227,338.91","98,851,168.85","98,166,270.33","97,471,345.09","96,833,731.26","96,068,324.21","199,682,571.56","198,237,096.01","199,417,316.28","197,843,863.11","196,512,842.85"
盈余公积,"6,224,407.89","13,775,393.30","19,910,696.94",,"19,910,696.94","19,910,696.94","27,902,867.45","27,902,867.45","27,902,867.45","27,902,867.45","38,335,719.73","38,335,719.73","38,335,719.73","38,335,719.73","46,839,798.99","46,839,798.99","46,839,798.99","46,839,798.99","54,245,363.78","54,245,363.78","54,245,363.78","54,245,363.78","61,002,095.06","61,002,095.06"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"20,149,232.39","86,493,930.72","131,415,408.71",,"115,359,551.45","215,989,800.31","193,918,099.51","188,222,251.87","168,220,538.42","287,620,703.21","261,861,665.81","249,921,470.22","226,829,636.74","321,331,961.74","293,802,758.05","265,712,375.28","255,987,841.76","345,377,797.54","335,856,014.61","303,939,059.91","286,794,507.27","405,716,482.01","389,529,121.00","364,413,383.80"
长期待摊费用,"31,632.94","22,594.90","13,556.86",,"353,037.84","350,778.33","4,518.82","2,259.31",,,"465,994.79","442,300.16","418,605.53","394,910.90","1,140,421.12","1,076,242.03","1,321,332.89","2,976,707.22","5,018,127.80","5,058,026.47","5,061,895.91","7,447,397.87","8,284,406.04","7,724,091.39"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"1,203,927.54","2,739,177.04","3,237,038.83",,"5,487,041.16","3,196,120.58","3,228,334.32","3,228,334.32","3,228,334.32","3,228,334.32","2,673,008.99","2,673,008.99","2,673,008.99","2,673,008.99","3,282,253.14","3,282,253.14","3,343,412.41","3,342,753.29","4,103,024.17","4,171,288.92","4,135,628.70","3,953,464.97","3,342,401.12","3,343,078.18"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"1,100,000.00","1,100,000.00",,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"288,477,028.96","299,944,509.82","311,264,609.94",,"308,889,467.95","344,705,139.15","357,520,120.35","357,360,516.91","376,086,577.22","414,967,060.87","447,574,868.44","457,485,157.30","515,534,756.75","674,768,174.66","862,352,705.05","852,853,118.50","843,499,395.11","851,183,166.12","847,020,636.43","976,902,932.31","981,571,690.61","993,616,361.39","1,012,126,319.01","1,007,318,689.44"
所有者权益(或股东权益)合计,"306,954,799.15","383,377,453.35","437,974,198.78","419,002,300.00","423,560,311.19","799,919,016.19","786,569,464.46","780,860,971.82","762,985,181.76","883,461,007.03","859,888,478.49","849,064,704.19","827,089,635.75","922,558,252.32","901,191,537.83","873,841,119.83","864,447,969.12","953,221,320.28","950,247,082.54","919,505,897.86","903,221,888.50","1,020,591,711.21","1,011,067,018.83","986,600,760.29"
资产总计,"378,146,667.69","431,976,665.07","479,147,623.51","462,877,700.00","454,488,977.81","870,513,428.32","835,040,842.20","828,913,478.37","806,429,426.60","963,940,493.00","905,419,828.26","895,030,061.51","875,873,326.77","1,048,410,219.79","1,115,024,891.41","1,040,263,091.45","1,035,706,504.80","1,143,520,079.71","1,124,453,849.01","1,124,775,076.00","1,141,039,203.87","1,324,029,739.20","1,265,927,656.21","1,233,918,686.31"
负债和所有者(或股东权益)合计,"378,146,667.69","431,976,665.07","479,147,623.51","462,877,700.00","454,488,977.81","870,513,428.32","835,040,842.20","828,913,478.37","806,429,426.60","963,940,493.00","905,419,828.26","895,030,061.51","875,873,326.77","1,048,410,219.79","1,115,024,891.41","1,040,263,091.45","1,035,706,504.80","1,143,520,079.71","1,124,453,849.01","1,124,775,076.00","1,141,039,203.87","1,324,029,739.20","1,265,927,656.21","1,233,918,686.31"
