科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
存货,"121,903,847.83","213,707,531.96","277,708,047.28","275,215,645.23","402,732,940.20","264,513,391.81","288,010,553.25","382,980,463.00","325,283,712.27","378,614,580.23","280,687,847.26","309,031,776.55","353,278,377.83","375,554,759.56","308,918,064.18","353,747,937.32","429,368,964.73","278,712,418.20","292,381,305.79","351,419,423.53","501,512,201.27","405,789,948.70","404,227,408.58"
其他应付款,"23,644,282.24","9,420,489.77","18,030,720.27","23,663,031.96","22,711,823.61","17,505,123.60","18,629,443.65","20,020,287.43","22,801,684.63","31,117,272.07","29,344,388.99","22,509,802.57","23,202,341.16","20,454,563.89","22,136,491.05","22,079,427.97","21,967,740.24","16,598,002.05","15,805,559.50","18,871,099.57","21,239,134.16","18,105,598.43","17,625,836.27"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,"6,127,954.52","2,673,383.52","2,969,883.52","3,119,883.52","6,452,185.72","2,840,952.72","3,186,432.60","3,279,432.60","4,036,432.01","4,036,432.01","4,036,432.01","4,036,432.01",,
其他流动资产,,,,,,"5,735,816.13","6,237,954.24","4,187,081.63","5,592,067.98","5,901,070.65","6,344,017.96","5,433,108.62","5,312,489.56","4,816,956.42","3,562,781.98","3,188,473.93","3,362,665.93","2,265,850.62","5,459,047.98","4,402,778.32","4,575,923.78","4,759,044.83","5,000,118.50"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"344,465,271.96","611,544,107.15","623,761,373.61","505,066,838.11","597,081,300.11","500,707,329.18","617,552,739.58","621,688,636.23","706,976,166.54","648,910,372.44","574,540,215.18","590,675,008.61","673,414,249.12","744,394,335.15","618,021,330.64","685,378,987.84","820,723,945.44","661,721,052.26","652,188,128.70","755,918,860.83","724,502,122.25","823,572,034.42","863,972,458.68"
流动负债合计,"261,581,543.95","581,744,113.97","1,078,838,683.97","829,573,192.25","978,532,440.87","846,781,206.10","745,406,667.03","792,217,683.57","813,815,637.78","779,586,292.45","663,327,711.24","676,127,308.37","713,110,972.33","820,318,068.92","618,907,971.54","677,195,171.84","798,927,437.38","635,782,698.06","597,372,736.89","694,931,961.36","685,234,952.91","824,317,506.14","840,364,572.57"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,"100,000,000.00","100,000,000.00","200,000,000.00",,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,"18,810,359.65","18,810,359.65","11,782,017.73","11,928,517.73","11,782,017.73","11,782,017.73","4,845,313.01","4,938,313.01","4,685,833.13","4,689,571.21",,,,"14,175,208.12","14,215,601.26","16,020,401.26"
长期股权投资,"1,426,296.73","951,172.90","486,911.67","429,440.25","226,487.49","462,180.16","450,853.37","435,923.94","422,357.81","467,975.40","456,540.68","441,077.10","429,409.82","485,004.35","475,092.32","457,148.99","448,638.08","485,735.11","478,657.79","466,527.51","520,048.05","515,155.76","493,459.28"
专项应付款,,,,,,,,,,,,,,,,,,"4,527,200.00","4,527,200.00","4,527,200.00",,,
投资性房地产,"543,060.05","514,976.67","972,406.52","945,457.52","931,983.02","918,508.52","456,055.74","449,509.11","442,962.48","436,415.85","429,869.22","423,322.59","416,775.96","410,229.33","403,682.70","397,136.07","390,589.44","384,042.81","377,496.18","370,949.55","364,402.92","354,485.06","348,065.21"
预计负债,"46,567,097.80","49,333,183.44","52,263,574.48","53,800,679.85","54,590,233.95","55,368,030.82","56,069,084.38","56,782,122.58","57,699,807.46","58,656,891.86","59,517,263.71","60,391,495.85","61,265,257.44","63,441,111.29","63,052,589.22","63,978,501.49","64,906,381.05","58,716,882.16","59,060,064.45","59,686,887.63","59,788,628.85","59,256,747.83","59,582,055.07"
固定资产,"419,422,043.69","499,890,389.30","810,239,390.05","779,094,132.51","795,147,590.05","865,163,209.21","865,349,039.87","991,556,703.01","1,078,126,988.29","1,112,952,172.30","1,091,451,269.07","1,072,211,754.69","1,059,151,862.88","1,120,123,918.20","1,096,207,379.75","1,096,249,517.32","1,074,320,722.54","1,142,501,679.70","1,096,310,282.77","1,073,911,298.74","1,053,964,607.37","1,091,064,286.92","1,038,897,272.64"
递延所得税负债,,,,,,,,,,,,,,"837,237.50","837,237.50","50,575.00","50,575.00",,,,,,
在建工程,"185,486,526.75","377,466,488.76","344,730,595.03","415,176,459.25","421,583,800.80","429,545,120.48","429,825,016.34","320,221,045.39","230,465,319.81","250,989,904.30","261,384,044.32","295,226,420.72","317,039,624.41","272,979,063.63","278,607,238.28","274,467,061.86","264,407,023.44","216,445,638.56","219,829,518.55","236,264,619.73","256,548,220.56","294,246,544.35","304,771,819.47"
其他非流动负债,"8,166,666.67","13,749,333.33","16,187,059.61","15,920,447.21","23,632,220.22","54,887,408.35","54,887,408.35","54,887,408.35",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"54,733,764.47","63,082,516.77","68,450,634.09","169,721,127.06","178,222,454.17","333,691,098.40","134,195,590.97","153,522,424.27","154,244,203.24","164,170,945.79","164,848,331.53","164,593,942.29","164,957,771.73","163,617,769.00","162,880,036.33","164,029,790.80","165,496,475.41","158,081,876.05","157,990,015.34","161,282,467.83","169,543,864.59","168,463,600.05","169,914,694.04"
固定资产清理,,,,,,,,,,,,,,,,,,"29,778.91","29,778.91","29,778.91",,,
负债合计,"316,315,308.42","644,826,630.74","1,147,289,318.06","999,294,319.31","1,156,754,895.04","1,180,472,304.50","879,602,258.00","945,740,107.84","968,059,841.02","943,757,238.24","828,176,042.77","840,721,250.66","878,068,744.06","983,935,837.92","781,788,007.87","841,224,962.64","964,423,912.79","793,864,574.11","755,362,752.23","856,214,429.19","854,778,817.50","992,781,106.19","1,010,279,266.61"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"510,000,000.00","510,000,000.00","510,000,000.00","510,000,000.00","510,000,000.00","510,000,000.00","636,000,000.00","636,000,000.00","636,000,000.00","636,000,000.00","636,000,000.00","636,000,000.00","636,000,000.00","636,000,000.00","636,000,000.00","636,000,000.00","636,000,000.00","636,000,000.00","636,000,000.00","636,000,000.00","636,000,000.00","636,000,000.00","636,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"222,240,627.90","222,240,627.90","222,240,627.90","222,240,627.90","222,240,627.90","222,240,627.90","510,168,027.90","508,138,027.90","508,138,027.90","508,138,027.90","508,138,027.90","508,138,027.90","508,138,027.90","508,138,027.90","508,138,027.90","508,138,027.90","508,138,027.90","508,138,027.90","508,138,027.90","508,138,027.90","508,138,027.90","508,138,027.90","508,138,027.90"
无形资产,"232,235,356.45","217,177,204.07","197,693,639.79","189,247,140.25","183,792,909.06","178,183,316.11","177,493,344.09","193,011,331.35","185,039,127.15","196,889,031.89","192,947,865.70","186,637,328.95","179,509,532.56","174,279,835.05","172,277,994.29","170,298,712.57","166,549,635.65","167,207,438.65","166,435,393.17","163,713,338.50","161,732,994.91","163,642,036.22","161,944,100.95"
盈余公积,"2,246,268.45","9,129,667.11","28,107,866.14","28,107,866.14","28,107,866.14","28,104,634.80","37,475,423.22","37,307,176.73","37,878,000.28","38,190,664.30","38,190,664.30","47,154,206.86","46,426,678.90","45,749,125.32","45,749,125.32","59,623,765.33","52,303,859.10","53,684,794.52","53,684,794.52","60,691,335.55","59,830,264.65","58,854,409.34","58,854,409.34"
开发支出,"12,361,090.00","132,576,035.80","272,897,164.52","278,842,235.12","282,769,523.32","301,580,649.29","317,879,334.17","320,396,116.62","321,050,026.62","308,094,816.60","308,260,816.60","306,851,717.81","307,808,217.81","307,138,354.85","307,138,354.85","308,347,259.25","146,401,539.29","192,053,024.94","192,679,928.35","194,026,363.64","201,668,989.70","205,246,484.15","206,751,169.90"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"134,601,969.59","443,046,053.17","320,609,734.76","391,642,471.95","352,359,816.80","352,451,435.83","354,783,154.00","343,663,386.08","389,609,077.15","393,440,931.57","425,563,023.56","424,820,239.10","468,490,946.94","487,901,765.11","541,523,866.97","525,935,510.77","392,014,735.44","461,072,108.31","442,585,976.85","432,683,653.55","414,726,860.33","458,626,830.59","440,423,363.67"
长期待摊费用,"6,046,023.80","4,743,052.51","2,278,405.83","9,036,969.47","11,938,012.02","13,202,747.33","13,083,275.59","7,654,745.21","7,210,865.74","4,904,795.07","9,695,165.65","9,129,865.19","8,625,443.06","7,999,173.67","7,619,973.44","5,782,347.60","1,983,332.00","1,724,343.78","3,384,539.95","5,183,368.10","5,565,763.21","6,372,563.35","5,427,213.26"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"1,529,472.25","5,885,779.49","2,190,066.62","2,149,020.86","7,193,952.73","10,733,372.34","10,876,970.52","16,316,184.18","14,991,511.86","14,731,554.80","14,807,755.95","13,256,416.80","12,712,971.85","20,096,346.44","16,727,360.99","16,693,471.36","65,540,325.23","49,888,921.23","50,207,492.35","49,777,299.22","53,566,449.33","50,231,653.95","50,176,034.47"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,"16,706,877.24","11,942,642.83","13,353,321.15","11,095,325.41","7,452,983.18","7,867,285.21","7,349,770.01","6,825,224.01","40,507,266.04","41,796,058.52","35,421,348.20","35,423,963.70","42,461,513.68","36,431,640.00","38,468,958.08","37,235,935.36","38,695,773.56","39,604,608.51"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"859,049,869.72","1,239,205,099.50","1,631,488,580.03","1,674,920,855.23","1,703,584,258.49","1,816,495,980.68","1,827,356,532.52","1,863,394,879.96","1,848,844,485.17","1,896,919,649.39","1,887,300,612.40","1,891,527,673.86","1,892,519,062.36","1,944,019,191.56","1,921,253,135.14","1,908,114,003.22","1,755,465,769.37","1,813,182,117.37","1,766,164,728.02","1,762,212,501.98","1,771,167,411.41","1,850,368,983.32","1,808,413,743.69"
所有者权益(或股东权益)合计,"887,199,833.26","1,205,922,575.91","1,107,960,635.58","1,180,693,374.03","1,143,910,663.56","1,136,731,005.36","1,565,307,014.10","1,539,343,408.35","1,587,760,810.69","1,602,072,783.59","1,633,664,784.81","1,641,481,431.81","1,687,864,567.42","1,704,477,688.79","1,757,486,457.91","1,752,268,028.42","1,611,765,802.02","1,681,038,595.52","1,662,990,104.49","1,661,916,933.62","1,640,890,716.16","1,681,159,911.55","1,662,106,935.76"
资产总计,"1,203,515,141.68","1,850,749,206.65","2,255,249,953.64","2,179,987,693.34","2,300,665,558.60","2,317,203,309.86","2,444,909,272.10","2,485,083,516.19","2,555,820,651.71","2,545,830,021.83","2,461,840,827.58","2,482,202,682.47","2,565,933,311.48","2,688,413,526.71","2,539,274,465.78","2,593,492,991.06","2,576,189,714.81","2,474,903,169.63","2,418,352,856.72","2,518,131,362.81","2,495,669,533.66","2,673,941,017.74","2,672,386,202.37"
负债和所有者(或股东权益)合计,"1,203,515,141.68","1,850,749,206.65","2,255,249,953.64","2,179,987,693.34","2,300,665,558.60","2,317,203,309.86","2,444,909,272.10","2,485,083,516.19","2,555,820,651.71","2,545,830,021.83","2,461,840,827.58","2,482,202,682.47","2,565,933,311.48","2,688,413,526.71","2,539,274,465.78","2,593,492,991.06","2,576,189,714.81","2,474,903,169.63","2,418,352,856.72","2,518,131,362.81","2,495,669,533.66","2,673,941,017.74","2,672,386,202.37"
