科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应交税费,"23,709,492.91","28,747,514.05","37,675,761.40","35,302,855.79","39,055,291.59","40,052,457.56","22,924,966.11","26,702,301.47","47,980,460.55","45,717,274.86","31,734,010.48","24,722,883.19","71,934,668.98","54,602,217.04","38,460,496.61","77,702,176.43","136,741,105.36","127,274,384.54","87,869,169.48"
应收利息,,,,,,,,,,,,,"92,054.79","235,874.99",,,,,
应付利息,,,,,,,,,,,,,,,,,"377,267.50","1,029,896.77","672,964.73"
应收股利,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,"30,000,000.00",,,,"31,200,000.00",,,,,,,,"54,403,128.00"
存货,"113,965,651.62","142,651,929.76","171,479,614.19","181,495,620.63","166,131,221.78","132,389,849.49","158,520,538.84","183,424,835.68","178,375,952.73","164,888,798.36","221,210,816.95","251,499,047.48","274,055,615.42","240,981,241.31","380,336,400.66","394,738,430.38","423,014,147.63","410,468,325.29","458,894,391.22"
其他应付款,"25,758,161.40","32,580,302.06","33,219,255.03","23,211,987.53","16,247,341.70","13,160,518.23","16,700,149.61","16,583,481.14","175,089,125.08","170,667,254.08","186,888,341.05","249,114,223.05","248,873,216.46","244,492,210.70","418,820,182.41","280,408,342.27","310,471,295.97","305,544,771.52","215,311,882.74"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,"227,500.39",,,,,,
其他流动资产,,,"50,000,000.00","70,000,000.00","100,000,000.00","170,000,000.00","700,000,000.00","141,505,049.29","4,500,000.00","251,221.44","59,000,000.00","99,000,000.00","20,053,204.46","35,936,554.88","42,726,877.14","31,481,459.16","86,373,432.42","20,864,946.69","34,419,235.71"
其他流动负债,"12,407,830.78","14,459,022.56","16,335,246.77","20,145,303.06","26,435,323.90","24,036,934.74","16,636,532.88","26,501,683.17","29,776,879.06","21,552,998.54","13,920,272.78","26,084,548.18","29,869,303.42","21,431,266.08","15,968,649.45","27,134,527.41","29,608,422.72","19,328,249.74","17,154,997.55"
流动资产合计,"327,117,423.08","301,564,140.19","375,206,938.20","391,746,749.81","442,302,822.76","456,839,337.34","1,202,252,465.15","1,388,457,839.46","1,379,468,673.20","1,367,053,226.22","1,108,729,010.75","975,482,888.69","1,207,590,885.28","1,186,864,789.19","1,439,490,577.04","1,491,852,716.38","1,690,598,092.28","1,770,991,494.13","1,658,634,889.37"
流动负债合计,"136,264,508.49","172,216,089.04","197,612,857.94","175,899,779.43","182,218,422.06","156,047,701.19","177,586,209.43","176,315,842.09","344,744,975.98","303,181,755.55","613,082,733.01","598,864,832.65","715,697,286.16","631,339,442.45","842,830,820.84","779,772,161.11","922,227,756.70","852,999,608.64","663,234,848.33"
可供出售金融资产,,,,,,,,,,,,,,,,,"35,000,000.00","35,000,000.00","35,000,000.00"
长期借款,,,,,,,,,,,,,,,"72,755,922.60","86,695,377.55","80,859,008.40","75,153,015.38","69,056,361.03"
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,"154,871.30","154,871.30","154,871.30",,,,,
长期应付款,,,,,,,,,,,"765,584.99","472,224.48",,,,,,,
长期股权投资,,,,,,,,,,"1,470,000.00","378,438,983.17","372,622,838.76","385,226,671.44","386,622,775.97","139,878,007.01","134,106,353.57","138,339,221.59","98,255,676.70","97,261,465.30"
专项应付款,,,,,,,,,,,,,,,,,,,
投资性房地产,,"7,669,726.92","94,798,768.23","91,490,576.75","90,385,012.35","89,281,573.38","88,178,134.41","87,074,695.44","85,971,256.47","84,867,817.50","83,764,378.53","82,660,939.56","81,557,500.59","80,454,061.62","79,350,622.65","78,247,183.68","86,058,889.00","84,817,349.68","83,575,810.36"
预计负债,,,,,,,,,,,,,,,,,"7,361,593.25","3,325,853.46","4,936,069.06"
固定资产,"112,001,856.97","130,775,955.63","234,456,265.42","231,080,314.96","227,514,050.07","223,613,409.89","221,572,417.98","219,601,811.97","216,782,991.88","212,577,730.74","211,703,990.06","209,000,477.03","206,865,921.08","203,832,110.02","202,819,109.10","204,179,457.06","212,214,093.82","232,901,411.89","207,482,101.56"
递延所得税负债,,,,,,,,,,,"32,001,133.11","32,001,133.11","31,060,333.20","31,060,333.20","30,087,298.05","29,601,384.88","158,043,750.31","163,352,972.20","156,675,805.49"
在建工程,"10,237,581.77","684,960.58","120,000.00",,,,,"413,103.87",,,,,,,,,,,
其他非流动负债,"2,045,884.58","1,100,529.10","966,857.79","1,448,437.19",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,
非流动负债合计,"2,045,884.58","1,100,529.10","966,857.79","1,448,437.19","4,444,497.24","5,064,228.08","6,216,742.05","6,852,567.82","8,001,923.22","10,397,322.99","43,285,458.86","43,248,970.51","44,930,083.57","45,509,410.47","118,513,886.11","132,742,575.64","262,727,386.48","259,001,620.95","250,495,894.79"
固定资产清理,,,,,,,,,,,,,,,,,,,
负债合计,"138,310,393.07","173,316,618.14","198,579,715.73","177,348,216.62","186,662,919.30","161,111,929.27","183,802,951.48","183,168,409.91","352,746,899.20","313,579,078.54","656,368,191.87","642,113,803.16","760,627,369.73","676,848,852.92","961,344,706.95","912,514,736.75","1,184,955,143.18","1,112,001,229.59","913,730,743.12"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","160,000,000.00","165,648,700.00","165,648,700.00","165,648,700.00","248,473,050.00","248,473,050.00","248,473,050.00","248,473,050.00","259,463,050.00","337,301,965.00","337,301,965.00","337,301,965.00","337,002,965.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"219,716,475.91","219,716,475.91","219,716,475.91","219,716,475.91","219,716,475.91","219,716,475.91","907,816,475.91","1,050,672,098.91","1,058,029,530.66","1,062,181,325.16","986,241,328.30","967,881,763.06","967,790,277.22","967,807,929.41","1,138,282,137.84","1,073,266,479.09","1,086,089,735.33","1,098,912,991.59","1,097,887,391.60"
无形资产,"13,114,914.05","13,278,050.42","13,174,027.48","18,999,290.07","18,921,048.26","18,528,310.20","18,157,507.54","18,143,997.07","96,651,265.11","96,482,026.40","213,497,064.87","225,025,900.69","218,990,495.61","218,888,471.52","643,542,439.38","645,948,438.42","702,229,945.69","694,962,360.56","696,870,621.45"
盈余公积,"3,593,394.22","16,238,400.58","30,358,784.60","40,566,921.42","44,158,025.01","44,158,025.01","44,158,025.01","44,158,025.01","60,066,172.56","60,066,172.56","60,066,172.56","60,066,172.56","69,943,299.79","69,943,299.79","69,943,299.79","69,943,299.79","83,020,688.39","83,020,688.39","83,020,688.39"
开发支出,,,,,,,,,,,,"6,708,951.05",,"1,206,516.52","3,054,120.12","5,797,883.75",,"3,105,210.66","5,247,081.73"
减:库存股,,,,,,,,,"148,504,323.00","148,504,323.00","148,504,323.00","74,252,161.50","74,252,161.50","74,252,161.50","242,875,461.50","172,829,700.00","169,842,520.00","169,842,520.00","83,182,000.00"
商誉,,,,,,,,,,,"106,058,218.40","350,378,890.78","357,314,274.86","357,314,274.86","507,223,423.55","507,223,423.55","546,661,991.05","546,661,991.05","546,661,991.05"
未分配利润,"28,689,928.53","138,347,824.82","214,316,262.15","242,604,535.65","274,237,393.67","307,992,066.73","299,957,764.53","339,304,710.10","378,172,891.69","401,996,987.56","383,650,543.52","425,271,624.07","523,177,671.93","583,489,541.98","645,244,114.99","656,361,802.78","743,399,592.32","823,723,961.10","817,244,898.17"
长期待摊费用,"18,580,355.38","20,533,896.85","18,993,605.04","16,723,115.74","16,071,251.45","12,673,430.33","11,970,433.54","15,187,483.78","15,890,260.42","15,333,855.22","25,604,184.42","28,043,171.27","29,807,805.63","30,479,707.84","73,014,618.06","78,648,692.98","65,681,846.21","55,871,831.92","65,806,375.25"
少数股东权益,,,,,,,,,,,"78,322,244.33","61,538,008.12","71,061,043.72","78,939,719.64","355,211,618.69","373,934,354.81","309,520,828.14","331,142,734.13","328,104,425.94"
递延所得税资产,"28,524,195.20","31,737,734.18","41,427,681.19","49,068,880.06","48,447,496.24","48,447,496.24","47,214,993.10","47,214,993.10","51,664,354.74","51,664,354.74","54,259,578.94","60,715,612.68","64,104,340.33","65,039,920.31","72,785,642.91","79,808,234.30","88,603,510.87","82,094,803.97","90,905,906.12"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,"733,865.28","161,374,854.68","4,793,952.83","1,127,222.21","1,133,132.76","3,594,939.54","6,389,265.21","6,858,019.24","18,889,513.22","24,355,009.58","81,312,037.32","19,443,237.57","17,871,078.44","22,504,460.86","22,531,551.88","22,501,630.67","511,217.56","117,266.56","2,203,630.63"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"183,192,768.65","366,055,179.26","407,764,300.19","408,489,399.79","402,471,991.13","396,139,159.58","393,482,751.78","394,494,104.47","485,849,641.84","486,750,794.18","1,154,638,435.71","1,354,754,890.69","1,361,892,959.28","1,366,497,170.82","1,744,199,534.66","1,756,461,297.98","1,875,300,715.79","1,833,787,902.99","1,831,014,983.45"
所有者权益(或股东权益)合计,"371,999,798.66","494,302,701.31","584,391,522.66","622,887,932.98","658,111,894.59","691,866,567.65","1,411,932,265.45","1,599,783,534.02","1,512,571,415.84","1,540,224,941.86","1,606,999,254.59","1,688,123,976.22","1,808,856,474.83","1,876,513,107.09","2,222,345,404.75","2,335,799,277.61","2,380,943,664.89","2,492,778,167.53","2,575,919,129.70"
资产总计,"510,310,191.73","667,619,319.45","782,971,238.39","800,236,149.60","844,774,813.89","852,978,496.92","1,595,735,216.93","1,782,951,943.93","1,865,318,315.04","1,853,804,020.40","2,263,367,446.46","2,330,237,779.38","2,569,483,844.56","2,553,361,960.01","3,183,690,111.70","3,248,314,014.36","3,565,898,808.07","3,604,779,397.12","3,489,649,872.82"
负债和所有者(或股东权益)合计,"510,310,191.73","667,619,319.45","782,971,238.39","800,236,149.60","844,774,813.89","852,978,496.92","1,595,735,216.93","1,782,951,943.93","1,865,318,315.04","1,853,804,020.40","2,263,367,446.46","2,330,237,779.38","2,569,483,844.56","2,553,361,960.01","3,183,690,111.70","3,248,314,014.36","3,565,898,808.07","3,604,779,397.12","3,489,649,872.82"
