科目,2011年度,2012年度,2013年度,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
筹资活动现金流出小计,"40,163,777.70","79,500,962.58","90,388,856.22","40,177,700.00","51,648,671.00","72,865,519.10","29,085,800.00","45,211,930.32","45,343,281.45","45,234,831.63",843.56,"43,973,569.18","43,732,199.97","43,000,000.00","7,681.39","59,146,902.73","59,500,677.64","59,581,601.66","200,627.40"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,865,430.13","613,700.00","600,520.00","15,000.00","15,000.00","15,000.00","138,898.00","143,755.20","143,755.20","22,684,745.20",,"194,000.00","194,000.00","194,000.00",510.00,"4,510.00","176,520.00","300,866.00","47,758.00"
筹资活动产生的现金流量净额,"38,420,222.30","-3,500,962.58","-57,388,856.22","-11,177,700.00","256,266,729.00","255,049,880.90","-29,085,800.00","-31,092,326.57","-5,668,912.99","-4,781,648.55",-843.56,"-29,413,503.82","-29,263,199.97","-28,403,257.71","-7,681.39","-59,146,902.73","-49,050,677.64","-4,981,601.66","-200,627.40"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-320,356.72","-384,685.70","-978,769.18","-117,388.64","-144,768.05","147,685.55","348,939.50","549,803.99","1,172,279.03","1,535,666.43","-13,735.23","1,189,848.44","1,512,576.54","5,201,554.38","-186,447.05","-1,880,959.95","-3,984,720.35","-6,319,879.33","-6,291,662.39"
收到其他与投资活动有关的现金,,,,,,,,,,,,"9,736,087.98","9,736,087.98","35,536,087.98",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,865,430.13","613,700.00","600,520.00","15,000.00","15,000.00","15,000.00","138,898.00","143,755.20","143,755.20","22,684,745.20",,"9,930,087.98","9,930,087.98","42,752,583.54","5,945.26","15,490.10","193,264.14","323,094.71","7,387,753.53"
五、现金及现金等价物净增加额,"5,754,693.12","35,875,667.40","-16,151,312.00","-6,767,086.18","264,473,594.32","272,650,854.46","-16,209,358.66","-31,672,571.79","-8,210,812.46","-13,269,132.15","-47,611,421.49","-19,819,692.07","-85,153,519.77","-53,697,655.93","-22,762,867.84","-106,827,347.01","-84,201,019.77","-8,826,163.86","-26,791,148.90"
购建固定资产、无形资产和其他长期资产支付的现金,"80,622,822.27","39,824,865.74","18,935,997.51","5,101,263.67","7,673,556.25","18,080,319.78","5,638,922.51","16,770,412.22","31,117,558.75","52,874,260.32","16,830,830.52","53,109,342.01","134,610,803.07","156,163,482.01","40,200,900.72","62,077,620.13","73,560,393.24","80,877,191.60","40,702,400.27"
期初现金及现金等价物余额,"58,669,878.91","64,424,572.03","100,300,239.43","84,148,927.43","84,148,927.43","84,148,927.43","356,799,781.89","356,799,781.89","356,799,781.89","356,799,781.89","379,092,207.72","343,530,649.74","343,530,649.74","343,530,649.74","289,832,993.81","289,832,993.81","290,844,001.81","289,832,993.81","281,006,829.95"
投资支付的现金,,,,,,,,,,,,,,"22,000,000.00",,"32,500,000.00","32,500,000.00","32,500,000.00","7,500,000.00"
期末现金及现金等价物余额,"64,424,572.03","100,300,239.43","84,148,927.43","77,381,841.25","348,622,521.75","356,799,781.89","340,590,423.23","325,127,210.10","348,588,969.43","343,530,649.74","331,480,786.23","323,710,957.67","258,377,129.97","289,832,993.81","267,070,125.97","183,005,646.80","206,642,982.04","281,006,829.95","254,215,681.05"
