科目,2011年度,2012年度,2013年度,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"38,489,727.55","50,476,117.15","62,008,949.46","56,989,358.40","73,514,427.04","24,129,885.14","41,043,118.89","59,710,811.06","79,303,903.73","30,509,637.19","52,512,415.33","75,679,358.31","101,795,437.07","33,513,227.96","56,421,496.19","82,324,638.39","128,519,993.34","39,844,087.21","62,407,742.94","88,374,204.68","148,043,809.54","32,190,463.32"
取得借款收到的现金,"45,000,000.00",,,"80,000,000.00","80,000,000.00",,,,,,,"31,000,000.00","51,000,000.00","38,000,000.00","64,564,768.83","140,368,082.72","120,966,325.57","87,970,000.00","87,970,000.00","223,291,472.58","238,782,396.35","137,507,115.38"
支付的各项税费,"30,687,960.76","37,636,460.53","57,296,224.61","49,039,403.79","68,083,394.15","19,914,227.06","32,826,799.33","30,570,087.57","43,357,927.22","11,880,113.78","21,910,663.35","29,543,025.17","39,092,189.36","12,833,032.10","19,814,640.83","28,521,648.06","31,269,732.66","19,096,451.00","22,719,835.21","27,315,184.28","31,515,506.69","13,644,131.13"
收到其他与筹资活动有关的现金,,,,,,"10,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","13,809,963.65","13,809,963.65","13,809,963.65","10,400,000.00",,"13,788,182.56","13,788,182.56","9,886,153.85",
支付其他与经营活动有关的现金,"33,436,105.16","37,761,052.24","49,805,206.99","33,302,376.49","52,912,435.34","9,965,550.03","26,311,409.05","45,134,852.14","63,453,574.87","30,571,401.63","44,243,996.77","66,770,842.29","78,742,107.76","21,922,247.04","38,567,182.81","70,304,199.57","76,104,882.68","34,869,936.79","48,177,076.53","86,685,720.83","78,731,577.04","42,894,475.76"
筹资活动现金流入小计,"66,547,350.00",,,"80,000,000.00","80,000,000.00","10,000,000.00","459,472,250.00","459,472,250.00","459,472,250.00","10,000,000.00","10,000,000.00","41,000,000.00","61,000,000.00","51,809,963.65","78,374,732.48","154,178,046.37","131,366,325.57","87,970,000.00","101,758,182.56","237,079,655.14","248,668,550.20","137,507,115.38"
经营活动现金流出小计,"314,245,435.27","303,644,377.93","406,075,829.68","337,864,914.43","423,143,073.34","145,492,766.16","267,856,821.85","370,684,497.35","482,072,708.60","163,327,314.78","290,021,453.04","453,167,330.31","576,004,735.12","154,267,772.59","360,490,833.63","548,945,004.59","708,466,742.07","198,899,151.55","378,517,009.92","554,807,240.18","641,298,158.96","239,503,478.63"
偿还债务支付的现金,"30,000,000.00","45,000,000.00",,"80,000,000.00","80,000,000.00",,,,,,,,,"374,970.00","1,196,540.01","52,196,540.01","46,000,000.00","68,041,975.88","73,829,176.48","200,795,849.17","179,728,721.41","69,871,098.06"
经营活动产生的现金流量净额,"13,818,074.50","67,349,105.87","100,191,035.26","-39,246,310.63","45,465,672.27","-32,846,747.04","-60,457,797.32","-61,036,523.94","-47,590,151.36","-47,164,062.03","-42,737,283.09","-96,806,126.13","-61,721,893.16","-3,225,967.71","-2,718,859.13","-15,443,157.41","20,808,239.50","-50,512,873.12","-28,996,510.43","-18,944,589.55","-55,575,707.30","-73,727,567.59"
分配股利、利润或偿还利息支付的现金,"2,051,133.16","7,432,855.83","1,913,422.50","401,510.55","401,510.55",,,,,,"6,762,455.00","6,762,455.00","7,266,088.34","3,337,545.00","4,842,045.00","5,835,083.55","10,554,477.68","1,693,859.15","3,735,820.06","7,580,514.09","10,067,580.44","2,300,065.06"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"26,465,000.00","1,790,777.30","1,178,487.00","1,507,665.80","27,313,326.20","499,829.10","13,109,581.60","23,273,343.90","13,273,343.90",,,,"13,907,959.00",,"10,411,569.50",,"5,000,000.00",,"4,840,000.00","30,938,793.35","24,409,750.00","9,800,288.75"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"58,516,133.16","54,223,633.13","3,091,909.50","81,909,176.35","107,714,836.75","499,829.10","13,109,581.60","23,273,343.90","13,273,343.90",,"6,762,455.00","6,762,455.00","21,174,047.34","3,712,515.00","16,450,154.51","58,031,623.56","61,554,477.68","69,735,835.03","82,404,996.54","239,315,156.61","214,206,051.85","81,971,451.87"
处置固定资产、无形资产和其他长期资产收回的现金净额,"16,500.00",,"1,449,100.00","57,265.75","57,265.75",,,,,,,,"15,863.40","16,500.00","16,700.00","16,700.00","21,132,250.73","8,200.00","-335,878.00","-335,878.00","61,287.10","58,400,000.00"
筹资活动产生的现金流量净额,"8,031,216.84","-54,223,633.13","-3,091,909.50","-1,909,176.35","-27,714,836.75","9,500,170.90","446,362,668.40","436,198,906.10","446,198,906.10","10,000,000.00","3,237,545.00","34,237,545.00","39,825,952.66","48,097,448.65","61,924,577.97","96,146,422.81","69,811,847.89","18,234,164.97","19,353,186.02","-2,235,501.47","34,462,498.35","55,535,663.51"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-546,915.78","-11,077.25","-5,523.88","6,337.05","6,424.86",99.26,99.26,99.26,851.51,,,,-32.44,,,,"-41,336.89",15.69,"-7,556.59","-8,840.72","24,558.81",
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,"6,315,637.63","6,315,637.63",,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"16,500.00",,"1,449,100.00","57,265.75","57,265.75",,,,,,,,"15,863.40","16,500.00","6,332,337.63","6,332,337.63","21,132,250.73","8,200.00","-335,878.00","-335,878.00","61,287.10","58,400,000.00"
五、现金及现金等价物净增加额,"-24,713,918.01","9,743,823.10","67,153,833.21","-69,272,749.58","-52,624,601.06","-34,182,244.65","368,533,262.67","308,859,198.52","102,150,445.09","-47,196,491.03","-61,751,105.09","-93,972,205.79","-81,218,624.87","38,623,247.78","-85,292,503.72","-75,125,674.00","-46,875,089.47","-44,027,511.65","-19,600,663.55","-46,277,278.10","-50,107,208.54","32,022,504.64"
购建固定资产、无形资产和其他长期资产支付的现金,"10,232,793.57","3,370,572.39","31,388,868.67","28,180,865.40","70,439,127.19","10,835,767.77","17,371,707.67","66,303,282.90","177,503,459.80","10,032,429.00","15,251,367.00","24,403,624.66","52,338,515.33","6,264,733.16","9,414,075.70","13,253,526.74","32,889,746.18","11,757,019.19","9,613,904.55","21,752,468.36","23,079,845.50","8,185,591.28"
期初现金及现金等价物余额,"89,561,935.16","64,848,017.15","74,591,840.25","141,745,673.46","141,745,673.46","89,121,072.40","89,121,072.40","89,121,072.40","89,121,072.40","191,271,517.49","191,271,517.49","191,271,517.49","191,271,517.49","110,052,892.62","110,052,892.62","110,052,892.62","110,052,892.62","63,177,803.15","63,177,803.15","63,177,803.15","63,177,803.15","13,070,594.61"
投资支付的现金,,,,,,,,,,,"7,000,000.00","7,000,000.00","7,000,000.00",,"141,416,484.49","148,907,750.29",,,,"3,000,000.00","6,000,000.00",
期末现金及现金等价物余额,"64,848,017.15","74,591,840.25","141,745,673.46","72,472,923.88","89,121,072.40","54,938,827.75","457,654,335.07","397,980,270.92","191,271,517.49","144,075,026.46","129,520,412.40","97,299,311.70","110,052,892.62","148,676,140.40","24,760,388.90","34,927,218.62","63,177,803.15","19,150,291.50","43,577,139.60","16,900,525.05","13,070,594.61","45,093,099.25"
