科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
开发支出,"9,612,955.30","16,585,736.23","21,438,336.54","21,438,336.54","21,442,002.54","24,186,702.54","24,455,034.24","27,142,844.98","27,289,718.05","27,459,034.15"
减:库存股,,,,,,,,,,
商誉,,,,,,,,,,
未分配利润,"31,607,401.70","61,935,197.74","87,889,891.83","93,613,545.21","103,337,735.07","110,791,771.24","119,197,267.75","126,910,053.96","112,094,248.12","119,720,913.89"
长期待摊费用,,,,,,,,,,
少数股东权益,,,,,,,,,,
递延所得税资产,"1,456,537.09","1,873,342.68","2,377,876.95","2,310,629.35","2,451,971.80","2,588,028.20","2,690,240.05","2,775,496.04","2,924,958.83","3,022,129.40"
外币报表折算价差,,,,,,,,,,
其他非流动资产,,"854,000.00",,,,,"92,000.00",,,
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"80,490,533.79","85,002,995.04","96,626,593.11","104,866,649.59","116,768,047.65","117,254,208.86","123,015,745.08","127,883,387.55","127,760,771.39","134,006,494.82"
所有者权益(或股东权益)合计,"162,970,825.23","198,001,709.72","228,173,592.04","233,897,245.42","428,208,227.74","435,774,131.18","447,546,357.75","455,453,615.71","440,686,564.14","448,324,609.58"
资产总计,"265,172,204.30","304,528,044.85","345,443,462.73","345,065,991.00","542,856,825.78","506,145,020.45","527,033,032.83","516,449,933.22","509,786,990.70","530,587,160.65"
负债和所有者(或股东权益)合计,"265,172,204.30","304,528,044.85","345,443,462.73","345,065,991.00","542,856,825.78","506,145,020.45","527,033,032.83","516,449,933.22","509,786,990.70","530,587,160.65"
