科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"513,263,001.50","39,508,537.49","25,066,490.24","46,883,799.81","98,529,941.32","24,011,657.81","40,016,982.66","74,245,184.32","27,063,565.97","25,012,073.50","32,424,007.26","25,246,098.98","19,521,987.93","35,832,270.55","26,828,970.67","22,835,204.00","19,522,567.32","19,351,112.93","8,848,397.06","12,463,610.12","14,976,642.11","315,793,842.79","12,020,428.71","13,715,175.83","13,583,895.80","11,616,454.69","9,990,708.19"
应付职工薪酬,"28,265,027.30","56,636,145.33","47,799,884.80","27,875,590.64","28,727,952.53","53,272,208.06","31,803,506.89","33,283,165.38","33,277,196.78","65,012,308.27","44,918,385.39","45,432,242.96","50,846,830.19","79,051,772.94","51,809,370.32","55,704,400.57","56,055,897.17","89,527,473.43","59,891,501.12","60,548,578.95","64,009,274.74","91,670,239.94","51,930,923.36","56,343,910.94","55,878,309.77","91,494,091.65","53,934,080.79"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-74,447,038.85","-26,549,847.51","-94,121,426.81","10,410,132.80","-12,363,336.72","26,608,102.14","27,120,420.20","37,132,970.09","50,508,486.08","53,562,466.80","46,302,063.20","52,250,795.76","37,874,729.99","16,037,599.02","88,239,332.10","11,094,114.40","24,223,297.99","16,852,167.81","15,392,110.55","27,980,232.88","23,345,298.83","37,611,515.54","19,586,724.54","26,098,649.11","24,324,248.13","34,717,968.23","27,337,894.56"
应收利息,"4,715,150.24",,"5,564,261.60","13,438,985.53","18,078,718.03","31,132,687.54","19,071,646.87","18,000,371.21","5,823,399.36","2,249,794.95","14,543,506.40","8,469,325.53","7,846,239.90","3,546,106.07","4,441,085.67","3,411,143.47","3,048,641.17",,,,,"955,286.33","149,271.61",,,"523,915.42","260,728.63"
应付利息,"7,447,441.27","10,907,053.37","6,654,866.00","8,031,272.90","2,768,324.58","10,998,081.22","6,456,083.13","2,192,337.32","523,393.16","1,575,034.24","1,732,778.83","2,385,040.73","4,010,423.55","2,873,391.28","1,751,625.81","2,962,943.76","5,063,075.11","1,796,149.20","1,439,077.07","2,086,010.70","3,004,043.78","29,115,416.71","38,322,729.02","52,544,870.29","13,239,134.05","22,136,390.69","36,940,984.04"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,"78,750,000.00",,,,,,,,,,,,,,,,,,,
存货,"2,601,314,625.60","2,446,635,317.84","2,854,904,820.58","2,123,185,033.45","1,957,274,406.24","1,929,239,129.25","1,937,793,517.46","1,944,052,087.55","1,705,961,748.97","2,016,311,604.54","2,129,778,577.42","2,205,078,056.30","2,480,024,926.37","2,615,243,004.28","3,062,121,224.18","3,264,841,948.18","3,174,019,672.03","3,417,194,332.45","3,395,876,837.98","2,994,138,282.66","2,746,271,103.53","2,571,002,696.39","2,994,279,943.51","2,681,997,370.96","2,847,984,600.90","2,998,908,004.24","3,335,942,197.23"
其他应付款,"191,369,790.73","197,915,012.73","80,481,084.67","79,354,940.64","127,846,036.34","101,410,183.77","60,839,752.47","38,714,051.43","25,384,720.40","21,052,646.48","33,006,405.29","37,313,504.53","33,552,098.97","33,349,711.41","29,874,920.35","44,919,120.44","46,659,725.71","38,828,793.18","38,991,345.94","41,343,012.51","40,531,790.16","36,301,398.59","38,789,173.81","38,228,228.37","36,977,169.84","29,471,459.36","34,529,254.38"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,"200,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"94,555,838.40","81,387,478.14","43,779,739.74","37,826,049.13","37,898,848.78","436,133,194.52","126,544,387.05","97,617,484.43","69,862,270.67","65,895,801.14","65,193,609.80","205,672,923.63","103,704,047.10","300,000,000.00","300,000,000.00","300,000,000.00",,,,,,"41,594,715.00","41,282,235.00","20,323,200.00","9,877,297.50","93,935,386.25","80,725,937.50"
其他流动资产,,,"646,200,000.00","421,500,000.00","684,769,888.17","1,987,375,816.00","1,603,719,027.44","1,370,295,755.30","2,148,000,000.00","2,478,619,437.34","2,250,302,306.73","2,043,370,496.30","2,095,040,311.77","1,937,287,531.41","1,445,045,994.52","1,404,886,366.63","1,027,018,000.00","451,367,286.90","389,204,062.39","87,590,068.80","619,970,902.69","599,240,020.29","871,591,065.02","811,369,483.11","717,879,026.45","430,741,531.99","75,601,510.37"
其他流动负债,,,,,,,,,,,,,,,,,,"308,095,628.41","311,887,295.08",,,,,,,,
流动资产合计,"4,093,333,742.34","4,283,936,215.13","5,051,829,840.40","6,939,049,055.66","6,777,535,328.56","6,331,674,960.50","6,038,694,763.19","5,788,754,879.63","5,350,913,554.35","5,915,912,827.52","6,183,948,464.82","6,328,692,981.19","6,296,113,024.27","6,173,339,857.47","6,361,454,972.61","6,953,777,621.22","5,958,969,691.70","6,038,217,021.61","5,568,059,992.77","5,361,717,361.38","5,541,838,994.72","6,152,067,281.85","5,905,910,536.83","5,747,486,828.03","5,702,292,195.43","5,232,134,281.21","5,155,593,010.53"
流动负债合计,"1,882,110,642.52","2,659,119,484.49","2,162,363,341.36","2,089,946,066.47","1,951,535,260.50","2,443,771,218.80","2,098,472,393.73","1,823,360,361.36","1,372,085,727.39","2,272,284,612.07","2,361,594,499.49","3,075,599,825.54","3,021,275,814.36","3,378,119,766.66","3,426,490,369.04","4,089,007,588.02","3,565,291,460.63","3,823,792,591.12","3,215,401,186.29","3,006,293,899.79","1,768,156,242.71","2,303,670,377.22","2,224,293,849.74","2,469,938,373.29","2,628,113,999.79","2,581,823,166.46","2,928,436,017.59"
可供出售金融资产,"4,569,483.30",,,,,,,,,,,,"677,420,230.00","677,420,230.00","677,420,230.00","677,420,230.00","787,420,230.00","1,290,585,487.48","1,287,030,352.33","1,335,468,125.74","1,421,497,831.11","610,546,940.26","903,549,441.17","360,380,668.64","198,454,870.51","516,264,509.35","702,760,876.96"
长期借款,"12,679,487.80","9,596,450.20","42,517,001.79","31,341,027.74","25,716,272.21","19,821,178.79","14,088,036.85","8,319,970.33","2,731,469.66","100,000,000.00","300,000,000.00","150,000,000.00","300,000,000.00",,,,,"291,969,359.82","287,404,249.36","297,900,983.06","146,795,385.00","100,520,561.25","99,765,401.25","97,532,510.00","95,480,542.50",,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,"1,606,311,111.11","1,593,127,788.61","1,593,127,788.61","1,593,127,788.61","1,593,127,788.61","1,595,659,079.44","1,596,308,459.59"
长期应收款,"8,805,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,"646,186,638.77","179,585,716.38","507,462,832.00","515,795,286.21","520,134,937.66","103,179,267.23","42,449,230.89","42,202,643.00","42,204,093.52",,,,,,,,,,,,,,,,,,
长期股权投资,,,,"237,632,329.01","246,826,910.00","677,420,230.00","677,420,230.00","677,420,230.00","677,420,230.00","677,420,230.00","677,420,230.00","677,420,230.00",,,,,,,,,,"796,976,089.13","814,584,272.62","1,817,063,650.87","1,861,751,093.11","1,858,766,801.16","1,871,899,761.29"
专项应付款,"199,134,000.00","199,134,000.00","37,522,186.68","25,035,437.12",,,"2,000,000.00","2,000,000.00","7,140,692.33",,,,,,,,,,,,,,,,,,
投资性房地产,"3,760,421.41",,,,,,,,,,,,,,,,,,,,,"13,293,203.72","13,133,450.00","12,973,696.28","12,813,942.56","12,654,188.84","12,494,435.12"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"1,016,307,950.76","1,023,141,913.12","1,016,020,646.88","1,011,211,960.98","1,022,658,672.06","1,188,592,357.29","1,152,792,947.83","1,139,556,608.97","1,047,882,913.98","1,452,987,600.89","1,609,620,294.50","1,817,189,400.62","2,085,312,140.15","2,704,639,711.10","2,761,096,333.50","2,693,249,979.43","2,732,504,917.17","3,181,135,163.36","3,153,956,718.27","3,147,458,034.82","3,139,312,210.30","3,160,358,313.88","3,284,483,711.09","3,245,402,715.64","3,157,974,887.40","3,178,634,880.81","3,043,477,223.40"
递延所得税负债,"2,707,472.02","869,465.48","120,059.52","1,694,908.66","1,833,864.26","959,420.42","891,949.57","908,818.99","132,808.90","131,696.67","132,839.05","391,035.93","610,344.51","132,138.88","132,678.24","132,095.33","137,488.96","635,847.58","139,572.71","793,403.38","1,922,385.25","3,323,472.05","148,708.38","2,638,995.50","142,321.45","140,018.27","134,212.58"
在建工程,"61,436,112.98","155,667,551.61","247,807,729.09","216,639,637.87","221,284,023.11","178,822,062.79","198,248,707.99","308,424,960.80","417,242,280.93","461,683,301.57","384,565,652.10","565,015,107.71","572,802,518.46","132,755,430.57","55,105,935.01","168,801,800.18","576,174,740.23","148,641,269.96","126,668,567.54","157,388,927.86","227,243,260.45","353,411,528.95","197,427,430.05","119,515,250.04","369,454,614.31","447,071,481.63","812,292,729.26"
其他非流动负债,,"106,800,000.00","285,330,853.40","293,411,473.80","315,866,749.63","310,822,029.43","310,815,779.44","307,442,788.71","305,850,043.37","302,130,010.16","298,838,322.88","295,546,635.60","295,088,578.34",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"860,707,598.59","495,985,632.06","872,952,933.39","867,278,133.53","863,551,823.76","434,781,895.87","370,244,996.75","360,874,221.03","358,059,107.78","402,261,706.83","598,971,161.93","445,937,671.53","595,698,922.85","286,310,453.05","283,217,130.65","279,032,561.50","275,005,748.30","557,310,578.06","548,094,611.97","555,090,535.58","2,007,270,389.74","1,939,368,838.79","1,931,336,993.65","1,927,492,930.05","1,918,868,146.73","1,823,003,917.88","1,818,752,232.19"
固定资产清理,,,,"5,425.39","52,868.35",,,,"134,212.14",,,"9,957.83","9,096.85",,,,,,,,,,,,,,
负债合计,"2,742,818,241.11","3,155,105,116.55","3,035,316,274.75","2,957,224,200.00","2,815,087,084.26","2,878,553,114.67","2,468,717,390.48","2,184,234,582.39","1,730,144,835.17","2,674,546,318.90","2,960,565,661.42","3,521,537,497.07","3,616,974,737.21","3,664,430,219.71","3,709,707,499.69","4,368,040,149.52","3,840,297,208.93","4,381,103,169.18","3,763,495,798.26","3,561,384,435.37","3,775,426,632.45","4,243,039,216.01","4,155,630,843.39","4,397,431,303.34","4,546,982,146.52","4,404,827,084.34","4,747,188,249.78"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"528,975,035.31","600,000,000.00","600,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","1,500,000,000.00","1,500,000,000.00","1,500,000,000.00","1,500,000,000.00","1,500,000,000.00","1,500,000,000.00","1,500,000,000.00","1,500,000,000.00","1,500,000,000.00","1,500,000,000.00","1,500,000,000.00","1,500,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"338,063,613.20","1,231,751,952.75","1,231,751,952.75","3,059,643,585.28","3,059,643,585.28","3,059,643,585.28","3,059,643,585.28","3,037,650,714.75","3,036,238,768.98","3,109,265,450.88","3,109,265,450.88","3,109,265,450.88","3,109,265,450.88","3,109,265,450.88","3,109,265,450.88","2,359,265,450.88","2,359,265,450.88","2,359,265,450.88","2,359,265,450.88","2,359,265,450.88","2,359,265,450.88","2,358,492,163.34","2,358,492,163.34","2,358,492,163.34","2,358,492,163.34","2,358,492,163.34","2,358,492,163.34"
无形资产,"100,129,069.65","281,018,722.27","277,524,043.32","270,438,225.80","272,700,835.21","271,046,613.68","269,411,775.01","267,133,985.72","360,858,550.46","355,262,003.71","412,945,926.22","410,096,875.73","411,463,701.65","407,121,847.10","406,164,574.02","399,798,497.69","398,776,345.11","399,522,679.15","402,923,472.46","397,212,592.24","402,102,308.21","406,056,693.16","403,065,437.61","397,395,222.58","391,898,289.13","385,760,529.18","379,055,931.09"
盈余公积,"131,434,010.87","76,015,199.10","145,661,848.78","145,661,848.78","145,661,848.78","170,030,626.31","170,030,626.31","165,358,031.65","165,230,812.51","215,427,084.96","215,427,084.96","215,427,084.96","215,427,084.96","253,336,526.25","253,336,526.25","253,336,526.25","253,336,526.25","272,807,097.25","272,807,097.25","272,807,097.25","272,807,097.25","306,035,214.33","306,035,214.33","306,035,214.33","306,035,214.33","327,467,574.21","327,467,574.21"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"1,093,242,859.12","694,795,904.31","1,576,633,971.81","1,781,719,718.61","1,787,684,365.18","1,803,564,582.34","1,902,200,890.54","2,051,555,708.17","2,187,379,652.84","2,137,435,087.29","2,242,047,470.80","2,225,274,350.13","2,383,171,139.38","2,420,040,115.88","2,540,407,623.56","2,522,367,906.19","2,530,230,903.66","2,559,615,033.54","2,659,009,466.53","2,696,458,164.43","2,793,964,427.24","3,040,201,444.06","3,153,828,821.50","3,120,702,107.74","3,007,391,137.07","3,086,512,491.00","3,174,324,138.89"
长期待摊费用,"36,992.39","346,942.70","249,293.42","3,597,619.74","4,447,599.55","4,377,112.75","4,653,269.28","4,151,917.44","4,807,572.51","3,328,151.74","3,260,705.40","3,048,110.97","2,662,962.69","2,813,955.47","2,092,769.52","2,223,293.76","1,787,272.20","1,747,583.87","1,481,204.38","1,221,176.06","949,112.22","5,413,598.34","5,258,581.41","5,032,467.20","4,803,578.31","4,797,618.10","4,645,251.61"
少数股东权益,"471,922,805.06",,,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"7,277,647.98","11,959,441.81","10,337,826.06","12,062,058.73","7,212,544.95","6,585,802.90","5,025,644.01","3,810,597.73","6,762,133.71","6,268,023.87","696,668.14","6,594,061.54","9,885,844.42","14,718,455.03","14,919,644.58","10,680,998.95","10,748,564.49","25,207,203.67","25,414,241.27","14,805,295.59","15,378,917.48","19,896,463.58","22,767,117.43","15,288,062.11","20,454,591.70","14,093,067.12","6,928,817.39"
外币报表折算价差,"-10,800,143.86","-1,597,386.07","14,405,331.08","-3,613,039.49","-5,358,101.71","14,499,336.23","13,440,063.57","18,116,692.91","14,717,613.45","3,866,126.51","13,091,912.98","4,635,623.38","-1,012,544.03",,,,,,,,,,,,,,
其他非流动资产,,,,,,"17,772,104.92","17,785,218.87","17,662,549.58","17,690,234.87","17,677,929.24","17,939,639.86","18,073,280.83","18,156,349.91","88,160,868.48","88,320,870.25","88,348,656.83","19,169,243.67","19,725,892.66","20,214,473.60","20,362,521.54","20,633,942.57","21,550,565.53","21,494,372.14","21,115,989.24","20,718,240.18","20,544,109.46","19,791,589.12"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"1,202,322,678.47","1,472,134,571.51","1,551,939,538.77","1,751,587,257.52","1,775,183,453.23","2,344,616,284.33","2,325,337,792.99","2,418,160,850.24","2,532,798,128.60","2,974,627,241.02","3,106,449,116.22","3,497,447,025.23","3,777,712,844.13","4,027,630,497.75","4,005,120,356.88","4,040,523,456.84","4,526,581,312.87","5,066,565,280.15","5,017,689,029.85","5,073,916,673.85","5,227,117,582.34","5,387,503,396.55","5,665,763,813.52","5,994,167,722.60","6,038,324,107.21","6,438,587,185.65","6,853,346,615.24"
所有者权益(或股东权益)合计,"2,552,838,179.70","2,600,965,670.09","3,568,453,104.42","5,733,412,113.18","5,737,631,697.53","5,797,738,130.16","5,895,315,165.70","6,022,681,147.48","6,153,566,847.78","6,215,993,749.64","6,329,831,919.62","6,304,602,509.35","6,456,851,131.19","6,536,540,135.51","6,656,867,829.80","6,626,260,928.54","6,645,253,795.64","6,723,679,132.58","6,822,253,224.36","6,874,249,599.86","6,993,529,944.61","7,296,531,462.39","7,416,043,506.96","7,344,223,247.29","7,193,634,156.12","7,265,894,382.52","7,261,751,375.99"
资产总计,"5,295,656,420.81","5,756,070,786.64","6,603,769,379.17","8,690,636,313.18","8,552,718,781.79","8,676,291,244.83","8,364,032,556.18","8,206,915,729.87","7,883,711,682.95","8,890,540,068.54","9,290,397,581.04","9,826,140,006.42","10,073,825,868.40","10,200,970,355.22","10,366,575,329.49","10,994,301,078.06","10,485,551,004.57","11,104,782,301.76","10,585,749,022.62","10,435,634,035.23","10,768,956,577.06","11,539,570,678.40","11,571,674,350.35","11,741,654,550.63","11,740,616,302.64","11,670,721,466.86","12,008,939,625.77"
负债和所有者(或股东权益)合计,"5,295,656,420.81","5,756,070,786.64","6,603,769,379.17","8,690,636,313.18","8,552,718,781.79","8,676,291,244.83","8,364,032,556.18","8,206,915,729.87","7,883,711,682.95","8,890,540,068.54","9,290,397,581.04","9,826,140,006.42","10,073,825,868.40","10,200,970,355.22","10,366,575,329.49","10,994,301,078.06","10,485,551,004.57","11,104,782,301.76","10,585,749,022.62","10,435,634,035.23","10,768,956,577.06","11,539,570,678.40","11,571,674,350.35","11,741,654,550.63","11,740,616,302.64","11,670,721,466.86","12,008,939,625.77"
