科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
筹资活动产生的现金流量净额,"29,241,577.50","-68,635,602.90","12,661,553.61","-19,014,291.45","1,258,907,231.49","1,259,770,503.98",,"-104,677,060.21","-104,677,060.21","-109,600,000.00",,"-96,448,000.00","-96,448,000.00","-96,448,000.00",,"39,364,800.00","908,576,423.09","946,369,478.08","2,586,834,382.98","2,147,846,622.64","1,720,042,613.36","1,715,916,736.47","43,831,654.21","-104,259,626.40","781,441,293.33","761,575,749.35",,"-111,295,342.11","-141,295,342.11","854,968,808.82"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,"10,083,379.34","168,794,941.57","197,945,285.63","198,405,725.31","157,262,912.77"
四、汇率变动对现金的影响,"14,278.25",240.25,"-553,206.83","-28,613.62","42,603.24","-538,030.58","103,719.87","23,500.28","429,080.95","42,429.55","16,035.62","8,884.64","-4,899.38","-39,665.34","18,720.95","-4,896.31","184,626.35","976,872.70","-8,120.33","148,898.36","172,159.28","311,519.29","23,000.65","-1,046,200.41","-1,002,850.42","-185,837.33","-163,223.39","-530,978.70","-1,351,504.23","-39,402.61"
收到其他与投资活动有关的现金,,"4,129,975.00","12,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"13,210,344.34","12,020,000.00","21,029.13","21,029.13","37,829.13",,"12,800.00","12,800.00","58,800.00",,,"2,856,000.00","7,543,500.00","3,125,000.00","3,975,000.00","3,975,000.00","12,475,000.00","20,874,254.26","24,790,120.92","1,069,324,716.94","2,117,615,562.61","25,975,081.16","235,718,947.36","410,588,002.14","783,911,876.12","197,823,864.17","548,791,052.28","1,470,490,797.80","1,610,929,973.13"
五、现金及现金等价物净增加额,"17,930,956.49","15,378,841.00","-5,987,363.61","13,919,174.83","1,271,030,994.00","1,042,974,930.66","-85,310,831.18","-279,352,241.61","-341,784,059.78","-431,187,508.03","135,917,639.52","286,382,788.63","421,946,504.72","-30,157,414.66","-33,309,516.58","-279,522,815.95","-278,804,321.24","-40,792,734.71","2,478,960,308.71","30,965,052.10","386,083,000.60","931,605,544.48","81,728,058.87","338,485,499.55","-540,049,682.64","7,689,360.61","511,894,261.42","-671,311,694.60","-592,357,312.71","403,431,472.28"
购建固定资产、无形资产和其他长期资产支付的现金,"4,584,947.00","5,251,049.00","12,792,096.00","6,232,454.00","8,461,578.79","28,472,043.00","2,686,251.22","6,465,485.00","11,485,246.91","11,994,588.79","8,530,283.73","10,293,910.07","14,433,841.62","15,761,375.39","707,208.49","993,216.89","1,923,469.19","19,311,332.63","6,527,939.57","8,590,552.23","18,242,004.96","47,826,284.91","2,003,425.56","4,236,160.14","6,593,379.81","7,804,315.89","6,803,271.00","8,390,703.62","13,700,033.98","25,208,450.32"
期初现金及现金等价物余额,"12,655,326.07","30,586,282.56","45,965,123.56","39,977,759.95","39,977,759.95","39,977,759.95","1,082,952,690.61","1,082,952,690.61","1,082,952,690.61","1,082,952,690.61","651,765,182.58","651,765,182.58","651,765,182.58","651,765,182.58","621,607,767.92","621,607,767.92","621,607,767.92","621,607,767.92","580,815,033.21","580,815,033.21","580,815,033.21","580,815,033.21","1,512,420,577.69","1,512,420,577.69","1,512,420,577.69","1,512,420,577.69","1,520,109,938.30","1,520,109,938.30","1,520,109,938.30","1,520,109,938.30"
投资支付的现金,"11,236,405.92",,,,,"400,000.00",,,"81,000,000.00","201,000,000.00","62,500,000.00","62,500,000.00","95,550,243.43","679,699,093.43",,"328,778,000.00","701,438,000.00","633,965,620.00","94,037,576.00","1,931,098,189.74","2,176,515,336.88","3,100,965,516.55","257,597,040.33","588,428,071.80","2,179,678,071.80","2,210,584,141.61","34,750,000.00","1,348,410,000.00","1,926,885,400.00","2,005,355,000.00"
期末现金及现金等价物余额,"30,586,282.56","45,965,123.56","39,977,759.95","53,896,934.78","1,311,008,753.95","1,082,952,690.61","997,641,859.43","803,600,449.00","741,168,630.83","651,765,182.58","787,682,822.10","938,147,971.21","1,073,711,687.30","621,607,767.92","588,298,251.34","342,084,951.97","342,803,446.68","580,815,033.21","3,059,775,341.92","611,780,085.31","966,898,033.81","1,512,420,577.69","1,594,148,636.56","1,850,906,077.24","972,370,895.05","1,520,109,938.30","2,032,004,199.72","848,798,243.70","927,752,625.59","1,923,541,410.58"
