科目,2007年度,2008年度,2009年度,2010年1-6月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
收到其他与筹资活动有关的现金,,,"350,000.00",,,"10,368,000.00","10,368,000.00","10,368,000.00",,,,,,,,,"200,000,000.00",,,,,,,,"76,000,000.00",,"178,750,000.00","378,750,000.00","480,000,000.00","23,000,000.00","20,000,000.00","20,000,000.00"
支付其他与经营活动有关的现金,"10,638,506.75","37,201,797.16","48,934,780.50","18,633,081.82","43,481,514.95","18,768,212.98","29,709,832.92","32,025,207.81","76,693,190.04","40,339,943.99","66,270,131.48","85,416,099.59","72,692,438.63","41,543,220.12","48,623,862.68","65,035,042.17","118,654,146.83","76,768,593.17","47,692,262.92","100,591,515.16","99,286,207.20","60,874,656.86","57,714,075.31","73,044,763.83","249,721,378.35","119,439,434.19","148,990,644.27","230,783,141.44","313,491,604.39","129,479,868.81","133,836,997.51","365,759,101.11"
筹资活动现金流入小计,"6,001,825.40",,"40,706,800.00","5,000,000.00","30,000,000.00","735,136,693.93","735,136,693.93","735,136,693.93","724,768,693.93",,"2,300,000.00","35,206,560.00","33,906,560.00",,,"1,500,000.00","329,639,040.43","25,295,058.11","138,741,575.03","194,397,983.03","652,489,493.56","131,070,745.00","330,047,623.20","989,183,710.92","1,326,226,454.25","2,688,835,353.63","3,193,854,841.63","4,082,056,687.42","5,167,758,927.21","154,200,000.00","1,079,694,500.00","1,599,175,530.00"
经营活动现金流出小计,"83,621,017.31","139,496,577.10","181,918,652.33","105,135,748.34","331,631,046.44","134,701,599.06","193,753,779.80","257,041,169.01","490,290,631.79","221,103,009.35","372,813,052.82","573,784,732.44","651,772,711.34","192,324,404.94","281,611,386.22","465,203,510.13","775,715,155.95","415,379,523.56","753,001,092.79","1,026,232,932.56","1,340,157,341.26","383,231,927.68","719,382,175.90","1,398,146,359.08","2,286,958,041.29","776,918,013.21","1,305,741,403.15","1,976,179,116.89","3,137,882,134.91","670,013,231.41","1,127,375,295.58","2,170,140,218.33"
偿还债务支付的现金,,,,,"5,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,"49,300,000.00","76,000,000.00","97,295,058.00","109,781,196.19","458,781,196.19","200,000,000.00","355,500,000.00","341,000,000.00","356,000,000.00","257,500,000.00","596,700,000.00","1,036,380,000.00","1,333,554,526.00","259,563,453.00","658,313,453.00","1,092,763,453.00"
经营活动产生的现金流量净额,"1,090,506.14","13,056,053.69","34,027,526.69","13,327,519.13","54,892,165.56","-79,367,225.84","-45,146,084.78","-6,760,657.62","84,082,450.69","-53,092,090.79","-65,460,485.90","-85,553,732.22","49,518,807.00","-23,160,665.54","-78,616,625.73","-97,978,444.30","35,112,862.24","-192,425,614.26","-274,820,602.02","-375,269,238.99","-133,656,507.77","-49,142,003.66","54,504,923.49","-67,834,534.20","126,417,465.64","-510,924,306.37","-336,387,837.28","-222,834,923.98","625,211,050.89","-228,702,457.13","410,605,366.32","69,039,076.23"
分配股利、利润或偿还利息支付的现金,,,"74,487.50","134,225.00","557,884.73",,"28,110,662.29","28,110,662.29","28,072,336.11","44,800,000.00","44,800,000.00","44,800,000.00","47,400,761.02",,"59,858,575.00","59,858,575.00","62,580,154.56","6,469,542.53","60,969,222.59","68,373,253.74","74,652,105.81","4,300,625.53","84,452,672.75","93,371,518.45","103,441,339.89","16,382,560.82","34,956,047.23","206,394,663.06","234,125,562.07","21,618,977.17","42,305,989.36","79,631,237.86"
收回投资收到的现金,,,,,,,,,,,,,,,"20,000,000.00","105,000,000.00",,,,,,,"373,907.44","12,965,067.44","67,573,907.44",,,"32,000,000.00","26,697,962.17","85,500,000.00","85,500,000.00","85,500,000.00"
支付其他与筹资活动有关的现金,,,,,,"9,353,000.00","10,443,314.48","10,443,314.48",,,,,,,,,"6,195,900.00","1,053,000.00",,,,,"545,216.10","6,241,680.68","945,216.10","15,853,543.00","25,533,543.00","15,853,543.00","35,573,539.55","128,625,000.00","139,312,737.64","139,312,737.64"
取得投资收益收到的现金,,,,,,,,,,,,,,,"339,521.62","913,986.30","974,260.30",,,,,,,,,,,,"5,302,037.83",,,
筹资活动现金流出小计,,,"74,487.50","134,225.00","5,557,884.73","39,353,000.00","68,553,976.77","68,553,976.77","58,072,336.11","44,800,000.00","44,800,000.00","44,800,000.00","47,400,761.02",,"59,858,575.00","59,858,575.00","118,076,054.56","83,522,542.53","158,264,280.59","178,154,449.93","533,433,302.00","204,300,625.53","440,497,888.85","440,613,199.13","460,386,555.99","289,736,103.82","657,189,590.23","1,258,628,206.06","1,603,253,627.62","409,807,430.17","839,932,180.00","1,311,707,428.50"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,,,,"32,855.77","88,000.00","64,757.56","100,000.00","120,500.00","27,140.87","280,281.06",,"1,873.47","499,500.00","427,973.16",,648.00,648.00,"213,637.68","40,000.00","81,914.93","82,263.43"
筹资活动产生的现金流量净额,"6,001,825.40",,"40,632,312.50","4,865,775.00","24,442,115.27","695,783,693.93","666,582,717.16","666,582,717.16","666,696,357.82","-44,800,000.00","-42,500,000.00","-9,593,440.00","-13,494,201.02",,"-59,858,575.00","-58,358,575.00","211,562,985.87","-58,227,484.42","-19,522,705.56","16,243,533.10","119,056,191.56","-73,229,880.53","-110,450,265.65","548,570,511.79","865,839,898.26","2,399,099,249.81","2,536,665,251.40","2,823,428,481.36","3,564,505,299.59","-255,607,430.17","239,762,320.00","287,468,101.50"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,"31,485.18",,"53,662,918.49","53,662,918.49","68,162,918.49",,,"3,563,031.12"
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,"155,223.32",,"-121,213.51","-99,933.36","229,197.40","-120,414.84","-158,175.67","-7,099.60",,,,,-436.01,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,"110,000,000.00",,,,"130,000,000.00",,,,,,,"2,585,807.62","3,860,107.62",,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,,,,,,,,"110,000,000.00",,"20,372,377.39","106,001,986.30","131,039,017.86","100,000.00","120,500.00","27,140.87","280,281.06",,"375,780.91","16,050,375.06","71,893,473.40",,"53,663,566.49","85,663,566.49","100,376,556.17","85,540,000.00","85,581,914.93","89,145,294.55"
五、现金及现金等价物净增加额,"5,611,748.87","1,873,119.69","68,705,151.07","14,557,249.13","63,358,616.83","616,321,915.09","576,044,085.97","578,863,018.34","528,751,208.94","-161,568,361.89","-218,064,971.53","-240,347,045.24","-5,150,969.05","-23,682,643.68","-228,231,664.18","-178,577,599.22","179,915,820.80","-322,626,261.52","-366,951,376.48","-586,490,047.84","-243,044,387.38","-153,611,437.88","-119,458,304.17","-154,338,274.64","383,837,466.17","165,416,278.32","-151,385,757.30","-91,012,242.44","364,867,273.29","-730,251,837.98","-180,166,790.55","-749,362,318.02"
购建固定资产、无形资产和其他长期资产支付的现金,"1,480,582.67","11,182,934.00","5,954,688.12","3,636,045.00","15,975,664.00","94,553.00","35,392,546.41","80,959,041.20","112,027,599.57","8,008,271.10","27,201,155.96","57,196,543.35","61,072,287.27","521,978.14","5,128,840.84","16,246,931.11","26,602,520.54","2,073,162.84","2,607,355.39","7,351,549.46","15,413,549.63","1,119,138.85","37,730,567.25","49,474,662.06","72,887,798.42","86,611,529.33","217,648,674.40","468,516,982.80","738,972,813.84","273,981,950.68","854,116,391.80","1,133,014,790.30"
期初现金及现金等价物余额,"2,414,200.50","8,025,949.37","9,899,069.06","78,604,220.13","78,604,220.13","141,962,836.96","141,962,836.96","141,962,836.96","141,962,836.96","670,714,045.90","670,714,045.90","670,714,045.90","670,714,045.90","665,563,076.85","665,563,076.85","666,356,854.57","665,563,076.85","841,484,972.91","845,478,897.65","845,478,897.65","845,476,840.32","474,031,169.35","602,432,452.94","602,432,452.94","602,432,452.94","986,269,919.11","986,269,919.11","986,269,919.11","986,269,919.11","1,351,137,192.40","1,351,137,192.40","1,351,137,192.40"
投资支付的现金,,,,,,,"10,000,000.00",,,"55,668,000.00",,,"34,758,000.00",,"105,000,000.00","105,000,000.00","1,470,000.00","70,000,000.00","70,000,000.00","220,040,000.00","213,540,000.00","28,000,000.00","26,000,000.00","351,000,000.00","351,000,000.00","517,750,000.00","774,734,000.00","895,808,320.00","1,611,808,320.00","57,500,000.00","62,000,000.00","62,000,000.00"
期末现金及现金等价物余额,"8,025,949.37","9,899,069.06","78,604,220.13","93,161,469.26","141,962,836.96","758,284,752.05","718,006,922.93","720,825,855.30","670,714,045.90","509,145,684.01","452,649,074.37","430,367,000.66","665,563,076.85","641,880,433.17","437,331,412.67","487,779,255.35","845,478,897.65","518,858,711.39","478,527,521.17","258,988,849.81","602,432,452.94","320,419,731.47","482,974,148.77","448,094,178.30","986,269,919.11","1,151,686,197.43","834,884,161.81","895,257,676.67","1,351,137,192.40","620,885,354.42","1,170,970,401.85","601,774,874.38"
