科目,2011年度,2012年度,2013年度,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
取得借款收到的现金,"1,011,600,000.00","1,345,378,825.51","1,176,542,515.86","718,355,079.24","788,355,079.24","810,255,079.24","195,000,000.00","302,000,000.00","322,000,000.00","504,000,000.00",,"98,000,000.00","140,000,000.00","220,000,000.00","42,000,000.00","210,400,000.00","260,400,000.00","290,400,000.00","188,000,000.00","248,500,000.00","293,500,000.00","819,589,791.66","166,000,000.00"
支付的各项税费,"160,133,063.40","136,258,701.03","174,525,855.45","185,920,582.57","323,624,575.14","387,819,970.87","107,469,322.80","244,071,748.23","336,335,678.58","419,038,334.82","82,180,260.21","205,448,155.68","293,051,100.72","370,059,457.52","98,304,512.99","198,402,912.05","289,198,910.56","344,045,911.93","81,725,453.50","145,541,333.24","234,111,030.68","283,339,626.53","57,880,482.89"
收到其他与筹资活动有关的现金,,,"170,500,000.00","30,953,596.46","90,292,568.39","163,481,959.36","7,908,066.63","8,908,066.63","8,908,066.63","31,900,306.31",,,,"1,250,000.00","3,000,000.00","3,000,000.00","7,000,000.00","7,000,000.00","234,689,791.66","234,689,791.66","234,689,791.66",,
支付其他与经营活动有关的现金,"88,736,388.88","78,163,553.03","97,183,306.37","49,747,523.25","73,499,866.00","113,010,921.97","37,231,752.14","53,552,537.51","111,767,391.46","168,347,136.50","20,370,001.26","52,656,901.68","74,073,139.17","100,186,892.80","75,969,817.52","78,426,067.23","109,974,081.40","160,092,802.69","76,080,364.91","112,595,200.60","161,544,859.65","272,985,199.76","52,845,710.43"
筹资活动现金流入小计,"1,011,600,000.00","1,345,378,825.51","1,347,042,515.86","749,308,675.70","2,233,092,647.63","2,344,489,038.60","202,908,066.63","364,318,066.63","384,318,066.63","589,310,306.31",,"98,000,000.00","140,000,000.00","221,250,000.00","45,000,000.00","213,400,000.00","267,400,000.00","302,800,000.00","422,689,791.66","483,189,791.66","528,189,791.66","819,589,791.66","166,000,000.00"
经营活动现金流出小计,"722,016,821.37","681,117,227.66","722,640,022.50","469,277,165.67","742,005,292.18","1,020,197,118.28","301,079,476.65","602,176,638.60","869,266,188.17","1,090,487,961.17","267,683,790.50","587,347,275.69","839,019,758.80","1,079,512,532.45","368,880,930.76","628,681,637.14","954,303,762.63","1,285,471,138.65","393,542,281.01","696,337,574.19","939,444,472.21","1,290,119,117.89","358,349,056.61"
偿还债务支付的现金,"962,000,000.00","1,133,700,000.00","1,318,409,039.79","550,764,021.76","895,268,544.42","1,339,168,764.42","160,000,000.00","271,900,000.00","323,992,959.02","521,274,634.14","148,288,678.08","243,582,333.82","343,879,490.55","444,180,190.00","42,304,284.41","122,612,196.51","231,946,479.29","321,751,240.86","194,401,798.46","277,061,062.38","376,205,061.53","780,034,162.05","158,651,147.44"
经营活动产生的现金流量净额,"126,480,419.44","91,652,854.52","132,601,388.77","281,285,057.56","358,548,412.56","413,037,650.60","-25,680,811.82","32,418,373.17","149,540,706.86","361,497,527.40","109,500,326.70","309,469,102.75","358,469,081.99","550,475,668.96","65,182,047.24","191,251,526.07","361,462,557.86","516,296,672.54","105,767,873.12","248,866,422.52","374,494,044.55","579,048,959.75","-61,635,868.27"
分配股利、利润或偿还利息支付的现金,"109,528,759.81","142,638,200.82","142,773,072.12","243,714,555.00","258,899,881.56","266,225,021.53","3,404,991.68","280,191,009.02","284,394,073.51","304,543,443.07","4,081,784.78","293,711,165.76","296,122,400.07","299,633,701.25","1,342,810.53","289,350,795.97","292,235,366.28","295,860,542.50","3,815,589.29","42,798,724.82","46,648,594.85","44,948,744.73","5,628,200.67"
收回投资收到的现金,,,"30,000,000.00",,,"150,000,000.00","306,417,390.00","965,000,000.00","1,235,000,000.00","1,545,000,000.00","230,000,000.00","520,000,000.00","575,000,000.00","690,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,"373,197,316.90"
支付其他与筹资活动有关的现金,,"70,300,000.00","133,221,467.54","73,615,561.36","73,615,561.36","140,046,832.45",,,"19,210,288.75","19,210,288.75",,,,"30,000,000.00",,,,,,"748,534,400.40","803,534,400.40","837,085,825.14",
取得投资收益收到的现金,"1,100,816.00","7,540,586.85","9,048,704.22","2,379,248.44","2,379,248.44","3,456,274.46","1,871,419.72","13,637,714.89","16,705,235.43","23,568,587.13","458,082.22","13,680,075.68","14,143,705.82","15,120,637.32","472,183.56","2,141,592.06","2,141,592.06","2,141,592.06",,"2,289,759.20","2,289,759.20","2,289,759.20",
筹资活动现金流出小计,"1,071,528,759.81","1,346,638,200.82","1,594,403,579.45","868,094,138.12","1,227,783,987.34","1,745,440,618.40","163,404,991.68","552,091,009.02","627,597,321.28","845,028,365.96","152,370,462.86","537,293,499.58","640,001,890.62","773,813,891.25","43,647,094.94","411,962,992.48","524,181,845.57","617,611,783.36","198,217,387.75","1,068,394,187.60","1,226,388,056.78","1,662,068,731.92","164,279,348.11"
处置固定资产、无形资产和其他长期资产收回的现金净额,"406,868.52",,,"43,629.91","63,785.91","166,219.17","46,000.00","159,168.00","172,377.00","240,175.00","165,000.00","206,000.00","221,000.00","365,544.00",,,"53,040.00","319,382.10","695,000.00","902,414.00","2,113,378.40","2,636,884.39","449,820.00"
筹资活动产生的现金流量净额,"-59,928,759.81","-1,259,375.31","-247,361,063.59","-118,785,462.42","1,005,308,660.29","599,048,420.20","39,503,074.95","-187,772,942.39","-243,279,254.65","-255,718,059.65","-152,370,462.86","-439,293,499.58","-500,001,890.62","-552,563,891.25","1,352,905.06","-198,562,992.48","-256,781,845.57","-314,811,783.36","224,472,403.91","-585,204,395.94","-698,198,265.12","-842,478,940.26","1,720,651.89"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-63,908.77","-420,491.48","-5,890,435.84","2,835,454.42","3,008,572.76","1,645,949.79","2,356,536.54","4,295,829.80","6,277,740.48","12,193,048.92","653,957.51","2,063,642.34","2,404,339.32","3,986,065.36","-1,137,241.56","-2,154,900.91","-5,025,184.46","-6,052,963.14","-3,240,577.54","-1,980,525.48","-649,763.87","-737,910.12","-520,256.42"
收到其他与投资活动有关的现金,,,"37,000,000.00","20,000,000.00","40,000,000.00","40,000,000.00",,,,,"19,947,000.00","19,947,000.00","19,947,000.00","19,947,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","35,000,000.00","85,000,000.00","88,000,000.00","118,007,700.00","10,715,852.57"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,507,684.52","7,540,586.85","76,048,704.22","22,422,878.35","42,443,034.35","193,622,493.63","308,334,809.72","978,796,882.89","1,251,877,612.43","1,568,808,762.13","250,570,082.22","553,833,075.68","609,311,705.82","725,433,181.32","40,472,183.56","42,141,592.06","42,194,632.06","42,460,974.16","35,695,000.00","88,192,173.20","92,403,137.60","122,934,343.59","384,362,989.47"
五、现金及现金等价物净增加额,"-19,959,746.54","36,538,219.81","-106,279,350.15","97,051,021.83","1,301,285,523.98","308,600,343.11","-35,331,201.57","-50,856,464.94","-179,331,355.33","49,391,416.28","-41,400,489.86","-3,637,107.02","-176,760,639.36","19,828,871.30","29,187,881.91","-219,652,086.59","-189,381,774.69","-104,598,009.77","-92,185,000.61","-284,865,625.71","-280,952,401.72","-299,161,762.95","234,187,249.95"
购建固定资产、无形资产和其他长期资产支付的现金,"87,955,181.92","30,975,354.77","61,677,943.71","30,842,798.62","42,698,868.59","56,526,241.83","4,613,243.21","8,246,717.64","84,301,891.55","101,846,225.02","33,375,023.43","63,358,808.20","130,593,255.86","179,751,581.51","60,194,959.39","137,137,858.02","163,127,138.43","190,588,592.22","23,923,203.70","34,594,467.01","48,722,821.79","89,262,603.68","89,723,266.72"
期初现金及现金等价物余额,"183,553,834.11","163,594,087.57","200,132,307.38","93,852,957.23","93,852,957.23","93,852,957.23","402,453,300.34","402,453,300.34","402,453,300.34","402,453,300.34","451,844,716.62","451,844,716.62","451,844,716.62","451,844,716.62","471,673,587.92","471,673,587.92","471,673,587.92","471,673,587.92","399,496,312.86","399,496,312.86","399,496,312.86","399,496,312.86","100,334,549.91"
投资支付的现金,,"30,000,000.00",,"55,368,701.50","55,368,701.50","835,368,701.50","354,999,999.98","870,000,000.00","995,000,000.00","1,175,000,000.00","160,000,000.00","310,000,000.00","460,000,000.00","460,000,000.00",,"68,395,262.31","83,395,262.31","82,735,262.31",,,,,
期末现金及现金等价物余额,"163,594,087.57","200,132,307.38","93,852,957.23","190,903,979.06","1,395,138,481.21","402,453,300.34","367,122,098.77","351,596,835.40","223,121,945.01","451,844,716.62","410,444,226.76","448,207,609.60","275,084,077.26","471,673,587.92","500,861,469.83","252,021,501.33","282,291,813.23","367,075,578.15","307,311,312.25","114,630,687.15","118,543,911.14","100,334,549.91","334,521,799.86"
