科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付职工薪酬,"7,997,406.99","14,083,123.62","14,815,501.26","12,461,560.45","18,439,288.74","24,140,118.73","12,731,604.52","21,224,628.20","30,037,607.66","33,895,663.82","22,972,952.68","42,296,159.78","58,837,361.10","64,604,041.42","36,518,259.09","52,446,120.84","67,257,371.01","82,127,541.21","51,208,161.25","61,012,509.03","75,316,870.96","118,632,877.96","75,332,464.60"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"4,914,467.64","6,879,382.79","16,648,890.38","2,751,920.40","13,588,705.64","12,432,535.02","6,098,773.80","25,313,220.31","12,162,491.78","7,372,448.81","10,031,169.92","22,045,788.11","36,382,538.12","33,202,523.30","29,907,765.30","22,038,514.46","26,212,431.69","26,539,518.08","30,376,758.69","33,152,020.78","29,764,831.14","20,642,794.00","23,100,601.47"
应收利息,,,,,,,"742,151.84","409,261.11","318,575.34",,"591,780.82","2,012,232.87","1,421,047.95","685,229.00","345,561.63","858,175.34","136,068.49","3,006,253.61","2,001,812.26","5,142,360.80","2,597,284.36","2,613,589.04","3,242,753.64"
应付利息,,,,,,,,,,,,,,,,,,,,,,,"67,062.50"
应收股利,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,"5,372,396.54","929,425.00","929,425.00","929,425.00","8,012,996.67","8,012,996.67","495,380.00","495,380.00"
存货,"131,155,942.59","136,611,807.80","144,119,109.86","183,933,459.74","180,956,798.17","235,535,084.80","244,563,076.69","202,874,364.34","260,787,794.88","279,373,639.81","324,430,649.31","294,289,189.57","415,005,860.67","442,120,471.89","488,294,284.71","348,516,358.78","361,250,333.55","364,038,324.67","345,499,542.71","334,148,316.22","459,297,669.56","500,306,981.68","588,641,201.81"
其他应付款,"1,169,993.58","3,013,027.45","9,046,789.30","8,165,156.89","8,252,875.39","9,900,094.49","8,678,718.19","8,751,388.75","5,420,165.79","21,248,924.36","16,665,877.43","28,092,062.09","35,965,706.40","57,824,140.13","40,129,583.05","42,725,912.01","55,071,367.93","97,707,767.27","50,627,800.37","60,901,611.65","74,924,920.57","109,729,345.82","88,465,752.48"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,"14,536,333.33","14,536,333.33","14,536,333.33","14,536,333.33","17,486,025.64","17,486,025.64","17,486,025.64","17,486,025.64","18,943,194.50","14,571,688.10"
其他流动资产,"718,950.42","5,238,251.05","2,421,738.86","118,218.42",,"90,889.11",,"200,015.95",,"2,304,747.26","2,752,127.94","22,420,215.74","40,385,848.60","229,892,157.97","289,358,308.34","83,255,058.64","57,033,338.22","102,453,079.59","161,941,738.79","114,839,987.13","41,806,792.92","71,828,413.53","40,584,079.41"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"393,295,899.47","548,751,008.43","708,313,541.91","867,235,026.53","977,134,336.03","997,939,334.91","1,370,334,412.36","1,385,629,667.54","1,617,448,566.48","1,724,388,547.25","1,692,422,653.51","1,929,147,648.23","2,062,377,365.03","2,306,604,376.97","2,205,989,858.37","2,166,350,512.03","2,323,951,815.92","3,302,907,363.25","3,157,791,086.00","3,152,435,458.58","3,305,834,800.48","3,430,922,332.07","3,399,701,549.53"
流动负债合计,"242,445,217.55","315,501,851.24","412,165,198.28","537,975,093.62","607,992,177.24","602,703,543.21","478,676,123.76","513,558,013.62","697,458,394.21","778,268,072.84","743,434,494.56","931,549,156.00","1,044,715,228.95","1,277,396,678.11","1,127,172,971.04","1,226,564,029.16","1,344,107,034.03","1,520,931,500.11","1,329,295,641.79","1,400,574,577.68","1,494,460,763.92","1,655,350,264.66","1,567,080,988.02"
可供出售金融资产,,,,,,,,"16,000,000.00","16,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","18,596,659.37","18,596,659.37","18,596,659.37","18,596,659.37","18,191,253.96","18,191,253.96","18,191,253.96","18,074,702.25","17,782,024.25","17,782,024.25"
长期借款,,,,,,,,,,,,,,"29,072,666.67","26,649,944.45","23,015,861.12","19,381,777.79","18,943,194.46","14,571,688.06","10,200,181.66","5,828,675.26",,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,"2,337,035.44","2,323,230.13","2,174,517.82","2,519,514.24","900,000.00","892,726.34","889,843.09","886,922.35","887,579.08","888,432.29","889,389.14","10,118,698.20","10,163,886.50","10,563,873.86","10,191,081.51","12,393,752.84","11,688,540.63","11,444,429.01","11,139,002.57","13,573,711.52","17,082,470.65"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,
预计负债,"1,319,138.13","1,532,786.13","2,117,595.60","2,893,663.60","3,202,094.98","2,221,850.77","3,057,989.22","3,872,995.52","4,709,563.98","5,450,515.12","6,358,068.37","7,493,674.20","8,675,657.75","9,751,781.49","10,256,016.77","11,864,426.34","13,521,618.38","16,978,726.68","16,841,609.66","18,403,591.97","19,024,464.21","17,799,585.48","18,306,884.76"
固定资产,"46,600,041.18","43,410,657.47","50,220,803.23","50,439,488.65","50,098,033.82","50,083,887.51","52,430,098.15","51,707,198.58","50,941,244.03","50,875,404.85","51,933,860.47","71,261,523.46","77,012,366.33","173,516,686.07","190,039,651.32","206,202,175.04","284,332,884.92","473,106,423.57","523,177,352.45","549,189,612.24","556,279,443.22","597,080,881.59","585,857,029.13"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"1,148,000.00","1,148,000.00","1,148,000.00","1,148,000.00","1,148,000.00","1,148,000.00","1,148,000.00","160,000.00","160,000.00","777,100.00","1,487,365.76","5,954,171.83","43,809,487.78","97,264,907.87","93,129,905.95","217,662,517.54","173,107,540.72","4,469,637.81","5,184,230.54","5,567,842.24","6,228,521.75","8,553,320.04","16,210,666.47"
其他非流动负债,,,,,,,,,,,,"67,630,500.00","67,630,500.00","67,630,500.00","67,630,500.00","47,341,350.00","47,341,350.00","46,411,925.00","46,411,925.00","24,737,380.00","24,737,380.00","24,178,760.00","24,178,760.00"
工程物资,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"1,319,138.13","1,532,786.13","2,117,595.60","2,893,663.60","3,202,094.98","2,221,850.77","3,057,989.22","3,872,995.52","4,709,563.98","5,450,515.12","6,358,068.37","75,124,174.20","76,306,157.75","106,454,948.16","104,536,461.22","82,221,637.46","80,244,746.17","82,333,846.14","77,825,222.72","53,341,153.63","49,590,519.47","41,978,345.48","42,485,644.76"
固定资产清理,,,,,,,,,,,,"7,061.66",,,,,,,,,,,
负债合计,"243,764,355.68","317,034,637.37","414,282,793.88","540,868,757.22","611,194,272.22","604,925,393.98","481,734,112.98","517,431,009.14","702,167,958.19","783,718,587.96","749,792,562.93","1,006,673,330.20","1,121,021,386.70","1,383,851,626.27","1,231,709,432.26","1,308,785,666.62","1,424,351,780.20","1,603,265,346.25","1,407,120,864.51","1,453,915,731.31","1,544,051,283.39","1,697,328,610.14","1,609,566,632.78"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","133,350,000.00","133,350,000.00","266,700,000.00","266,700,000.00","266,700,000.00","272,350,000.00","272,350,000.00","272,350,000.00","272,350,000.00","272,350,000.00","272,350,000.00","299,270,955.00","299,270,955.00","299,004,955.00","299,004,955.00","299,004,955.00","299,004,955.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"2,200,000.00","2,200,000.00","2,200,000.00","2,200,000.00","2,200,000.00","2,200,000.00","418,395,450.00","418,395,450.00","285,120,886.35","285,259,229.10","273,056,159.85","336,522,334.85","338,750,847.35","340,658,967.88","342,341,042.89","344,023,117.90","345,705,192.91","1,037,645,975.84","1,038,451,900.85","1,036,339,805.86","1,037,145,730.87","1,028,350,266.57","1,028,350,266.57"
无形资产,"25,947,984.19","25,527,267.17","24,927,063.04","24,626,960.99","25,144,231.87","24,977,215.05","24,763,085.06","24,650,511.48","24,431,011.59","24,316,038.01","90,484,390.52","91,663,980.04","92,596,470.80","23,647,091.05","23,567,888.50","23,398,450.90","25,029,909.97","24,814,662.28","24,599,414.59","24,792,083.55","24,566,376.45","24,340,669.35","24,449,500.54"
盈余公积,"17,102,990.86","25,073,124.43","34,765,177.77","34,765,177.77","34,765,177.77","47,552,714.38","47,552,714.38","47,552,714.38","47,552,714.38","62,444,689.66","62,444,689.66","62,444,689.66","62,444,689.66","84,777,077.68","84,777,077.68","84,777,077.68","84,777,077.68","110,447,137.28","110,447,137.28","110,447,137.28","110,447,137.28","134,547,364.68","134,547,364.68"
开发支出,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,"67,630,500.00","67,630,500.00","67,630,500.00","67,630,500.00","47,341,350.00","47,341,350.00","46,474,435.00","46,474,435.00","24,737,380.00","24,737,380.00","25,232,760.00","25,232,760.00"
商誉,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"108,503,776.16","179,993,783.64","242,312,550.46","273,995,905.10","315,511,791.93","329,179,457.14","368,676,908.67","363,145,471.51","407,125,590.34","418,391,023.34","468,024,222.82","472,081,234.99","522,321,238.58","559,373,816.15","623,840,389.50","622,675,854.55","686,856,420.23","729,813,718.54","807,036,107.16","786,045,984.96","849,611,910.81","863,862,932.32","916,263,181.24"
长期待摊费用,,,,,,,,,,,,,,"1,533,990.85","7,088,252.24","1,859,860.89","3,050,307.54","6,360,819.59","8,210,794.70","10,648,324.18","11,215,425.18","12,537,945.28","12,958,194.26"
少数股东权益,,,,,,,"4,592,069.28","5,281,173.65","8,650,798.33","9,397,537.49","43,441,288.59","43,422,138.66","55,521,396.53","65,589,675.16","72,034,006.35","69,934,543.37","83,562,585.72","117,470,061.02","145,032,621.64","144,796,861.87","151,681,233.83","124,132,724.04","130,033,733.18"
递延所得税资产,"4,579,197.86","6,492,685.30","8,775,962.40","9,162,567.85","11,686,216.47","11,202,923.52","9,244,824.02","11,015,566.43","12,519,762.90","9,964,932.23","11,703,593.01","12,858,776.84","14,519,172.85","14,490,672.37","18,531,438.67","18,633,513.80","20,788,612.92","18,108,372.66","21,608,582.27","23,149,187.10","22,768,204.78","27,428,849.70","29,461,770.60"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,"229,400.00","179,400.00","20,542,440.00","21,552,151.60","281,400.00",
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"78,275,223.23","76,578,609.94","87,408,864.11","87,700,247.62","90,250,999.98","89,931,540.32","88,486,007.23","104,426,002.83","104,941,861.61","106,820,397.44","176,496,788.84","202,633,946.12","248,826,886.90","339,168,705.78","361,117,682.55","496,917,051.40","535,096,996.95","557,674,322.71","612,839,569.14","663,525,172.28","671,823,827.80","701,578,801.73","703,801,655.90"
所有者权益(或股东权益)合计,"227,806,767.02","308,294,981.00","381,439,612.14","414,066,516.93","456,191,063.79","482,945,481.25","977,086,306.61","972,624,661.23","1,020,222,469.90","1,047,490,356.73","1,119,126,879.42","1,125,108,264.15","1,190,182,865.23","1,261,921,456.48","1,335,398,108.66","1,354,481,896.81","1,434,697,032.67","2,257,316,339.71","2,363,509,790.63","2,362,044,899.55","2,433,607,344.89","2,435,172,523.66","2,493,936,572.65"
资产总计,"471,571,122.70","625,329,618.37","795,722,406.02","954,935,274.15","1,067,385,336.01","1,087,870,875.23","1,458,820,419.59","1,490,055,670.37","1,722,390,428.09","1,831,208,944.69","1,868,919,442.35","2,131,781,594.35","2,311,204,251.93","2,645,773,082.75","2,567,107,540.92","2,663,267,563.43","2,859,048,812.87","3,860,581,685.96","3,770,630,655.14","3,815,960,630.86","3,977,658,628.28","4,132,501,133.80","4,103,503,205.43"
负债和所有者(或股东权益)合计,"471,571,122.70","625,329,618.37","795,722,406.02","954,935,274.15","1,067,385,336.01","1,087,870,875.23","1,458,820,419.59","1,490,055,670.37","1,722,390,428.09","1,831,208,944.69","1,868,919,442.35","2,131,781,594.35","2,311,204,251.93","2,645,773,082.75","2,567,107,540.92","2,663,267,563.43","2,859,048,812.87","3,860,581,685.96","3,770,630,655.14","3,815,960,630.86","3,977,658,628.28","4,132,501,133.80","4,103,503,205.43"
