科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
商誉,,,,,,,,,,,,,,"192,846,280.02","192,802,280.02","192,802,280.02","192,802,280.02","192,802,280.02","278,904,612.65","278,904,612.65","278,904,612.65","278,904,612.65","278,904,612.65","278,904,612.65","278,904,612.65","278,904,612.65","192,802,280.02","192,802,280.02","192,802,280.02","192,802,280.02","192,802,280.02","192,802,280.02","192,802,280.02","192,802,280.02","178,681,327.91","178,681,327.91","178,681,327.91","178,681,327.91","167,159,959.40","167,159,959.40","167,159,959.40","167,159,959.40","157,094,557.38","157,094,557.38","157,094,557.38","157,094,557.38","140,310,738.56","140,310,738.56"
未分配利润,"53,319,168.99","57,721,733.77","60,233,835.82","64,642,712.27","56,754,546.53","55,573,812.76","55,861,707.50","57,477,026.01","49,094,649.46","51,887,031.76","54,879,820.58","60,660,872.01","71,763,604.89","82,245,908.26","92,897,444.25","106,885,460.22","101,768,722.39","117,883,870.03","135,858,876.63","154,478,218.37","157,333,699.79","182,984,442.71","214,737,192.09","234,615,159.87","236,009,259.83","253,887,844.34","259,578,328.92","277,525,869.03","298,974,600.80","319,319,387.01","328,938,646.65","440,252,219.02","412,156,696.65","426,724,013.65","401,626,836.76","415,399,582.06","439,227,816.83","461,033,177.54","473,299,885.59","493,870,255.42","524,097,797.90","528,057,470.74","541,048,766.20","562,308,316.09","595,157,542.74","591,844,352.64","595,185,236.21","617,961,850.67"
长期待摊费用,,,,,,,,,,,,,,,"35,700.00","55,780.00",,,"342,880.00","410,519.58","457,480.83","399,225.42","568,288.93","1,204,592.28","1,036,689.85","1,809,832.99","1,797,639.55","1,687,690.18","1,577,740.81","1,467,791.44","1,357,842.07","1,247,892.70","1,137,943.33","474,345.95","748,095.50","670,522.65","604,496.60","1,354,378.81","1,681,388.91","1,792,390.11","1,623,012.66","1,457,694.68","1,552,451.21","1,516,673.91","1,399,391.76","1,372,828.90","1,336,273.63","1,430,331.42"
少数股东权益,"1,424,909.36","1,305,355.12","1,253,221.77","1,247,673.29","1,302,457.25","1,347,738.61","1,535,578.17","1,547,107.21","1,638,137.99","1,622,159.80","1,659,203.94","1,692,938.50","1,725,187.40","1,749,833.93","1,831,789.31","1,836,090.51","1,884,260.65","2,024,064.49","2,322,923.96","2,426,112.55","2,497,106.50","2,582,799.57","2,696,456.10","2,728,659.86","2,179,321.14","2,192,434.74","2,184,665.81","2,190,489.77","845,970.16","801,860.13","851,728.59","821,307.88",,,,,"2,359,576.72","2,205,847.53","2,032,262.05","1,833,270.74","1,435,969.67","1,207,386.93","303,313.21","128,750.17","-235,438.22","-820,007.81","2,714,540.46","2,142,821.93"
递延所得税资产,"1,517,524.63","1,808,581.74","1,375,872.76","1,375,872.76","1,451,113.16","1,430,505.34","1,260,613.24","1,350,368.05","2,469,541.01","2,491,958.01","3,336,369.35","3,209,167.94","1,973,906.72","3,034,394.47","4,395,157.42","4,640,076.62","5,746,019.26","5,976,316.84","6,549,640.58","6,602,615.64","6,858,950.30","7,044,973.44","7,692,081.15","7,815,002.91","7,898,337.57","8,827,220.08","9,150,546.75","9,154,570.40","9,413,526.69","9,983,916.05","9,709,941.77","10,024,447.97","10,663,413.86","11,265,171.07","11,318,937.08","11,241,331.09","11,653,734.16","11,728,389.42","12,061,362.01","12,769,950.22","12,447,507.16","12,538,737.93","13,217,174.26","13,155,425.57","12,869,577.27","12,676,955.81","13,790,750.65","12,590,232.11"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"182,620,259.99","183,711,590.80","224,215,820.13","221,693,077.93","224,022,849.35","241,140,949.72","260,075,602.96","265,509,533.49","263,446,287.67","259,791,711.32","260,499,449.87","256,708,922.91","202,134,108.95","569,199,489.97","1,106,749,086.56","990,171,661.82","972,483,585.23","1,004,701,905.60","1,072,100,286.27","1,084,983,570.99","1,140,372,350.03","1,126,365,829.13","1,170,824,439.97","1,292,014,988.72","1,419,651,154.74","1,535,724,715.39","1,424,318,378.77","1,123,445,658.30","1,062,622,086.89","1,197,491,295.83","1,542,219,954.52","1,670,667,295.96","1,533,497,243.55","1,309,915,953.75","1,545,050,938.11","1,532,273,237.15","1,526,581,797.33","1,550,249,666.67","1,560,146,423.48","1,523,118,711.15","1,474,129,654.19","1,477,265,990.70","1,463,003,792.07","1,419,991,398.49","1,383,226,741.37","1,387,108,094.43","1,335,829,164.83","1,365,104,759.46"
所有者权益(或股东权益)合计,"151,285,328.25","291,911,349.99","296,295,200.45","300,807,557.62","292,974,175.84","291,838,723.43","292,786,798.10","294,413,645.65","286,122,299.88","288,898,703.99","293,416,005.50","299,230,791.49","310,365,773.27","680,352,723.17","1,135,271,939.39","1,050,963,592.56","1,049,649,661.77","1,096,448,033.85","1,102,202,765.71","1,136,548,080.14","1,184,412,001.91","1,193,121,358.60","1,256,364,592.68","1,667,382,599.42","1,768,634,467.46","1,877,454,279.77","1,860,682,908.97","1,616,384,144.44","1,568,194,034.92","1,657,294,561.10","1,719,984,709.14","1,946,772,904.00","1,809,517,612.59","1,631,952,629.59","1,705,238,467.77","1,592,554,163.07","1,601,228,574.56","1,634,212,406.08","1,698,229,623.68","1,689,240,302.20","1,671,166,243.61","1,671,549,183.71","1,688,062,533.56","1,664,076,270.41","1,662,564,708.67","1,659,697,148.98","1,667,755,910.15","1,715,973,356.08"
资产总计,"388,034,589.46","437,211,765.73","442,817,344.14","470,374,433.28","466,838,574.79","488,335,261.19","437,895,966.44","466,617,578.62","469,655,949.64","473,603,219.53","433,824,238.78","526,858,041.26","515,264,584.23","914,745,166.40","1,492,247,469.67","1,501,398,496.80","1,446,101,754.24","1,453,987,811.15","1,457,874,718.59","1,453,039,196.87","1,494,563,678.01","1,467,005,146.04","1,534,637,052.61","1,960,668,839.80","2,096,286,220.85","2,246,323,094.95","2,179,426,184.91","1,868,817,123.54","1,806,616,418.23","1,909,425,294.03","2,191,337,196.89","2,264,801,437.01","2,137,272,347.67","1,898,325,685.47","2,071,252,488.95","1,981,404,181.53","2,027,956,214.25","2,032,879,222.46","2,054,708,563.20","2,038,629,406.19","2,002,392,612.64","1,993,793,875.27","2,025,464,027.59","1,993,596,428.66","1,950,670,481.98","1,932,743,266.00","1,943,390,589.52","1,929,559,090.53"
负债和所有者(或股东权益)合计,"388,034,589.46","437,211,765.73","442,817,344.14","470,374,433.28","466,838,574.79","488,335,261.19","437,895,966.44","466,617,578.62","469,655,949.64","473,603,219.53","433,824,238.78","526,858,041.26","515,264,584.23","914,745,166.40","1,492,247,469.67","1,501,398,496.80","1,446,101,754.24","1,453,987,811.15","1,457,874,718.59","1,453,039,196.87","1,494,563,678.01","1,467,005,146.04","1,534,637,052.61","1,960,668,839.80","2,096,286,220.85","2,246,323,094.95","2,179,426,184.91","1,868,817,123.54","1,806,616,418.23","1,909,425,294.03","2,191,337,196.89","2,264,801,437.01","2,137,272,347.67","1,898,325,685.47","2,071,252,488.95","1,981,404,181.53","2,027,956,214.25","2,032,879,222.46","2,054,708,563.20","2,038,629,406.19","2,002,392,612.64","1,993,793,875.27","2,025,464,027.59","1,993,596,428.66","1,950,670,481.98","1,932,743,266.00","1,943,390,589.52","1,929,559,090.53"
