科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"27,926,938.37","39,761,961.04","58,417,375.14","27,574,915.81","48,065,514.85","74,572,269.34","88,862,499.62","19,832,664.07","28,691,194.29","44,848,024.55","64,824,255.25","13,750,708.33","30,258,245.68","52,943,499.85","78,763,928.35","23,804,835.70","44,685,454.70","64,121,240.39","89,993,250.08","31,531,876.01","38,111,829.04","65,324,591.26","101,978,547.87","41,753,539.94","97,051,900.35","152,903,553.55","197,847,895.60","38,470,036.55","85,115,548.05"
三、利润总额,"103,148,834.19","515,118,659.43","329,847,563.44","14,075,428.60","34,135,686.10","5,177,661.30","-75,181,324.41","-12,128,682.97","30,583,795.17","52,619,445.48","92,984,074.10","50,222,608.62","116,753,343.31","203,353,442.72","319,230,455.88","103,051,375.75","142,602,518.13","291,282,677.54","592,572,287.70","311,523,313.43","1,007,522,350.83","1,277,841,303.87","1,792,699,377.20","533,206,748.71","1,528,264,290.13","2,715,287,861.92","4,017,694,926.41","587,585,198.49","1,456,458,408.56"
资产减值损失,"14,127,037.23","4,799,243.54","24,341,362.65","7,884,635.47","7,987,227.64","39,076,593.93","136,637,237.62","14,378,103.82","8,911,443.17","19,048,277.74","-4,596,135.56","9,482,267.48","11,000,491.38","31,361,125.21","38,618,111.23","40,066,179.79","95,539,331.56","116,727,109.74","135,182,185.33","34,247,349.66","106,279,784.03","217,727,129.32","332,775,994.52","15,335,022.20","46,759,697.08","82,390,466.08","207,350,793.96","82,214,718.04","223,817,039.53"
减:所得税,"-2,234,694.27","68,421,539.17","43,050,239.24","1,512,213.08","1,746,783.41","-11,028,843.57","-22,485,011.82","3,206,012.08","8,519,552.85","9,903,304.47","20,660,183.86","1,812,615.00","5,294,849.46","15,019,619.18","20,631,106.26","11,993,497.30","9,207,345.59","38,965,046.49","71,839,447.34","40,077,687.47","138,961,985.17","183,990,565.42","241,643,612.98","96,572,651.90","299,542,630.67","485,547,518.14","468,296,508.75","52,600,610.34","152,980,101.55"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"3,241,263.12","31,735,859.08","16,640,788.14",,"4,103,853.79","4,103,853.79","45,692,192.64",,"-174,426.54","-174,426.54","-292,426.12","160,880.97","138,301.27","1,953,892.42","1,953,892.42","49,218,684.83","48,294,709.31","60,071,878.69","607,579.74","2,131,692.74","11,453,138.47","21,827,143.55","50,905,132.95","20,973,725.11","51,101,647.61","64,474,176.35","581,607,508.38","269,214,822.38","318,247,570.48"
四、净利润,"105,383,528.46","446,697,120.26","286,797,324.20","12,563,215.52","32,388,902.69","16,206,504.87","-52,696,312.59","-15,334,695.05","22,064,242.32","42,716,141.01","72,323,890.24","48,409,993.62","111,458,493.85","188,333,823.54","298,599,349.62","91,057,878.45","133,395,172.54","252,317,631.05","520,732,840.36","271,445,625.96","868,560,365.66","1,093,850,738.45","1,551,055,764.22","436,634,096.81","1,228,721,659.46","2,229,740,343.78","3,549,398,417.66","534,984,588.15","1,303,478,307.01"
其中:对联营企业和合营企业的投资权益,"3,241,263.12","14,422,638.50","16,640,788.14",,"4,103,853.79","4,103,853.79","5,366,368.99",,"-174,426.54","-174,426.54","-286,056.45",,"-84,861.13",,"-84,861.13","1,847,148.11","3,122,073.66","12,788,857.64","14,062,743.64","-1,541,317.77","3,932,218.75","8,683,489.81","17,164,255.47","3,671,045.56","12,231,898.60","19,318,739.71","19,657,293.62","21,881,088.01","40,460,407.51"
归属于母公司所有者的净利润,"102,120,328.64","439,991,674.86","284,110,301.79","12,454,499.70","30,946,502.57","14,343,622.42","-54,672,164.57","-15,918,336.19","20,950,978.98","41,320,214.84","70,931,779.47","48,518,997.37","111,457,921.07","188,664,727.81","293,553,941.30","74,000,444.25","117,251,873.61","245,807,073.38","520,325,796.41","266,342,510.00","860,827,975.86","1,098,583,659.66","1,547,235,762.30","439,574,919.84","1,236,160,738.81","2,240,953,774.35","3,564,525,604.84","543,180,752.90","1,306,984,765.73"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"3,263,199.82","6,705,445.40","2,687,022.41","108,715.82","1,442,400.12","1,862,882.45","1,975,851.98","583,641.14","1,113,263.34","1,395,926.17","1,392,110.77","-109,003.75",572.78,"-330,904.27","5,045,408.32","17,057,434.20","16,143,298.93","6,510,557.67","407,043.95","5,103,115.96","7,732,389.80","-4,732,921.21","3,820,001.92","-2,940,823.03","-7,439,079.35","-11,213,430.57","-15,127,187.18","-8,196,164.75","-3,506,458.72"
