科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
负债合计,"247,070,231.80","176,856,008.13","234,492,197.09","316,256,296.88","322,122,645.75","198,538,561.10","149,275,846.18","91,598,331.74","115,976,626.38","96,879,170.40","136,469,654.22","108,990,446.32","119,318,436.47","390,534,561.24","299,559,539.50","295,054,596.28","346,081,820.81","304,311,144.54","310,143,737.31"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"84,000,000.00","84,000,000.00","84,000,000.00","84,000,000.00","84,000,000.00","112,000,000.00","112,000,000.00","112,000,000.00","112,000,000.00","112,000,000.00","112,000,000.00","130,554,687.00","130,554,687.00","130,554,687.00","130,554,687.00","130,554,687.00","133,554,687.00","133,554,687.00","133,554,687.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"120,769,561.91","120,769,561.91","120,769,561.91","120,988,102.92","120,988,102.92","321,714,302.92","321,714,302.92","321,714,302.92","321,714,302.92","321,714,302.92","321,714,302.92","853,843,751.50","854,370,398.02","854,370,398.02","854,370,398.02","888,837,047.54","891,883,998.02","891,883,998.02","891,883,998.02"
无形资产,"21,281,616.10","20,845,716.28","37,373,469.02","48,354,908.56","48,529,221.18","48,385,209.02","48,100,370.66","47,815,532.30","47,530,693.94","47,603,779.17","47,314,222.68","47,024,666.19","52,008,310.39","79,901,755.00","79,631,665.44","79,234,013.30","78,512,454.86","83,095,323.02","77,102,115.68"
盈余公积,"6,351,271.24","10,984,602.51","16,207,810.56","16,207,810.56","20,754,083.67","20,754,083.67","20,754,083.67","20,754,083.67","25,546,691.91","25,546,691.91","25,546,691.91","25,546,691.91","31,203,264.11","31,203,264.11","31,203,264.11","31,203,264.11","37,837,554.09","37,837,554.09","37,837,554.09"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,"39,720,000.00","39,720,000.00","39,720,000.00"
商誉,,,,,,,,,,,,,,"53,073,101.15","53,073,101.16","53,073,101.16","52,403,137.27","52,403,137.27","58,691,515.01"
未分配利润,"14,298,903.32","62,315,100.19","81,666,735.95","86,823,509.59","95,901,493.06","107,999,077.26","96,718,408.97","111,938,187.93","120,631,442.14","133,365,140.17","107,800,069.83","122,421,177.12","133,912,661.05","154,763,351.62","118,135,163.69","132,641,352.68","148,923,559.96","166,955,825.47","150,698,452.17"
长期待摊费用,,,,,,,,,,,,,,,,,,,
少数股东权益,"14,488,425.89","16,855,697.96","15,927,000.80",,,,,,,,,,,,,,,,
递延所得税资产,"793,259.81","1,072,854.83","1,066,396.50","1,986,792.38","2,320,778.06","2,141,562.18","2,399,662.88","2,697,891.84","4,333,360.42","4,683,994.35","4,654,578.74","4,988,733.47","5,860,602.32","7,790,235.87","7,640,460.05","7,684,523.66","10,087,524.07","10,331,125.65","10,677,835.45"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,,"16,631,643.26","11,742,809.60","8,665,529.39","2,912,890.40","4,332,574.01","7,127,520.20","5,686,028.80","1,193,363.33","3,323,093.48","20,757,723.56","20,764,395.95","61,538,697.42","71,356,766.54","92,074,924.35","102,229,147.72","19,762,276.91","17,714,595.00","21,633,306.24"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"166,958,183.66","222,717,523.66","247,643,712.61","322,688,476.61","329,664,470.78","324,952,413.31","325,070,685.19","319,491,567.82","330,121,694.71","333,302,487.98","348,507,917.44","346,083,409.93","407,876,371.52","622,868,096.09","628,185,254.56","669,228,042.54","658,855,124.38","657,787,651.19","644,908,766.43"
所有者权益(或股东权益)合计,"239,908,162.36","294,924,962.57","318,571,109.22","308,019,423.07","321,643,679.65","562,467,463.85","551,186,795.56","566,406,574.52","579,892,436.97","592,626,135.00","567,061,064.66","1,132,366,307.53","1,150,979,570.16","1,171,668,066.73","1,134,349,786.48","1,182,484,431.85","1,171,027,613.84","1,187,407,956.53","1,173,521,674.80"
资产总计,"486,978,394.16","471,780,970.70","553,063,306.31","624,275,719.95","643,766,325.40","761,006,024.95","700,462,641.74","658,004,906.26","695,869,063.35","689,505,305.40","703,530,718.88","1,241,356,753.85","1,270,298,006.63","1,562,202,627.97","1,433,909,325.98","1,477,539,028.13","1,517,109,434.65","1,491,719,101.07","1,483,665,412.11"
负债和所有者(或股东权益)合计,"486,978,394.16","471,780,970.70","553,063,306.31","624,275,719.95","643,766,325.40","761,006,024.95","700,462,641.74","658,004,906.26","695,869,063.35","689,505,305.40","703,530,718.88","1,241,356,753.85","1,270,298,006.63","1,562,202,627.97","1,433,909,325.98","1,477,539,028.13","1,517,109,434.65","1,491,719,101.07","1,483,665,412.11"
