科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"2,085,657,241.79","163,146,955.19","167,432,812.07","149,463,950.77","98,873,093.12","211,905,816.32","300,260,060.06","293,940,688.43","292,244,969.15","113,733,945.76","168,340,602.76","169,462,332.89","165,508,978.89","64,337,107.95","192,427,500.27","152,348,189.26","93,851,923.76","81,189,504.31","84,904,494.08","97,828,492.00","110,800,882.28","46,970,754.57","72,359,318.01","111,512,012.17","120,550,616.71","76,020,414.91","114,449,412.45"
应付职工薪酬,"114,068,253.42","128,487,611.71","147,132,791.23","50,258,391.22","50,748,884.29","145,725,920.85","52,241,584.84","48,537,614.81","49,542,564.10","122,019,579.05","47,083,235.18","45,370,350.63","46,258,479.90","124,417,295.80","3,070,247.14","4,756,365.70","7,563,257.51","118,514,570.08","14,753,066.15","10,319,036.70","11,039,214.10","105,261,645.43","9,569,474.28","9,177,116.75","9,991,830.17","148,201,599.95","13,885,004.01"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"76,908,700.94","234,188,608.93","133,755,431.96","52,054,804.53","43,515,449.81","71,458,334.09","27,460,731.27","-72,124,971.55","-40,903,659.25","68,440,835.20","25,166,956.60","-2,820,806.23","-34,132,427.89","41,087,286.87","32,289,599.27","32,691,969.33","26,033,972.27","38,441,252.57","81,212,707.73","44,769,851.44","47,216,290.87","59,775,694.56","50,724,875.57","47,351,306.20","40,260,014.46","96,652,207.79","52,260,719.86"
应收利息,"7,730,000.00","12,269,178.08",,"9,336,986.31","18,951,581.44","41,912,336.73","50,440,583.90","54,644,341.32","54,613,806.57","54,151,804.09","75,717,897.54","68,591,855.77","67,088,048.56","34,506,658.59","75,760,030.80","72,487,520.42","81,886,662.31","28,790,286.12","49,308,687.42","42,639,384.34","61,519,195.81","50,499,959.38","76,428,646.21","51,621,162.70","92,327,308.85","68,274,399.03","74,212,369.51"
应付利息,,"5,068,977.56","15,082,689.06","11,237,662.62","10,063,465.41","9,928,109.18","22,151,821.44","42,177,703.20","59,915,763.93","92,846,094.53","25,367,382.83","51,107,868.06","82,745,765.78","109,228,444.80","49,306,026.78","77,946,086.81","117,793,897.69","109,369,589.03","64,212,616.78","70,336,208.37","106,344,997.25","99,260,379.58","53,751,713.02","81,323,494.79","113,292,242.19","100,693,331.53","7,543,100.75"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"96,390,382.56",,,,,,,"153,440,000.00",,,,"121,677,354.36",,"361,700.00",,"178,100,000.00",,,,"99,806,643.74",,,,,"4,243,649.08",,
存货,"1,981,493,452.24","1,682,749,635.84","2,248,828,191.46","2,629,972,212.54","2,584,519,658.53","2,187,795,816.61","2,522,231,511.55","2,940,215,740.81","3,083,203,179.98","2,885,091,936.93","3,111,744,877.23","3,589,227,894.85","3,623,989,476.29","4,128,578,319.85","4,325,921,903.85","4,759,943,418.68","4,903,884,751.07","4,512,308,817.88","4,613,335,834.74","4,584,408,343.99","4,525,535,022.13","3,784,238,146.88","3,871,402,265.48","3,938,191,733.21","3,960,765,490.92","3,929,593,722.84","4,045,718,408.40"
其他应付款,"298,615,360.04","165,772,340.33","152,425,199.49","508,075,109.30","225,042,058.81","229,047,555.94","195,259,105.46","179,212,198.73","177,956,554.09","213,028,496.57","187,926,790.98","208,038,350.81","211,990,815.94","196,704,734.74","183,774,505.40","176,666,404.76","191,653,503.39","186,572,033.07","174,120,389.35","199,456,980.51","246,123,852.41","202,863,127.62","225,532,961.44","234,418,007.67","195,308,946.85","214,585,926.01","172,299,624.04"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,"2,231,135,650.00","168,750,000.00","200,000,000.00","300,000,000.00","300,000,000.00","200,000,000.00","300,000,000.00","498,000,000.00","498,000,000.00","397,000,000.00","400,000,000.00","400,000,000.00","600,000,000.00","600,000,000.00",,,,,,,,,,,,
一年内到期的非流动负债,,"580,000,000.00","349,900,000.00","75,000,000.00","75,000,000.00",,"200,000,000.00","200,000,000.00","200,000,000.00","255,014,500.00",,,,"135,537,658.83","127,426,585.30","524,892,633.66","522,399,877.59","1,741,962,531.84","158,315,116.42","340,001,262.02","338,508,226.11","345,115,714.28","341,668,409.41","76,250,121.64","64,914,117.55","507,529,000.00","32,320,779.03"
其他流动资产,"64,570.76",,,,,,,,,"44,313,077.26",,,,"420,692,367.51","382,513,773.34","81,518,662.60","154,258,239.18","27,328,651.75","29,025,257.60","34,371,913.33","44,715,282.59","102,863,291.85","39,477,416.63","56,484,431.05","31,307,677.63","201,039,985.28","106,084,020.43"
其他流动负债,,,,,,,,,,,,,,,,,,,,"1,500,000,000.00","1,500,000,000.00","1,500,316,010.18","1,600,000,000.00","1,600,313,539.83","1,600,305,608.37","1,600,293,904.06","280,680.42"
流动资产合计,"6,650,220,950.63","7,334,066,911.26","7,381,390,294.35","8,041,900,726.50","10,826,158,816.96","10,282,359,108.32","11,238,498,583.87","11,640,103,453.39","11,494,314,573.53","11,475,914,676.48","11,470,421,563.03","12,169,841,819.97","12,785,651,260.83","13,174,284,510.07","12,627,389,950.22","12,730,702,320.96","12,989,085,916.73","13,051,170,093.41","12,466,983,096.28","12,840,641,520.33","12,459,357,830.19","11,171,482,243.58","11,147,826,909.11","11,454,904,791.43","12,460,823,780.57","10,982,207,423.12","10,851,547,073.37"
流动负债合计,"9,083,452,672.12","8,634,649,234.78","8,145,189,990.41","8,302,861,543.71","7,883,595,015.00","7,234,630,225.65","6,957,108,297.46","7,062,589,330.63","6,881,141,106.20","6,861,494,069.24","6,759,528,296.48","7,418,376,257.41","7,990,250,780.49","7,800,956,234.00","7,120,051,722.25","8,107,843,995.84","8,257,504,287.69","9,300,880,935.75","9,546,900,016.54","10,155,281,440.66","10,005,153,040.11","9,797,036,164.62","10,082,790,619.94","9,549,367,265.98","9,802,258,210.75","9,676,376,033.53","8,605,745,715.01"
可供出售金融资产,,,"188,132.57","181,554.55","188,731.82","191,707.37","185,269.95","185,820.81","191,262.54","194,042.17","195,005.60","193,482.10","179,890.46","171,839.65","153,612.98","1,399,158,340.20","1,359,165,044.98","1,255,393,390.54","1,602,241,624.51","1,493,163,801.77","1,278,861,460.75","1,491,214,876.40","1,651,116,606.54","1,552,615,642.53","1,538,388,422.69","1,531,845,556.68","1,272,606,719.55"
长期借款,"640,000,000.00","940,000,000.00","992,475,092.29","1,187,213,727.34","1,187,498,902.69","1,172,692,625.46","392,810,213.65","672,928,845.77","650,732,127.54","670,217,745.08","647,730,832.51","650,166,128.97","645,351,785.64","641,544,800.00","612,518,400.00","414,159,200.00","393,786,400.00","369,161,600.00","348,349,600.00","152,146,508.82","230,403,316.35","500,490,178.23","478,983,164.03","988,579,827.73","1,605,926,275.71","1,798,971,174.14","2,442,805,794.61"
持有至到期投资,"1,055,000,000.00","300,000,000.00",,"100,000,000.00","400,000,000.00","400,000,000.00","399,000,000.00","399,000,000.00","400,000,000.00",,"500,000,000.00","400,000,000.00","500,000,000.00",,,,,,,,,,,,,,
应付债券,,,,,,,"1,789,502,064.42","1,789,930,897.27","1,797,815,183.40","1,790,804,992.21","1,791,250,393.98","1,791,701,459.88","1,792,158,261.99","2,786,719,071.02","2,787,484,683.83","2,788,260,080.48","2,789,045,386.07","1,592,917,359.67","1,586,666,992.15","1,593,596,896.31","1,594,012,129.12","1,594,567,779.04","1,594,993,869.68","1,595,425,495.28","1,595,862,727.77","126,085,439.18","126,154,923.16"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,"7,092,528.73","6,844,540.04","303,595,120.55","298,644,998.83","303,464,609.33","303,485,376.43","303,690,527.55","296,480,000.00","296,480,000.00","296,480,000.00","296,480,000.00","190,597,857.15","169,421,428.58","148,245,000.01","127,068,571.44","105,892,142.87","84,715,714.30","63,539,285.73","42,362,857.16","21,186,428.59",,,,,
长期股权投资,,"3,750,000.00","3,750,000.00","3,750,000.00","3,750,000.00",,,,,,,,,,,,"72,086,171.27","73,192,484.74","123,861,035.24","124,850,858.70","125,327,309.70","124,014,869.54","125,010,227.23","126,024,545.61","127,411,937.19","125,110,939.72","125,876,877.72"
专项应付款,,,,,,,,,,,,,,"13,300,000.00","13,300,000.00","13,300,000.00","35,300,000.00","35,300,000.00","35,300,000.00","35,300,000.00","39,800,000.00","39,800,000.00","39,800,000.00",,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,"5,000,000.00","22,750,000.00","26,612,509.69","26,477,457.90","3,874,812.94","11,198,650.95","10,822,607.00","10,854,785.48","11,172,665.82","3,866,042.48","4,952,413.89","4,583,892.90","4,778,562.12","4,461,373.73","4,746,857.64","2,060,743.77","3,969,684.72","1,697,848.49","2,017,627.83","2,021,172.81","2,030,318.53","2,051,343.12","2,056,771.72","2,088,152.31","5,092,952.42","6,764,552.65","6,767,670.79"
固定资产,"2,612,584,359.34","3,129,400,898.80","3,716,761,394.56","3,615,501,835.22","3,574,556,121.02","3,755,921,574.78","3,657,898,743.66","3,567,982,278.14","3,709,243,521.33","3,859,206,117.08","3,770,426,650.11","3,728,233,198.44","3,627,936,188.49","3,538,190,863.53","3,557,900,142.42","3,554,487,023.38","3,485,026,671.05","3,565,586,844.41","3,681,775,377.04","3,737,634,533.26","3,731,466,752.68","3,768,221,415.30","3,755,828,798.01","3,745,730,097.62","3,759,132,260.10","3,732,635,003.32","3,719,603,457.82"
递延所得税负债,"37,526,056.16","32,193,009.37","70,105,693.09","68,089,009.06","69,931,201.70","43,454,858.54","41,749,640.54","41,464,114.38","42,424,395.30","42,892,806.20","43,155,634.63","42,483,300.09","39,213,284.92","36,951,577.50","33,012,162.94","33,669,534.40","34,931,671.49","36,636,171.44","35,576,782.33","56,941,780.61","57,957,430.40","52,887,756.63","52,821,140.30","53,762,446.88","53,447,447.04","50,399,211.43","49,653,239.48"
在建工程,"614,830,474.15","742,841,296.08","427,391,305.61","536,184,124.23","567,865,583.28","602,707,812.86","660,209,737.83","772,448,651.98","623,115,021.21","507,933,245.51","572,323,282.30","640,949,808.66","679,777,775.98","715,132,567.82","611,294,249.09","631,510,611.14","639,810,344.66","1,061,103,263.60","1,133,383,987.58","1,125,059,246.32","1,344,209,241.84","1,308,015,112.41","1,376,214,957.01","1,338,485,951.89","1,297,471,994.25","1,401,589,826.56","1,397,292,960.68"
其他非流动负债,"41,300,000.00","107,250,129.64","166,770,129.64","164,720,129.64","186,495,129.64","178,972,294.90","176,622,461.57","174,272,628.24","171,922,794.91","229,480,000.00","185,923,128.25","183,573,294.92","177,070,983.34","277,060,000.00","277,060,000.00","277,060,000.00",,,,,,,,,,,"775,329,018.72"
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"723,826,056.16","1,102,193,139.01","1,263,055,953.44","1,453,344,863.98","1,751,395,167.52","1,704,963,428.68","2,714,971,596.51","2,992,936,647.57","2,977,757,694.52","3,222,014,547.55","2,969,492,403.26","2,968,988,076.76","2,955,052,878.01","4,178,689,201.12","4,121,653,554.72","3,896,416,747.06","3,913,286,068.79","2,676,067,940.21","2,609,652,401.94","2,432,429,075.35","2,528,204,036.31","2,759,606,284.01","2,726,931,012.79","3,323,672,518.14","4,039,492,804.55","2,751,653,425.83","3,400,710,646.76"
固定资产清理,,,,,,,,"5,071.05","5,071.05",,,"4,799.58",,,,,,,,,,,,,,,
负债合计,"9,807,278,728.28","9,736,842,373.79","9,408,245,943.85","9,756,206,407.69","9,634,990,182.52","8,939,593,654.33","9,672,079,893.97","10,055,525,978.20","9,858,898,800.72","10,083,508,616.79","9,729,020,699.74","10,387,364,334.17","10,945,303,658.50","11,979,645,435.12","11,241,705,276.97","12,004,260,742.90","12,170,790,356.48","11,976,948,875.96","12,156,552,418.48","12,587,710,516.01","12,533,357,076.42","12,556,642,448.63","12,809,721,632.73","12,873,039,784.12","13,841,751,015.30","12,428,029,459.36","12,006,456,361.77"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"1,288,000,000.00","1,288,000,000.00","2,055,000,000.00","2,055,000,000.00","2,740,000,000.00","2,740,000,000.00","2,740,000,000.00","2,740,000,000.00","2,740,000,000.00","2,740,000,000.00","2,740,000,000.00","2,740,000,000.00","2,740,000,000.00","2,740,000,000.00","2,740,000,000.00","2,740,000,000.00","4,110,000,000.00","4,339,419,293.00","4,339,419,293.00","4,339,419,293.00","4,339,419,293.00","4,339,419,293.00","4,339,419,293.00","4,339,419,293.00","4,339,419,293.00","4,339,419,293.00","4,339,419,293.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"79,475,912.75","80,774,475.74","119,885,970.88","119,885,970.88","2,520,460,144.03","2,546,858,957.39","2,546,858,957.39","2,546,858,957.39","2,546,858,957.39","2,546,858,957.39","2,546,858,957.39","2,546,858,957.39","2,552,177,808.22","2,567,911,845.11","2,567,911,845.11","2,567,911,845.11","1,197,911,845.11","2,101,050,697.97","2,101,050,697.97","2,101,050,697.97","2,101,050,697.97","2,101,050,697.97","2,101,050,697.97","2,101,050,697.97","2,101,050,697.97","2,101,050,697.97","2,101,050,697.97"
无形资产,"922,317,149.36","897,391,899.33","1,058,107,060.80","1,041,658,083.99","1,041,209,360.18","1,037,400,461.41","1,026,245,633.73","1,020,323,727.07","1,018,271,573.26","1,026,403,430.01","1,020,729,735.98","1,013,120,819.19","996,279,848.69","985,372,951.21","965,505,773.17","961,441,611.75","960,404,978.09","954,294,327.53","1,061,219,159.30","1,054,007,014.95","1,048,854,991.54","1,038,678,987.38","1,069,088,618.43","1,069,517,987.43","1,064,393,585.16","1,066,888,120.37","1,056,467,778.47"
盈余公积,"134,174,843.46","183,519,923.70","242,901,407.70","242,901,407.70","242,901,407.70","307,121,261.52","307,121,261.52","371,341,115.34","371,341,115.34","390,587,568.51","437,571,776.91","503,802,438.48","503,802,438.48","566,530,127.16","566,530,127.16","676,242,024.24","676,242,024.24","702,818,104.45","702,818,104.45","744,923,083.55","744,923,083.55","744,923,083.55","744,923,083.55","744,923,083.55","744,923,083.55","756,135,688.74","756,135,688.74"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,"253,909,504.01","253,909,504.01","252,379,969.62","252,379,969.62","252,379,969.62","252,379,969.62","252,379,969.62","252,379,969.62","252,379,969.62","252,379,969.62","252,379,969.62","252,379,969.62","252,379,969.62","252,379,969.62","252,379,969.62","252,379,969.62","700,013,356.75","718,080,686.99","718,080,686.99","687,201,333.13","687,201,333.13","687,201,333.13","687,201,333.13","687,201,333.13","687,201,333.13"
未分配利润,"527,671,519.27","1,120,624,520.24","1,111,746,726.42","1,513,838,486.15","1,622,402,211.73","1,918,491,499.10","2,087,682,505.16","2,058,971,995.97","2,095,171,275.19","1,946,374,459.89","2,273,608,027.47","2,176,503,491.07","2,270,558,839.36","2,018,986,532.76","2,115,287,682.91","1,872,541,264.66","1,916,402,338.15","1,697,745,314.84","1,702,918,419.99","1,577,082,536.10","1,231,892,199.39","-28,103,587.28","-30,419,434.11","-6,848,102.89","5,276,130.35","2,885,786.77","-16,844,810.83"
长期待摊费用,"10,513,222.31","11,023,416.61","10,410,988.82","12,173,104.84","12,441,365.60","13,191,226.73","11,967,172.99","12,061,181.16","12,134,767.47","12,208,546.44","11,663,715.30","10,831,681.15","9,478,822.87","8,571,303.80","7,407,918.75","6,387,382.68","9,073,557.27",,,,,,,,,"10,987,161.68","10,636,507.58"
少数股东权益,"49,876,190.58","60,091,015.40","5,529,555.35","5,973,392.14","6,465,437.19","6,618,810.02","6,747,532.98","6,792,429.62","7,143,010.89","7,304,264.00","7,373,172.20","7,487,886.28",,,,,,,"103,446,280.23","101,409,613.86","107,619,761.67","114,378,116.41","121,000,882.29","127,854,433.56","121,823,264.48","162,289,434.30","169,630,495.21"
递延所得税资产,"21,011,038.55","51,377,886.79","74,863,282.22","74,824,498.20","74,866,815.45","101,980,465.99","96,232,065.99","97,678,741.77","97,601,469.29","165,227,989.26","128,043,450.21","136,417,799.09","136,738,694.23","189,439,351.18","178,650,869.82","189,201,335.28","194,418,952.84","186,283,841.23","203,303,837.73","216,140,831.18","225,927,841.90","162,846,314.49","163,035,465.95","163,979,260.97","164,888,232.72","161,900,486.35","162,202,827.78"
外币报表折算价差,,,"-16,537,641.26","-13,722,233.02","-13,802,619.24","-12,551,855.28","-18,395,229.26","-17,945,693.64","-12,559,747.62",,"-8,941,057.65","-10,477,558.81","-23,641,859.32",,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,"443,344,840.19","4,799.58",,,"968,398,167.35","983,742,941.80","86,449,422.92","62,347,398.79","365,111,330.64","54,637,221.34","62,806,993.14","39,804,071.45","22,597,698.84","69,434,913.96","9,160,850.34","10,125,260.34","38,099,550.34","39,551,889.68"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"5,236,256,243.71","5,135,785,397.61","5,545,381,668.59","5,638,182,705.04","5,927,257,946.97","6,163,773,218.76","6,104,118,593.77","6,122,065,441.60","6,112,942,655.77","6,266,898,180.28","6,255,766,608.70","6,182,131,557.83","6,202,771,190.34","6,657,657,014.16","6,557,035,477.65","7,081,015,696.97","7,034,713,088.57","7,713,345,452.31","8,560,435,599.49","8,531,743,966.31","8,512,532,356.85","8,602,790,607.49","8,896,930,920.26","8,692,715,669.52","8,649,013,025.58","8,756,257,978.15","8,471,440,352.41"
所有者权益(或股东权益)合计,"2,079,198,466.06","2,733,009,935.08","3,518,526,019.09","3,923,877,023.85","7,118,426,581.41","7,506,538,672.75","7,670,537,283.67","7,706,642,916.79","7,748,358,428.58","7,659,304,239.97","7,997,167,471.99","7,964,609,043.63","8,043,118,792.67","7,852,296,089.11","7,942,720,150.90","7,807,457,275.03","7,853,008,648.82","8,787,566,669.76","8,870,866,277.29","8,784,674,970.63","8,438,533,110.62","7,217,630,402.44","7,235,036,196.64","7,274,580,676.83","7,268,085,790.85","7,310,435,941.91","7,316,531,064.01"
资产总计,"11,886,477,194.34","12,469,852,308.87","12,926,771,962.94","13,680,083,431.54","16,753,416,763.93","16,446,132,327.08","17,342,617,177.64","17,762,168,894.99","17,607,257,229.30","17,742,812,856.76","17,726,188,171.73","18,351,973,377.80","18,988,422,451.17","19,831,941,524.23","19,184,425,427.87","19,811,718,017.93","20,023,799,005.30","20,764,515,545.72","21,027,418,695.77","21,372,385,486.64","20,971,890,187.04","19,774,272,851.07","20,044,757,829.37","20,147,620,460.95","21,109,836,806.15","19,738,465,401.27","19,322,987,425.78"
负债和所有者(或股东权益)合计,"11,886,477,194.34","12,469,852,308.87","12,926,771,962.94","13,680,083,431.54","16,753,416,763.93","16,446,132,327.08","17,342,617,177.64","17,762,168,894.99","17,607,257,229.30","17,742,812,856.76","17,726,188,171.73","18,351,973,377.80","18,988,422,451.17","19,831,941,524.23","19,184,425,427.87","19,811,718,017.93","20,023,799,005.30","20,764,515,545.72","21,027,418,695.77","21,372,385,486.64","20,971,890,187.04","19,774,272,851.07","20,044,757,829.37","20,147,620,460.95","21,109,836,806.15","19,738,465,401.27","19,322,987,425.78"
