科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
处置固定资产、无形资产和其他长期资产收回的现金净额,"37,592,558.00","252,652.68","270,249.03","65,055.47","153,335.48","226,834.76","8,440.00","946,144.57","195,023.35","735,672.02","142,863.20"
筹资活动产生的现金流量净额,"-115,032,032.08","-75,696,102.98","-77,217,413.48","-178,203,416.52","-281,603,439.73","-272,231,063.32","722,614,086.00","676,106,987.56","674,376,521.69","680,876,341.15","20,269,445.51"
处置子公司及其他营业单位收到的现金净额,"1,281,105.27",,,,,,,,,"35,158.66",
四、汇率变动对现金的影响,"-1,780,419.33","499,833.73","-6,770,803.47","-1,830,662.87","3,744,152.80","12,341,570.04","8,006,726.88","10,800,560.17","3,658,036.13","-21,727,854.48","-21,766,399.11"
收到其他与投资活动有关的现金,,,,,"451,958.10",,,"3,000,000.00","35,158.66","3,000,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,
投资活动现金流入小计,"89,555,663.27","252,652.68","2,516,409.03","57,063,799.15","57,604,037.26","57,225,578.44","8,440.00","76,110,691.75","195,334,495.25","854,168,355.42","101,328,352.19"
五、现金及现金等价物净增加额,"223,268,711.31","65,994,181.05","280,840,632.71","16,311,676.49","434,645,054.86","391,607,660.64","358,600,518.21","235,228,400.34","883,444,448.12","845,992,657.67","-227,151,479.70"
购建固定资产、无形资产和其他长期资产支付的现金,"93,762,066.87","129,361,435.59","171,955,162.36","57,092,248.68","94,211,594.54","156,905,105.30","52,840,667.13","131,110,380.12","249,681,631.88","328,925,930.94","48,552,191.33"
期初现金及现金等价物余额,"203,282,308.96","426,551,020.27","492,545,201.32","773,385,834.03","773,385,834.03","773,385,834.03","1,170,904,448.83","1,164,993,494.67","1,164,993,494.67","1,164,993,494.67","2,010,986,152.34"
投资支付的现金,"50,000,000.00",,"3,950,000.00","1,000,000.00","1,000,000.00","1,000,000.00",,"170,000,000.00","631,200,642.69","1,254,510,300.00","102,100,000.00"
期末现金及现金等价物余额,"426,551,020.27","492,545,201.32","773,385,834.03","789,697,510.52","1,208,030,888.89","1,164,993,494.67","1,529,504,967.04","1,400,221,895.01","2,048,437,942.79","2,010,986,152.34","1,783,834,672.64"
