科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
经营活动产生的现金流量净额,"28,485,818.12","47,316,483.15","55,984,443.51","-5,029,117.68","19,046,860.13","-3,119,566.52","12,465,779.83","40,532,608.12","82,256,947.83","96,095,536.02","122,229,620.58","17,170,920.85","21,963,898.73","26,957,063.39","38,280,458.72","42,165,108.69","38,403,832.37","66,501,278.68","92,927,414.67","-1,527,421.19","10,777,605.82","12,498,457.64","35,553,838.81","10,300,959.22","35,051,565.47","51,267,659.11","90,098,495.93","27,625,766.30","56,245,505.94","57,175,995.58","88,254,448.71"
分配股利、利润或偿还利息支付的现金,"17,689,230.08","35,567,431.30","42,611,451.41","1,031,427.16","2,356,415.18","2,624,546.81","23,408,778.66","13,353.46","30,811,960.41","33,591,801.01","33,591,801.01",,"27,811,512.63","27,449,708.37","30,221,341.67",,,"39,195,000.00","39,195,000.00",,"32,431,780.43","33,696,000.00","39,195,000.00",,"32,923,800.00","32,923,800.00","32,923,800.00",,"23,062,000.00","23,517,000.00","23,517,000.00"
收回投资收到的现金,,"192,703.00",,,,,,,,,,,,,,,,,"70,000,000.00",,"44,780,000.00","44,780,000.00","169,750,000.00",,"20,000,000.00","45,000,000.00","159,450,000.00",,"170,000,000.00","210,000,000.00","330,000,000.00"
支付其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,"1,144,431.13",,"554,795.31","554,795.31","3,620,951.74","17,850.00","174,814.21","569,047.72","2,943,895.00","48,901.50","1,880,825.81","2,246,312.31","4,706,917.53"
筹资活动现金流出小计,"66,177,479.13","82,406,216.92","106,421,451.41","19,151,427.16","116,596,415.18","143,908,378.05","246,692,609.90","1,304,794.24","113,369,382.52","116,149,223.12","126,144,254.26",,"57,811,512.63","72,449,708.37","75,221,341.67",,,"39,195,000.00","39,195,000.00",,"32,431,780.43","33,696,000.00","39,195,000.00",,"32,923,800.00","32,923,800.00","32,923,800.00",,"23,062,000.00","23,517,000.00","23,517,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"15,000.00","36,672.47",50.00,"15,216.40","77,211.40","137,595.10","137,595.10",,,,,,,,,,,,,,,,"35,500.00",,,"18,000.00","268,000.00","680,000.00","680,000.00","714,000.00","996,820.52"
筹资活动产生的现金流量净额,"-24,478,355.11","-30,380,216.92","-16,991,451.41","20,158,572.84","403,598,746.06","404,286,783.19","356,793,992.12","-43,781.77","-32,108,370.05","-34,888,210.65","-34,883,241.79",,"-12,811,512.63","-27,449,708.37","-30,221,341.67",,,"-39,195,000.00","-39,195,000.00",,"-21,198,470.65","-22,462,690.22","-10,487,000.00","19,940,000.00","-12,983,800.00","-12,983,800.00","-12,983,800.00",,"-23,062,000.00","-23,517,000.00","-23,517,000.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"3,000,000.00","3,000,000.00","13,506,706.64",,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"15,000.00","229,375.47",50.00,"15,216.40","77,211.40","137,595.10","137,595.10",,,,,,,,,,,,"71,144,431.13",,"48,334,795.31","48,334,795.31","186,913,158.38","17,850.00","20,174,814.21","45,587,047.72","162,661,895.00","728,901.50","172,560,825.81","212,960,312.31","335,703,738.05"
五、现金及现金等价物净增加额,"-6,645,714.61","5,818,896.28","5,162,326.21","6,463,861.52","395,143,282.73","358,784,913.48","291,214,670.99","16,649,886.25","-25,223,833.99","-28,980,607.76","-37,786,857.92","-4,245,248.74","-24,358,381.09","-52,738,702.52","-50,527,358.50","23,976,390.44","14,058,833.45","-21,818,267.96","-13,090,231.30","-18,821,467.86","-134,668,892.43","-142,429,186.81","-37,351,239.32","-83,146,325.28","-72,962,674.72","-46,441,401.57","66,498,086.46","-139,424,477.16","-119,024,777.87","-187,274,880.68","-43,246,224.95"
购建固定资产、无形资产和其他长期资产支付的现金,"10,668,177.62","11,226,054.86","33,830,715.89","8,680,810.04","27,579,534.86","42,519,898.29","78,182,696.06","23,838,940.10","75,372,411.77","90,187,933.13","125,133,236.71","21,416,169.59","33,510,767.19","52,246,057.54","58,586,475.55","18,188,718.25","24,344,998.92","49,124,546.64","51,967,077.10","13,527,356.45","47,802,822.91","56,019,749.54","79,081,236.51","1,955,134.50","3,755,254.40","5,862,308.40","8,828,504.47","2,779,144.96","4,769,109.62","9,034,688.57","8,827,911.71"
期初现金及现金等价物余额,"14,158,409.38","7,512,694.77","13,331,591.05","18,493,917.26","18,493,917.26","18,493,917.26","18,493,917.26","309,708,588.25","309,708,588.25","309,708,588.25","309,708,588.25","271,921,730.33","271,921,730.33","271,921,730.33","271,921,730.33","221,394,371.83","221,394,371.83","221,394,371.83","221,394,371.83","215,042,140.53","208,304,140.53","208,304,140.53","208,304,140.53","170,952,901.21","170,952,901.21","170,952,901.21","170,952,901.21","241,662,720.31","241,662,720.31","241,662,720.31","241,662,720.31"
投资支付的现金,,"120,690.56",,,,,,,,,,,,,,,,,"83,000,000.00",,"124,780,000.00","124,780,000.00","170,250,000.00","111,450,000.00","111,450,000.00","124,450,000.00","164,450,000.00","165,000,000.00","320,000,000.00","424,859,500.00","434,859,500.00"
期末现金及现金等价物余额,"7,512,694.77","13,331,591.05","18,493,917.26","24,957,778.78","413,637,199.99","377,278,830.74","309,708,588.25","326,358,474.50","284,484,754.26","280,727,980.49","271,921,730.33","267,676,481.59","247,563,349.24","219,183,027.81","221,394,371.83","245,370,762.27","235,453,205.28","199,576,103.87","208,304,140.53","196,220,672.67","73,635,248.10","65,874,953.72","170,952,901.21","87,806,575.93","97,990,226.49","124,511,499.64","237,450,987.67","102,238,243.15","122,637,942.44","54,387,839.63","198,416,495.36"
