科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-1,966,843.28","-302,659.37","437,172.32","775,046.22","527,245.76","-531,192.42","-3,766,547.20","-4,956,614.60","-20,421,036.82","-1,557,385.96","-5,341,778.39","-7,437,131.27","-39,380,158.80","-4,970,261.59","-9,037,775.83","-13,235,522.50","-28,338,792.46","-1,585,587.65","-6,714,403.19","-9,979,897.76","-46,313,796.16","-1,096,478.93","-4,719,221.98","-9,326,911.58","-27,328,087.13","-2,304,327.10","-6,309,583.22","-12,896,508.49","-38,272,059.20","-393,978.68","-353,197.37","-699,336.99","-180,151.48","218,713.06","-412,203.13","-594,209.86"
三、利润总额,"146,571,588.44","126,239,953.23","53,736,563.09","99,789,201.86","151,547,119.66","42,563,895.66","84,683,901.11","157,074,011.83","231,786,995.66","56,517,096.91","116,711,983.46","185,369,146.24","297,619,550.97","63,144,271.20","149,228,984.77","243,648,111.04","377,687,425.63","80,445,543.87","173,621,104.06","207,952,385.36","323,991,894.59","8,689,424.06","42,568,337.43","57,037,217.61","112,887,670.05","-15,805,094.26","24,843,057.51","61,011,936.51","140,264,902.43","27,410,938.16","79,969,961.59","134,595,234.63","213,256,594.28","30,154,576.29","111,588,833.62","189,906,329.20"
资产减值损失,"4,682,799.09","1,076,351.20","1,130,286.45","1,134,300.51","4,000,393.75",,"1,080,003.97","1,080,003.97","1,362,566.75",,"325,055.75","325,055.75","2,059,424.06",,"1,165,538.92","1,165,549.78","2,576,902.06",,"688,162.88","688,059.35","3,886,122.91",,"959,115.19","959,167.54","4,682,317.15",,"1,395,476.82","1,395,476.82","4,660,777.86",,"-2,702,957.78","-1,726,372.55","960,681.01",,"2,671,189.45","2,671,189.45"
减:所得税,"10,008,769.57","13,743,062.95","8,512,112.39","14,235,981.10","12,190,952.90","4,243,676.03","7,545,664.53","22,901,333.05","30,311,445.94","6,631,155.52","16,265,609.89","22,373,264.45","39,234,329.66","7,436,542.42","21,325,983.34","33,406,823.70","39,547,600.02","9,485,523.91","26,490,675.70","17,759,223.92","22,181,322.11","987,114.54","4,994,834.44","5,299,804.67","7,697,602.14","2,737,974.95","6,995,902.10","14,947,414.55","21,132,396.53","5,610,810.26","9,414,809.50","16,958,353.82","30,479,628.00","3,879,195.31","8,861,288.00","15,782,674.91"
加:公允价值变动净收益,"-391,473.53","391,473.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,,,,,,,,,,,,,,"135,250.00","363,638.56","686,546.75","1,949,442.99","351,845.71","904,386.35","1,855,584.21","2,588,155.49","1,673,517.44","3,359,488.23","5,953,107.44"
四、净利润,"136,562,818.87","112,496,890.28","45,224,450.70","85,553,220.76","139,356,166.76","38,320,219.63","77,138,236.58","134,172,678.78","201,475,549.72","49,885,941.39","100,446,373.57","162,995,881.79","258,385,221.31","55,707,728.78","127,903,001.43","210,241,287.34","338,139,825.61","70,960,019.96","147,130,428.36","190,193,161.44","301,810,572.48","7,702,309.52","37,573,502.99","51,737,412.94","105,190,067.91","-18,543,069.21","17,847,155.41","46,064,521.96","119,132,505.90","21,800,127.90","70,555,152.09","117,636,880.81","182,776,966.28","26,275,380.98","102,727,545.62","174,123,654.29"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"136,562,818.87","112,496,890.28","45,224,450.70","85,553,220.76","139,356,166.76","38,320,219.63","77,138,236.58","134,172,678.78","201,475,549.72","49,885,941.39","100,446,373.57","162,995,881.79","258,385,221.31","55,707,728.78","127,903,001.43","210,241,287.34","338,139,825.61","70,960,019.96","147,130,428.36","190,193,161.44","301,810,572.48","7,702,309.52","37,573,502.99","51,737,412.94","105,190,067.91","-18,543,069.21","17,965,933.12","46,383,688.03","119,471,450.39","22,016,176.04","71,341,300.87","119,050,874.39","182,233,544.71","26,864,427.20","103,755,204.56","175,819,670.95"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,,,,,,,,,,,,,"-118,777.71","-319,166.07","-338,944.49","-216,048.14","-786,148.78","-1,413,993.58","543,421.57","-589,046.22","-1,027,658.94","-1,696,016.66"
