科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"30,615,900.74","36,181,947.56","8,986,381.03","38,936,022.77","9,991,645.25","21,066,131.57","38,821,294.87","55,981,589.07","16,475,278.41","33,510,770.24","52,512,317.29","73,421,635.35","20,155,354.31","41,903,558.55","61,714,741.64","80,006,053.09","20,027,482.83","37,396,678.55","56,196,343.18","75,086,793.32","20,386,022.32","40,604,557.12","62,787,381.10","86,824,513.18","24,422,749.18","47,677,499.10","77,073,453.58","103,354,495.57","25,433,260.02","51,415,601.16","78,021,291.44","105,918,236.07","27,322,209.86","53,980,317.21","82,241,932.84","123,950,521.33","34,930,924.07"
取得借款收到的现金,"122,770,000.00","200,070,000.00","83,500,000.00","373,500,000.00","110,000,000.00","170,000,000.00","381,000,000.00","361,000,000.00","115,675,000.00","135,675,000.00","260,675,000.00","270,000,000.00","95,210,000.00","124,142,350.01","303,770,000.00","330,000,000.00","128,000,000.00","174,700,000.00","488,000,000.00","538,000,000.00","140,800,000.00","376,900,000.00","425,900,000.00","489,700,000.00","213,800,000.00","489,300,000.00","504,300,000.00","634,500,000.00","415,500,000.00","600,500,000.00","640,500,000.00","934,744,266.31","542,200,000.00","676,950,000.00","868,950,000.00","1,088,700,000.00","540,000,000.00"
支付的各项税费,"16,018,427.27","47,130,845.04","15,503,689.55","59,898,429.36","9,116,301.14","25,702,686.97","33,779,835.30","41,882,675.52","5,050,493.15","24,342,312.21","44,821,929.93","49,891,121.24","4,092,845.09","9,435,674.77","23,316,537.50","26,003,104.28","2,184,667.79","4,557,491.84","11,119,556.50","20,151,865.46","5,595,349.98","19,861,224.25","26,815,544.67","33,333,168.99","8,430,324.42","21,425,852.06","31,067,167.64","50,955,502.89","24,051,937.85","59,442,052.16","83,984,791.08","103,139,674.61","23,886,304.87","34,991,512.95","48,275,379.76","68,762,057.29","5,261,865.41"
收到其他与筹资活动有关的现金,"23,949,630.16","20,405,398.83","23,452,764.38","23,452,764.38","34,224,729.85","51,651,141.85","51,651,141.85",,"62,495,899.69","59,963,527.37","59,963,527.37",,"8,154,882.84","8,154,882.84","8,154,882.84",,"6,526,189.29",,,,,,,,,,,,,,"100,000,000.00","111,707,666.00",,"6,000,000.00","6,000,000.00","9,970,000.00","500,000.00"
支付其他与经营活动有关的现金,"36,088,517.46","43,665,334.06","10,556,258.68","42,636,544.64","13,044,538.63","26,720,491.33","35,986,277.92","61,462,201.83","16,775,591.51","22,326,098.48","50,459,236.49","42,115,482.23","41,405,946.01","45,374,152.69","78,538,249.29","57,063,233.97","27,834,160.69","46,141,167.38","77,692,555.16","64,231,995.58","27,966,780.05","47,620,224.43","68,624,786.23","97,786,495.51","30,743,211.92","46,017,990.13","71,428,123.39","68,097,509.06","32,550,526.19","61,416,130.42","79,515,085.60","159,431,598.77","82,587,842.93","82,018,382.14","106,703,311.48","297,995,336.70","118,404,492.45"
筹资活动现金流入小计,"156,019,630.16","231,847,398.83","106,952,764.38","396,952,764.38","144,224,729.85","771,283,129.85","982,283,129.85","953,200,000.00","178,170,899.69","195,638,527.37","320,638,527.37","270,000,000.00","103,364,882.84","132,297,232.85","311,924,882.84","330,000,000.00","134,526,189.29","175,400,000.00","488,700,000.00","538,700,000.00","140,800,000.00","376,900,000.00","425,900,000.00","489,700,000.00","213,800,000.00","489,300,000.00","504,300,000.00","634,500,000.00","415,500,000.00","600,500,000.00","740,500,000.00","1,046,451,932.31","542,200,000.00","682,950,000.00","1,311,524,491.00","1,524,830,191.00","540,500,000.00"
经营活动现金流出小计,"493,540,646.34","669,443,937.11","112,031,441.47","580,522,471.08","146,825,191.97","297,309,192.26","475,857,380.16","685,524,988.30","172,329,457.75","352,632,385.22","612,833,215.77","839,945,005.56","218,941,278.54","350,508,854.68","480,159,618.04","788,885,006.30","193,252,585.16","363,570,363.34","538,824,662.30","779,797,556.95","183,623,863.71","343,249,159.37","622,529,228.08","832,588,186.55","175,425,526.06","394,247,820.00","597,304,466.33","724,458,501.86","156,910,023.75","407,150,607.49","588,428,851.62","945,057,612.49","302,978,094.82","508,220,837.53","771,941,012.16","1,484,199,737.37","446,189,803.25"
偿还债务支付的现金,"97,080,635.95","224,647,728.80","57,000,000.00","260,684,140.00","80,000,000.00","80,000,000.00","436,000,000.00","416,235,290.00","40,675,000.00","36,675,000.00","226,305,436.00","230,000,000.00","40,790,000.00","40,560,000.00","165,671,000.00","225,000,000.00","37,735,290.00","102,235,290.00","281,235,290.00","303,500,000.00","107,000,000.00","259,500,000.00","358,500,000.00","343,500,000.00","156,255,750.00","450,255,750.00","450,255,750.00","517,500,000.00","401,000,000.00","509,999,962.10","575,499,962.10","855,744,228.41","438,100,000.00","595,250,000.00","705,050,000.00","968,800,000.00","441,700,000.00"
经营活动产生的现金流量净额,"-4,807,286.84","38,396,980.64","7,726,496.13","56,921,988.08","-17,522,721.92","-4,945,707.03","-38,255,960.46","-19,142,515.64","-49,669,494.46","-55,662,067.89","-92,153,153.52","-66,447,438.93","-56,814,895.78","-51,278,836.16","-92,355,360.98","-43,987,327.33","-34,295,627.17","-54,920,240.21","-62,891,277.62","-36,672,261.99","-15,349,263.25","-46,935,302.19","11,542,994.48","-7,788,567.40","-23,104,591.20","-10,382,212.59","-13,957,807.24","57,315,480.44","27,422,529.45","-48,095,007.39","-60,753,206.76","15,115,325.73","-120,283,331.20","-108,877,892.63","-161,097,595.01","-277,132,818.35","-55,906,687.18"
分配股利、利润或偿还利息支付的现金,"4,992,003.41","8,452,275.50","2,157,216.42","9,116,825.79","3,104,941.10","6,505,085.73","8,663,072.71","10,791,352.50","1,117,916.24","19,800,854.14","22,728,097.66","27,149,974.19","3,160,143.21","26,030,613.45","30,384,897.73","36,765,202.76","4,423,983.83","10,011,181.78","16,379,610.98","24,404,028.50","8,002,465.70","19,173,400.31","29,345,967.56","39,234,447.82","9,937,423.96","22,980,256.32","33,510,452.25","46,325,591.17","9,184,230.79","25,154,039.09","37,154,492.28","40,369,426.20","15,356,381.75","34,869,284.32","49,149,567.08","52,868,266.26","16,012,078.49"
收回投资收到的现金,,,,,,,,"1,300,000.00",,,,,,,,,,,,,,,,,,,,,,"100,000.00","100,000.00",,,"3,010,500.00","3,010,500.00",,
支付其他与筹资活动有关的现金,"20,425,398.83","23,502,764.38","40,411,588.38","37,224,729.85","23,426,427.51","49,298,945.03","66,395,009.79","56,110,197.52","74,967,625.05","58,818,483.40","29,563,991.08",,"16,160,893.84","14,472,065.84","6,589,972.29","171,506.63","8,922,925.99",,,,,,,,,,,"50,615,750.00","19,328,577.01","27,828,600.21","32,996,975.87","41,667,835.28","3,516,937.64","7,113,125.98","19,222,693.17","19,836,154.08","30,397,189.00"
取得投资收益收到的现金,"65,000.00","91,000.00",,"104,000.00",,,,"130,000.00",,,,,"65,000.00","65,000.00","65,000.00","65,000.00",,,,,,,,"52,800.00",,,,"79,200.00",,333.70,333.70,"7,725.83","10,536.75",,,,
筹资活动现金流出小计,"122,498,038.19","256,602,768.68","99,568,804.80","307,025,695.64","106,531,368.61","135,804,030.76","511,058,082.50","483,136,840.02","116,760,541.29","115,294,337.54","278,597,524.74","257,149,974.19","60,111,037.05","81,062,679.29","202,645,870.02","261,936,709.39","51,082,199.82","112,246,471.78","297,614,900.98","327,904,028.50","115,002,465.70","278,673,400.31","387,845,967.56","382,734,447.82","166,193,173.96","473,236,006.32","483,766,202.25","614,441,341.17","429,512,807.80","562,982,601.40","645,651,430.25","937,781,489.89","456,973,319.39","637,232,410.30","773,422,260.25","1,041,504,420.34","488,109,267.49"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"561,000.00",,"115,045.88",,,,"1,510,020.28",,,,"269,151.98",,,,"260,668.80",,,,980.77,,,,"934,880.12",,,,"1,237,603.68","6,500.00","6,500.00","6,500.00","1,295,071.84",,,,,
筹资活动产生的现金流量净额,"33,521,591.97","-24,755,369.85","7,383,959.58","89,927,068.74","37,693,361.24","635,479,099.09","471,225,047.35","470,063,159.98","61,410,358.40","80,344,189.83","42,041,002.63","12,850,025.81","43,253,845.79","51,234,553.56","109,279,012.82","68,063,290.61","83,443,989.47","63,153,528.22","191,085,099.02","210,795,971.50","25,797,534.30","98,226,599.69","38,054,032.44","106,965,552.18","47,606,826.04","16,063,993.68","20,533,797.75","20,058,658.83","-14,012,807.80","37,517,398.60","94,848,569.75","108,670,442.42","85,226,680.61","45,717,589.70","538,102,230.75","483,325,770.66","52,390,732.51"
处置子公司及其他营业单位收到的现金净额,"69,536.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,"-11,522.67",,,,"-35,347.40",,,,"-33,994.58",,,,"84,655.18",,,,"-179,671.57",,"-8,162.93","88,326.46","131,255.23","60,981.44","-59,698.71","-341,525.14","695,658.98","-31,770.97","-28,537.46","-210,202.95","-212,260.92","-206,083.89"
收到其他与投资活动有关的现金,,"8,000,000.00","10,500,000.00","10,500,000.00",,,,,"12,000,000.00","12,000,000.00","12,000,000.00","12,000,000.00",,,,,,,,,,,,,,,,"4,000,000.00","1,213,639.70",,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"134,536.88","8,652,000.00","10,500,000.00","10,719,045.88",,,,"2,940,020.28","12,000,000.00","12,000,000.00","12,000,000.00","12,269,151.98","65,000.00","65,000.00","65,000.00","325,668.80",,,,980.77,,,,"987,680.12",,,,"5,316,803.68","1,220,139.70","106,833.70","106,833.70","1,302,797.67","10,536.75","3,010,500.00","3,010,500.00",,
五、现金及现金等价物净增加额,"3,804,236.29","-6,737,674.99","-1,025,446.51","29,168,888.80","-3,069,575.89","581,110,316.44","351,569,062.48","349,293,607.35","-15,385,203.32","-41,027,304.99","-133,027,742.25","-161,178,897.36","-53,078,770.72","-86,155,871.34","-96,518,153.08","-104,993,890.14","-12,522,135.44","-81,558,363.46","-34,227,213.28","-14,495,384.45","-34,944,376.98","-32,626,156.43","-51,408,069.81","-36,558,778.04","5,621,573.01","-23,290,249.16","-27,458,853.19","-8,760,759.63","1,258,699.31","-30,427,004.84","9,609,311.88","67,519,850.29","-42,868,222.61","-70,012,657.03","365,400,277.33","67,860,137.67","-10,730,630.75"
购建固定资产、无形资产和其他长期资产支付的现金,"25,044,605.72","29,031,285.78","26,635,902.22","122,092,152.30","23,240,215.21","49,423,075.62","81,380,024.41","104,535,534.60","39,126,067.26","77,709,426.93","94,915,591.36","119,815,288.82","39,582,720.73","86,176,588.74","113,506,804.92","129,361,527.64","61,670,497.74","89,791,651.47","162,421,034.68","188,704,729.91","45,392,648.03","83,917,453.93","101,005,096.73","132,543,771.37","18,880,661.83","23,503,867.32","26,663,170.16","32,191,446.17","8,432,143.48","16,010,170.74","19,238,999.37","51,467,514.21","7,790,337.80","9,834,316.64","14,404,655.46","138,120,553.72","7,008,592.19"
期初现金及现金等价物余额,"10,279,630.13","14,083,866.42","7,346,191.43","7,346,191.43","36,515,080.23","36,515,080.23","36,515,080.23","36,515,080.23","385,808,687.58","385,808,687.58","385,808,687.58","385,808,687.58","224,629,790.22","224,629,800.22","224,629,800.22","224,629,790.22","119,635,900.08","119,635,900.08","119,635,900.08","119,635,900.08","105,140,515.63","105,140,515.63","105,140,515.63","105,140,515.63","68,581,737.59","68,581,737.59","68,581,737.59","68,581,737.59","59,820,977.96","59,820,977.96","59,820,977.96","59,820,977.96","127,340,828.25","127,340,828.25","127,340,828.25","127,340,828.25","195,200,965.92"
投资支付的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"5,460,000.00","7,460,000.00",,,"100,000.00","100,000.00","3,010,500.00",,,,,
期末现金及现金等价物余额,"14,083,866.42","7,346,191.43","6,320,744.92","36,515,080.23","33,445,504.34","617,625,396.67","388,084,142.71","385,808,687.58","370,423,484.26","344,781,382.59","252,780,945.33","224,629,790.22","171,551,019.50","138,473,928.88","128,111,647.14","119,635,900.08","107,113,764.64","38,077,536.62","85,408,686.80","105,140,515.63","70,196,138.65","72,514,359.20","53,732,445.82","68,581,737.59","74,203,310.60","45,291,488.43","41,122,884.40","59,820,977.96","61,079,677.27","29,393,973.12","69,430,289.84","127,340,828.25","84,472,605.64","57,328,171.22","492,741,105.58","195,200,965.92","184,470,335.17"
