科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
应付股利,,,,,,,,,,,,,,,,,"71,161,600.00","672,800.00","672,800.00"
存货,"124,074,241.76","288,137,276.03","426,710,970.92","461,543,314.60","474,530,981.56","499,132,762.65","503,443,502.90","535,962,376.35","583,493,894.11","514,751,379.73","439,788,908.15","336,433,559.14","400,215,963.94","469,654,596.36","459,335,490.62","423,420,653.06","470,390,220.81","553,631,766.84","583,735,011.87"
其他应付款,"22,492,349.95","27,559,583.25","34,238,757.10","35,172,087.19","49,034,678.76","40,026,988.09","43,894,044.62","46,665,034.56","48,033,321.61","58,534,041.38","63,891,260.25","71,859,745.27","65,005,601.90","75,408,516.08","122,492,125.90","131,954,774.53","113,099,045.02","115,945,245.54","111,388,173.41"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"14,000,000.00","20,000,000.00","20,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,
其他流动资产,"176,000,000.00",,,,,"100,000,000.00","120,000,000.00","80,000,000.00","50,000,000.00","50,000,000.00","258,000,000.00","278,000,000.00","279,000,000.00","280,000,000.00","18,000,000.00","17,500,000.00",,"60,000,000.00","50,000,000.00"
其他流动负债,,,,,,,,,,,,,,,,,,,
流动资产合计,"566,760,371.15","563,255,752.42","659,421,625.99","689,577,924.75","1,200,620,321.43","1,093,164,415.61","1,120,011,817.73","1,186,724,935.76","1,199,461,645.77","1,284,871,976.89","1,283,509,683.59","1,360,807,911.46","1,420,461,547.75","1,509,492,795.69","1,571,292,836.68","1,630,751,362.00","1,639,271,128.24","1,709,629,177.39","1,694,583,151.20"
流动负债合计,"109,055,482.94","157,170,446.46","288,598,881.38","316,282,080.66","324,029,409.20","181,909,098.96","207,955,745.37","235,654,924.78","261,738,104.50","298,139,368.20","285,177,155.76","303,167,457.05","295,847,770.95","332,249,006.69","434,656,888.74","414,241,803.27","434,546,057.44","494,006,451.69","495,066,150.93"
可供出售金融资产,,,,,,,,,,"12,100,000.00","12,100,000.00","12,100,000.00","12,100,000.00","12,100,000.00","1,125,933.57","1,125,933.57","1,125,933.57","1,125,933.57","724,814.77"
长期借款,"39,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,
固定资产,"307,263,688.80","335,323,983.22","427,162,436.43","416,189,172.65","418,491,391.86","414,930,129.50","461,421,241.44","451,237,755.70","444,182,978.84","437,214,448.80","447,600,682.62","449,795,266.41","461,976,191.76","467,781,967.58","506,052,214.88","497,210,940.07","505,349,154.02","508,078,705.89","547,922,176.44"
递延所得税负债,,,,,,,,,,,,,,,,,,,
在建工程,"37,626,948.48","28,765,297.99","18,442,566.64","27,899,937.04","25,182,937.95","30,549,584.50","1,268,667.37","3,667,606.35","3,783,685.25","8,158,196.69","18,415,742.95","19,874,131.88","21,224,161.10","26,774,482.49","8,047,704.83","12,785,564.77","9,413,987.20","18,060,142.38","46,959,240.44"
其他非流动负债,"5,110,814.78","4,009,199.54","15,221,600.36","14,921,849.11","14,237,873.60","13,746,039.88",,,,,,,,,,,,,
工程物资,"11,345.62",,,,,,,,,,,,,,,,,,
非流动负债合计,"44,110,814.78","24,009,199.54","15,221,600.36","14,921,849.11","14,237,873.60","13,746,039.88","17,452,841.17","16,942,267.89","16,970,830.21","15,930,773.50","19,210,123.73","18,581,511.80","18,250,993.46","17,576,390.31","17,026,523.03","16,520,554.46","16,036,999.82","15,604,174.38","17,281,433.72"
固定资产清理,,,,,,,,,,,,,,,,,,,
负债合计,"153,166,297.72","181,179,646.00","303,820,481.74","331,203,929.77","338,267,282.80","195,655,138.84","225,408,586.54","252,597,192.67","278,708,934.71","314,070,141.70","304,387,279.49","321,748,968.85","314,098,764.41","349,825,397.00","451,683,411.77","430,762,357.73","450,583,057.26","509,610,626.07","512,347,584.65"
生产性生物资产,"12,949,243.70","17,065,574.34","20,271,306.82","20,793,469.94","20,263,896.86","21,610,303.59","23,377,589.88","23,227,569.11","23,344,589.16","23,143,590.93","23,237,039.61","22,305,779.61","22,306,856.92","21,581,087.27","22,541,988.67","23,780,937.54","24,235,900.78","24,661,480.65","24,378,550.69"
实收资本(或股本),"163,650,000.00","163,650,000.00","163,650,000.00","163,650,000.00","218,240,000.00","218,240,000.00","218,240,000.00","218,240,000.00","436,480,000.00","436,480,000.00","436,480,000.00","436,480,000.00","445,160,000.00","445,160,000.00","444,760,000.00","444,760,000.00","444,760,000.00","756,092,000.00","756,092,000.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"358,283,502.81","358,283,502.81","358,283,502.81","358,283,502.81","801,629,978.31","801,629,978.31","801,629,978.31","801,629,978.31","583,389,978.31","583,389,978.31","583,400,800.08","583,400,800.08","625,585,600.08","625,585,600.08","645,225,143.33","649,001,979.17","648,014,741.84","350,254,847.84","356,901,229.72"
无形资产,"34,024,201.76","34,431,134.51","34,310,212.00","33,992,990.60","33,675,769.25","33,608,334.63","33,289,702.01","33,675,689.11","33,298,927.25","33,073,200.86","32,951,184.91","32,612,502.26","33,587,195.59","33,237,351.08","37,830,443.86","38,118,931.23","37,205,663.87","36,897,247.27","37,064,786.63"
盈余公积,"30,292,129.00","43,869,739.04","57,491,213.34","57,491,213.34","57,491,213.34","57,491,213.34","74,963,058.70","74,963,058.70","74,963,058.70","74,963,058.70","83,112,709.78","83,112,709.78","83,112,709.78","83,112,709.78","86,637,207.90","86,637,207.90","86,637,207.90","86,637,207.90","164,563,883.76"
开发支出,,,,,,,,,,,,,,,,,"126,368.04","259,807.67",
减:库存股,,,,,,,,,,,,,,,"48,520,800.00","48,520,800.00","25,813,300.00","24,641,300.00","24,641,300.00"
商誉,,,,,,,,,,,,,,,,,,,
未分配利润,"238,036,219.58","249,328,126.82","319,223,215.44","322,482,388.98","335,167,606.71","363,169,800.95","368,678,156.28","401,645,542.50","385,401,612.52","428,776,553.25","443,626,301.52","498,881,886.26","541,563,488.67","614,507,941.06","637,937,773.56","715,257,448.40","699,972,809.12","731,859,839.74","676,970,460.21"
长期待摊费用,,,"3,735,892.45","3,637,579.75","3,539,267.05","3,440,954.35","3,342,641.65","3,244,328.95","3,146,016.25","3,047,703.55","2,949,390.85","2,851,078.15","2,752,765.45","2,654,452.75","2,556,140.05","2,457,827.35","3,825,477.39","3,666,082.92","3,619,176.75"
少数股东权益,"31,519,945.40","34,491,010.54","34,579,396.99","34,460,484.80","35,788,160.96","50,915,390.56","51,163,167.79","51,789,565.71","57,731,461.36","69,875,044.58","79,596,687.64","80,192,280.16","80,594,291.95","81,265,876.85","81,360,463.78","83,291,950.14","86,031,726.03","98,916,190.91","101,462,609.36"
递延所得税资产,"31,010.64","46,293.75","37,992.37","37,992.37","65,558.30","89,091.47","115,729.15","227,092.30","256,343.35","189,341.14","298,068.71","385,018.01","392,869.96","155,075.56","12,973,693.86","14,040,403.89","6,943,139.23","9,002,360.23","10,384,153.93"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,"16,281,284.36","51,913,988.98","73,665,777.62","75,442,452.60","84,745,099.42","89,708,708.35","97,255,558.39","98,860,360.61","109,200,859.73","105,756,317.68","109,541,985.27","103,084,957.35","115,313,266.36","125,680,312.35","136,662,243.94","140,918,242.92","162,689,489.81","197,348,474.49","178,060,416.85"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"408,187,723.36","467,546,272.79","577,626,184.33","577,993,594.95","585,963,920.69","593,937,106.39","620,071,129.89","614,140,402.13","617,213,399.83","622,682,799.65","647,094,094.92","643,008,733.67","669,653,307.14","689,964,729.08","727,790,363.66","730,438,781.34","750,915,113.91","799,100,235.07","849,113,316.50"
所有者权益(或股东权益)合计,"821,781,796.79","849,622,379.21","933,227,328.58","936,367,589.93","1,448,316,959.32","1,491,446,383.16","1,514,674,361.08","1,548,268,145.22","1,537,966,110.89","1,593,484,634.84","1,626,216,499.02","1,682,067,676.28","1,776,016,090.48","1,849,632,127.77","1,847,399,788.57","1,930,427,785.61","1,939,603,184.89","1,999,118,786.39","2,031,348,883.05"
资产总计,"974,948,094.51","1,030,802,025.21","1,237,047,810.32","1,267,571,519.70","1,786,584,242.12","1,687,101,522.00","1,740,082,947.62","1,800,865,337.89","1,816,675,045.60","1,907,554,776.54","1,930,603,778.51","2,003,816,645.13","2,090,114,854.89","2,199,457,524.77","2,299,083,200.34","2,361,190,143.34","2,390,186,242.15","2,508,729,412.46","2,543,696,467.70"
负债和所有者(或股东权益)合计,"974,948,094.51","1,030,802,025.21","1,237,047,810.32","1,267,571,519.70","1,786,584,242.12","1,687,101,522.00","1,740,082,947.62","1,800,865,337.89","1,816,675,045.60","1,907,554,776.54","1,930,603,778.51","2,003,816,645.13","2,090,114,854.89","2,199,457,524.77","2,299,083,200.34","2,361,190,143.34","2,390,186,242.15","2,508,729,412.46","2,543,696,467.70"
